sequence_id	direction_group	outcome	group
11539_4	negative	whr	Sex-combined
11542_11	positive	whr	Sex-combined
11543_84	negative	whr	Sex-combined
11549_6	negative	whr	Sex-combined
11560_76	negative	whr	Sex-combined
11563_51	negative	whr	Sex-combined
11568_2	negative	whr	Sex-combined
11570_94	negative	whr	Sex-combined
11592_1	positive	whr	Sex-combined
11601_26	negative	whr	Sex-combined
11608_5	positive	whr	Sex-combined
11615_16	negative	whr	Sex-combined
11633_89	negative	whr	Sex-combined
11646_4	negative	whr	Sex-combined
11647_6	negative	whr	Sex-combined
11649_3	positive	whr	Sex-combined
11656_110	negative	whr	Sex-combined
11659_31	negative	whr	Sex-combined
11666_72	negative	whr	Sex-combined
11672_17	negative	whr	Sex-combined
11678_105	negative	whr	Sex-combined
11682_7	negative	whr	Sex-combined
11692_21	negative	whr	Sex-combined
11696_7	negative	whr	Sex-combined
11825_27	negative	whr	Sex-combined
11838_130	negative	whr	Sex-combined
11952_1	negative	whr	Sex-combined
11955_1	positive	whr	Sex-combined
11967_23	negative	whr	Sex-combined
11969_5	negative	whr	Sex-combined
11988_24	negative	whr	Sex-combined
11989_35	negative	whr	Sex-combined
12001_7	negative	whr	Sex-combined
12030_82	negative	whr	Sex-combined
12046_51	negative	whr	Sex-combined
12329_21	negative	whr	Sex-combined
12332_7	negative	whr	Sex-combined
12333_87	negative	whr	Sex-combined
12334_25	negative	whr	Sex-combined
12338_27	negative	whr	Sex-combined
12341_8	negative	whr	Sex-combined
12345_4	negative	whr	Sex-combined
12347_29	positive	whr	Sex-combined
12376_85	positive	whr	Sex-combined
12381_26	positive	whr	Sex-combined
12382_2	positive	whr	Sex-combined
12385_4	negative	whr	Sex-combined
12386_11	negative	whr	Sex-combined
12389_4	negative	whr	Sex-combined
12391_27	negative	whr	Sex-combined
12392_30	positive	whr	Sex-combined
12396_19	negative	whr	Sex-combined
12399_194	positive	whr	Sex-combined
12401_3	negative	whr	Sex-combined
12403_30	negative	whr	Sex-combined
12415_122	negative	whr	Sex-combined
12417_46	positive	whr	Sex-combined
12420_10	negative	whr	Sex-combined
12425_104	negative	whr	Sex-combined
12431_13	negative	whr	Sex-combined
12432_23	negative	whr	Sex-combined
12436_84	positive	whr	Sex-combined
12437_18	negative	whr	Sex-combined
12450_42	positive	whr	Sex-combined
12451_62	negative	whr	Sex-combined
12452_32	negative	whr	Sex-combined
12456_5	negative	whr	Sex-combined
12457_10	positive	whr	Sex-combined
12459_13	negative	whr	Sex-combined
12460_18	positive	whr	Sex-combined
12463_7	negative	whr	Sex-combined
12471_47	positive	whr	Sex-combined
12473_48	negative	whr	Sex-combined
12475_48	positive	whr	Sex-combined
12480_9	negative	whr	Sex-combined
12484_67	negative	whr	Sex-combined
12486_8	negative	whr	Sex-combined
12488_9	positive	whr	Sex-combined
12490_92	negative	whr	Sex-combined
12493_42	negative	whr	Sex-combined
12494_99	positive	whr	Sex-combined
12498_12	positive	whr	Sex-combined
12500_88	positive	whr	Sex-combined
12501_10	positive	whr	Sex-combined
12504_26	negative	whr	Sex-combined
12510_3	negative	whr	Sex-combined
12511_83	negative	whr	Sex-combined
12514_16	positive	whr	Sex-combined
12516_13	negative	whr	Sex-combined
12521_3	negative	whr	Sex-combined
12527_50	negative	whr	Sex-combined
12528_40	negative	whr	Sex-combined
12530_14	positive	whr	Sex-combined
12531_5	negative	whr	Sex-combined
12533_135	negative	whr	Sex-combined
12540_25	positive	whr	Sex-combined
12546_1	negative	whr	Sex-combined
12549_33	positive	whr	Sex-combined
12551_3	positive	whr	Sex-combined
12554_10	positive	whr	Sex-combined
12558_3	negative	whr	Sex-combined
12560_9	positive	whr	Sex-combined
12572_236	positive	whr	Sex-combined
12575_30	positive	whr	Sex-combined
12580_7	positive	whr	Sex-combined
12585_39	negative	whr	Sex-combined
12587_65	positive	whr	Sex-combined
12593_33	positive	whr	Sex-combined
12604_16	negative	whr	Sex-combined
12605_1	positive	whr	Sex-combined
12612_37	negative	whr	Sex-combined
12618_50	positive	whr	Sex-combined
12620_3	positive	whr	Sex-combined
12623_84	negative	whr	Sex-combined
12632_14	positive	whr	Sex-combined
12633_3	negative	whr	Sex-combined
12635_9	positive	whr	Sex-combined
12650_43	positive	whr	Sex-combined
12651_21	negative	whr	Sex-combined
12655_30	negative	whr	Sex-combined
12656_1	positive	whr	Sex-combined
12663_1	positive	whr	Sex-combined
12667_2	negative	whr	Sex-combined
12668_7	negative	whr	Sex-combined
12675_14	negative	whr	Sex-combined
12676_1	negative	whr	Sex-combined
12688_115	positive	whr	Sex-combined
12690_33	positive	whr	Sex-combined
12693_2	negative	whr	Sex-combined
12701_1	positive	whr	Sex-combined
12702_13	negative	whr	Sex-combined
12704_26	positive	whr	Sex-combined
12706_2	negative	whr	Sex-combined
12709_63	negative	whr	Sex-combined
12713_365	negative	whr	Sex-combined
12714_38	negative	whr	Sex-combined
12715_30	negative	whr	Sex-combined
12716_3	negative	whr	Sex-combined
12724_81	positive	whr	Sex-combined
12730_3	positive	whr	Sex-combined
12732_13	negative	whr	Sex-combined
12738_43	negative	whr	Sex-combined
12740_55	positive	whr	Sex-combined
12746_4	positive	whr	Sex-combined
12748_6	negative	whr	Sex-combined
12750_9	negative	whr	Sex-combined
12754_14	negative	whr	Sex-combined
12756_3	negative	whr	Sex-combined
12760_34	negative	whr	Sex-combined
12764_3	negative	whr	Sex-combined
12768_3	positive	whr	Sex-combined
12783_29	negative	whr	Sex-combined
12800_5	positive	whr	Sex-combined
12813_18	positive	whr	Sex-combined
12817_1	positive	whr	Sex-combined
12818_159	negative	whr	Sex-combined
12820_1	negative	whr	Sex-combined
12826_5	positive	whr	Sex-combined
12827_37	negative	whr	Sex-combined
12831_21	negative	whr	Sex-combined
12845_18	negative	whr	Sex-combined
12862_14	negative	whr	Sex-combined
12864_9	negative	whr	Sex-combined
12869_68	positive	whr	Sex-combined
12881_17	positive	whr	Sex-combined
12891_1	negative	whr	Sex-combined
12892_10	positive	whr	Sex-combined
12894_3	negative	whr	Sex-combined
12895_28	negative	whr	Sex-combined
12923_51	negative	whr	Sex-combined
12925_105	negative	whr	Sex-combined
12933_17	negative	whr	Sex-combined
12939_1	negative	whr	Sex-combined
12945_33	negative	whr	Sex-combined
12956_40	positive	whr	Sex-combined
12968_2	negative	whr	Sex-combined
12986_12	negative	whr	Sex-combined
12991_49	negative	whr	Sex-combined
12993_21	positive	whr	Sex-combined
13007_66	negative	whr	Sex-combined
13011_20	negative	whr	Sex-combined
13013_41	negative	whr	Sex-combined
13022_20	positive	whr	Sex-combined
13025_4	negative	whr	Sex-combined
13032_1	negative	whr	Sex-combined
13042_7	negative	whr	Sex-combined
13044_5	negative	whr	Sex-combined
13055_53	negative	whr	Sex-combined
13056_18	negative	whr	Sex-combined
13059_33	negative	whr	Sex-combined
13066_42	positive	whr	Sex-combined
13067_5	positive	whr	Sex-combined
13073_14	positive	whr	Sex-combined
13083_18	negative	whr	Sex-combined
13093_6	negative	whr	Sex-combined
13094_75	positive	whr	Sex-combined
13095_51	negative	whr	Sex-combined
13097_11	negative	whr	Sex-combined
13105_7	negative	whr	Sex-combined
13109_82	negative	whr	Sex-combined
13111_79	negative	whr	Sex-combined
13113_7	positive	whr	Sex-combined
13116_25	positive	whr	Sex-combined
13118_5	negative	whr	Sex-combined
13119_26	positive	whr	Sex-combined
13122_19	positive	whr	Sex-combined
13123_3	negative	whr	Sex-combined
13124_20	positive	whr	Sex-combined
13125_45	negative	whr	Sex-combined
13131_5	negative	whr	Sex-combined
13132_14	negative	whr	Sex-combined
13133_73	positive	whr	Sex-combined
13231_90	positive	whr	Sex-combined
13377_3	negative	whr	Sex-combined
13378_80	negative	whr	Sex-combined
13381_49	positive	whr	Sex-combined
13386_248	negative	whr	Sex-combined
13387_55	negative	whr	Sex-combined
13388_57	negative	whr	Sex-combined
13392_13	negative	whr	Sex-combined
13397_88	negative	whr	Sex-combined
13405_61	negative	whr	Sex-combined
13427_66	negative	whr	Sex-combined
13429_3	negative	whr	Sex-combined
13439_6	negative	whr	Sex-combined
13447_42	negative	whr	Sex-combined
13451_2	negative	whr	Sex-combined
13453_2	negative	whr	Sex-combined
13463_1	negative	whr	Sex-combined
13464_8	negative	whr	Sex-combined
13470_43	negative	whr	Sex-combined
13472_35	positive	whr	Sex-combined
13473_55	negative	whr	Sex-combined
13490_1	negative	whr	Sex-combined
13491_40	negative	whr	Sex-combined
13498_1	negative	whr	Sex-combined
13499_30	positive	whr	Sex-combined
13501_10	negative	whr	Sex-combined
13502_2	negative	whr	Sex-combined
13506_10	negative	whr	Sex-combined
13507_51	negative	whr	Sex-combined
13515_8	negative	whr	Sex-combined
13517_3	negative	whr	Sex-combined
13518_5	negative	whr	Sex-combined
13519_112	negative	whr	Sex-combined
13525_17	negative	whr	Sex-combined
13534_20	negative	whr	Sex-combined
13539_131	negative	whr	Sex-combined
13540_1	negative	whr	Sex-combined
13541_1	negative	whr	Sex-combined
13548_53	negative	whr	Sex-combined
13549_15	negative	whr	Sex-combined
13554_78	negative	whr	Sex-combined
13557_3	negative	whr	Sex-combined
13566_2	negative	whr	Sex-combined
13570_43	positive	whr	Sex-combined
13574_50	negative	whr	Sex-combined
13587_10	negative	whr	Sex-combined
13596_3	negative	whr	Sex-combined
13597_20	negative	whr	Sex-combined
13599_15	negative	whr	Sex-combined
13604_27	negative	whr	Sex-combined
13605_16	negative	whr	Sex-combined
13613_23	negative	whr	Sex-combined
13618_15	negative	whr	Sex-combined
13620_10	positive	whr	Sex-combined
13628_58	positive	whr	Sex-combined
13631_1	negative	whr	Sex-combined
13634_209	negative	whr	Sex-combined
13639_101	positive	whr	Sex-combined
13642_90	positive	whr	Sex-combined
13645_14	negative	whr	Sex-combined
13650_11	positive	whr	Sex-combined
13652_2	positive	whr	Sex-combined
13653_335	negative	whr	Sex-combined
13658_31	negative	whr	Sex-combined
13659_36	positive	whr	Sex-combined
13665_35	negative	whr	Sex-combined
13666_222	negative	whr	Sex-combined
13672_3	negative	whr	Sex-combined
13681_173	negative	whr	Sex-combined
13686_2	positive	whr	Sex-combined
13689_2	negative	whr	Sex-combined
13692_154	negative	whr	Sex-combined
13698_28	negative	whr	Sex-combined
13700_10	positive	whr	Sex-combined
13711_10	negative	whr	Sex-combined
13717_15	negative	whr	Sex-combined
13719_19	negative	whr	Sex-combined
13724_27	negative	whr	Sex-combined
13729_26	positive	whr	Sex-combined
13926_1	positive	whr	Sex-combined
13929_27	negative	whr	Sex-combined
13932_45	negative	whr	Sex-combined
13933_276	positive	whr	Sex-combined
13934_3	negative	whr	Sex-combined
13941_82	negative	whr	Sex-combined
13942_140	negative	whr	Sex-combined
13944_3	negative	whr	Sex-combined
13947_371	positive	whr	Sex-combined
13950_9	positive	whr	Sex-combined
13960_15	negative	whr	Sex-combined
13966_30	negative	whr	Sex-combined
13973_62	positive	whr	Sex-combined
13977_28	negative	whr	Sex-combined
13983_27	positive	whr	Sex-combined
13984_23	negative	whr	Sex-combined
13986_6	negative	whr	Sex-combined
13993_20	positive	whr	Sex-combined
13994_1	negative	whr	Sex-combined
13998_26	negative	whr	Sex-combined
14002_18	positive	whr	Sex-combined
14006_36	negative	whr	Sex-combined
14008_22	positive	whr	Sex-combined
14011_17	negative	whr	Sex-combined
14021_81	positive	whr	Sex-combined
14026_24	negative	whr	Sex-combined
14028_22	negative	whr	Sex-combined
14034_22	positive	whr	Sex-combined
14043_12	negative	whr	Sex-combined
14045_12	negative	whr	Sex-combined
14048_7	negative	whr	Sex-combined
14054_17	positive	whr	Sex-combined
14060_67	negative	whr	Sex-combined
14061_48	negative	whr	Sex-combined
14066_49	negative	whr	Sex-combined
14069_61	negative	whr	Sex-combined
14076_74	positive	whr	Sex-combined
14082_56	negative	whr	Sex-combined
14088_38	negative	whr	Sex-combined
14091_42	positive	whr	Sex-combined
14094_29	negative	whr	Sex-combined
14101_2	positive	whr	Sex-combined
14107_1	positive	whr	Sex-combined
14112_40	negative	whr	Sex-combined
14120_2	negative	whr	Sex-combined
14121_24	negative	whr	Sex-combined
14122_132	positive	whr	Sex-combined
14128_121	negative	whr	Sex-combined
14133_93	positive	whr	Sex-combined
14134_49	negative	whr	Sex-combined
14135_3	negative	whr	Sex-combined
14143_8	negative	whr	Sex-combined
14144_3	negative	whr	Sex-combined
14149_9	negative	whr	Sex-combined
14150_7	positive	whr	Sex-combined
14151_4	negative	whr	Sex-combined
14153_8	positive	whr	Sex-combined
14156_33	negative	whr	Sex-combined
14158_17	positive	whr	Sex-combined
14197_2	negative	whr	Sex-combined
14203_3	positive	whr	Sex-combined
14206_28	negative	whr	Sex-combined
14208_3	negative	whr	Sex-combined
14226_120	negative	whr	Sex-combined
14245_195	negative	whr	Sex-combined
14246_50	positive	whr	Sex-combined
14254_27	negative	whr	Sex-combined
14268_4	positive	whr	Sex-combined
14271_23	positive	whr	Sex-combined
14286_2	negative	whr	Sex-combined
14314_6	negative	whr	Sex-combined
14318_1	positive	whr	Sex-combined
14326_4	positive	whr	Sex-combined
14331_262	negative	whr	Sex-combined
14334_3	negative	whr	Sex-combined
14337_1	positive	whr	Sex-combined
14341_8	positive	whr	Sex-combined
14583_49	negative	whr	Sex-combined
14599_18	negative	whr	Sex-combined
14614_41	positive	whr	Sex-combined
14618_26	negative	whr	Sex-combined
14619_8	positive	whr	Sex-combined
14631_22	negative	whr	Sex-combined
14633_26	negative	whr	Sex-combined
14645_253	negative	whr	Sex-combined
14662_6	negative	whr	Sex-combined
14663_44	positive	whr	Sex-combined
14675_20	positive	whr	Sex-combined
14684_17	positive	whr	Sex-combined
14687_6	negative	whr	Sex-combined
14689_3	positive	whr	Sex-combined
14692_3	negative	whr	Sex-combined
14711_27	negative	whr	Sex-combined
14747_9	negative	whr	Sex-combined
15295_81	negative	whr	Sex-combined
15297_3	negative	whr	Sex-combined
15305_7	negative	whr	Sex-combined
15306_20	negative	whr	Sex-combined
15308_108	positive	whr	Sex-combined
15310_61	negative	whr	Sex-combined
15313_28	negative	whr	Sex-combined
15315_64	negative	whr	Sex-combined
15326_64	negative	whr	Sex-combined
15331_47	positive	whr	Sex-combined
15333_11	positive	whr	Sex-combined
15343_337	negative	whr	Sex-combined
15346_31	negative	whr	Sex-combined
15358_28	negative	whr	Sex-combined
15361_37	negative	whr	Sex-combined
15364_101	negative	whr	Sex-combined
15365_41	positive	whr	Sex-combined
15367_38	positive	whr	Sex-combined
15370_5	negative	whr	Sex-combined
15374_15	negative	whr	Sex-combined
15376_134	positive	whr	Sex-combined
15383_200	positive	whr	Sex-combined
15384_15	positive	whr	Sex-combined
15385_116	positive	whr	Sex-combined
15387_44	negative	whr	Sex-combined
15390_3	negative	whr	Sex-combined
15394_79	positive	whr	Sex-combined
15413_3	positive	whr	Sex-combined
15416_54	negative	whr	Sex-combined
15419_15	negative	whr	Sex-combined
15430_165	negative	whr	Sex-combined
15431_31	negative	whr	Sex-combined
15432_1	negative	whr	Sex-combined
15435_4	negative	whr	Sex-combined
15440_57	negative	whr	Sex-combined
15441_6	positive	whr	Sex-combined
15446_25	negative	whr	Sex-combined
15447_45	positive	whr	Sex-combined
15453_3	positive	whr	Sex-combined
15455_40	negative	whr	Sex-combined
15462_28	positive	whr	Sex-combined
15467_10	positive	whr	Sex-combined
15472_16	negative	whr	Sex-combined
15475_4	negative	whr	Sex-combined
15480_2	negative	whr	Sex-combined
15481_45	positive	whr	Sex-combined
15483_377	positive	whr	Sex-combined
15486_126	negative	whr	Sex-combined
15487_164	positive	whr	Sex-combined
15494_11	negative	whr	Sex-combined
15495_9	negative	whr	Sex-combined
15497_9	negative	whr	Sex-combined
15499_11	positive	whr	Sex-combined
15503_15	positive	whr	Sex-combined
15509_2	negative	whr	Sex-combined
15511_37	negative	whr	Sex-combined
15514_26	negative	whr	Sex-combined
15515_2	positive	whr	Sex-combined
15521_4	negative	whr	Sex-combined
15523_9	negative	whr	Sex-combined
15525_294	negative	whr	Sex-combined
15526_33	positive	whr	Sex-combined
15530_33	negative	whr	Sex-combined
15533_97	positive	whr	Sex-combined
15535_3	positive	whr	Sex-combined
15539_15	positive	whr	Sex-combined
15540_6	positive	whr	Sex-combined
15544_25	negative	whr	Sex-combined
15548_35	positive	whr	Sex-combined
15556_49	negative	whr	Sex-combined
15558_63	negative	whr	Sex-combined
15565_102	negative	whr	Sex-combined
15566_10	negative	whr	Sex-combined
15569_15	positive	whr	Sex-combined
15570_99	negative	whr	Sex-combined
15582_25	positive	whr	Sex-combined
15583_18	negative	whr	Sex-combined
15584_9	negative	whr	Sex-combined
15589_1	negative	whr	Sex-combined
15594_47	positive	whr	Sex-combined
15602_43	positive	whr	Sex-combined
15604_18	positive	whr	Sex-combined
15606_19	positive	whr	Sex-combined
15607_56	negative	whr	Sex-combined
15613_16	positive	whr	Sex-combined
15614_168	positive	whr	Sex-combined
15615_8	negative	whr	Sex-combined
15623_1	negative	whr	Sex-combined
15633_6	negative	whr	Sex-combined
15634_139	negative	whr	Sex-combined
15635_4	negative	whr	Sex-combined
15641_20	negative	whr	Sex-combined
15667_39	positive	whr	Sex-combined
15668_19	negative	whr	Sex-combined
15670_15	negative	whr	Sex-combined
15675_3	negative	whr	Sex-combined
15678_71	negative	whr	Sex-combined
15688_30	negative	whr	Sex-combined
15698_6	positive	whr	Sex-combined
16015_19	negative	whr	Sex-combined
16035_8	negative	whr	Sex-combined
16043_30	positive	whr	Sex-combined
16057_6	negative	whr	Sex-combined
16074_12	negative	whr	Sex-combined
16081_38	negative	whr	Sex-combined
16296_43	negative	whr	Sex-combined
16299_13	negative	whr	Sex-combined
16302_11	positive	whr	Sex-combined
16309_30	negative	whr	Sex-combined
16312_45	positive	whr	Sex-combined
16318_12	negative	whr	Sex-combined
16323_8	positive	whr	Sex-combined
16324_38	negative	whr	Sex-combined
16558_2	positive	whr	Sex-combined
16561_9	positive	whr	Sex-combined
16583_8	negative	whr	Sex-combined
16585_16	negative	whr	Sex-combined
16587_1	negative	whr	Sex-combined
16588_10	negative	whr	Sex-combined
16591_71	negative	whr	Sex-combined
16593_3	negative	whr	Sex-combined
16594_44	negative	whr	Sex-combined
16599_38	positive	whr	Sex-combined
16606_85	positive	whr	Sex-combined
16607_78	negative	whr	Sex-combined
16613_3	negative	whr	Sex-combined
16616_137	positive	whr	Sex-combined
16746_12	negative	whr	Sex-combined
16748_1	negative	whr	Sex-combined
16749_79	negative	whr	Sex-combined
16753_46	negative	whr	Sex-combined
16755_195	negative	whr	Sex-combined
16765_52	negative	whr	Sex-combined
16770_3	negative	whr	Sex-combined
16773_29	negative	whr	Sex-combined
16781_2	positive	whr	Sex-combined
16785_45	negative	whr	Sex-combined
16792_4	positive	whr	Sex-combined
16802_31	negative	whr	Sex-combined
16807_35	negative	whr	Sex-combined
16814_13	negative	whr	Sex-combined
16818_200	negative	whr	Sex-combined
16825_20	positive	whr	Sex-combined
16850_5	negative	whr	Sex-combined
16852_10	negative	whr	Sex-combined
16853_5	positive	whr	Sex-combined
16854_17	negative	whr	Sex-combined
16858_384	negative	whr	Sex-combined
16859_100	negative	whr	Sex-combined
16872_248	positive	whr	Sex-combined
16877_19	negative	whr	Sex-combined
16882_27	negative	whr	Sex-combined
16890_37	negative	whr	Sex-combined
16908_5	positive	whr	Sex-combined
16913_8	positive	whr	Sex-combined
16915_153	positive	whr	Sex-combined
16918_198	positive	whr	Sex-combined
16926_44	positive	whr	Sex-combined
17137_160	positive	whr	Sex-combined
17138_8	positive	whr	Sex-combined
17140_57	negative	whr	Sex-combined
17148_7	positive	whr	Sex-combined
17152_10	positive	whr	Sex-combined
17153_46	negative	whr	Sex-combined
17154_2	negative	whr	Sex-combined
17155_1	negative	whr	Sex-combined
17165_1	negative	whr	Sex-combined
17170_15	positive	whr	Sex-combined
17175_5	negative	whr	Sex-combined
17199_43	negative	whr	Sex-combined
17200_50	negative	whr	Sex-combined
17209_27	negative	whr	Sex-combined
17210_2	negative	whr	Sex-combined
17224_12	negative	whr	Sex-combined
17319_1	negative	whr	Sex-combined
17325_10	positive	whr	Sex-combined
17327_3	positive	whr	Sex-combined
17329_2	negative	whr	Sex-combined
17331_138	positive	whr	Sex-combined
17332_3	positive	whr	Sex-combined
17341_89	positive	whr	Sex-combined
17343_6	positive	whr	Sex-combined
17346_61	negative	whr	Sex-combined
17348_5	negative	whr	Sex-combined
17350_13	positive	whr	Sex-combined
17377_1	positive	whr	Sex-combined
17384_110	positive	whr	Sex-combined
17391_10	negative	whr	Sex-combined
17393_13	negative	whr	Sex-combined
17396_23	negative	whr	Sex-combined
17403_14	negative	whr	Sex-combined
17408_2	positive	whr	Sex-combined
17410_5	negative	whr	Sex-combined
17419_17	negative	whr	Sex-combined
17435_43	negative	whr	Sex-combined
17441_4	negative	whr	Sex-combined
17449_23	negative	whr	Sex-combined
