sequence_id	direction_group	outcome	group
13491_40	negative	whr	Female
13495_48	positive	whr	Female
13499_30	positive	whr	Female
13501_10	negative	whr	Female
13506_10	negative	whr	Female
13507_51	negative	whr	Female
13514_121	negative	whr	Female
13515_8	negative	whr	Female
13517_3	negative	whr	Female
13518_5	negative	whr	Female
13519_112	negative	whr	Female
13524_25	negative	whr	Female
13525_17	negative	whr	Female
13539_131	negative	whr	Female
13540_1	negative	whr	Female
13541_1	negative	whr	Female
13548_53	negative	whr	Female
13549_15	negative	whr	Female
13554_78	negative	whr	Female
13557_3	negative	whr	Female
13566_2	negative	whr	Female
13570_43	positive	whr	Female
13574_50	negative	whr	Female
13587_10	negative	whr	Female
13596_3	negative	whr	Female
13597_20	negative	whr	Female
13599_15	negative	whr	Female
13604_27	negative	whr	Female
13605_16	negative	whr	Female
13613_23	negative	whr	Female
13614_6	positive	whr	Female
13618_15	negative	whr	Female
13620_10	positive	whr	Female
13631_1	negative	whr	Female
13634_209	negative	whr	Female
13642_90	positive	whr	Female
13645_14	negative	whr	Female
13650_11	positive	whr	Female
13652_2	positive	whr	Female
13653_335	negative	whr	Female
13657_2	positive	whr	Female
13658_31	negative	whr	Female
13665_35	negative	whr	Female
13666_222	negative	whr	Female
13669_6	positive	whr	Female
13672_3	negative	whr	Female
13681_173	negative	whr	Female
13686_2	positive	whr	Female
13689_2	negative	whr	Female
13692_154	negative	whr	Female
13698_28	negative	whr	Female
13700_10	positive	whr	Female
13711_10	negative	whr	Female
13717_15	negative	whr	Female
13719_19	negative	whr	Female
13724_27	negative	whr	Female
13744_37	positive	whr	Female
13748_4	positive	whr	Female
13926_1	positive	whr	Female
13929_27	negative	whr	Female
13932_45	negative	whr	Female
13933_276	positive	whr	Female
13941_82	negative	whr	Female
13942_140	negative	whr	Female
13944_3	negative	whr	Female
13947_371	positive	whr	Female
13950_9	positive	whr	Female
13955_33	negative	whr	Female
13960_15	negative	whr	Female
13966_30	negative	whr	Female
13973_62	positive	whr	Female
13977_28	negative	whr	Female
13983_27	positive	whr	Female
13984_23	negative	whr	Female
13985_12	positive	whr	Female
13986_6	negative	whr	Female
13993_20	positive	whr	Female
13994_1	negative	whr	Female
14002_18	positive	whr	Female
14006_36	negative	whr	Female
14008_22	positive	whr	Female
14011_17	negative	whr	Female
14021_81	positive	whr	Female
14024_196	positive	whr	Female
14026_24	negative	whr	Female
14028_22	negative	whr	Female
14034_22	positive	whr	Female
14043_12	negative	whr	Female
14045_12	negative	whr	Female
14047_78	negative	whr	Female
14054_17	positive	whr	Female
14056_4	positive	whr	Female
14060_67	negative	whr	Female
14061_48	negative	whr	Female
14069_61	positive	whr	Female
14070_56	positive	whr	Female
14076_74	positive	whr	Female
14082_56	negative	whr	Female
14088_38	negative	whr	Female
14091_42	positive	whr	Female
14093_10	positive	whr	Female
14094_29	negative	whr	Female
14100_63	negative	whr	Female
14101_2	positive	whr	Female
14107_1	positive	whr	Female
14112_40	negative	whr	Female
14120_2	negative	whr	Female
14122_132	positive	whr	Female
14123_34	negative	whr	Female
14133_93	positive	whr	Female
14135_3	negative	whr	Female
14143_8	negative	whr	Female
14144_3	negative	whr	Female
14149_9	negative	whr	Female
14150_7	positive	whr	Female
14151_4	negative	whr	Female
14153_8	positive	whr	Female
14156_33	negative	whr	Female
14158_17	positive	whr	Female
14175_78	negative	whr	Female
14197_2	negative	whr	Female
14206_28	negative	whr	Female
14208_3	negative	whr	Female
14216_35	negative	whr	Female
14226_120	negative	whr	Female
14229_5	negative	whr	Female
14245_195	negative	whr	Female
14250_115	negative	whr	Female
14254_27	negative	whr	Female
14260_112	positive	whr	Female
14268_4	positive	whr	Female
14271_23	positive	whr	Female
14286_2	negative	whr	Female
14287_6	positive	whr	Female
14314_6	negative	whr	Female
14326_4	positive	whr	Female
14331_262	negative	whr	Female
14334_3	negative	whr	Female
14337_1	positive	whr	Female
14341_8	positive	whr	Female
14599_18	negative	whr	Female
14614_41	positive	whr	Female
14618_26	negative	whr	Female
14631_22	negative	whr	Female
14633_26	negative	whr	Female
14634_13	positive	whr	Female
14645_253	negative	whr	Female
14655_1	negative	whr	Female
14662_6	negative	whr	Female
14663_44	positive	whr	Female
14675_20	positive	whr	Female
14684_17	positive	whr	Female
14687_6	negative	whr	Female
14692_3	negative	whr	Female
14711_27	negative	whr	Female
14747_9	negative	whr	Female
15295_81	negative	whr	Female
15297_3	negative	whr	Female
15305_7	negative	whr	Female
15306_20	negative	whr	Female
15308_108	positive	whr	Female
15310_61	negative	whr	Female
15313_28	negative	whr	Female
15315_64	negative	whr	Female
15331_47	positive	whr	Female
15333_11	positive	whr	Female
15343_337	negative	whr	Female
15346_31	negative	whr	Female
15358_28	negative	whr	Female
15361_37	negative	whr	Female
15364_101	negative	whr	Female
15365_41	positive	whr	Female
15367_38	positive	whr	Female
15370_5	negative	whr	Female
15374_15	negative	whr	Female
15375_49	negative	whr	Female
15376_134	positive	whr	Female
15383_200	positive	whr	Female
15384_15	positive	whr	Female
15385_116	positive	whr	Female
15387_44	negative	whr	Female
15390_3	negative	whr	Female
15394_79	positive	whr	Female
15413_3	positive	whr	Female
15416_54	negative	whr	Female
15419_15	negative	whr	Female
15427_35	positive	whr	Female
15430_165	negative	whr	Female
15431_31	negative	whr	Female
15432_1	negative	whr	Female
15435_4	negative	whr	Female
15437_11	negative	whr	Female
15440_57	negative	whr	Female
15441_6	positive	whr	Female
15447_45	positive	whr	Female
15453_3	positive	whr	Female
15455_40	negative	whr	Female
15462_28	positive	whr	Female
15472_16	negative	whr	Female
15481_45	positive	whr	Female
15486_126	negative	whr	Female
15487_164	positive	whr	Female
15491_20	negative	whr	Female
15494_11	negative	whr	Female
15497_9	negative	whr	Female
15499_11	positive	whr	Female
15503_15	positive	whr	Female
15503_20	positive	whr	Female
15509_2	negative	whr	Female
15511_37	negative	whr	Female
15514_26	negative	whr	Female
15515_2	positive	whr	Female
15521_4	negative	whr	Female
15525_294	negative	whr	Female
15526_33	positive	whr	Female
15533_97	positive	whr	Female
15535_3	positive	whr	Female
15542_19	positive	whr	Female
15544_25	positive	whr	Female
15548_35	positive	whr	Female
15556_49	negative	whr	Female
15558_63	negative	whr	Female
15559_5	negative	whr	Female
15569_15	positive	whr	Female
15570_99	negative	whr	Female
15573_110	negative	whr	Female
15580_2	negative	whr	Female
15584_9	negative	whr	Female
15594_47	positive	whr	Female
15606_19	positive	whr	Female
15613_16	positive	whr	Female
15614_168	positive	whr	Female
15615_8	negative	whr	Female
15623_1	negative	whr	Female
15626_223	negative	whr	Female
15634_139	negative	whr	Female
15635_4	negative	whr	Female
15636_49	positive	whr	Female
15641_20	negative	whr	Female
15644_1	positive	whr	Female
15667_39	positive	whr	Female
15668_19	negative	whr	Female
15670_15	negative	whr	Female
15675_3	negative	whr	Female
15678_71	negative	whr	Female
15688_30	negative	whr	Female
15692_300	negative	whr	Female
16015_19	negative	whr	Female
16035_8	positive	whr	Female
16043_30	positive	whr	Female
16055_3	negative	whr	Female
16070_7	negative	whr	Female
16074_12	negative	whr	Female
16081_38	negative	whr	Female
16296_43	negative	whr	Female
16302_11	positive	whr	Female
16305_10	positive	whr	Female
16309_30	negative	whr	Female
16312_45	positive	whr	Female
16318_12	negative	whr	Female
16324_38	negative	whr	Female
16551_14	negative	whr	Female
16583_8	negative	whr	Female
16585_16	negative	whr	Female
16587_1	negative	whr	Female
16588_10	negative	whr	Female
16591_71	negative	whr	Female
16593_3	negative	whr	Female
16599_38	positive	whr	Female
16606_85	positive	whr	Female
16607_78	negative	whr	Female
16609_106	negative	whr	Female
16613_3	negative	whr	Female
16614_27	positive	whr	Female
16616_137	positive	whr	Female
16746_12	negative	whr	Female
16748_1	negative	whr	Female
16749_79	negative	whr	Female
16753_46	negative	whr	Female
16755_195	negative	whr	Female
16763_11	positive	whr	Female
16765_52	negative	whr	Female
16770_3	negative	whr	Female
16773_29	positive	whr	Female
16785_45	negative	whr	Female
16802_31	negative	whr	Female
16805_5	negative	whr	Female
16807_35	negative	whr	Female
16814_13	negative	whr	Female
16818_200	positive	whr	Female
16850_5	negative	whr	Female
16852_10	negative	whr	Female
16853_5	positive	whr	Female
16854_17	negative	whr	Female
16858_384	negative	whr	Female
16872_248	positive	whr	Female
16882_27	negative	whr	Female
16890_37	negative	whr	Female
16892_23	positive	whr	Female
16908_5	positive	whr	Female
16916_19	negative	whr	Female
16918_198	positive	whr	Female
16926_44	positive	whr	Female
17138_8	positive	whr	Female
17140_57	negative	whr	Female
17148_7	positive	whr	Female
17153_46	negative	whr	Female
17154_2	negative	whr	Female
17155_1	negative	whr	Female
17165_1	negative	whr	Female
17175_5	negative	whr	Female
17199_43	negative	whr	Female
17200_50	negative	whr	Female
17209_27	negative	whr	Female
17224_12	negative	whr	Female
17319_1	negative	whr	Female
17320_19	positive	whr	Female
17327_3	positive	whr	Female
17329_2	negative	whr	Female
17331_138	positive	whr	Female
17343_6	positive	whr	Female
17346_61	negative	whr	Female
17348_5	negative	whr	Female
17350_13	negative	whr	Female
17365_7	negative	whr	Female
17384_110	positive	whr	Female
17393_13	negative	whr	Female
17396_23	negative	whr	Female
17397_8	negative	whr	Female
17403_14	negative	whr	Female
17404_5	positive	whr	Female
17408_2	positive	whr	Female
17410_5	negative	whr	Female
17419_17	negative	whr	Female
17435_43	negative	whr	Female
17441_4	negative	whr	Female
17449_23	negative	whr	Female
17453_34	negative	whr	Female
17454_15	positive	whr	Female
17467_1	negative	whr	Female
17468_1	negative	whr	Female
17475_18	negative	whr	Female
17490_4	negative	whr	Female
17495_141	positive	whr	Female
17505_125	positive	whr	Female
17511_10	negative	whr	Female
17515_6	negative	whr	Female
17516_7	negative	whr	Female
17671_58	negative	whr	Female
17673_34	negative	whr	Female
17680_12	negative	whr	Female
17691_1	negative	whr	Female
17692_2	positive	whr	Female
17702_53	negative	whr	Female
17703_40	negative	whr	Female
17710_40	negative	whr	Female
17712_7	positive	whr	Female
17721_82	negative	whr	Female
17725_37	positive	whr	Female
17735_130	negative	whr	Female
17736_105	negative	whr	Female
17737_7	positive	whr	Female
17743_14	negative	whr	Female
17744_31	positive	whr	Female
17746_77	negative	whr	Female
17747_45	negative	whr	Female
17748_21	positive	whr	Female
17752_24	negative	whr	Female
17755_5	positive	whr	Female
17771_35	positive	whr	Female
17772_7	negative	whr	Female
17773_26	positive	whr	Female
17777_31	negative	whr	Female
17781_191	positive	whr	Female
17783_9	negative	whr	Female
17785_11	negative	whr	Female
17792_158	negative	whr	Female
17796_15	negative	whr	Female
17804_102	negative	whr	Female
17811_78	negative	whr	Female
17812_2	positive	whr	Female
17813_21	negative	whr	Female
17817_22	negative	whr	Female
17820_170	positive	whr	Female
17822_57	negative	whr	Female
17832_12	negative	whr	Female
17836_17	negative	whr	Female
17837_5	negative	whr	Female
17849_6	positive	whr	Female
17855_28	negative	whr	Female
18172_71	negative	whr	Female
18173_11	positive	whr	Female
18182_24	negative	whr	Female
18183_3	negative	whr	Female
18185_118	positive	whr	Female
18187_16	negative	whr	Female
18190_15	negative	whr	Female
18192_69	negative	whr	Female
18194_18	negative	whr	Female
18195_3	negative	whr	Female
18197_97	negative	whr	Female
18205_123	positive	whr	Female
18208_3	negative	whr	Female
18210_12	negative	whr	Female
18215_5	negative	whr	Female
18216_22	negative	whr	Female
18218_48	negative	whr	Female
18222_34	positive	whr	Female
18225_13	negative	whr	Female
18231_147	positive	whr	Female
18235_16	negative	whr	Female
18240_6	negative	whr	Female
18242_8	positive	whr	Female
18255_6	negative	whr	Female
18259_15	negative	whr	Female
18270_10	negative	whr	Female
18276_34	negative	whr	Female
18282_1	negative	whr	Female
18285_6	negative	whr	Female
18290_6	negative	whr	Female
18297_8	negative	whr	Female
18302_204	negative	whr	Female
18304_19	negative	whr	Female
18306_1	negative	whr	Female
18307_71	negative	whr	Female
18308_30	positive	whr	Female
18310_26	negative	whr	Female
18313_4	negative	whr	Female
18321_38	positive	whr	Female
18324_61	negative	whr	Female
18326_50	negative	whr	Female
18328_36	negative	whr	Female
18330_7	negative	whr	Female
18339_207	positive	whr	Female
18342_2	positive	whr	Female
18343_10	positive	whr	Female
18348_89	positive	whr	Female
18375_28	negative	whr	Female
18380_78	positive	whr	Female
18385_4	negative	whr	Female
18392_19	negative	whr	Female
18395_5	negative	whr	Female
18396_10	negative	whr	Female
18397_5	negative	whr	Female
18399_1	negative	whr	Female
18402_1	negative	whr	Female
18404_22	negative	whr	Female
18408_26	positive	whr	Female
18410_26	negative	whr	Female
18417_3	negative	whr	Female
18419_20	positive	whr	Female
18432_32	negative	whr	Female
18434_141	positive	whr	Female
18449_33	negative	whr	Female
18458_4	negative	whr	Female
18483_36	negative	whr	Female
18823_52	negative	whr	Female
18831_6	negative	whr	Female
18832_65	positive	whr	Female
18837_9	negative	whr	Female
18840_205	negative	whr	Female
18859_7	negative	whr	Female
18866_8	negative	whr	Female
18870_1	negative	whr	Female
18871_24	positive	whr	Female
18875_125	negative	whr	Female
18880_81	positive	whr	Female
18888_37	negative	whr	Female
18893_26	negative	whr	Female
18895_54	positive	whr	Female
18897_31	positive	whr	Female
18901_26	positive	whr	Female
18907_97	positive	whr	Female
18910_45	negative	whr	Female
18916_25	positive	whr	Female
18922_27	positive	whr	Female
18927_14	negative	whr	Female
18930_28	positive	whr	Female
18931_40	positive	whr	Female
18933_4	negative	whr	Female
18935_14	negative	whr	Female
18938_3	negative	whr	Female
18943_4	negative	whr	Female
18947_3	negative	whr	Female
19109_32	negative	whr	Female
19114_8	negative	whr	Female
19116_1	negative	whr	Female
19117_3	positive	whr	Female
19121_3	positive	whr	Female
19127_1	negative	whr	Female
19129_15	positive	whr	Female
19131_184	positive	whr	Female
19135_5	negative	whr	Female
19143_38	positive	whr	Female
19145_4	negative	whr	Female
19153_53	negative	whr	Female
19154_41	negative	whr	Female
19166_15	positive	whr	Female
19169_88	negative	whr	Female
19175_18	negative	whr	Female
19180_38	negative	whr	Female
19183_164	positive	whr	Female
19193_18	negative	whr	Female
19195_85	positive	whr	Female
19196_73	negative	whr	Female
19197_95	negative	whr	Female
19208_8	negative	whr	Female
19213_1	negative	whr	Female
19224_5	positive	whr	Female
19229_92	positive	whr	Female
19230_12	negative	whr	Female
19238_12	negative	whr	Female
19247_1	negative	whr	Female
19249_18	positive	whr	Female
19251_56	negative	whr	Female
19254_125	positive	whr	Female
19264_6	negative	whr	Female
19265_9	positive	whr	Female
19266_35	positive	whr	Female
19272_9	positive	whr	Female
19273_3	positive	whr	Female
19274_80	positive	whr	Female
19277_4	positive	whr	Female
19279_42	negative	whr	Female
19281_86	positive	whr	Female
19294_26	negative	whr	Female
19296_51	positive	whr	Female
19297_4	positive	whr	Female
19303_64	negative	whr	Female
19310_81	negative	whr	Female
19316_2	negative	whr	Female
19327_31	negative	whr	Female
19341_36	negative	whr	Female
19353_25	negative	whr	Female
19356_20	negative	whr	Female
19360_22	negative	whr	Female
19361_78	positive	whr	Female
19366_8	negative	whr	Female
19374_72	negative	whr	Female
19377_14	positive	whr	Female
19392_6	negative	whr	Female
19483_16	negative	whr	Female
19492_5	positive	whr	Female
19496_1	positive	whr	Female
19518_12	negative	whr	Female
19545_145	negative	whr	Female
19561_216	positive	whr	Female
19563_3	negative	whr	Female
19567_1	negative	whr	Female
19568_17	negative	whr	Female
19572_10	negative	whr	Female
19587_12	negative	whr	Female
19590_46	positive	whr	Female
19596_18	negative	whr	Female
19601_15	negative	whr	Female
19612_3	negative	whr	Female
19614_8	positive	whr	Female
19615_213	negative	whr	Female
19631_13	negative	whr	Female
19636_23	negative	whr	Female
19638_9	negative	whr	Female
19639_53	negative	whr	Female
2190_55	negative	whr	Female
2211_9	negative	whr	Female
2212_69	negative	whr	Female
2247_20	negative	whr	Female
2278_61	negative	whr	Female
2418_55	positive	whr	Female
2436_49	negative	whr	Female
2443_10	negative	whr	Female
2474_54	negative	whr	Female
2475_1	negative	whr	Female
2515_14	negative	whr	Female
2516_57	positive	whr	Female
2567_5	negative	whr	Female
2571_12	negative	whr	Female
2602_2	positive	whr	Female
2605_49	negative	whr	Female
2611_72	negative	whr	Female
2615_60	negative	whr	Female
2617_56	positive	whr	Female
2620_4	negative	whr	Female
2631_50	negative	whr	Female
2632_5	negative	whr	Female
2635_61	negative	whr	Female
2636_10	negative	whr	Female
2637_77	negative	whr	Female
2640_3	negative	whr	Female
2643_57	negative	whr	Female
2649_77	negative	whr	Female
2652_15	positive	whr	Female
2658_27	negative	whr	Female
2692_74	negative	whr	Female
2693_20	negative	whr	Female
2695_25	negative	whr	Female
2700_56	positive	whr	Female
2704_74	negative	whr	Female
2706_69	negative	whr	Female
2708_54	negative	whr	Female
