ID	total_effect	direct_effect	indirect_effect	proportion_mediated
BMI_12721_4_distal_Male	0.208735777569677	0.217726068533616	-0.008990290963939	-4.30701965356082
BMI_12735_39_proximal_Female	0.222515210653219	0.196179630149239	0.02633558050398	11.8354068590048
BMI_12743_18_colon_Female	0.174372139235744	0.161368858526334	0.01300328070941	7.45720088450029
BMI_12743_18_colon_Sex-combined	0.190393396869719	0.186325828209678	0.00406756866004102	2.1364021688338
BMI_12743_18_proximal_Female	0.222515210653219	0.190949574166865	0.031565636486354	14.1858331363907
BMI_12743_18_proximal_Sex-combined	0.203892850660761	0.204305278863079	-0.000412428202318016	-0.202276931722446
BMI_12750_9_proximal_Female	0.222515210653219	0.199190512285354	0.023324698367865	10.4822939067368
BMI_12795_2_proximal_Female	0.222515210653219	0.18757642952788	0.034938781125339	15.7017495670396
BMI_12798_46_proximal_Female	0.222515210653219	0.205249913905389	0.01726529674783	7.75915349658378
BMI_12801_33_distal_Female	0.123174149031173	0.100133438765616	0.023040710265557	18.7058002403782
BMI_12801_33_rectal_Female	0.0706371037472393	0.00565965150084567	0.0649774522463936	91.9877073087572
BMI_12807_89_overall_Male	0.216163911399654	0.220831143491516	-0.00466723209186201	-2.15911715403457
BMI_12820_1_proximal_Female	0.222515210653219	0.19748960305256	0.025025607600659	11.2466952381338
BMI_12842_43_proximal_Sex-combined	0.203892850660761	0.205139008221301	-0.00124615756054	-0.611182567952503
BMI_12867_40_rectal_Female	0.0706371037472393	-0.00463252407697783	0.0752696278242171	106.558202178779
BMI_12892_10_overall_Sex-combined	0.150258166028166	0.144883494942107	0.00537467108605899	3.57695773090396
BMI_13085_18_distal_Male	0.208735777569677	0.217181805520449	-0.00844602795077198	-4.04627709207764
BMI_13130_150_overall_Sex-combined	0.150258166028166	0.145683905280762	0.004574260747404	3.04426765500821
BMI_13130_150_proximal_Male	0.238945525423205	0.254579601416561	-0.015634075993356	-6.54294570516269
BMI_13412_5_overall_Female	0.123365619269516	0.089856257203328	0.033509362066188	27.1626424482013
BMI_13430_50_distal_Male	0.208735777569677	0.212847821422866	-0.004112043853189	-1.96997558399704
BMI_13436_54_rectal_Sex-combined	0.0970115735901656	0.0824748211725212	0.0145367524176444	14.9845548110128
BMI_13468_5_proximal_Sex-combined	0.203892850660761	0.211005072870056	-0.007112222209295	-3.48821559277151
BMI_13481_24_proximal_Sex-combined	0.203892850660761	0.208347929959765	-0.00445507929900402	-2.18501006021855
BMI_13481_24_rectal_Female	0.0706371037472393	0.0113379412331885	0.0592991625140508	83.9490287232627
BMI_13492_44_proximal_Sex-combined	0.203892850660761	0.229191028118883	-0.025298177458122	-12.4075843641096
BMI_13509_5_overall_Sex-combined	0.150258166028166	0.147572736761137	0.002685429267029	1.78721019829672
BMI_13532_25_proximal_Female	0.222515210653219	0.202958017277485	0.019557193375734	8.78914898371289
BMI_13535_2_distal_Female	0.123174149031173	0.102240257682567	0.020933891348606	16.9953610504003
BMI_13561_5_overall_Female	0.123365619269516	0.0775989031746556	0.0457667160948604	37.0984366356352
BMI_13561_5_overall_Sex-combined	0.150258166028166	0.141093917823316	0.00916424820484998	6.09900176948262
BMI_13563_259_proximal_Female	0.222515210653219	0.212730544121227	0.009784666531992	4.39730232520644
BMI_13587_10_rectal_Sex-combined	0.0970115735901656	0.0640891700068836	0.032922403583282	33.9365730962841
BMI_13947_371_colon_Female	0.174372139235744	0.161269951070708	0.013102188165036	7.51392293657783
BMI_13947_371_overall_Female	0.123365619269516	0.0984195204421833	0.0249460988273327	20.2212731351294
BMI_13950_9_distal_Sex-combined	0.165096503572389	0.159206155225579	0.00589034834681001	3.56782137680299
BMI_13992_12_colon_Sex-combined	0.190393396869719	0.187820140546143	0.00257325632357602	1.35154704201051
BMI_14192_31_rectal_Female	0.0706371037472393	0.00645818602413801	0.0641789177231013	90.8572326984876
BMI_14227_21_rectal_Female	0.0706371037472393	-0.0152815952858342	0.0859186990330735	121.633949404999
BMI_15310_61_distal_Male	0.208735777569677	0.216562471906335	-0.007826694336658	-3.74957011576294
BMI_15321_8_colon_Male	0.257736559506456	0.304750032340813	-0.047013472834357	-18.2409018434885
BMI_15321_8_distal_Sex-combined	0.165096503572389	0.162395306736641	0.00270119683574802	1.63613206657865
BMI_15331_47_colon_Female	0.174372139235744	0.151093461990145	0.023278677245599	13.3499980831956
BMI_15331_47_distal_Female	0.123174149031173	0.0858321583368906	0.0373419906942824	30.3164186543979
BMI_15331_47_proximal_Female	0.222515210653219	0.198186508553844	0.024328702099375	10.9335006932584
BMI_15372_43_proximal_Female	0.222515210653219	0.208712832148385	0.013802378504834	6.20289213681865
BMI_15381_45_distal_Male	0.208735777569677	0.181366594679397	0.02736918289028	13.1118791464219
BMI_15381_45_proximal_Female	0.222515210653219	0.213778694340027	0.008736516313192	3.92625577709719
BMI_15405_23_rectal_Female	0.0706371037472393	-0.001504157983758	0.0721412617309973	102.129416275532
BMI_15460_9_colon_Male	0.257736559506456	0.272890879330196	-0.01515431982374	-5.87977113249251
BMI_15567_2_proximal_Female	0.222515210653219	0.193853762029795	0.028661448623424	12.8806693885263
BMI_15666_21_proximal_Female	0.222515210653219	0.194062710455209	0.02845250019801	12.7867664032874
BMI_15692_300_proximal_Female	0.222515210653219	0.194681252433696	0.027833958219523	12.5087890116874
BMI_16293_1_rectal_Female	0.0706371037472393	0.00429205390690641	0.0663450498403329	93.9237968727248
BMI_16536_3_proximal_Sex-combined	0.203892850660761	0.210365551099958	-0.00647270043919701	-3.17455978383781
BMI_16836_1_distal_Male	0.208735777569677	0.217136246086687	-0.00840046851700998	-4.02445072656788
BMI_16932_5_proximal_Female	0.222515210653219	0.216818091692696	0.005697118960523	2.56032787322649
BMI_16932_5_rectal_Female	0.0706371037472393	0.0290177144210336	0.0416193893262057	58.9200110399944
BMI_17204_17_proximal_Female	0.222515210653219	0.19127383508015	0.031241375573069	14.0401078566074
BMI_17329_2_distal_Sex-combined	0.165096503572389	0.162688725673385	0.00240777789900401	1.45840635440731
BMI_17474_106_proximal_Female	0.222515210653219	0.212609488323232	0.00990572232998699	4.45170570627851
BMI_17509_6_rectal_Female	0.0706371037472393	0.0181136704031057	0.0525234333441336	74.3567198509132
BMI_17706_4_proximal_Sex-combined	0.203892850660761	0.209299517132722	-0.005406666471961	-2.65171949601934
BMI_17785_11_overall_Female	0.123365619269516	0.0863949360355093	0.0369706832340067	29.9683845895809
BMI_17797_1_proximal_Female	0.222515210653219	0.207557751706744	0.014957458946475	6.72199392687163
BMI_17797_1_rectal_Female	0.0706371037472393	0.0141187840818036	0.0565183196654357	80.0122268145013
BMI_17805_35_distal_Female	0.123174149031173	0.0792191463672085	0.0439550026639645	35.685249713266
BMI_17805_35_distal_Sex-combined	0.165096503572389	0.166987803431987	-0.00189129985959799	-1.14557232810731
BMI_17850_42_proximal_Female	0.222515210653219	0.197472174866451	0.025043035786768	11.2545275953277
BMI_17850_42_rectal_Female	0.0706371037472393	0.0227867613075314	0.0478503424397079	67.7410877588225
BMI_18170_46_rectal_Female	0.0706371037472393	-0.00759336879022526	0.0782304725374646	110.749830312121
BMI_18177_49_rectal_Female	0.0706371037472393	0.0057544953414862	0.0648826084057531	91.8534381561318
BMI_18267_74_overall_Sex-combined	0.150258166028166	0.139408441055023	0.010849724973143	7.22072234736926
BMI_18339_207_proximal_Sex-combined	0.203892850660761	0.196678562717688	0.00721428794307299	3.53827410803932
BMI_18348_89_distal_Female	0.123174149031173	0.0942495816285212	0.0289245674026518	23.4826606314378
BMI_18382_109_distal_Sex-combined	0.165096503572389	0.149575490624522	0.015521012947867	9.40117604674868
BMI_18387_7_colon_Sex-combined	0.190393396869719	0.183484679488762	0.00690871738095702	3.62865387904417
BMI_18387_7_proximal_Sex-combined	0.203892850660761	0.207609336849869	-0.003716486189108	-1.82276434757957
BMI_18389_11_proximal_Female	0.222515210653219	0.212757264154329	0.00975794649889	4.38529414247432
BMI_18398_1_distal_Female	0.123174149031173	0.0958269230631803	0.0273472259679927	22.2020823225429
BMI_18398_1_distal_Sex-combined	0.165096503572389	0.142197267254942	0.022899236317447	13.8702127676535
BMI_18876_77_proximal_Female	0.222515210653219	0.171744738628174	0.050770472025045	22.8166298726287
BMI_18878_15_colon_Female	0.174372139235744	0.147274089059669	0.027098050176075	15.5403554116174
BMI_18878_15_colon_Sex-combined	0.190393396869719	0.174192390412967	0.016201006456752	8.50922706517911
BMI_18878_15_distal_Female	0.123174149031173	0.0982167635773375	0.0249573854538355	20.2618695969389
BMI_18878_15_distal_Sex-combined	0.165096503572389	0.154131896981081	0.010964606591308	6.6413317993136
BMI_18878_15_overall_Female	0.123365619269516	0.0828217741119368	0.0405438451575792	32.8647846925677
BMI_18878_15_overall_Sex-combined	0.150258166028166	0.129283883280909	0.020974282747257	13.9588305259398
BMI_18878_15_proximal_Female	0.222515210653219	0.192606506155239	0.02990870449798	13.4411955075698
BMI_18878_15_proximal_Sex-combined	0.203892850660761	0.187776149495142	0.016116701165619	7.90449548053754
BMI_18878_15_rectal_Female	0.0706371037472393	-0.00494078131668014	0.0755778850639195	106.994597816977
BMI_18878_15_rectal_Sex-combined	0.0970115735901656	0.0546357438389576	0.042375829751208	43.6812105844491
BMI_18904_23_proximal_Female	0.222515210653219	0.198120767983234	0.024394442669985	10.9630449974059
BMI_18904_23_rectal_Female	0.0706371037472393	0.00161531001774173	0.0690217937294976	97.7132272813424
BMI_18913_3_overall_Female	0.123365619269516	0.0983982785878375	0.0249673406816785	20.2384917528218
BMI_18913_3_proximal_Female	0.222515210653219	0.206531756969215	0.015983453684004	7.18308363598279
BMI_19123_6_colon_Sex-combined	0.190393396869719	0.189927782138416	0.000465614731303021	0.244554033363683
BMI_19123_6_rectal_Female	0.0706371037472393	-0.00791524613279412	0.0785523498800334	111.205507747199
BMI_19166_15_proximal_Female	0.222515210653219	0.195730897889101	0.026784312764118	12.0370704930641
BMI_19170_25_rectal_Female	0.0706371037472393	0.00999509495940095	0.0606420087878384	85.8500781753929
BMI_19176_27_distal_Female	0.123174149031173	0.0810102068466259	0.0421639421845471	34.2311617463468
BMI_19190_4_overall_Female	0.123365619269516	0.0881837684998248	0.0351818507696912	28.5183594732578
BMI_19190_4_proximal_Female	0.222515210653219	0.214751859976917	0.00776335067630199	3.48890786095556
BMI_19195_85_proximal_Female	0.222515210653219	0.193864207255012	0.028651003398207	12.8759752261873
BMI_19215_7_proximal_Female	0.222515210653219	0.221791283837351	0.000723926815867998	0.325338125759056
BMI_19225_11_proximal_Female	0.222515210653219	0.199660260134728	0.022854950518491	10.2711857096859
BMI_19242_21_distal_Male	0.208735777569677	0.201127603596944	0.007608173972733	3.64488256939726
BMI_19243_2_proximal_Female	0.222515210653219	0.201853249707916	0.020661960945303	9.28563979273482
BMI_19260_4_colon_Male	0.257736559506456	0.26026867870755	-0.00253211920109397	-0.982444712516832
BMI_19260_4_overall_Sex-combined	0.150258166028166	0.150382045093237	-0.000123879065070998	-0.0824441481921031
BMI_19260_4_proximal_Male	0.238945525423205	0.253912810540645	-0.01496728511744	-6.26389010253736
BMI_19260_4_proximal_Sex-combined	0.203892850660761	0.202448782791218	0.00144406786954299	0.708248408349365
BMI_19280_29_colon_Male	0.257736559506456	0.271676237910993	-0.013939678404537	-5.40849867447222
BMI_19280_29_colon_Sex-combined	0.190393396869719	0.176896283902734	0.013497112966985	7.08906568656933
BMI_19280_29_overall_Female	0.123365619269516	0.0865150582671279	0.0368505610023881	29.8710136751155
BMI_19280_29_proximal_Male	0.238945525423205	0.266007185945304	-0.027061660522099	-11.3254518887387
BMI_19311_15_proximal_Female	0.222515210653219	0.188200168867514	0.034315041785705	15.4214364424658
BMI_19376_74_colon_Female	0.174372139235744	0.170175508691134	0.00419663054461	2.40670933040302
BMI_19376_74_overall_Female	0.123365619269516	0.0996998347932492	0.0236657844762668	19.1834520966205
BMI_19376_74_proximal_Female	0.222515210653219	0.214680871282537	0.00783433937068201	3.52081071117943
BMI_19376_74_proximal_Sex-combined	0.203892850660761	0.215828049027177	-0.011935198366416	-5.85366202284058
BMI_19376_74_rectal_Female	0.0706371037472393	0.0155007355490431	0.0551363681981962	78.055816664696
BMI_19467_3_proximal_Female	0.222515210653219	0.201419316745702	0.021095893907517	9.48065251161374
BMI_19467_3_rectal_Female	0.0706371037472393	0.0153560542863234	0.0552810494609159	78.2606399870641
BMI_2447_7_proximal_Female	0.222515210653219	0.202823537422648	0.019691673230571	8.8495852363368
BMI_2597_8_distal_Male	0.208735777569677	0.218517822960637	-0.00978204539095998	-4.68632905429673
BMI_2597_8_distal_Sex-combined	0.165096503572389	0.161403728152163	0.003692775420226	2.23673750825792
BMI_2614_28_proximal_Female	0.222515210653219	0.238121033140109	-0.01560582248689	-7.01337335145643
BMI_2618_10_proximal_Female	0.222515210653219	0.181259756799698	0.041255453853521	18.5405095374877
BMI_2683_1_rectal_Sex-combined	0.0970115735901656	0.0823155049696268	0.0146960686205388	15.1487787247156
BMI_2731_29_rectal_Sex-combined	0.0970115735901656	0.068293776832265	0.0287177967579006	29.6024440127336
BMI_2732_58_proximal_Female	0.222515210653219	0.203020726163637	0.019494484489582	8.76096714123663
BMI_2760_2_distal_Male	0.208735777569677	0.21710320013241	-0.00836742256273298	-4.00861925068878
BMI_2878_66_colon_Male	0.257736559506456	0.271441966751879	-0.013705407245423	-5.31760308730266
BMI_2982_82_distal_Male	0.208735777569677	0.203786330546831	0.004949447022846	2.37115413585189
BMI_3005_5_distal_Sex-combined	0.165096503572389	0.161735266160009	0.00336123741238001	2.03592283279714
BMI_3005_5_proximal_Sex-combined	0.203892850660761	0.20254595976001	0.00134689090075099	0.660587605885192
BMI_3078_1_distal_Male	0.208735777569677	0.208362281681501	0.000373495888176006	0.17893237686641
BMI_3202_28_proximal_Female	0.222515210653219	0.206488169538206	0.016027041115013	7.20267215349628
BMI_3202_28_rectal_Female	0.0706371037472393	0.0170376879064273	0.053599415840812	75.8799738344408
BMI_3432_21_proximal_Female	0.222515210653219	0.178593232107035	0.043921978546184	19.7388656790005
BMI_3447_64_proximal_Female	0.222515210653219	0.21645769919972	0.006057511453499	2.72229095517402
BMI_3461_58_distal_Female	0.123174149031173	0.0994664907770886	0.0237076582540844	19.2472677429129
BMI_3627_71_proximal_Female	0.222515210653219	0.201621035845999	0.02089417480722	9.38999843915512
BMI_3864_5_proximal_Female	0.222515210653219	0.191300512760279	0.03121469789294	14.0281187076181
BMI_3889_64_proximal_Female	0.222515210653219	0.190435765763892	0.032079444889327	14.4167424757859
BMI_4122_12_proximal_Female	0.222515210653219	0.198602267842916	0.023912942810303	10.7466553590219
BMI_4163_5_overall_Female	0.123365619269516	0.111173940362638	0.012191678906878	9.88255802473048
BMI_4261_55_overall_Female	0.123365619269516	0.0910378639208333	0.0323277553486827	26.2048336806517
BMI_4261_55_proximal_Male	0.238945525423205	0.266045289519523	-0.027099764096318	-11.3413984414735
BMI_4261_55_rectal_Female	0.0706371037472393	-0.0113506744128161	0.0819877781600554	116.068997468288
BMI_4374_45_overall_Male	0.216163911399654	0.21194382182125	0.004220089578404	1.95226370168779
BMI_4560_34_distal_Female	0.123174149031173	0.0663890888270735	0.0567850602040995	46.1014430793659
BMI_4708_3_proximal_Female	0.222515210653219	0.213973724280363	0.00854148637285601	3.83860786315753
BMI_4717_55_proximal_Female	0.222515210653219	0.19722300854446	0.025292202108759	11.3665048041034
BMI_4763_31_rectal_Male	0.117617347606037	0.0967510951787734	0.0208662524272636	17.7407949184127
BMI_4931_59_colon_Male	0.257736559506456	0.236776635399905	0.020959924106551	8.13230538449319
BMI_4931_59_distal_Male	0.208735777569677	0.191316177108176	0.017419600461501	8.34528736008673
BMI_4960_72_proximal_Sex-combined	0.203892850660761	0.201662736054527	0.00223011460623398	1.0937679271278
BMI_4995_16_rectal_Female	0.0706371037472393	-0.00596226740069747	0.0765993711479368	108.440701960307
BMI_5006_71_distal_Male	0.208735777569677	0.197288489537481	0.011447288032196	5.48410443359422
BMI_5006_71_rectal_Female	0.0706371037472393	-0.00469189434699301	0.0753289980942323	106.642251873438
BMI_5031_10_proximal_Female	0.222515210653219	0.203473407594885	0.019041803058334	8.55752872014214
BMI_5035_7_proximal_Female	0.222515210653219	0.195912218505433	0.026602992147786	11.9555836518725
BMI_5098_79_proximal_Female	0.222515210653219	0.201998531819337	0.020516678833882	9.22034892520513
BMI_5339_49_overall_Sex-combined	0.150258166028166	0.143629353075141	0.006628812953025	4.41161577320359
BMI_5339_49_rectal_Female	0.0706371037472393	0.0485089594747131	0.0221281442725262	31.3265169417298
BMI_5339_49_rectal_Male	0.117617347606037	0.109480461026464	0.008136886579573	6.91810072679734
BMI_5339_49_rectal_Sex-combined	0.0970115735901656	0.0734873306062528	0.0235242429839128	24.2489036239049
BMI_5352_11_proximal_Female	0.222515210653219	0.194764060096907	0.027751150556312	12.4715746284694
BMI_5355_69_rectal_Female	0.0706371037472393	0.0280882950341184	0.0425488087131209	60.2357775955442
BMI_5484_63_distal_Sex-combined	0.165096503572389	0.16157540048504	0.00352110308734901	2.13275448671457
BMI_5484_63_proximal_Female	0.222515210653219	0.187856449752168	0.034658760901051	15.5759063837956
BMI_5490_53_colon_Female	0.174372139235744	0.153295762732381	0.021076376503363	12.0870091952411
BMI_5490_53_colon_Sex-combined	0.190393396869719	0.18565398158045	0.00473941528926902	2.48927503116722
BMI_5490_53_overall_Female	0.123365619269516	0.0813471121575653	0.0420185071119507	34.0601436289581
BMI_5490_53_proximal_Female	0.222515210653219	0.190025349592022	0.032489861061197	14.6011865731872
BMI_5526_53_distal_Male	0.208735777569677	0.216204456545892	-0.00746867897621498	-3.57805406584978
BMI_5590_11_overall_Sex-combined	0.150258166028166	0.144503272104327	0.00575489392383899	3.83000410291194
BMI_5599_88_colon_Female	0.174372139235744	0.150456863549236	0.023915275686508	13.7150784473519
BMI_5599_88_distal_Male	0.208735777569677	0.20119410664592	0.00754167092375702	3.61302265072387
BMI_5599_88_overall_Female	0.123365619269516	0.0758088485964793	0.0475567706730367	38.5494523957601
BMI_5599_88_overall_Sex-combined	0.150258166028166	0.151489434864009	-0.00123126883584301	-0.819435554412538
BMI_5610_32_proximal_Female	0.222515210653219	0.188827774388447	0.033687436264772	15.1393858270986
BMI_5611_56_proximal_Female	0.222515210653219	0.179624704698018	0.042890505955201	19.2753141815748
BMI_5615_62_proximal_Female	0.222515210653219	0.204227598474567	0.018287612178652	8.21858969774093
BMI_5657_28_colon_Female	0.174372139235744	0.159173259768367	0.015198879467377	8.71634627756028
BMI_5657_28_proximal_Female	0.222515210653219	0.193217272442217	0.029297938211002	13.1667125698933
BMI_5679_16_proximal_Female	0.222515210653219	0.192279983772599	0.03023522688062	13.5879371085963
BMI_5756_66_distal_Male	0.208735777569677	0.217512069414495	-0.00877629184481798	-4.20449812054305
BMI_5764_4_proximal_Female	0.222515210653219	0.217970412035222	0.004544798617997	2.04246649236033
BMI_5822_22_proximal_Female	0.222515210653219	0.195915888665206	0.026599321988013	11.9539342546191
BMI_5822_22_proximal_Male	0.238945525423205	0.270543602054339	-0.031598076631134	-13.2239666656948
BMI_5822_22_proximal_Sex-combined	0.203892850660761	0.209163103081645	-0.00527025242088403	-2.58481472195056
BMI_5879_51_proximal_Female	0.222515210653219	0.200265899216792	0.022249311436427	9.99900697624741
BMI_6240_70_proximal_Female	0.222515210653219	0.187556653060296	0.034958557592923	15.7106372594926
BMI_6276_16_proximal_Sex-combined	0.203892850660761	0.199449645412319	0.00444320524844199	2.17918638836172
BMI_6315_58_proximal_Male	0.238945525423205	0.264552075555737	-0.025606550132532	-10.7164802886262
BMI_6407_63_proximal_Female	0.222515210653219	0.201400434339544	0.021114776313675	9.48913840617464
BMI_6411_58_overall_Female	0.123365619269516	0.10523647049486	0.018129148774656	14.6954628704529
BMI_6411_58_rectal_Female	0.0706371037472393	0.0131592051987482	0.0574778985484911	81.3706897640711
BMI_6430_36_rectal_Female	0.0706371037472393	0.0155247904027656	0.0551123133444737	78.0217625310376
BMI_6441_62_overall_Sex-combined	0.150258166028166	0.146027749355477	0.004230416672689	2.81543212226882
BMI_6441_62_proximal_Sex-combined	0.203892850660761	0.210442788217378	-0.00654993755661701	-3.21244101271352
BMI_6454_38_distal_Male	0.208735777569677	0.213983695097136	-0.00524791752745898	-2.51414376038492
BMI_6493_9_proximal_Female	0.222515210653219	0.193600752405073	0.028914458248146	12.9943738062959
BMI_6494_60_rectal_Female	0.0706371037472393	0.0107724278834388	0.0598646758638005	84.749618384715
BMI_6497_10_proximal_Female	0.222515210653219	0.207041558231996	0.015473652421223	6.9539751353619
BMI_6520_87_overall_Sex-combined	0.150258166028166	0.136839639699852	0.013418526328314	8.93031419390457
BMI_6578_29_colon_Male	0.257736559506456	0.27559857412287	-0.017862014616414	-6.93033795850237
BMI_6966_144_distal_Male	0.208735777569677	0.210442869358369	-0.00170709178869199	-0.81782424104184
BMI_7006_4_proximal_Female	0.222515210653219	0.214799962672651	0.007715247980568	3.46729014970213
BMI_7060_2_proximal_Male	0.238945525423205	0.27322483275769	-0.034279307334485	-14.3460762756581
BMI_7060_2_rectal_Female	0.0706371037472393	0.00102587591022471	0.0696112278370146	98.5476812386085
BMI_7069_9_colon_Male	0.257736559506456	0.268704970336212	-0.010968410829756	-4.25566743451513
BMI_7069_9_proximal_Sex-combined	0.203892850660761	0.206569645090068	-0.00267679442930702	-1.31284369247487
BMI_7071_23_overall_Female	0.123365619269516	0.0834306512562371	0.0399349680132789	32.3712297232775
BMI_7071_23_rectal_Female	0.0706371037472393	-0.0219734934873496	0.0926105972345889	131.107579900186
BMI_7090_17_colon_Male	0.257736559506456	0.246034946002205	0.011701613504251	4.540144994043
BMI_7090_17_proximal_Male	0.238945525423205	0.232458202232039	0.00648732319116599	2.71497998536531
BMI_7090_17_proximal_Sex-combined	0.203892850660761	0.214921553537528	-0.011028702876767	-5.40906796929172
BMI_7132_55_overall_Female	0.123365619269516	0.0959059671568241	0.0274596521126919	22.2587559445561
BMI_7132_55_proximal_Male	0.238945525423205	0.272598745142869	-0.033653219719664	-14.0840552088429
BMI_7132_55_rectal_Female	0.0706371037472393	-0.0018273948503333	0.0724644985975726	102.587018370504
