exposure	group	outcome	sequence_id	protein	gene	nsnp	method	b	se	pval	OR	lower_ci	upper_ci
13618_15_MAD1L1_MD1L1	Female	rectal	13618_15	MD1L1	MAD1L1	1	Wald ratio	-0.0908422214049283	1.00717175432144	0.928131969556863	0.913161776915935	0.126831117634416	6.57460445333168
13618_15_MAD1L1_MD1L1	Female	proximal	13618_15	MD1L1	MAD1L1	1	Wald ratio	-0.480323648400147	1.26645825671203	0.704490877806613	0.618583155956099	0.0516853020173196	7.40336432017722
13618_15_MAD1L1_MD1L1	Male	overall	13618_15	MD1L1	MAD1L1	1	Wald ratio	-0.498161088635528	0.304707613093049	0.1020737199722	0.607647041985108	0.3344098273156	1.10413898597778
13618_15_MAD1L1_MD1L1	Female	colon	13618_15	MD1L1	MAD1L1	1	Wald ratio	-0.52519308569327	0.432695844060316	0.224835696751284	0.591441154515678	0.253275629133578	1.38111448168726
13618_15_MAD1L1_MD1L1	Sex-combined	early_onset	13618_15	MD1L1	MAD1L1	1	Wald ratio	-2.01029790364104	0.783008458992277	0.0102463589254413	0.133948764899691	0.0288687817706385	0.62151121445662
13618_15_MAD1L1_MD1L1	Female	distal	13618_15	MD1L1	MAD1L1	1	Wald ratio	-0.25763148216256	1.14472232438396	0.821932410629804	0.772879999698826	0.0819794036756174	7.28650694140291
13618_15_MAD1L1_MD1L1	Male	proximal	13618_15	MD1L1	MAD1L1	1	Wald ratio	-2.97057741816844	2.14288341301949	0.165669825564905	0.0512736954193495	0.000768839050359175	3.41943068673222
13618_15_MAD1L1_MD1L1	Sex-combined	colon	13618_15	MD1L1	MAD1L1	1	Wald ratio	-0.402905479955866	0.263515998528871	0.126274305038617	0.668375271198141	0.398759485502308	1.12028809192202
13618_15_MAD1L1_MD1L1	Sex-combined	overall	13618_15	MD1L1	MAD1L1	1	Wald ratio	-0.397572636998897	0.220485472600221	0.0713616290797945	0.671949132506503	0.436169581309872	1.03518369006909
13618_15_MAD1L1_MD1L1	Sex-combined	rectal	13618_15	MD1L1	MAD1L1	1	Wald ratio	-0.313534387642516	0.348105921294594	0.367754900538469	0.730859246044993	0.369419659192122	1.44593073010135
13618_15_MAD1L1_MD1L1	Sex-combined	overall-HRC-EUR	13618_15	MD1L1	MAD1L1	1	Wald ratio	-0.395917616770872	0.220485472600221	0.0725481213804589	0.673062142686132	0.436892048473766	1.03689835852998
13618_15_MAD1L1_MD1L1	Male	colon	13618_15	MD1L1	MAD1L1	1	Wald ratio	-0.544317763883781	0.445568223611622	0.221849060248706	0.58023750731938	0.242287199386134	1.38957223391586
13618_15_MAD1L1_MD1L1	Male	rectal	13618_15	MD1L1	MAD1L1	1	Wald ratio	-0.397572636998897	0.867230599485105	0.646636822635439	0.671949132506503	0.122782029692107	3.67737557204811
13618_15_MAD1L1_MD1L1	Sex-combined	proximal	13618_15	MD1L1	MAD1L1	1	Wald ratio	-0.0527767561603531	0.329900698786319	0.872898638054998	0.94859175611208	0.496892225857741	1.81090842830256
13618_15_MAD1L1_MD1L1	Male	distal	13618_15	MD1L1	MAD1L1	1	Wald ratio	0.178006620080912	0.926627436557558	0.847662615790351	1.19483323110129	0.194332794200527	7.34629713948745
13618_15_MAD1L1_MD1L1	Female	overall	13618_15	MD1L1	MAD1L1	1	Wald ratio	-0.262044869437293	0.320338359691063	0.413342764737823	0.769476496955555	0.410693512464769	1.44169328561718
13618_15_MAD1L1_MD1L1	Sex-combined	distal	13618_15	MD1L1	MAD1L1	1	Wald ratio	-0.603162927546892	0.365391688120633	0.098793771607745	0.547078526946353	0.267314172507819	1.11963728611149
19161_1_USP15_UBP15	Female	rectal	19161_1	UBP15	USP15	1	Wald ratio	-0.0920920920920921	0.169169169169169	0.586180901355272	0.912021155741303	0.654644025458773	1.27058761123924
19161_1_USP15_UBP15	Female	proximal	19161_1	UBP15	USP15	1	Wald ratio	0.236236236236236	0.147147147147147	0.108396528773769	1.26647346175416	0.949165432899572	1.68985824149507
19161_1_USP15_UBP15	Male	overall	19161_1	UBP15	USP15	1	Wald ratio	0.0325325325325325	0.0995995995995996	0.743945355540695	1.03306750089938	0.849860821188626	1.25576851503973
19161_1_USP15_UBP15	Female	colon	19161_1	UBP15	USP15	1	Wald ratio	0.182682682682683	0.118118118118118	0.121957276009165	1.20043342932304	0.952344129607688	1.5131509434829
19161_1_USP15_UBP15	Sex-combined	early_onset	19161_1	UBP15	USP15	1	Wald ratio	0.0740740740740741	0.155655655655656	0.634156847483246	1.07688657191757	0.793730726209359	1.46105555761298
19161_1_USP15_UBP15	Female	distal	19161_1	UBP15	USP15	1	Wald ratio	0.0960960960960961	0.161661661661662	0.552226390671804	1.10086484772539	0.801908505323995	1.51127392328605
19161_1_USP15_UBP15	Male	proximal	19161_1	UBP15	USP15	1	Wald ratio	0.148148148148148	0.158658658658659	0.350430832149701	1.15968468877637	0.849741729918973	1.58267921890878
19161_1_USP15_UBP15	Sex-combined	colon	19161_1	UBP15	USP15	1	Wald ratio	0.103603603603604	0.0840840840840841	0.217895724527359	1.10916070045811	0.940633964051939	1.30788118062554
19161_1_USP15_UBP15	Sex-combined	overall	19161_1	UBP15	USP15	1	Wald ratio	0.0735735735735736	0.0710710710710711	0.300570257825101	1.07634772450729	0.936387656119134	1.23722735608619
19161_1_USP15_UBP15	Sex-combined	rectal	19161_1	UBP15	USP15	1	Wald ratio	-0.0570570570570571	0.11011011011011	0.604331419146522	0.944540175146349	0.76118954931889	1.17205516453004
19161_1_USP15_UBP15	Sex-combined	overall-HRC-EUR	19161_1	UBP15	USP15	1	Wald ratio	0.0665665665665666	0.0710710710710711	0.348954205416443	1.06883211019098	0.929849315103768	1.22858839730158
19161_1_USP15_UBP15	Male	colon	19161_1	UBP15	USP15	1	Wald ratio	0.0165165165165165	0.121121121121121	0.891533819083154	1.01665366822449	0.801812185763086	1.28906082928965
19161_1_USP15_UBP15	Male	rectal	19161_1	UBP15	USP15	1	Wald ratio	-0.024024024024024	0.146646646646647	0.869870858384885	0.976262255728295	0.732383165781963	1.30135158273619
19161_1_USP15_UBP15	Sex-combined	proximal	19161_1	UBP15	USP15	1	Wald ratio	0.196196196196196	0.108108108108108	0.0695523729283394	1.2167656067011	0.984426839805025	1.50393963450237
19161_1_USP15_UBP15	Male	distal	19161_1	UBP15	USP15	1	Wald ratio	-0.0675675675675676	0.155655655655656	0.66422773330005	0.934664565471251	0.688904480434397	1.26809721051125
19161_1_USP15_UBP15	Female	overall	19161_1	UBP15	USP15	1	Wald ratio	0.10960960960961	0.101601601601602	0.280668987636716	1.11584237127908	0.914361264067694	1.36172019361654
19161_1_USP15_UBP15	Sex-combined	distal	19161_1	UBP15	USP15	1	Wald ratio	0.00900900900900901	0.111611611611612	0.935666628156811	1.00904971227087	0.810787120264202	1.2557936558022
13686_2_IL5RA_IL_5_Ra	Female	rectal	13686_2	IL_5_Ra	IL5RA	1	Wald ratio	-0.0266520627966411	0.056772544724352	0.638745603442171	0.973699969037105	0.871162937245779	1.08830574530672
13686_2_IL5RA_IL_5_Ra	Female	proximal	13686_2	IL_5_Ra	IL5RA	1	Wald ratio	-0.106060606060606	0.0512960934647682	0.0386761784827012	0.899370139142995	0.813344150829247	0.994494945783292
13686_2_IL5RA_IL_5_Ra	Male	overall	13686_2	IL_5_Ra	IL5RA	1	Wald ratio	-0.0536692223439211	0.0334063526834611	0.108151498863114	0.947745547710097	0.887678480019931	1.01187720939697
13686_2_IL5RA_IL_5_Ra	Female	colon	13686_2	IL_5_Ra	IL5RA	1	Wald ratio	-0.050018254837532	0.0403431909456006	0.215042347283888	0.951212060120607	0.878894062453456	1.02948059609494
13686_2_IL5RA_IL_5_Ra	Sex-combined	early_onset	13686_2	IL_5_Ra	IL5RA	1	Wald ratio	-0.0189850310332238	0.0531215772179628	0.72080112235334	0.981194049594008	0.884172303054099	1.08886215914386
13686_2_IL5RA_IL_5_Ra	Female	distal	13686_2	IL_5_Ra	IL5RA	1	Wald ratio	0.0308506754289887	0.054399415845199	0.570636667960438	1.03133148925552	0.927027378226396	1.14737133520802
13686_2_IL5RA_IL_5_Ra	Male	proximal	13686_2	IL_5_Ra	IL5RA	1	Wald ratio	-0.0359620299379335	0.0542168674698795	0.507138652176925	0.964676921630321	0.867424250589462	1.07283323298116
13686_2_IL5RA_IL_5_Ra	Sex-combined	colon	13686_2	IL_5_Ra	IL5RA	1	Wald ratio	-0.0511135450894487	0.0286600949251552	0.074514789677255	0.950170777181276	0.898267535669114	1.00507306560596
13686_2_IL5RA_IL_5_Ra	Sex-combined	overall	13686_2	IL_5_Ra	IL5RA	1	Wald ratio	-0.0456370938298649	0.0239138371668492	0.0563399312092098	0.955388615709077	0.911641722091517	1.0012347887418
13686_2_IL5RA_IL_5_Ra	Sex-combined	rectal	13686_2	IL_5_Ra	IL5RA	1	Wald ratio	-0.0480102227090179	0.0372398685651698	0.197323113128738	0.953124043517947	0.886033636104815	1.0252945320741
13686_2_IL5RA_IL_5_Ra	Sex-combined	overall-HRC-EUR	13686_2	IL_5_Ra	IL5RA	1	Wald ratio	-0.0487404162102957	0.0240963855421687	0.043101273458614	0.952428332568178	0.9084918773858	0.998489641193988
13686_2_IL5RA_IL_5_Ra	Male	colon	13686_2	IL_5_Ra	IL5RA	1	Wald ratio	-0.0531215772179628	0.0410733844468784	0.195895796658539	0.948264718087537	0.874917738021462	1.02776059564537
13686_2_IL5RA_IL_5_Ra	Male	rectal	13686_2	IL_5_Ra	IL5RA	1	Wald ratio	-0.0717415115005477	0.0498357064622125	0.149991798839961	0.930771458436154	0.844154709435199	1.02627575035269
13686_2_IL5RA_IL_5_Ra	Sex-combined	proximal	13686_2	IL_5_Ra	IL5RA	1	Wald ratio	-0.0761226725082147	0.0374224169404892	0.0419368427762296	0.926702518664002	0.861163747498694	0.997229110715099
13686_2_IL5RA_IL_5_Ra	Male	distal	13686_2	IL_5_Ra	IL5RA	1	Wald ratio	-0.0582329317269076	0.0523913837166849	0.266353939526773	0.943430167022855	0.851360139897588	1.04545707314397
13686_2_IL5RA_IL_5_Ra	Female	overall	13686_2	IL_5_Ra	IL5RA	1	Wald ratio	-0.0359620299379335	0.0343190945600584	0.29469742739656	0.964676921630321	0.901921803276501	1.03179849932163
13686_2_IL5RA_IL_5_Ra	Sex-combined	distal	13686_2	IL_5_Ra	IL5RA	1	Wald ratio	-0.0151515151515152	0.0376049653158087	0.687012506039223	0.984962691525232	0.91497617969061	1.06030247041478
7779_86_CHST11_CHSTB	Female	rectal	7779_86	CHSTB	CHST11	1	Wald ratio	-0.049781976744186	0.0763081395348837	0.514155448922875	0.951436837246449	0.819266435278914	1.10492999137862
7779_86_CHST11_CHSTB	Female	proximal	7779_86	CHSTB	CHST11	1	Wald ratio	-0.0243459302325581	0.0679505813953488	0.720127221243743	0.9759480414235	0.854251980341127	1.11498082705997
7779_86_CHST11_CHSTB	Male	overall	7779_86	CHSTB	CHST11	1	Wald ratio	0.0537790697674419	0.0443313953488372	0.225085949837533	1.05525143945376	0.96743168623254	1.15104313443127
7779_86_CHST11_CHSTB	Female	colon	7779_86	CHSTB	CHST11	1	Wald ratio	0.0388808139534884	0.0541424418604651	0.472682802840508	1.03964656490177	0.93497230346662	1.15603957026802
7779_86_CHST11_CHSTB	Sex-combined	early_onset	7779_86	CHSTB	CHST11	1	Wald ratio	0.0893895348837209	0.0719476744186047	0.214080075786953	1.09350653231408	0.949682171217987	1.2591123351089
7779_86_CHST11_CHSTB	Female	distal	7779_86	CHSTB	CHST11	1	Wald ratio	0.112645348837209	0.0741279069767442	0.128609565515518	1.11923492458557	0.967881759118694	1.29425604378855
7779_86_CHST11_CHSTB	Male	proximal	7779_86	CHSTB	CHST11	1	Wald ratio	0.0534156976744186	0.0723110465116279	0.460093153486737	1.05486806018842	0.915473415528647	1.21548764336659
7779_86_CHST11_CHSTB	Sex-combined	colon	7779_86	CHSTB	CHST11	1	Wald ratio	0.0457848837209302	0.0385174418604651	0.234565910803328	1.0468491924307	0.970727680816051	1.12893992141187
7779_86_CHST11_CHSTB	Sex-combined	overall	7779_86	CHSTB	CHST11	1	Wald ratio	0.0363372093023256	0.0316133720930233	0.250380657855938	1.03700547543142	0.974700533783853	1.10329308213268
7779_86_CHST11_CHSTB	Sex-combined	rectal	7779_86	CHSTB	CHST11	1	Wald ratio	-0.00617732558139535	0.049781976744186	0.901245922977981	0.993841714867749	0.901450631911198	1.09570210419306
7779_86_CHST11_CHSTB	Sex-combined	overall-HRC-EUR	7779_86	CHSTB	CHST11	1	Wald ratio	0.0287063953488372	0.0323401162790698	0.374734188157656	1.02912239499193	0.965914234803797	1.09646681424988
7779_86_CHST11_CHSTB	Male	colon	7779_86	CHSTB	CHST11	1	Wald ratio	0.0548691860465116	0.0552325581395349	0.320504806219499	1.05640241346019	0.948013413176381	1.17718382847066
7779_86_CHST11_CHSTB	Male	rectal	7779_86	CHSTB	CHST11	1	Wald ratio	0.018531976744186	0.0661337209302326	0.77930889192751	1.01870475951026	0.894858104012746	1.15969155600793
7779_86_CHST11_CHSTB	Sex-combined	proximal	7779_86	CHSTB	CHST11	1	Wald ratio	0.012718023255814	0.049781976744186	0.798356672993125	1.01279924125918	0.918645798796804	1.11660261706814
7779_86_CHST11_CHSTB	Male	distal	7779_86	CHSTB	CHST11	1	Wald ratio	0.0512354651162791	0.0704941860465116	0.467345956571084	1.05257070779032	0.916738387139094	1.20852918394278
7779_86_CHST11_CHSTB	Female	overall	7779_86	CHSTB	CHST11	1	Wald ratio	0.0188953488372093	0.0457848837209302	0.679827587935345	1.01907499565356	0.931608121459754	1.11475396450928
7779_86_CHST11_CHSTB	Sex-combined	distal	7779_86	CHSTB	CHST11	1	Wald ratio	0.0803052325581395	0.0505087209302326	0.111851022399048	1.08361777262622	0.981481748981387	1.19638238649883
2819_23_CDH5_Cadherin_5	Female	rectal	2819_23	Cadherin_5	CDH5	1	Wald ratio	-0.0924590163934426	0.146885245901639	0.529045142986283	0.911686574402681	0.683619297876582	1.21584105733679
2819_23_CDH5_Cadherin_5	Female	proximal	2819_23	Cadherin_5	CDH5	1	Wald ratio	0.12327868852459	0.131803278688525	0.349621668292121	1.13119962937869	0.873667214125524	1.46464532583758
2819_23_CDH5_Cadherin_5	Male	overall	2819_23	Cadherin_5	CDH5	1	Wald ratio	-0.0432786885245902	0.0865573770491803	0.617075077451974	0.957644468350782	0.808211782669446	1.13470620872887
2819_23_CDH5_Cadherin_5	Female	colon	2819_23	Cadherin_5	CDH5	1	Wald ratio	0.0767213114754098	0.104918032786885	0.464626464775814	1.07974112299791	0.879046015544768	1.32625695592316
2819_23_CDH5_Cadherin_5	Sex-combined	early_onset	2819_23	Cadherin_5	CDH5	1	Wald ratio	0.0131147540983607	0.139672131147541	0.925191204460466	1.01320112967099	0.770556249532537	1.33225384881291
2819_23_CDH5_Cadherin_5	Female	distal	2819_23	Cadherin_5	CDH5	1	Wald ratio	0.0544262295081967	0.142950819672131	0.70340067813352	1.05593457672737	0.797911669866517	1.3973950656906
2819_23_CDH5_Cadherin_5	Male	proximal	2819_23	Cadherin_5	CDH5	1	Wald ratio	-0.0472131147540984	0.140983606557377	0.737712802601308	0.953884089154028	0.7235823023023	1.25748633244083
2819_23_CDH5_Cadherin_5	Sex-combined	colon	2819_23	Cadherin_5	CDH5	1	Wald ratio	-0.0183606557377049	0.0747540983606557	0.805981023569994	0.981806874215053	0.847996569563405	1.13673188413041
2819_23_CDH5_Cadherin_5	Sex-combined	overall	2819_23	Cadherin_5	CDH5	1	Wald ratio	-0.0131147540983607	0.0616393442622951	0.831509517776774	0.986970869569329	0.87465315206358	1.11371175543151
2819_23_CDH5_Cadherin_5	Sex-combined	rectal	2819_23	Cadherin_5	CDH5	1	Wald ratio	0.0334426229508197	0.0963934426229508	0.728637315121036	1.03400811368981	0.855996899787812	1.24903814422855
2819_23_CDH5_Cadherin_5	Sex-combined	overall-HRC-EUR	2819_23	Cadherin_5	CDH5	1	Wald ratio	-0.0131147540983607	0.0629508196721311	0.834968706358955	0.986970869569329	0.87240775043509	1.11657822490988
2819_23_CDH5_Cadherin_5	Male	colon	2819_23	Cadherin_5	CDH5	1	Wald ratio	-0.102295081967213	0.106885245901639	0.338539386774974	0.902763123243364	0.7321351404684	1.11315686359039
2819_23_CDH5_Cadherin_5	Male	rectal	2819_23	Cadherin_5	CDH5	1	Wald ratio	0.133770491803279	0.129180327868852	0.300420065705558	1.14313043173171	0.887432381122526	1.47250338363605
2819_23_CDH5_Cadherin_5	Sex-combined	proximal	2819_23	Cadherin_5	CDH5	1	Wald ratio	0.0432786885245902	0.0963934426229508	0.653446378711744	1.04422886890597	0.864458085597375	1.26138438499668
2819_23_CDH5_Cadherin_5	Male	distal	2819_23	Cadherin_5	CDH5	1	Wald ratio	-0.151475409836066	0.136393442622951	0.266750500512608	0.859439015759377	0.65783143559893	1.12283387785649
2819_23_CDH5_Cadherin_5	Female	overall	2819_23	Cadherin_5	CDH5	1	Wald ratio	0.0354098360655738	0.0885245901639344	0.689156516779352	1.03604423009263	0.871013014120989	1.23234398258846
2819_23_CDH5_Cadherin_5	Sex-combined	distal	2819_23	Cadherin_5	CDH5	1	Wald ratio	-0.0577049180327869	0.0983606557377049	0.55742759897569	0.943928442607079	0.778417860461861	1.1446306026868
4541_49_CDON_CDON	Female	rectal	4541_49	CDON	CDON	1	Wald ratio	-0.0778830251090062	0.0562321455420238	0.166044291698727	0.925072630484956	0.82853348180655	1.03286033752848
4541_49_CDON_CDON	Female	proximal	4541_49	CDON	CDON	1	Wald ratio	-0.065403698691926	0.0508194256502781	0.198100475474021	0.936689246816094	0.847885417691666	1.03479400257826
4541_49_CDON_CDON	Male	overall	4541_49	CDON	CDON	1	Wald ratio	-0.0189445196211096	0.0326266726807999	0.561479628322256	0.981233799955681	0.920449815922986	1.04603179176042
4541_49_CDON_CDON	Female	colon	4541_49	CDON	CDON	1	Wald ratio	-0.0457074124191851	0.040595399188092	0.260196874456189	0.95532143649137	0.882254783218607	1.03443933020174
4541_49_CDON_CDON	Sex-combined	early_onset	4541_49	CDON	CDON	1	Wald ratio	-0.0381897459028717	0.0536761389264772	0.476783994370087	0.962530287384449	0.86641178753587	1.06931203783286
4541_49_CDON_CDON	Female	distal	4541_49	CDON	CDON	1	Wald ratio	-0.0416478725003759	0.0553300255600662	0.451619756901111	0.959207484444703	0.860626451790494	1.06908054743211
4541_49_CDON_CDON	Male	proximal	4541_49	CDON	CDON	1	Wald ratio	-0.0169899263268681	0.0533754322658247	0.750249906426605	0.983153588552915	0.885497386177311	1.09157970850399
4541_49_CDON_CDON	Sex-combined	colon	4541_49	CDON	CDON	1	Wald ratio	-0.0354833859569989	0.0285671327619907	0.214197726937737	0.965138768953809	0.912584161342358	1.02071993224987
4541_49_CDON_CDON	Sex-combined	overall	4541_49	CDON	CDON	1	Wald ratio	-0.053525785596151	0.0234551195308976	0.0224863127806952	0.947881498999146	0.905291923514363	0.992474706564213
4541_49_CDON_CDON	Sex-combined	rectal	4541_49	CDON	CDON	1	Wald ratio	-0.0605923921214855	0.0365358592692828	0.0972294521907946	0.941206804907606	0.876163399536158	1.01107881255182
4541_49_CDON_CDON	Sex-combined	overall-HRC-EUR	4541_49	CDON	CDON	1	Wald ratio	-0.0532250789354984	0.0239061795218764	0.0259863903554397	0.948166576139554	0.904763956545828	0.993651271808448
4541_49_CDON_CDON	Male	colon	4541_49	CDON	CDON	1	Wald ratio	-0.0246579461735077	0.0404450458577657	0.542083460820647	0.975643577578294	0.901288172646718	1.05613323169934
4541_49_CDON_CDON	Male	rectal	4541_49	CDON	CDON	1	Wald ratio	-0.0422492858216809	0.0484137723650579	0.382842533828013	0.958630777722598	0.871847915026784	1.05405191909968
4541_49_CDON_CDON	Sex-combined	proximal	4541_49	CDON	CDON	1	Wald ratio	-0.0392422192151556	0.0369869192602616	0.288700985633203	0.961517782855173	0.89427979679708	1.03381117415147
4541_49_CDON_CDON	Male	distal	4541_49	CDON	CDON	1	Wald ratio	-0.0332280860021049	0.0517215456322358	0.520586327408402	0.967317902752417	0.874063444114374	1.07052174677482
4541_49_CDON_CDON	Female	overall	4541_49	CDON	CDON	1	Wald ratio	-0.0923169448203278	0.0339798526537363	0.0065913606723034	0.911816108349822	0.853066771588147	0.974611417460779
4541_49_CDON_CDON	Sex-combined	distal	4541_49	CDON	CDON	1	Wald ratio	-0.0387911592241768	0.0375883325815667	0.302072117503064	0.961951582885197	0.893629257070811	1.03549748454802
17738_7_CRNN_CRNN	Female	rectal	17738_7	CRNN	CRNN	1	Wald ratio	-0.145510835913313	0.163644405130473	0.373901411909835	0.864580521503612	0.627347999012266	1.1915228538871
17738_7_CRNN_CRNN	Female	proximal	17738_7	CRNN	CRNN	1	Wald ratio	-0.0194604157452455	0.146395400265369	0.894248334687538	0.980727715796066	0.736095509547613	1.30666039943877
17738_7_CRNN_CRNN	Male	overall	17738_7	CRNN	CRNN	1	Wald ratio	-0.0300751879699248	0.0986289252543123	0.760417383078655	0.970372570461926	0.799804559753611	1.17731627560983
17738_7_CRNN_CRNN	Female	colon	17738_7	CRNN	CRNN	1	Wald ratio	-0.0190181335692172	0.116762494471473	0.87061387260228	0.981161570120244	0.780459349725574	1.23347619196223
17738_7_CRNN_CRNN	Sex-combined	early_onset	17738_7	CRNN	CRNN	1	Wald ratio	-0.105263157894737	0.152587350729766	0.490285331516165	0.900087626252259	0.667420921542488	1.21386325897614
17738_7_CRNN_CRNN	Female	distal	17738_7	CRNN	CRNN	1	Wald ratio	-0.0349402919062362	0.158779301194162	0.825827767364036	0.965663072437552	0.707407979491512	1.31819995886931
17738_7_CRNN_CRNN	Male	proximal	17738_7	CRNN	CRNN	1	Wald ratio	0.0915524104378594	0.157452454666077	0.560930015218835	1.09587421043467	0.804886181736109	1.49206224724275
17738_7_CRNN_CRNN	Sex-combined	colon	17738_7	CRNN	CRNN	1	Wald ratio	0.0128261831048209	0.0835913312693499	0.878051970462783	1.01290879139654	0.859836670165907	1.19323152325016
17738_7_CRNN_CRNN	Sex-combined	overall	17738_7	CRNN	CRNN	1	Wald ratio	-0.0221141088014153	0.0703228659885007	0.753167584636903	0.978128615598994	0.852189016727519	1.12268002740466
17738_7_CRNN_CRNN	Sex-combined	rectal	17738_7	CRNN	CRNN	1	Wald ratio	-0.115877930119416	0.107916850950907	0.282925558399394	0.890583930136424	0.720799001479922	1.10036186924342
17738_7_CRNN_CRNN	Sex-combined	overall-HRC-EUR	17738_7	CRNN	CRNN	1	Wald ratio	-0.0256523662096418	0.0703228659885007	0.715275729483946	0.974673860289685	0.849179080730226	1.11871471576417
17738_7_CRNN_CRNN	Male	colon	17738_7	CRNN	CRNN	1	Wald ratio	0.0614772224679345	0.120300751879699	0.609330462039589	1.06340627448243	0.840034554890661	1.34617427107601
17738_7_CRNN_CRNN	Male	rectal	17738_7	CRNN	CRNN	1	Wald ratio	-0.124281291463954	0.144183989385228	0.388707774156823	0.88313138861947	0.665722800426711	1.17154024026974
17738_7_CRNN_CRNN	Sex-combined	proximal	17738_7	CRNN	CRNN	1	Wald ratio	0.0247678018575851	0.107474568774878	0.817740033764081	1.02507707189635	0.830371279974465	1.26543755626989
17738_7_CRNN_CRNN	Male	distal	17738_7	CRNN	CRNN	1	Wald ratio	0.0597080937638213	0.153029632905794	0.696408322010051	1.06152663507037	0.786446967898164	1.43282235542897
17738_7_CRNN_CRNN	Female	overall	17738_7	CRNN	CRNN	1	Wald ratio	0.00221141088014153	0.0999557717823972	0.982349126638702	1.0022138578526	0.823903471796052	1.219114436649
17738_7_CRNN_CRNN	Sex-combined	distal	17738_7	CRNN	CRNN	1	Wald ratio	0.00796107916850951	0.10968597965502	0.942139829015264	1.00799285282083	0.81300059225364	1.24975258446168
9580_5_LAMC2_Laminin_gamma_2	Female	rectal	9580_5	Laminin_gamma_2	LAMC2	1	Wald ratio	-0.0416936005171299	0.0382999353587589	0.276326966118891	0.959163622791645	0.889797407829427	1.03393744148011
9580_5_LAMC2_Laminin_gamma_2	Female	proximal	9580_5	Laminin_gamma_2	LAMC2	1	Wald ratio	-0.0287653522947641	0.0342598577892696	0.401120000287487	0.971644431855787	0.908541535374668	1.03913015002338
9580_5_LAMC2_Laminin_gamma_2	Male	overall	9580_5	Laminin_gamma_2	LAMC2	1	Wald ratio	-0.069327731092437	0.0223012281835811	0.00187915180626011	0.933020850023486	0.893116597488935	0.97470801575752
9580_5_LAMC2_Laminin_gamma_2	Female	colon	9580_5	Laminin_gamma_2	LAMC2	1	Wald ratio	-0.0455720749838397	0.0273109243697479	0.0951889343392196	0.955450735993849	0.90565079180531	1.00798908052789
9580_5_LAMC2_Laminin_gamma_2	Sex-combined	early_onset	9580_5	Laminin_gamma_2	LAMC2	1	Wald ratio	-0.0517129928894635	0.0357142857142857	0.147627174674374	0.949601370081224	0.885402448837954	1.01845523834233
9580_5_LAMC2_Laminin_gamma_2	Female	distal	9580_5	Laminin_gamma_2	LAMC2	1	Wald ratio	-0.0475113122171946	0.037491919844861	0.205068994100219	0.95359968574485	0.886037968805383	1.02631308439155
9580_5_LAMC2_Laminin_gamma_2	Male	proximal	9580_5	Laminin_gamma_2	LAMC2	1	Wald ratio	-0.0266645119586296	0.0365223012281836	0.465336093002183	0.973687847363915	0.906423881146995	1.04594334264945
9580_5_LAMC2_Laminin_gamma_2	Sex-combined	colon	9580_5	Laminin_gamma_2	LAMC2	1	Wald ratio	-0.0437944408532644	0.0193923723335488	0.0239248856195216	0.957150688331231	0.92145301506035	0.994231312068524
9580_5_LAMC2_Laminin_gamma_2	Sex-combined	overall	9580_5	Laminin_gamma_2	LAMC2	1	Wald ratio	-0.057207498383969	0.0159987071751778	0.00034921514983795	0.944398087957239	0.915243650506702	0.97448121933817
9580_5_LAMC2_Laminin_gamma_2	Sex-combined	rectal	9580_5	Laminin_gamma_2	LAMC2	1	Wald ratio	-0.0788623141564318	0.0250484809308339	0.00164174129518327	0.92416716042067	0.879890917322908	0.970671390720319
9580_5_LAMC2_Laminin_gamma_2	Sex-combined	overall-HRC-EUR	9580_5	Laminin_gamma_2	LAMC2	1	Wald ratio	-0.0607627666451196	0.0163219133807369	0.000197047231814008	0.941046460906233	0.911417939518849	0.971638151045887
9580_5_LAMC2_Laminin_gamma_2	Male	colon	9580_5	Laminin_gamma_2	LAMC2	1	Wald ratio	-0.0431480284421461	0.0277957336780866	0.12058433992422	0.957769602430805	0.906986542410974	1.01139605544975
9580_5_LAMC2_Laminin_gamma_2	Male	rectal	9580_5	Laminin_gamma_2	LAMC2	1	Wald ratio	-0.107627666451196	0.0336134453781513	0.00136513446772738	0.897961875526717	0.840708727729068	0.959114022852531
9580_5_LAMC2_Laminin_gamma_2	Sex-combined	proximal	9580_5	Laminin_gamma_2	LAMC2	1	Wald ratio	-0.0248868778280543	0.0250484809308339	0.320442782312225	0.975420247444475	0.928688502530847	1.02450354078012
9580_5_LAMC2_Laminin_gamma_2	Male	distal	9580_5	Laminin_gamma_2	LAMC2	1	Wald ratio	-0.0433096315449257	0.0355526826115061	0.223154887366949	0.957614836396977	0.893157010918983	1.02672448816593
9580_5_LAMC2_Laminin_gamma_2	Female	overall	9580_5	Laminin_gamma_2	LAMC2	1	Wald ratio	-0.0483193277310924	0.0227860374919198	0.0339582259983669	0.952829473618299	0.911211759689501	0.996347990619754
9580_5_LAMC2_Laminin_gamma_2	Sex-combined	distal	9580_5	Laminin_gamma_2	LAMC2	1	Wald ratio	-0.0465416936005171	0.0255332902391726	0.0683359892221259	0.954524762166189	0.907930956408829	1.00350969989193
19223_6_RAB1A_RAB1A	Female	rectal	19223_6	RAB1A	RAB1A	1	Wald ratio	-0.518945634266886	0.378912685337727	0.170822663543479	0.595147720640191	0.283196437262686	1.25072480715803
