sequence_id	direction_group	exposure	group
18306_1	positive	BMI	Male
18307_71	positive	BMI	Male
18308_30	positive	BMI	Male
18309_18	positive	BMI	Male
18310_26	positive	BMI	Male
18311_44	positive	BMI	Male
18312_68	negative	BMI	Male
18313_4	positive	BMI	Male
18315_38	positive	BMI	Male
18316_75	positive	BMI	Male
18317_111	positive	BMI	Male
18318_98	positive	BMI	Male
18319_7	positive	BMI	Male
18321_38	positive	BMI	Male
18322_15	positive	BMI	Male
18323_39	positive	BMI	Male
18324_61	positive	BMI	Male
18326_50	positive	BMI	Male
18328_36	positive	BMI	Male
18330_7	positive	BMI	Male
18332_17	positive	BMI	Male
18337_4	positive	BMI	Male
18338_26	positive	BMI	Male
18339_207	positive	BMI	Male
18340_2	negative	BMI	Male
18342_2	positive	BMI	Male
18343_10	positive	BMI	Male
18348_89	positive	BMI	Male
18373_13	positive	BMI	Male
18375_28	positive	BMI	Male
18376_19	positive	BMI	Male
18380_78	negative	BMI	Male
18381_16	positive	BMI	Male
18383_9	positive	BMI	Male
18385_4	positive	BMI	Male
18386_36	positive	BMI	Male
18387_7	positive	BMI	Male
18389_11	positive	BMI	Male
18392_19	positive	BMI	Male
18395_5	positive	BMI	Male
18396_10	positive	BMI	Male
18397_5	positive	BMI	Male
18398_1	positive	BMI	Male
18399_1	positive	BMI	Male
18401_18	positive	BMI	Male
18402_1	positive	BMI	Male
18403_25	positive	BMI	Male
18404_22	positive	BMI	Male
18405_117	positive	BMI	Male
18407_36	positive	BMI	Male
18408_26	negative	BMI	Male
18409_61	positive	BMI	Male
18410_26	positive	BMI	Male
18411_83	positive	BMI	Male
18413_24	positive	BMI	Male
18414_26	positive	BMI	Male
18415_16	positive	BMI	Male
18416_3	positive	BMI	Male
18417_3	positive	BMI	Male
18419_20	positive	BMI	Male
18422_41	positive	BMI	Male
18429_10	positive	BMI	Male
18432_32	negative	BMI	Male
18434_141	positive	BMI	Male
18435_40	positive	BMI	Male
18449_33	positive	BMI	Male
18458_4	positive	BMI	Male
18483_36	positive	BMI	Male
18813_15	negative	BMI	Male
18817_50	positive	BMI	Male
18819_21	positive	BMI	Male
18823_52	positive	BMI	Male
18829_4	positive	BMI	Male
18830_1	negative	BMI	Male
18831_6	positive	BMI	Male
18832_65	positive	BMI	Male
18833_76	positive	BMI	Male
18837_9	positive	BMI	Male
18840_205	positive	BMI	Male
18841_1	negative	BMI	Male
18842_24	positive	BMI	Male
18859_7	positive	BMI	Male
18860_2	positive	BMI	Male
18863_176	positive	BMI	Male
18864_7	negative	BMI	Male
18866_8	positive	BMI	Male
18868_7	positive	BMI	Male
18870_1	positive	BMI	Male
18871_24	positive	BMI	Male
18873_8	positive	BMI	Male
18874_66	positive	BMI	Male
18875_125	positive	BMI	Male
18876_77	positive	BMI	Male
18877_15	positive	BMI	Male
18878_15	positive	BMI	Male
18880_81	positive	BMI	Male
18881_7	positive	BMI	Male
18882_7	negative	BMI	Male
18884_22	positive	BMI	Male
18886_28	positive	BMI	Male
18887_7	positive	BMI	Male
18888_37	positive	BMI	Male
18890_227	positive	BMI	Male
18891_98	positive	BMI	Male
18892_48	positive	BMI	Male
18893_26	positive	BMI	Male
18894_1	positive	BMI	Male
18896_23	negative	BMI	Male
18897_31	positive	BMI	Male
18898_36	positive	BMI	Male
18899_82	positive	BMI	Male
18900_37	positive	BMI	Male
18901_26	positive	BMI	Male
18904_23	positive	BMI	Male
18905_5	positive	BMI	Male
18907_97	positive	BMI	Male
18910_45	positive	BMI	Male
18913_3	positive	BMI	Male
18914_188	positive	BMI	Male
18917_53	negative	BMI	Male
18918_86	positive	BMI	Male
18921_30	negative	BMI	Male
18922_27	positive	BMI	Male
18925_24	positive	BMI	Male
18926_7	positive	BMI	Male
18927_14	positive	BMI	Male
18928_10	positive	BMI	Male
18930_28	negative	BMI	Male
18932_84	positive	BMI	Male
18933_4	positive	BMI	Male
18934_50	positive	BMI	Male
18935_14	positive	BMI	Male
18938_3	positive	BMI	Male
18942_11	positive	BMI	Male
18943_4	positive	BMI	Male
18945_11	positive	BMI	Male
18947_3	positive	BMI	Male
18950_13	negative	BMI	Male
19108_50	positive	BMI	Male
19109_32	positive	BMI	Male
19110_6	positive	BMI	Male
19111_10	positive	BMI	Male
19112_2	positive	BMI	Male
19114_8	positive	BMI	Male
19115_13	positive	BMI	Male
19116_1	positive	BMI	Male
19118_47	positive	BMI	Male
19119_10	positive	BMI	Male
19120_33	positive	BMI	Male
19121_3	positive	BMI	Male
19122_47	positive	BMI	Male
19123_6	positive	BMI	Male
19124_9	positive	BMI	Male
19125_26	positive	BMI	Male
19126_4	positive	BMI	Male
19127_1	positive	BMI	Male
19129_15	positive	BMI	Male
19130_81	positive	BMI	Male
19131_184	positive	BMI	Male
19132_1	positive	BMI	Male
19134_66	positive	BMI	Male
19135_5	positive	BMI	Male
19136_22	positive	BMI	Male
19139_3	positive	BMI	Male
19141_22	positive	BMI	Male
19142_39	positive	BMI	Male
19143_38	positive	BMI	Male
19144_9	positive	BMI	Male
19145_4	positive	BMI	Male
19147_6	positive	BMI	Male
19148_58	positive	BMI	Male
19152_4	positive	BMI	Male
19153_53	positive	BMI	Male
19154_41	positive	BMI	Male
19158_1	negative	BMI	Male
19159_9	positive	BMI	Male
19161_1	positive	BMI	Male
19163_26	positive	BMI	Male
19166_15	positive	BMI	Male
19168_71	positive	BMI	Male
19169_88	positive	BMI	Male
19170_25	positive	BMI	Male
19173_5	negative	BMI	Male
19174_141	positive	BMI	Male
19175_18	positive	BMI	Male
19176_27	positive	BMI	Male
19180_38	positive	BMI	Male
19183_164	positive	BMI	Male
19188_21	positive	BMI	Male
19189_2	positive	BMI	Male
19190_4	positive	BMI	Male
19193_18	positive	BMI	Male
19195_85	positive	BMI	Male
19196_73	positive	BMI	Male
19197_95	positive	BMI	Male
19199_3	positive	BMI	Male
19200_16	positive	BMI	Male
19206_20	positive	BMI	Male
19208_8	positive	BMI	Male
19209_6	positive	BMI	Male
19212_4	positive	BMI	Male
19213_1	positive	BMI	Male
19215_7	positive	BMI	Male
19219_71	positive	BMI	Male
19222_124	positive	BMI	Male
19223_6	positive	BMI	Male
19224_5	positive	BMI	Male
19225_11	positive	BMI	Male
19227_18	positive	BMI	Male
19228_11	positive	BMI	Male
19229_92	positive	BMI	Male
19230_12	positive	BMI	Male
19233_75	positive	BMI	Male
19236_24	positive	BMI	Male
19237_17	positive	BMI	Male
19238_12	positive	BMI	Male
19239_5	negative	BMI	Male
19240_265	positive	BMI	Male
19241_31	positive	BMI	Male
19242_21	positive	BMI	Male
19243_2	positive	BMI	Male
19247_1	positive	BMI	Male
19249_18	positive	BMI	Male
19251_56	positive	BMI	Male
19252_67	negative	BMI	Male
19253_82	positive	BMI	Male
19254_125	positive	BMI	Male
19255_124	positive	BMI	Male
19257_11	positive	BMI	Male
19258_24	positive	BMI	Male
19259_176	positive	BMI	Male
19260_4	positive	BMI	Male
19261_12	positive	BMI	Male
19262_219	positive	BMI	Male
19263_147	positive	BMI	Male
19264_6	positive	BMI	Male
19265_9	positive	BMI	Male
19266_35	positive	BMI	Male
19267_14	positive	BMI	Male
19270_26	negative	BMI	Male
19271_64	positive	BMI	Male
19272_9	negative	BMI	Male
19273_3	positive	BMI	Male
19274_80	positive	BMI	Male
19275_68	positive	BMI	Male
19276_124	positive	BMI	Male
19277_4	positive	BMI	Male
19278_19	positive	BMI	Male
19279_42	positive	BMI	Male
19280_29	positive	BMI	Male
19281_86	positive	BMI	Male
19282_3	negative	BMI	Male
19286_30	positive	BMI	Male
19289_29	positive	BMI	Male
19290_5	positive	BMI	Male
19291_2	positive	BMI	Male
19294_26	positive	BMI	Male
19296_51	positive	BMI	Male
19297_4	positive	BMI	Male
19302_7	positive	BMI	Male
19303_64	positive	BMI	Male
19310_81	positive	BMI	Male
19311_15	positive	BMI	Male
19316_2	positive	BMI	Male
19317_114	positive	BMI	Male
19325_21	positive	BMI	Male
19327_31	positive	BMI	Male
19328_51	positive	BMI	Male
19329_31	positive	BMI	Male
19331_18	positive	BMI	Male
19332_1	positive	BMI	Male
19333_4	positive	BMI	Male
19334_62	positive	BMI	Male
19335_2	positive	BMI	Male
19338_3	positive	BMI	Male
19347_37	positive	BMI	Male
19353_25	positive	BMI	Male
19356_20	positive	BMI	Male
19357_11	positive	BMI	Male
19360_22	positive	BMI	Male
19361_78	negative	BMI	Male
19364_163	positive	BMI	Male
19365_11	positive	BMI	Male
19366_8	positive	BMI	Male
19369_17	positive	BMI	Male
19370_30	positive	BMI	Male
19372_7	negative	BMI	Male
19373_3	positive	BMI	Male
19374_72	positive	BMI	Male
19376_74	positive	BMI	Male
19377_14	positive	BMI	Male
19379_154	positive	BMI	Male
19381_7	positive	BMI	Male
19383_131	positive	BMI	Male
19388_2	positive	BMI	Male
19392_6	positive	BMI	Male
19437_61	positive	BMI	Male
19448_104	positive	BMI	Male
19467_3	positive	BMI	Male
19482_11	positive	BMI	Male
19483_16	positive	BMI	Male
19488_1	positive	BMI	Male
19491_11	positive	BMI	Male
19496_1	positive	BMI	Male
19503_2	positive	BMI	Male
19504_22	positive	BMI	Male
19506_6	positive	BMI	Male
19511_8	positive	BMI	Male
19516_10	positive	BMI	Male
19518_12	positive	BMI	Male
19545_145	positive	BMI	Male
19553_14	negative	BMI	Male
19555_1	positive	BMI	Male
19556_12	positive	BMI	Male
19557_3	positive	BMI	Male
19561_216	positive	BMI	Male
19562_8	positive	BMI	Male
19563_3	negative	BMI	Male
19564_61	positive	BMI	Male
19567_1	positive	BMI	Male
19568_17	positive	BMI	Male
19570_12	positive	BMI	Male
19572_10	positive	BMI	Male
19575_4	positive	BMI	Male
19579_5	positive	BMI	Male
19581_15	negative	BMI	Male
19584_33	positive	BMI	Male
19587_12	positive	BMI	Male
19590_46	negative	BMI	Male
19596_18	positive	BMI	Male
19602_36	positive	BMI	Male
19606_28	negative	BMI	Male
19612_3	positive	BMI	Male
19614_8	positive	BMI	Male
19615_213	positive	BMI	Male
19616_100	positive	BMI	Male
19617_5	positive	BMI	Male
19620_16	positive	BMI	Male
19622_7	positive	BMI	Male
19623_26	positive	BMI	Male
19635_69	positive	BMI	Male
19636_23	positive	BMI	Male
19637_9	positive	BMI	Male
19638_9	positive	BMI	Male
19639_53	negative	BMI	Male
19640_2	positive	BMI	Male
2190_55	positive	BMI	Male
2192_63	positive	BMI	Male
2201_17	positive	BMI	Male
2211_9	positive	BMI	Male
2212_69	positive	BMI	Male
2247_20	positive	BMI	Male
2333_72	positive	BMI	Male
2381_52	positive	BMI	Male
2418_55	positive	BMI	Male
2421_7	positive	BMI	Male
2431_17	positive	BMI	Male
2436_49	positive	BMI	Male
2441_2	positive	BMI	Male
2443_10	positive	BMI	Male
2447_7	positive	BMI	Male
2449_1	positive	BMI	Male
2468_62	positive	BMI	Male
2474_54	positive	BMI	Male
2475_1	negative	BMI	Male
2480_58	positive	BMI	Male
2500_2	positive	BMI	Male
2505_49	positive	BMI	Male
2514_65	positive	BMI	Male
2516_57	positive	BMI	Male
2524_56	positive	BMI	Male
2558_51	positive	BMI	Male
2567_5	positive	BMI	Male
2571_12	negative	BMI	Male
2578_67	positive	BMI	Male
2579_17	positive	BMI	Male
2580_83	positive	BMI	Male
2590_69	negative	BMI	Male
2597_8	positive	BMI	Male
2599_51	positive	BMI	Male
2602_2	positive	BMI	Male
2605_49	positive	BMI	Male
2609_59	positive	BMI	Male
2611_72	positive	BMI	Male
2612_5	positive	BMI	Male
2614_28	positive	BMI	Male
2615_60	positive	BMI	Male
2616_23	positive	BMI	Male
2617_56	negative	BMI	Male
2618_10	positive	BMI	Male
2619_72	positive	BMI	Male
2622_18	positive	BMI	Male
2631_50	positive	BMI	Male
2632_5	positive	BMI	Male
2633_52	positive	BMI	Male
2634_2	positive	BMI	Male
2635_61	positive	BMI	Male
2636_10	positive	BMI	Male
2637_77	positive	BMI	Male
2640_3	positive	BMI	Male
2643_57	positive	BMI	Male
2644_11	positive	BMI	Male
2645_54	positive	BMI	Male
2647_66	positive	BMI	Male
2649_77	positive	BMI	Male
2652_15	positive	BMI	Male
2654_19	positive	BMI	Male
2658_27	negative	BMI	Male
2666_53	positive	BMI	Male
2677_1	negative	BMI	Male
2681_23	positive	BMI	Male
2682_68	positive	BMI	Male
2683_1	positive	BMI	Male
2687_2	negative	BMI	Male
2692_74	positive	BMI	Male
2693_20	positive	BMI	Male
2695_25	positive	BMI	Male
2696_87	positive	BMI	Male
2697_7	positive	BMI	Male
2700_56	positive	BMI	Male
2704_74	positive	BMI	Male
2705_5	positive	BMI	Male
2706_69	positive	BMI	Male
2708_54	positive	BMI	Male
2714_78	positive	BMI	Male
2719_3	positive	BMI	Male
2723_9	positive	BMI	Male
2730_58	positive	BMI	Male
2731_29	positive	BMI	Male
2732_58	positive	BMI	Male
2734_49	positive	BMI	Male
2737_22	positive	BMI	Male
2741_22	positive	BMI	Male
2742_68	positive	BMI	Male
2743_5	negative	BMI	Male
2747_3	positive	BMI	Male
2750_3	negative	BMI	Male
2752_62	positive	BMI	Male
2754_50	positive	BMI	Male
2760_2	positive	BMI	Male
2761_49	positive	BMI	Male
2763_66	positive	BMI	Male
2770_51	positive	BMI	Male
2771_35	negative	BMI	Male
2773_50	positive	BMI	Male
2774_10	positive	BMI	Male
2778_10	positive	BMI	Male
2780_35	positive	BMI	Male
2781_63	positive	BMI	Male
2783_18	positive	BMI	Male
2788_55	positive	BMI	Male
2789_26	negative	BMI	Male
2790_54	positive	BMI	Male
2794_60	positive	BMI	Male
2797_56	negative	BMI	Male
2805_6	positive	BMI	Male
2806_49	positive	BMI	Male
2809_25	positive	BMI	Male
2811_27	positive	BMI	Male
2813_11	negative	BMI	Male
2816_50	positive	BMI	Male
2819_23	positive	BMI	Male
2823_7	positive	BMI	Male
2826_53	positive	BMI	Male
2827_23	positive	BMI	Male
2828_82	negative	BMI	Male
2831_29	negative	BMI	Male
2833_20	positive	BMI	Male
2834_54	positive	BMI	Male
2835_1	positive	BMI	Male
2836_68	positive	BMI	Male
2837_3	negative	BMI	Male
2838_53	positive	BMI	Male
2839_2	positive	BMI	Male
2843_13	positive	BMI	Male
2844_53	positive	BMI	Male
2846_24	positive	BMI	Male
2849_49	positive	BMI	Male
2851_63	positive	BMI	Male
2853_68	positive	BMI	Male
2859_69	positive	BMI	Male
2860_19	positive	BMI	Male
2864_2	positive	BMI	Male
2871_73	positive	BMI	Male
2875_15	positive	BMI	Male
2876_74	positive	BMI	Male
2878_66	positive	BMI	Male
2879_9	positive	BMI	Male
2889_37	positive	BMI	Male
2890_59	negative	BMI	Male
2900_53	positive	BMI	Male
2906_55	positive	BMI	Male
2911_27	positive	BMI	Male
2913_1	positive	BMI	Male
2925_9	positive	BMI	Male
2939_10	positive	BMI	Male
2943_5	positive	BMI	Male
2944_66	positive	BMI	Male
2946_52	positive	BMI	Male
2948_58	positive	BMI	Male
2949_6	positive	BMI	Male
2950_57	positive	BMI	Male
2952_75	negative	BMI	Male
2960_66	positive	BMI	Male
2962_50	positive	BMI	Male
2966_65	positive	BMI	Male
2967_8	positive	BMI	Male
2968_61	positive	BMI	Male
2970_60	positive	BMI	Male
2972_57	positive	BMI	Male
2973_15	positive	BMI	Male
2974_61	negative	BMI	Male
2975_19	positive	BMI	Male
2976_58	positive	BMI	Male
2977_7	negative	BMI	Male
2979_8	positive	BMI	Male
2982_82	positive	BMI	Male
2985_35	positive	BMI	Male
2987_37	positive	BMI	Male
2991_9	negative	BMI	Male
2992_59	negative	BMI	Male
2993_1	positive	BMI	Male
2994_71	positive	BMI	Male
2997_8	positive	BMI	Male
2998_53	positive	BMI	Male
2999_6	negative	BMI	Male
3000_66	negative	BMI	Male
3003_29	positive	BMI	Male
3005_5	positive	BMI	Male
3007_7	positive	BMI	Male
3009_3	negative	BMI	Male
3010_53	positive	BMI	Male
3022_4	positive	BMI	Male
3024_18	positive	BMI	Male
3025_50	positive	BMI	Male
3026_5	negative	BMI	Male
3030_3	positive	BMI	Male
3033_57	positive	BMI	Male
3037_62	positive	BMI	Male
3038_9	positive	BMI	Male
3040_59	positive	BMI	Male
3042_7	positive	BMI	Male
3043_49	positive	BMI	Male
3044_3	positive	BMI	Male
3046_31	positive	BMI	Male
3049_61	negative	BMI	Male
3050_7	positive	BMI	Male
3052_8	negative	BMI	Male
3054_3	positive	BMI	Male
3055_54	positive	BMI	Male
3057_55	positive	BMI	Male
3059_50	positive	BMI	Male
3060_43	positive	BMI	Male
3065_65	positive	BMI	Male
3066_12	positive	BMI	Male
3067_67	positive	BMI	Male
3070_1	positive	BMI	Male
3072_4	positive	BMI	Male
3074_6	positive	BMI	Male
3077_66	positive	BMI	Male
3078_1	positive	BMI	Male
3079_62	positive	BMI	Male
3081_70	positive	BMI	Male
3082_9	positive	BMI	Male
3083_71	positive	BMI	Male
3091_70	positive	BMI	Male
3115_64	positive	BMI	Male
3122_6	positive	BMI	Male
3132_1	positive	BMI	Male
3143_3	positive	BMI	Male
3151_6	positive	BMI	Male
3152_57	positive	BMI	Male
3168_8	positive	BMI	Male
3169_70	positive	BMI	Male
3171_57	positive	BMI	Male
3172_28	positive	BMI	Male
3173_49	negative	BMI	Male
3174_2	positive	BMI	Male
3175_51	negative	BMI	Male
3178_5	positive	BMI	Male
3179_51	positive	BMI	Male
3181_50	positive	BMI	Male
3182_38	positive	BMI	Male
3184_25	positive	BMI	Male
3186_2	positive	BMI	Male
3187_52	positive	BMI	Male
3189_61	positive	BMI	Male
3191_50	positive	BMI	Male
3192_3	positive	BMI	Male
3195_50	positive	BMI	Male
3196_6	positive	BMI	Male
3197_70	positive	BMI	Male
3198_4	negative	BMI	Male
3199_54	positive	BMI	Male
3201_49	positive	BMI	Male
3202_28	positive	BMI	Male
3204_2	positive	BMI	Male
3206_4	positive	BMI	Male
3209_69	positive	BMI	Male
3212_30	positive	BMI	Male
3213_65	positive	BMI	Male
3216_2	positive	BMI	Male
3220_40	positive	BMI	Male
3221_54	positive	BMI	Male
3222_11	positive	BMI	Male
3234_23	positive	BMI	Male
3235_50	negative	BMI	Male
3283_21	positive	BMI	Male
3284_75	positive	BMI	Male
3285_23	positive	BMI	Male
3290_50	positive	BMI	Male
3291_30	positive	BMI	Male
3293_2	positive	BMI	Male
3294_55	positive	BMI	Male
3296_92	negative	BMI	Male
3298_52	negative	BMI	Male
3299_29	negative	BMI	Male
3302_58	positive	BMI	Male
3305_6	positive	BMI	Male
3309_2	positive	BMI	Male
3310_62	positive	BMI	Male
3311_27	positive	BMI	Male
3312_64	positive	BMI	Male
3313_21	positive	BMI	Male
3314_74	positive	BMI	Male
3315_15	positive	BMI	Male
3316_58	positive	BMI	Male
3320_49	positive	BMI	Male
3321_2	positive	BMI	Male
3322_52	positive	BMI	Male
3323_37	negative	BMI	Male
3324_51	positive	BMI	Male
3325_2	negative	BMI	Male
3327_27	positive	BMI	Male
3329_14	positive	BMI	Male
3331_8	negative	BMI	Male
3332_57	positive	BMI	Male
3336_50	positive	BMI	Male
3339_33	positive	BMI	Male
3340_53	positive	BMI	Male
3341_33	positive	BMI	Male
3342_76	positive	BMI	Male
3343_1	positive	BMI	Male
3346_72	positive	BMI	Male
3347_9	positive	BMI	Male
3348_49	positive	BMI	Male
3350_53	positive	BMI	Male
3351_1	positive	BMI	Male
3352_80	negative	BMI	Male
3356_50	positive	BMI	Male
3361_26	positive	BMI	Male
3362_61	negative	BMI	Male
3364_76	negative	BMI	Male
3366_51	positive	BMI	Male
3367_8	positive	BMI	Male
3373_5	positive	BMI	Male
3374_49	positive	BMI	Male
3376_49	positive	BMI	Male
3378_49	negative	BMI	Male
3379_29	positive	BMI	Male
3381_24	positive	BMI	Male
3387_1	positive	BMI	Male
3388_58	positive	BMI	Male
3389_7	positive	BMI	Male
3391_10	positive	BMI	Male
3394_81	positive	BMI	Male
3396_54	positive	BMI	Male
3399_31	positive	BMI	Male
3400_49	positive	BMI	Male
3401_8	positive	BMI	Male
3403_1	positive	BMI	Male
3404_51	positive	BMI	Male
3405_6	positive	BMI	Male
3412_7	positive	BMI	Male
3413_50	positive	BMI	Male
3414_40	positive	BMI	Male
3415_61	negative	BMI	Male
3418_12	positive	BMI	Male
3419_49	positive	BMI	Male
3420_21	negative	BMI	Male
3421_54	positive	BMI	Male
3423_59	positive	BMI	Male
3427_63	positive	BMI	Male
3431_54	positive	BMI	Male
3432_21	positive	BMI	Male
3434_34	positive	BMI	Male
3435_53	positive	BMI	Male
3437_80	positive	BMI	Male
3438_10	positive	BMI	Male
3440_7	positive	BMI	Male
3445_53	positive	BMI	Male
3447_64	positive	BMI	Male
3448_13	positive	BMI	Male
3450_4	positive	BMI	Male
3452_17	positive	BMI	Male
3453_87	positive	BMI	Male
3457_57	negative	BMI	Male
3461_58	negative	BMI	Male
3470_1	positive	BMI	Male
3471_49	positive	BMI	Male
3472_40	positive	BMI	Male
3473_78	positive	BMI	Male
3474_19	positive	BMI	Male
3477_63	positive	BMI	Male
3481_87	positive	BMI	Male
3485_28	positive	BMI	Male
3486_58	positive	BMI	Male
3487_32	positive	BMI	Male
3489_9	positive	BMI	Male
3494_71	positive	BMI	Male
3495_15	positive	BMI	Male
3497_13	positive	BMI	Male
3499_77	positive	BMI	Male
3504_58	positive	BMI	Male
3508_78	positive	BMI	Male
3518_54	positive	BMI	Male
3519_3	positive	BMI	Male
3520_58	positive	BMI	Male
3534_14	positive	BMI	Male
3535_84	positive	BMI	Male
3538_26	positive	BMI	Male
3554_24	negative	BMI	Male
3581_53	positive	BMI	Male
3583_54	positive	BMI	Male
3585_54	positive	BMI	Male
3587_53	positive	BMI	Male
3592_4	positive	BMI	Male
3603_60	positive	BMI	Male
3605_77	positive	BMI	Male
3607_71	negative	BMI	Male
3616_3	positive	BMI	Male
3617_80	positive	BMI	Male
3620_67	positive	BMI	Male
3622_33	positive	BMI	Male
3623_84	positive	BMI	Male
3627_71	positive	BMI	Male
3628_3	positive	BMI	Male
3629_60	positive	BMI	Male
3630_27	negative	BMI	Male
3651_50	positive	BMI	Male
3685_53	positive	BMI	Male
3710_49	positive	BMI	Male
3719_2	positive	BMI	Male
3723_1	positive	BMI	Male
3727_35	positive	BMI	Male
3728_52	positive	BMI	Male
3730_81	positive	BMI	Male
3738_54	positive	BMI	Male
3758_68	positive	BMI	Male
3761_4	positive	BMI	Male
3773_15	positive	BMI	Male
3796_79	positive	BMI	Male
3797_1	positive	BMI	Male
3798_71	positive	BMI	Male
3799_11	positive	BMI	Male
3800_71	positive	BMI	Male
3805_16	negative	BMI	Male
3807_1	positive	BMI	Male
3808_76	positive	BMI	Male
3809_1	positive	BMI	Male
3810_50	positive	BMI	Male
3813_3	positive	BMI	Male
3815_14	positive	BMI	Male
3820_68	positive	BMI	Male
3821_28	positive	BMI	Male
3822_54	positive	BMI	Male
3823_9	positive	BMI	Male
3825_18	positive	BMI	Male
3832_51	positive	BMI	Male
3835_11	positive	BMI	Male
3837_6	positive	BMI	Male
3845_51	positive	BMI	Male
3847_56	positive	BMI	Male
3848_14	positive	BMI	Male
3854_24	positive	BMI	Male
3859_50	positive	BMI	Male
3860_7	positive	BMI	Male
3864_5	positive	BMI	Male
3866_7	negative	BMI	Male
3867_49	positive	BMI	Male
3873_51	positive	BMI	Male
3874_8	positive	BMI	Male
3875_62	positive	BMI	Male
3879_50	positive	BMI	Male
3881_49	positive	BMI	Male
3888_8	positive	BMI	Male
3889_64	positive	BMI	Male
3890_8	positive	BMI	Male
3891_56	positive	BMI	Male
3892_21	positive	BMI	Male
3893_64	positive	BMI	Male
3894_15	positive	BMI	Male
3896_5	positive	BMI	Male
3897_61	positive	BMI	Male
3898_5	positive	BMI	Male
3902_21	positive	BMI	Male
4123_60	positive	BMI	Male
4124_24	positive	BMI	Male
4125_52	negative	BMI	Male
4126_22	positive	BMI	Male
4127_75	positive	BMI	Male
4128_27	positive	BMI	Male
4129_72	positive	BMI	Male
4130_71	positive	BMI	Male
4131_72	positive	BMI	Male
4132_27	positive	BMI	Male
4133_54	positive	BMI	Male
4136_40	positive	BMI	Male
4137_57	positive	BMI	Male
4138_25	positive	BMI	Male
4140_3	positive	BMI	Male
4141_79	positive	BMI	Male
4143_74	positive	BMI	Male
4144_13	positive	BMI	Male
4145_58	negative	BMI	Male
4146_58	positive	BMI	Male
4148_49	positive	BMI	Male
4149_8	positive	BMI	Male
4150_75	positive	BMI	Male
4151_6	positive	BMI	Male
4152_58	positive	BMI	Male
4154_57	positive	BMI	Male
4155_3	positive	BMI	Male
4156_74	positive	BMI	Male
4157_2	negative	BMI	Male
4158_54	positive	BMI	Male
4159_130	positive	BMI	Male
4160_49	negative	BMI	Male
4162_54	positive	BMI	Male
4163_5	positive	BMI	Male
4184_43	positive	BMI	Male
4187_49	negative	BMI	Male
4192_10	positive	BMI	Male
4194_26	positive	BMI	Male
4203_50	positive	BMI	Male
4209_60	positive	BMI	Male
4212_5	positive	BMI	Male
4217_49	positive	BMI	Male
4220_39	positive	BMI	Male
4224_7	positive	BMI	Male
4232_19	negative	BMI	Male
4237_70	positive	BMI	Male
4246_40	negative	BMI	Male
4249_64	negative	BMI	Male
4254_6	positive	BMI	Male
4261_55	positive	BMI	Male
4267_81	positive	BMI	Male
4271_75	positive	BMI	Male
4272_46	positive	BMI	Male
4276_10	positive	BMI	Male
4278_14	positive	BMI	Male
4280_47	positive	BMI	Male
4284_18	positive	BMI	Male
4292_5	positive	BMI	Male
4297_62	positive	BMI	Male
4301_58	positive	BMI	Male
4304_18	positive	BMI	Male
4306_4	positive	BMI	Male
4309_59	positive	BMI	Male
4314_12	positive	BMI	Male
4318_12	negative	BMI	Male
4322_28	positive	BMI	Male
4324_33	negative	BMI	Male
4328_2	negative	BMI	Male
4332_6	positive	BMI	Male
4337_49	positive	BMI	Male
4342_10	positive	BMI	Male
4355_13	positive	BMI	Male
4359_87	positive	BMI	Male
4374_45	positive	BMI	Male
4389_2	positive	BMI	Male
4392_54	positive	BMI	Male
4393_3	positive	BMI	Male
4394_71	positive	BMI	Male
4396_54	positive	BMI	Male
4397_26	positive	BMI	Male
4407_10	positive	BMI	Male
4420_7	positive	BMI	Male
4423_77	positive	BMI	Male
4429_51	positive	BMI	Male
4435_66	positive	BMI	Male
4436_1	positive	BMI	Male
4437_56	positive	BMI	Male
4440_15	positive	BMI	Male
4453_83	positive	BMI	Male
4459_68	positive	BMI	Male
4464_10	positive	BMI	Male
4468_21	positive	BMI	Male
4469_78	positive	BMI	Male
4471_50	negative	BMI	Male
4472_5	positive	BMI	Male
4474_19	positive	BMI	Male
4476_22	positive	BMI	Male
4480_59	positive	BMI	Male
4487_1	positive	BMI	Male
4493_92	positive	BMI	Male
4496_60	positive	BMI	Male
4498_62	negative	BMI	Male
4499_21	positive	BMI	Male
4500_50	positive	BMI	Male
4533_76	positive	BMI	Male
4534_10	negative	BMI	Male
4540_11	positive	BMI	Male
4541_49	positive	BMI	Male
4542_24	positive	BMI	Male
4543_65	positive	BMI	Male
4544_4	positive	BMI	Male
4545_53	positive	BMI	Male
4547_59	positive	BMI	Male
4548_4	positive	BMI	Male
4549_78	positive	BMI	Male
4551_72	positive	BMI	Male
4553_65	positive	BMI	Male
4556_10	positive	BMI	Male
4557_61	positive	BMI	Male
4559_64	positive	BMI	Male
4560_34	positive	BMI	Male
4562_1	positive	BMI	Male
4563_61	positive	BMI	Male
4564_2	positive	BMI	Male
4566_24	positive	BMI	Male
4567_82	positive	BMI	Male
4568_17	negative	BMI	Male
4569_52	positive	BMI	Male
4588_1	positive	BMI	Male
4673_13	positive	BMI	Male
4693_72	positive	BMI	Male
4697_59	positive	BMI	Male
4703_87	positive	BMI	Male
4706_17	positive	BMI	Male
4708_3	positive	BMI	Male
4712_28	positive	BMI	Male
