sequence_id	direction_group	exposure	group
13540_1	positive	whradjbmi	Sex-combined
10978_39	negative	whradjbmi	Sex-combined
2975_19	positive	whradjbmi	Sex-combined
6379_62	positive	whradjbmi	Sex-combined
8369_102	positive	whradjbmi	Sex-combined
7054_87	positive	whradjbmi	Sex-combined
9875_107	positive	whradjbmi	Sex-combined
12677_164	positive	whradjbmi	Sex-combined
12934_1	positive	whradjbmi	Sex-combined
14747_9	positive	whradjbmi	Sex-combined
11872_9	positive	whradjbmi	Sex-combined
15566_10	negative	whradjbmi	Sex-combined
4292_5	positive	whradjbmi	Sex-combined
3367_8	positive	whradjbmi	Sex-combined
9557_5	negative	whradjbmi	Sex-combined
10571_14	positive	whradjbmi	Sex-combined
3822_54	positive	whradjbmi	Sex-combined
3122_6	positive	whradjbmi	Sex-combined
7105_7	positive	whradjbmi	Sex-combined
8565_160	positive	whradjbmi	Sex-combined
13532_25	positive	whradjbmi	Sex-combined
3897_61	positive	whradjbmi	Sex-combined
17849_6	positive	whradjbmi	Sex-combined
19286_30	positive	whradjbmi	Sex-combined
12737_12	positive	whradjbmi	Sex-combined
12860_7	positive	whradjbmi	Sex-combined
12712_9	positive	whradjbmi	Sex-combined
6230_56	positive	whradjbmi	Sex-combined
9191_8	positive	whradjbmi	Sex-combined
9061_3	positive	whradjbmi	Sex-combined
10916_44	positive	whradjbmi	Sex-combined
12957_62	positive	whradjbmi	Sex-combined
10908_2	positive	whradjbmi	Sex-combined
7199_3	positive	whradjbmi	Sex-combined
6411_58	positive	whradjbmi	Sex-combined
16536_3	positive	whradjbmi	Sex-combined
10499_1	positive	whradjbmi	Sex-combined
12500_88	positive	whradjbmi	Sex-combined
12430_78	positive	whradjbmi	Sex-combined
15483_377	positive	whradjbmi	Sex-combined
18308_30	positive	whradjbmi	Sex-combined
8927_6	positive	whradjbmi	Sex-combined
5030_52	positive	whradjbmi	Sex-combined
3035_80	positive	whradjbmi	Sex-combined
15305_7	negative	whradjbmi	Sex-combined
15486_126	positive	whradjbmi	Sex-combined
12700_9	positive	whradjbmi	Sex-combined
9959_60	positive	whradjbmi	Sex-combined
13094_75	positive	whradjbmi	Sex-combined
12425_104	positive	whradjbmi	Sex-combined
15363_32	positive	whradjbmi	Sex-combined
5272_55	positive	whradjbmi	Sex-combined
8402_22	negative	whradjbmi	Sex-combined
5065_8	positive	whradjbmi	Sex-combined
11128_29	positive	whradjbmi	Sex-combined
4137_57	positive	whradjbmi	Sex-combined
18318_98	positive	whradjbmi	Sex-combined
10800_15	positive	whradjbmi	Sex-combined
11116_16	positive	whradjbmi	Sex-combined
6966_144	positive	whradjbmi	Sex-combined
7253_6	positive	whradjbmi	Sex-combined
11638_42	positive	whradjbmi	Sex-combined
4192_10	positive	whradjbmi	Sex-combined
13132_14	positive	whradjbmi	Sex-combined
6402_8	positive	whradjbmi	Sex-combined
11677_17	positive	whradjbmi	Sex-combined
3356_50	positive	whradjbmi	Sex-combined
15333_11	positive	whradjbmi	Sex-combined
4146_58	positive	whradjbmi	Sex-combined
17336_54	positive	whradjbmi	Sex-combined
7123_25	positive	whradjbmi	Sex-combined
17467_1	positive	whradjbmi	Sex-combined
15640_54	negative	whradjbmi	Sex-combined
17150_8	positive	whradjbmi	Sex-combined
12434_25	positive	whradjbmi	Sex-combined
11193_27	positive	whradjbmi	Sex-combined
6359_50	positive	whradjbmi	Sex-combined
10866_60	positive	whradjbmi	Sex-combined
14060_67	positive	whradjbmi	Sex-combined
12664_19	positive	whradjbmi	Sex-combined
6947_4	positive	whradjbmi	Sex-combined
16850_5	positive	whradjbmi	Sex-combined
13931_22	positive	whradjbmi	Sex-combined
17427_26	positive	whradjbmi	Sex-combined
5650_9	positive	whradjbmi	Sex-combined
10990_21	positive	whradjbmi	Sex-combined
14079_14	positive	whradjbmi	Sex-combined
3580_25	negative	whradjbmi	Sex-combined
12509_115	positive	whradjbmi	Sex-combined
11636_33	negative	whradjbmi	Sex-combined
13374_4	positive	whradjbmi	Sex-combined
11659_31	positive	whradjbmi	Sex-combined
7737_76	positive	whradjbmi	Sex-combined
11110_4	positive	whradjbmi	Sex-combined
13476_16	positive	whradjbmi	Sex-combined
8834_58	positive	whradjbmi	Sex-combined
3730_81	positive	whradjbmi	Sex-combined
13954_9	positive	whradjbmi	Sex-combined
4397_26	positive	whradjbmi	Sex-combined
9545_156	positive	whradjbmi	Sex-combined
11825_27	positive	whradjbmi	Sex-combined
5224_20	positive	whradjbmi	Sex-combined
16863_47	positive	whradjbmi	Sex-combined
19523_215	positive	whradjbmi	Sex-combined
15620_4	negative	whradjbmi	Sex-combined
19183_164	positive	whradjbmi	Sex-combined
12581_39	positive	whradjbmi	Sex-combined
8994_65	positive	whradjbmi	Sex-combined
3623_84	positive	whradjbmi	Sex-combined
2644_11	positive	whradjbmi	Sex-combined
6273_58	positive	whradjbmi	Sex-combined
8889_5	positive	whradjbmi	Sex-combined
6547_83	positive	whradjbmi	Sex-combined
10618_190	positive	whradjbmi	Sex-combined
13493_5	positive	whradjbmi	Sex-combined
7257_18	positive	whradjbmi	Sex-combined
18301_10	positive	whradjbmi	Sex-combined
5132_71	negative	whradjbmi	Sex-combined
4697_59	positive	whradjbmi	Sex-combined
2681_23	positive	whradjbmi	Sex-combined
13522_20	positive	whradjbmi	Sex-combined
12427_8	positive	whradjbmi	Sex-combined
17682_1	negative	whradjbmi	Sex-combined
14249_68	negative	whradjbmi	Sex-combined
9302_90	positive	whradjbmi	Sex-combined
13098_93	negative	whradjbmi	Sex-combined
13982_33	positive	whradjbmi	Sex-combined
3290_50	negative	whradjbmi	Sex-combined
16607_78	negative	whradjbmi	Sex-combined
8318_13	positive	whradjbmi	Sex-combined
9050_170	positive	whradjbmi	Sex-combined
5128_53	positive	whradjbmi	Sex-combined
10447_18	positive	whradjbmi	Sex-combined
3875_62	positive	whradjbmi	Sex-combined
8935_22	positive	whradjbmi	Sex-combined
8922_4	positive	whradjbmi	Sex-combined
5228_25	positive	whradjbmi	Sex-combined
17804_102	positive	whradjbmi	Sex-combined
11228_37	positive	whradjbmi	Sex-combined
8355_80	positive	whradjbmi	Sex-combined
12417_46	positive	whradjbmi	Sex-combined
18186_15	positive	whradjbmi	Sex-combined
18286_3	positive	whradjbmi	Sex-combined
12834_3	positive	whradjbmi	Sex-combined
14133_93	positive	whradjbmi	Sex-combined
18914_188	positive	whradjbmi	Sex-combined
8909_77	positive	whradjbmi	Sex-combined
5178_5	positive	whradjbmi	Sex-combined
12532_28	positive	whradjbmi	Sex-combined
13041_47	positive	whradjbmi	Sex-combined
9838_4	positive	whradjbmi	Sex-combined
13580_2	positive	whradjbmi	Sex-combined
12636_113	positive	whradjbmi	Sex-combined
19200_16	positive	whradjbmi	Sex-combined
2612_5	positive	whradjbmi	Sex-combined
12438_127	positive	whradjbmi	Sex-combined
12842_43	positive	whradjbmi	Sex-combined
18383_9	positive	whradjbmi	Sex-combined
12781_2	positive	whradjbmi	Sex-combined
6997_32	negative	whradjbmi	Sex-combined
2602_2	negative	whradjbmi	Sex-combined
17410_5	positive	whradjbmi	Sex-combined
13719_19	positive	whradjbmi	Sex-combined
19240_265	positive	whradjbmi	Sex-combined
19262_219	positive	whradjbmi	Sex-combined
6933_20	positive	whradjbmi	Sex-combined
11263_57	positive	whradjbmi	Sex-combined
3825_18	positive	whradjbmi	Sex-combined
12355_223	positive	whradjbmi	Sex-combined
4148_49	negative	whradjbmi	Sex-combined
17792_158	positive	whradjbmi	Sex-combined
8686_342	positive	whradjbmi	Sex-combined
3010_53	positive	whradjbmi	Sex-combined
3821_28	positive	whradjbmi	Sex-combined
5752_63	positive	whradjbmi	Sex-combined
18231_147	positive	whradjbmi	Sex-combined
19329_31	positive	whradjbmi	Sex-combined
11167_6	positive	whradjbmi	Sex-combined
12803_9	positive	whradjbmi	Sex-combined
9523_34	positive	whradjbmi	Sex-combined
8447_11	negative	whradjbmi	Sex-combined
7071_23	positive	whradjbmi	Sex-combined
18188_12	positive	whradjbmi	Sex-combined
11152_46	positive	whradjbmi	Sex-combined
16831_7	positive	whradjbmi	Sex-combined
15419_15	positive	whradjbmi	Sex-combined
12764_3	positive	whradjbmi	Sex-combined
15558_63	positive	whradjbmi	Sex-combined
7928_183	positive	whradjbmi	Sex-combined
5634_39	positive	whradjbmi	Sex-combined
11363_58	positive	whradjbmi	Sex-combined
14175_78	positive	whradjbmi	Sex-combined
6420_4	positive	whradjbmi	Sex-combined
5599_88	positive	whradjbmi	Sex-combined
4151_6	positive	whradjbmi	Sex-combined
12750_9	positive	whradjbmi	Sex-combined
15457_14	positive	whradjbmi	Sex-combined
6214_84	positive	whradjbmi	Sex-combined
19297_4	positive	whradjbmi	Sex-combined
6647_55	positive	whradjbmi	Sex-combined
9401_57	positive	whradjbmi	Sex-combined
9840_2	positive	whradjbmi	Sex-combined
2212_69	positive	whradjbmi	Sex-combined
7881_244	positive	whradjbmi	Sex-combined
13717_15	positive	whradjbmi	Sex-combined
9815_5	positive	whradjbmi	Sex-combined
8892_14	positive	whradjbmi	Sex-combined
8399_6	positive	whradjbmi	Sex-combined
10000_28	positive	whradjbmi	Sex-combined
15315_64	positive	whradjbmi	Sex-combined
15579_26	positive	whradjbmi	Sex-combined
11336_9	positive	whradjbmi	Sex-combined
4553_65	positive	whradjbmi	Sex-combined
3052_8	positive	whradjbmi	Sex-combined
5100_53	positive	whradjbmi	Sex-combined
16309_30	positive	whradjbmi	Sex-combined
9899_28	positive	whradjbmi	Sex-combined
13959_7	positive	whradjbmi	Sex-combined
3362_61	negative	whradjbmi	Sex-combined
18300_39	positive	whradjbmi	Sex-combined
17774_38	positive	whradjbmi	Sex-combined
11308_8	positive	whradjbmi	Sex-combined
3321_2	positive	whradjbmi	Sex-combined
13524_25	negative	whradjbmi	Sex-combined
13748_4	positive	whradjbmi	Sex-combined
5704_74	positive	whradjbmi	Sex-combined
8921_139	positive	whradjbmi	Sex-combined
13735_1	positive	whradjbmi	Sex-combined
18240_6	positive	whradjbmi	Sex-combined
17726_3	positive	whradjbmi	Sex-combined
4144_13	positive	whradjbmi	Sex-combined
18840_205	positive	whradjbmi	Sex-combined
5062_60	positive	whradjbmi	Sex-combined
19622_7	positive	whradjbmi	Sex-combined
6448_36	positive	whradjbmi	Sex-combined
9231_23	negative	whradjbmi	Sex-combined
12604_16	positive	whradjbmi	Sex-combined
19202_10	positive	whradjbmi	Sex-combined
18928_10	positive	whradjbmi	Sex-combined
7137_8	positive	whradjbmi	Sex-combined
10666_7	positive	whradjbmi	Sex-combined
3312_64	positive	whradjbmi	Sex-combined
18326_50	positive	whradjbmi	Sex-combined
19173_5	positive	whradjbmi	Sex-combined
4874_3	positive	whradjbmi	Sex-combined
11543_84	positive	whradjbmi	Sex-combined
9598_23	positive	whradjbmi	Sex-combined
6454_38	positive	whradjbmi	Sex-combined
11247_20	positive	whradjbmi	Sex-combined
14024_196	positive	whradjbmi	Sex-combined
3405_6	positive	whradjbmi	Sex-combined
13738_8	positive	whradjbmi	Sex-combined
5639_49	positive	whradjbmi	Sex-combined
12706_2	positive	whradjbmi	Sex-combined
19120_33	positive	whradjbmi	Sex-combined
10767_52	positive	whradjbmi	Sex-combined
19207_119	positive	whradjbmi	Sex-combined
15299_102	positive	whradjbmi	Sex-combined
13025_4	positive	whradjbmi	Sex-combined
12345_4	positive	whradjbmi	Sex-combined
12720_71	positive	whradjbmi	Sex-combined
3434_34	positive	whradjbmi	Sex-combined
3327_27	positive	whradjbmi	Sex-combined
16765_52	positive	whradjbmi	Sex-combined
9525_1	positive	whradjbmi	Sex-combined
17702_53	positive	whradjbmi	Sex-combined
16596_25	positive	whradjbmi	Sex-combined
10506_53	negative	whradjbmi	Sex-combined
2192_63	positive	whradjbmi	Sex-combined
5653_23	positive	whradjbmi	Sex-combined
8959_61	positive	whradjbmi	Sex-combined
3448_13	positive	whradjbmi	Sex-combined
2763_66	positive	whradjbmi	Sex-combined
13397_88	positive	whradjbmi	Sex-combined
11593_21	positive	whradjbmi	Sex-combined
16859_100	positive	whradjbmi	Sex-combined
8696_15	negative	whradjbmi	Sex-combined
2994_71	positive	whradjbmi	Sex-combined
5093_47	positive	whradjbmi	Sex-combined
15313_28	positive	whradjbmi	Sex-combined
9288_7	positive	whradjbmi	Sex-combined
6897_38	positive	whradjbmi	Sex-combined
15588_17	positive	whradjbmi	Sex-combined
8852_10	positive	whradjbmi	Sex-combined
11952_1	positive	whradjbmi	Sex-combined
7890_68	positive	whradjbmi	Sex-combined
15559_5	negative	whradjbmi	Sex-combined
15405_23	positive	whradjbmi	Sex-combined
7955_195	positive	whradjbmi	Sex-combined
7981_230	positive	whradjbmi	Sex-combined
6237_11	positive	whradjbmi	Sex-combined
12477_42	positive	whradjbmi	Sex-combined
12822_34	positive	whradjbmi	Sex-combined
14708_59	negative	whradjbmi	Sex-combined
11338_49	positive	whradjbmi	Sex-combined
13937_75	positive	whradjbmi	Sex-combined
3030_3	positive	whradjbmi	Sex-combined
13625_19	positive	whradjbmi	Sex-combined
6369_82	positive	whradjbmi	Sex-combined
13603_7	positive	whradjbmi	Sex-combined
9478_69	positive	whradjbmi	Sex-combined
18899_82	positive	whradjbmi	Sex-combined
5677_15	positive	whradjbmi	Sex-combined
12635_9	positive	whradjbmi	Sex-combined
13652_2	positive	whradjbmi	Sex-combined
11220_53	positive	whradjbmi	Sex-combined
5350_14	positive	whradjbmi	Sex-combined
8671_378	positive	whradjbmi	Sex-combined
9984_12	positive	whradjbmi	Sex-combined
4559_64	positive	whradjbmi	Sex-combined
8867_18	positive	whradjbmi	Sex-combined
15375_49	positive	whradjbmi	Sex-combined
6549_60	positive	whradjbmi	Sex-combined
7099_33	positive	whradjbmi	Sex-combined
9599_6	negative	whradjbmi	Sex-combined
6392_7	negative	whradjbmi	Sex-combined
10073_22	positive	whradjbmi	Sex-combined
8810_26	positive	whradjbmi	Sex-combined
3374_49	positive	whradjbmi	Sex-combined
3077_66	positive	whradjbmi	Sex-combined
7207_4	positive	whradjbmi	Sex-combined
19369_17	positive	whradjbmi	Sex-combined
2647_66	positive	whradjbmi	Sex-combined
13676_46	negative	whradjbmi	Sex-combined
7240_2	positive	whradjbmi	Sex-combined
13122_19	negative	whradjbmi	Sex-combined
18228_30	positive	whradjbmi	Sex-combined
10539_30	positive	whradjbmi	Sex-combined
12956_40	positive	whradjbmi	Sex-combined
7092_7	positive	whradjbmi	Sex-combined
9340_17	positive	whradjbmi	Sex-combined
12556_7	positive	whradjbmi	Sex-combined
11551_16	positive	whradjbmi	Sex-combined
3823_9	positive	whradjbmi	Sex-combined
13936_24	positive	whradjbmi	Sex-combined
2859_69	positive	whradjbmi	Sex-combined
11395_5	positive	whradjbmi	Sex-combined
12788_6	positive	whradjbmi	Sex-combined
3034_1	positive	whradjbmi	Sex-combined
6424_2	positive	whradjbmi	Sex-combined
8065_245	positive	whradjbmi	Sex-combined
16919_1	negative	whradjbmi	Sex-combined
15623_1	positive	whradjbmi	Sex-combined
17843_30	positive	whradjbmi	Sex-combined
11442_1	positive	whradjbmi	Sex-combined
12612_37	positive	whradjbmi	Sex-combined
19579_5	positive	whradjbmi	Sex-combined
9241_40	positive	whradjbmi	Sex-combined
11154_3	positive	whradjbmi	Sex-combined
5542_22	negative	whradjbmi	Sex-combined
12020_39	positive	whradjbmi	Sex-combined
14674_63	positive	whradjbmi	Sex-combined
3210_1	positive	whradjbmi	Sex-combined
19277_4	positive	whradjbmi	Sex-combined
3581_53	positive	whradjbmi	Sex-combined
12646_2	positive	whradjbmi	Sex-combined
5691_2	positive	whradjbmi	Sex-combined
18166_4	positive	whradjbmi	Sex-combined
5716_49	positive	whradjbmi	Sex-combined
19252_67	positive	whradjbmi	Sex-combined
13940_19	positive	whradjbmi	Sex-combined
12462_20	positive	whradjbmi	Sex-combined
6264_9	positive	whradjbmi	Sex-combined
17455_42	positive	whradjbmi	Sex-combined
19195_85	positive	whradjbmi	Sex-combined
12904_180	positive	whradjbmi	Sex-combined
14294_61	positive	whradjbmi	Sex-combined
6941_11	positive	whradjbmi	Sex-combined
4703_87	positive	whradjbmi	Sex-combined
4588_1	positive	whradjbmi	Sex-combined
9728_4	positive	whradjbmi	Sex-combined
12461_8	positive	whradjbmi	Sex-combined
7089_42	positive	whradjbmi	Sex-combined
8032_23	positive	whradjbmi	Sex-combined
14007_22	positive	whradjbmi	Sex-combined
2447_7	positive	whradjbmi	Sex-combined
5480_49	positive	whradjbmi	Sex-combined
12976_49	positive	whradjbmi	Sex-combined
16308_14	positive	whradjbmi	Sex-combined
5936_53	positive	whradjbmi	Sex-combined
3283_21	negative	whradjbmi	Sex-combined
5102_55	positive	whradjbmi	Sex-combined
8244_16	positive	whradjbmi	Sex-combined
8059_1	positive	whradjbmi	Sex-combined
13930_3	positive	whradjbmi	Sex-combined
6378_2	positive	whradjbmi	Sex-combined
9950_229	positive	whradjbmi	Sex-combined
12681_63	positive	whradjbmi	Sex-combined
15432_1	positive	whradjbmi	Sex-combined
13934_3	positive	whradjbmi	Sex-combined
6326_20	positive	whradjbmi	Sex-combined
7267_2	positive	whradjbmi	Sex-combined
7944_1	positive	whradjbmi	Sex-combined
6294_11	positive	whradjbmi	Sex-combined
9450_18	positive	whradjbmi	Sex-combined
6360_7	positive	whradjbmi	Sex-combined
7846_44	positive	whradjbmi	Sex-combined
12703_6	positive	whradjbmi	Sex-combined
2632_5	positive	whradjbmi	Sex-combined
15613_16	positive	whradjbmi	Sex-combined
12838_28	positive	whradjbmi	Sex-combined
13043_157	positive	whradjbmi	Sex-combined
9385_4	positive	whradjbmi	Sex-combined
15514_26	positive	whradjbmi	Sex-combined
7140_1	positive	whradjbmi	Sex-combined
19257_11	positive	whradjbmi	Sex-combined
10624_45	positive	whradjbmi	Sex-combined
13644_30	positive	whradjbmi	Sex-combined
17355_56	positive	whradjbmi	Sex-combined
9070_1	positive	whradjbmi	Sex-combined
5117_14	positive	whradjbmi	Sex-combined
12503_5	positive	whradjbmi	Sex-combined
5909_51	positive	whradjbmi	Sex-combined
4706_17	positive	whradjbmi	Sex-combined
13112_179	negative	whradjbmi	Sex-combined
18413_24	positive	whradjbmi	Sex-combined
9503_1	positive	whradjbmi	Sex-combined
7187_3	positive	whradjbmi	Sex-combined
8272_22	positive	whradjbmi	Sex-combined
6430_36	positive	whradjbmi	Sex-combined
18265_18	positive	whradjbmi	Sex-combined
3232_28	positive	whradjbmi	Sex-combined
6081_52	negative	whradjbmi	Sex-combined
17813_21	positive	whradjbmi	Sex-combined
10798_4	positive	whradjbmi	Sex-combined
14687_6	positive	whradjbmi	Sex-combined
9058_1	positive	whradjbmi	Sex-combined
2888_49	negative	whradjbmi	Sex-combined
14134_49	positive	whradjbmi	Sex-combined
14186_13	positive	whradjbmi	Sex-combined
12483_62	positive	whradjbmi	Sex-combined
14124_6	negative	whradjbmi	Sex-combined
14127_240	positive	whradjbmi	Sex-combined
7113_1	positive	whradjbmi	Sex-combined
10372_18	positive	whradjbmi	Sex-combined
3554_24	negative	whradjbmi	Sex-combined
13933_276	positive	whradjbmi	Sex-combined
18213_30	positive	whradjbmi	Sex-combined
12892_10	positive	whradjbmi	Sex-combined
9751_72	positive	whradjbmi	Sex-combined
5885_55	positive	whradjbmi	Sex-combined
11361_73	positive	whradjbmi	Sex-combined
12348_46	positive	whradjbmi	Sex-combined
11664_32	positive	whradjbmi	Sex-combined
6921_24	positive	whradjbmi	Sex-combined
8003_57	positive	whradjbmi	Sex-combined
11573_3	positive	whradjbmi	Sex-combined
2742_68	positive	whradjbmi	Sex-combined
9831_12	positive	whradjbmi	Sex-combined
11265_8	positive	whradjbmi	Sex-combined
7210_25	negative	whradjbmi	Sex-combined
12876_39	positive	whradjbmi	Sex-combined
4389_2	positive	whradjbmi	Sex-combined
3489_9	positive	whradjbmi	Sex-combined
11692_21	positive	whradjbmi	Sex-combined
3518_54	positive	whradjbmi	Sex-combined
2982_82	positive	whradjbmi	Sex-combined
12695_62	positive	whradjbmi	Sex-combined
7803_4	positive	whradjbmi	Sex-combined
3028_36	negative	whradjbmi	Sex-combined
5509_7	positive	whradjbmi	Sex-combined
4862_63	positive	whradjbmi	Sex-combined
3889_64	positive	whradjbmi	Sex-combined
5756_66	positive	whradjbmi	Sex-combined
19241_31	positive	whradjbmi	Sex-combined
7244_16	negative	whradjbmi	Sex-combined
18414_26	positive	whradjbmi	Sex-combined
5861_78	positive	whradjbmi	Sex-combined
15678_71	positive	whradjbmi	Sex-combined
4469_78	negative	whradjbmi	Sex-combined
12793_4	positive	whradjbmi	Sex-combined
9266_1	negative	whradjbmi	Sex-combined
19383_131	positive	whradjbmi	Sex-combined
5661_15	positive	whradjbmi	Sex-combined
13125_45	positive	whradjbmi	Sex-combined
18925_24	positive	whradjbmi	Sex-combined
5689_1	negative	whradjbmi	Sex-combined
8859_51	positive	whradjbmi	Sex-combined
12022_12	positive	whradjbmi	Sex-combined
8064_125	positive	whradjbmi	Sex-combined
8877_22	positive	whradjbmi	Sex-combined
2761_49	positive	whradjbmi	Sex-combined
15526_33	positive	whradjbmi	Sex-combined
8458_111	positive	whradjbmi	Sex-combined
12426_19	positive	whradjbmi	Sex-combined
15503_15	positive	whradjbmi	Sex-combined
6511_17	positive	whradjbmi	Sex-combined
11287_14	positive	whradjbmi	Sex-combined
11215_6	negative	whradjbmi	Sex-combined
5110_84	positive	whradjbmi	Sex-combined
17335_18	positive	whradjbmi	Sex-combined
4831_4	negative	whradjbmi	Sex-combined
12620_3	positive	whradjbmi	Sex-combined
5024_67	positive	whradjbmi	Sex-combined
11320_29	positive	whradjbmi	Sex-combined
5020_50	positive	whradjbmi	Sex-combined
9883_29	positive	whradjbmi	Sex-combined
10647_18	positive	whradjbmi	Sex-combined
19347_37	positive	whradjbmi	Sex-combined
13129_40	positive	whradjbmi	Sex-combined
7100_31	negative	whradjbmi	Sex-combined
15497_9	positive	whradjbmi	Sex-combined
5918_5	positive	whradjbmi	Sex-combined
3504_58	positive	whradjbmi	Sex-combined
5347_59	positive	whradjbmi	Sex-combined
19620_16	positive	whradjbmi	Sex-combined
9394_19	positive	whradjbmi	Sex-combined
18273_14	positive	whradjbmi	Sex-combined
11201_19	positive	whradjbmi	Sex-combined
18404_22	positive	whradjbmi	Sex-combined
8480_29	negative	whradjbmi	Sex-combined
5882_34	positive	whradjbmi	Sex-combined
13984_23	positive	whradjbmi	Sex-combined
9087_8	positive	whradjbmi	Sex-combined
15596_7	positive	whradjbmi	Sex-combined
17808_37	positive	whradjbmi	Sex-combined
10512_13	positive	whradjbmi	Sex-combined
3848_14	positive	whradjbmi	Sex-combined
12993_21	positive	whradjbmi	Sex-combined
5252_33	positive	whradjbmi	Sex-combined
7778_104	positive	whradjbmi	Sex-combined
13053_6	positive	whradjbmi	Sex-combined
17802_4	positive	whradjbmi	Sex-combined
4160_49	negative	whradjbmi	Sex-combined
11242_33	positive	whradjbmi	Sex-combined
15301_24	positive	whradjbmi	Sex-combined
10949_59	positive	whradjbmi	Sex-combined
7995_16	positive	whradjbmi	Sex-combined
15523_9	positive	whradjbmi	Sex-combined
11988_24	positive	whradjbmi	Sex-combined
3291_30	negative	whradjbmi	Sex-combined
6913_189	positive	whradjbmi	Sex-combined
11146_4	positive	whradjbmi	Sex-combined
11407_57	positive	whradjbmi	Sex-combined
7204_1	positive	whradjbmi	Sex-combined
14088_38	negative	whradjbmi	Sex-combined
2806_49	positive	whradjbmi	Sex-combined
8100_15	positive	whradjbmi	Sex-combined
18244_1	positive	whradjbmi	Sex-combined
19280_29	positive	whradjbmi	Sex-combined
8942_2	positive	whradjbmi	Sex-combined
8219_14	positive	whradjbmi	Sex-combined
11348_132	positive	whradjbmi	Sex-combined
13967_14	positive	whradjbmi	Sex-combined
12016_60	positive	whradjbmi	Sex-combined
3414_40	positive	whradjbmi	Sex-combined
10961_15	positive	whradjbmi	Sex-combined
16828_8	positive	whradjbmi	Sex-combined
11547_84	positive	whradjbmi	Sex-combined
15426_5	positive	whradjbmi	Sex-combined
9748_31	positive	whradjbmi	Sex-combined
7155_46	positive	whradjbmi	Sex-combined
17742_2	negative	whradjbmi	Sex-combined
12442_4	positive	whradjbmi	Sex-combined
11145_72	positive	whradjbmi	Sex-combined
18913_3	positive	whradjbmi	Sex-combined
11342_59	positive	whradjbmi	Sex-combined
10364_6	positive	whradjbmi	Sex-combined
8087_250	positive	whradjbmi	Sex-combined
19163_26	positive	whradjbmi	Sex-combined
15387_44	negative	whradjbmi	Sex-combined
19260_4	positive	whradjbmi	Sex-combined
8876_51	positive	whradjbmi	Sex-combined
8791_151	positive	whradjbmi	Sex-combined
9846_32	positive	whradjbmi	Sex-combined
6226_69	positive	whradjbmi	Sex-combined
12577_100	positive	whradjbmi	Sex-combined
13594_158	positive	whradjbmi	Sex-combined
3184_25	positive	whradjbmi	Sex-combined
14067_6	positive	whradjbmi	Sex-combined
8953_47	positive	whradjbmi	Sex-combined
12683_156	positive	whradjbmi	Sex-combined
17196_5	positive	whradjbmi	Sex-combined
9213_24	positive	whradjbmi	Sex-combined
9930_48	positive	whradjbmi	Sex-combined
10045_47	positive	whradjbmi	Sex-combined
19261_12	positive	whradjbmi	Sex-combined
16057_6	positive	whradjbmi	Sex-combined
8296_117	positive	whradjbmi	Sex-combined
5701_81	negative	whradjbmi	Sex-combined
10895_28	positive	whradjbmi	Sex-combined
5462_62	positive	whradjbmi	Sex-combined
6416_8	positive	whradjbmi	Sex-combined
13689_2	negative	whradjbmi	Sex-combined
9068_17	positive	whradjbmi	Sex-combined
12585_39	positive	whradjbmi	Sex-combined
18401_18	positive	whradjbmi	Sex-combined
14291_53	positive	whradjbmi	Sex-combined
4905_63	positive	whradjbmi	Sex-combined
12394_53	positive	whradjbmi	Sex-combined
19123_6	positive	whradjbmi	Sex-combined
6504_65	positive	whradjbmi	Sex-combined
3484_60	positive	whradjbmi	Sex-combined
7757_5	positive	whradjbmi	Sex-combined
17357_33	positive	whradjbmi	Sex-combined
19586_89	positive	whradjbmi	Sex-combined
7825_7	positive	whradjbmi	Sex-combined
18291_8	positive	whradjbmi	Sex-combined
19219_71	positive	whradjbmi	Sex-combined
3025_50	positive	whradjbmi	Sex-combined
9321_400	negative	whradjbmi	Sex-combined
5011_11	positive	whradjbmi	Sex-combined
17768_50	positive	whradjbmi	Sex-combined
3805_16	negative	whradjbmi	Sex-combined
14039_33	positive	whradjbmi	Sex-combined
8055_33	positive	whradjbmi	Sex-combined
6421_52	positive	whradjbmi	Sex-combined
4965_27	positive	whradjbmi	Sex-combined
13515_8	positive	whradjbmi	Sex-combined
5108_72	negative	whradjbmi	Sex-combined
18880_81	positive	whradjbmi	Sex-combined
9999_1	positive	whradjbmi	Sex-combined
6451_64	positive	whradjbmi	Sex-combined
8051_10	positive	whradjbmi	Sex-combined
9172_69	positive	whradjbmi	Sex-combined
8009_121	positive	whradjbmi	Sex-combined
12817_1	positive	whradjbmi	Sex-combined
6538_90	positive	whradjbmi	Sex-combined
4931_59	positive	whradjbmi	Sex-combined
3381_24	positive	whradjbmi	Sex-combined
19333_4	positive	whradjbmi	Sex-combined
6651_74	positive	whradjbmi	Sex-combined
12669_30	positive	whradjbmi	Sex-combined
9089_77	positive	whradjbmi	Sex-combined
13472_35	positive	whradjbmi	Sex-combined
11681_8	positive	whradjbmi	Sex-combined
17836_17	positive	whradjbmi	Sex-combined
12753_6	positive	whradjbmi	Sex-combined
18947_3	positive	whradjbmi	Sex-combined
8866_53	negative	whradjbmi	Sex-combined
4309_59	positive	whradjbmi	Sex-combined
11396_39	positive	whradjbmi	Sex-combined
8405_108	positive	whradjbmi	Sex-combined
10589_7	positive	whradjbmi	Sex-combined
11143_32	positive	whradjbmi	Sex-combined
