sequence_id	protein	gene	adiposity	group
13937_75	CAND1	CAND1	BMI	Sex-combined
13939_14	UGPA1	UGP2	BMI	Sex-combined
13940_19	IP16	IFI16	BMI	Sex-combined
13941_82	SYFM	FARS2	BMI	Sex-combined
13942_140	SPSB1	SPSB1	BMI	Sex-combined
13943_38	DPY30	DPY30	BMI	Sex-combined
13946_8	DDX23	DDX23	BMI	Sex-combined
13950_9	C43BP	COL4A3BP	BMI	Sex-combined
13960_15	AGAP3	AGAP3	BMI	Sex-combined
13961_18	KIF3A	KIF3A	BMI	Sex-combined
13966_30	MYOM3	MYOM3	BMI	Sex-combined
13977_28	BARD1	BARD1	BMI	Sex-combined
13979_3	S26A7	SLC26A7	BMI	Sex-combined
13984_23	DDX25	DDX25	BMI	Sex-combined
13985_12	SMUF2	SMURF2	BMI	Sex-combined
13992_12	NSF	NSF	BMI	Sex-combined
13994_1	FBRL	FBL	BMI	Sex-combined
13998_26	PURA1	ADSSL1	BMI	Sex-combined
14002_18	DOCK9	DOCK9	BMI	Sex-combined
14005_2	CHD7	CHD7	BMI	Sex-combined
14006_36	GNMT	GNMT	BMI	Sex-combined
14011_17	S100A11	S100A11	BMI	Sex-combined
14012_17	LGP2	DHX58	BMI	Sex-combined
14024_196	EDA	EDA	BMI	Sex-combined
14025_18	4_1BB	TNFRSF9	BMI	Sex-combined
14028_22	P3C2A	PIK3C2A	BMI	Sex-combined
14029_42	CSN2	COPS2	BMI	Sex-combined
14034_22	GA733_1_protein	TACSTD2	BMI	Sex-combined
14036_116	MPDZ	MPDZ	BMI	Sex-combined
14043_12	EEA1	EEA1	BMI	Sex-combined
14045_12	NCOA2	NCOA2	BMI	Sex-combined
14048_7	IL_1_R_AcP	IL1RAP	BMI	Sex-combined
14051_54	FOXC2	FOXC2	BMI	Sex-combined
14052_26	UN13A	UNC13A	BMI	Sex-combined
14056_4	Glycoprotein_hormones_a_chain	CGA	BMI	Sex-combined
14060_67	NCF4	NCF4	BMI	Sex-combined
14063_17	OSM	OSM	BMI	Sex-combined
14074_2	SHC2	SHC2	BMI	Sex-combined
14079_14	IL_18_Ra	IL18R1	BMI	Sex-combined
14112_40	RELT	RELT	BMI	Sex-combined
14114_18	PIANP	PIANP	BMI	Sex-combined
14115_34	Adrenomedullin	ADM	BMI	Sex-combined
14120_2	RNF43	RNF43	BMI	Sex-combined
14121_24	TRAIL_R4	TNFRSF10D	BMI	Sex-combined
14124_6	Ephrin_A2	EFNA2	BMI	Sex-combined
14132_21	HHLA2	HHLA2	BMI	Sex-combined
14135_3	RXFP1	RXFP1	BMI	Sex-combined
14143_8	H2B2E	HIST2H2BE	BMI	Sex-combined
14144_3	H2A3	HIST3H2A	BMI	Sex-combined
14149_9	IL_1F8	IL36B	BMI	Sex-combined
14150_7	IL_1F6	IL36A	BMI	Sex-combined
14178_18	CDKN3	CDKN3	BMI	Sex-combined
14197_2	PRDM1	PRDM1	BMI	Sex-combined
14204_55	FOXJ2	FOXJ2	BMI	Sex-combined
14206_28	APBB1	APBB1	BMI	Sex-combined
14208_3	RET7	RBP7	BMI	Sex-combined
14216_35	DDX46	DDX46	BMI	Sex-combined
14226_120	BHMT2	BHMT2	BMI	Sex-combined
14227_21	MYL6B	MYL6B	BMI	Sex-combined
14229_5	MOCS3	MOCS3	BMI	Sex-combined
14250_115	BLMH	BLMH	BMI	Sex-combined
14254_27	PTN4	PTPN4	BMI	Sex-combined
14260_112	ARHG8	NET1	BMI	Sex-combined
14273_19	PPCE	PREP	BMI	Sex-combined
14294_61	MBD1	MBD1	BMI	Sex-combined
14324_52	CSPG6	SMC3	BMI	Sex-combined
14326_4	UB2E1	UBE2E1	BMI	Sex-combined
14329_4	DIDO1	DIDO1	BMI	Sex-combined
14334_3	RECO	RCVRN	BMI	Sex-combined
14337_1	TPPC3	TRAPPC3	BMI	Sex-combined
14583_49	Myostatin	MSTN	BMI	Sex-combined
14593_152	F210A	FAM210A	BMI	Sex-combined
14615_46	4_KRA24	KRTAP2	BMI	Sex-combined
14616_16	ZN382	ZNF382	BMI	Sex-combined
14618_26	ECOP	VOPP1	BMI	Sex-combined
14631_22	DUS16	DUSP16	BMI	Sex-combined
14633_26	T185A	TMEM185A	BMI	Sex-combined
14636_25	Ribonuclease_UK114	HRSP12	BMI	Sex-combined
14662_6	MZF1	MZF1	BMI	Sex-combined
14663_44	RNF8	RNF8	BMI	Sex-combined
14685_17	PKB_beta	AKT2	BMI	Sex-combined
14687_6	M6PBP	PLIN3	BMI	Sex-combined
14689_3	SEC13	SEC13	BMI	Sex-combined
14708_59	CO8G	C8G	BMI	Sex-combined
14711_27	Cystatin_M	CST6	BMI	Sex-combined
15297_3	S100A3	S100A3	BMI	Sex-combined
15306_20	IgJ	IGJ	BMI	Sex-combined
15308_108	VWC2	VWC2	BMI	Sex-combined
15310_61	PRC1	PRC1	BMI	Sex-combined
15313_28	MD2L1	MAD2L1	BMI	Sex-combined
15315_64	CUTC	CUTC	BMI	Sex-combined
15318_75	Calpactin_I_light_chain	S100A10	BMI	Sex-combined
15319_226	CCNA1	CCNA1	BMI	Sex-combined
15321_8	CPLX2	CPLX2	BMI	Sex-combined
15326_64	GBP1	GBP1	BMI	Sex-combined
15331_47	RBBP4	RBBP4	BMI	Sex-combined
15346_31	IFN_g	IFNG	BMI	Sex-combined
15361_37	ANKR1	ANKRD1	BMI	Sex-combined
15372_43	BRD2	BRD2	BMI	Sex-combined
15374_15	CA11_protein	GKN1	BMI	Sex-combined
15381_45	Discoidin_domain_receptor_2	DDR2	BMI	Sex-combined
15383_200	Endothelin_3	EDN3	BMI	Sex-combined
15386_7	FABPA	FABP4	BMI	Sex-combined
15389_1	FRDA	FXN	BMI	Sex-combined
15390_3	Galanin	GAL	BMI	Sex-combined
15395_15	GST_M1_1	GSTM1	BMI	Sex-combined
15403_53	ID2	ID2	BMI	Sex-combined
15405_23	IFNA4	IFNA4	BMI	Sex-combined
15412_40	KIAP	BIRC7	BMI	Sex-combined
15413_3	LCAT	LCAT	BMI	Sex-combined
15419_15	MMP20	MMP20	BMI	Sex-combined
15426_5	NEUR1	NEU1	BMI	Sex-combined
15430_165	OPT	OPTC	BMI	Sex-combined
15434_5	PNOC	PNOC	BMI	Sex-combined
15437_11	RAMP3	RAMP3	BMI	Sex-combined
15439_21	RND3	RND3	BMI	Sex-combined
15441_6	SAP3	GM2A	BMI	Sex-combined
15449_33	TIM_4	TIMD4	BMI	Sex-combined
15453_3	a1_Microglobulin	AMBP	BMI	Sex-combined
15457_14	Aminopeptidase_N	ANPEP	BMI	Sex-combined
15460_9	CD26	DPP4	BMI	Sex-combined
15468_14	FHR1	CFHR1	BMI	Sex-combined
15470_11	Hexosaminidase_B	HEXB	BMI	Sex-combined
15472_16	LRP11	LRP11	BMI	Sex-combined
15483_377	Agrin	AGRN	BMI	Sex-combined
15486_126	ABP1	AOC1	BMI	Sex-combined
15487_164	carboxylesterase__liver	CES1	BMI	Sex-combined
15492_1	CRIM1	CRIM1	BMI	Sex-combined
15497_9	HS3S1	HS3ST1	BMI	Sex-combined
15503_15	Lefty_A	LEFTY2	BMI	Sex-combined
15506_34	LRP12	LRP12	BMI	Sex-combined
15509_2	NAG	NAGLU	BMI	Sex-combined
15511_37	NPTXR	NPTXR	BMI	Sex-combined
15513_108	Prostasin	PRSS8	BMI	Sex-combined
15514_26	Pseudocholinesterase	BCHE	BMI	Sex-combined
15515_2	SAA	SAA1	BMI	Sex-combined
15516_12	SAA_4	SAA4	BMI	Sex-combined
15527_90	DLDH	DLD	BMI	Sex-combined
15533_97	Macrophage_scavenger_receptor	MSR1	BMI	Sex-combined
15535_3	Marapsin	PRSS27	BMI	Sex-combined
15539_15	SLIK1	SLITRK1	BMI	Sex-combined
15540_6	Vimentin	VIM	BMI	Sex-combined
15544_25	kallikrein_14	KLK14	BMI	Sex-combined
15556_49	Alpha_amylase_2B	AMY2B	BMI	Sex-combined
15559_5	ANTR2	ANTXR2	BMI	Sex-combined
15562_24	BGLR	GUSB	BMI	Sex-combined
15567_2	CD3_zeta	CD247	BMI	Sex-combined
15573_110	CSPG3	NCAN	BMI	Sex-combined
15574_37	Cyclin_A	CCNA2	BMI	Sex-combined
15579_26	ENPP6	ENPP6	BMI	Sex-combined
15580_2	EPHA7	EPHA7	BMI	Sex-combined
15585_304	fibulin_5	FBLN5	BMI	Sex-combined
15587_20	FOLR2	FOLR2	BMI	Sex-combined
15588_17	galactosidase__alpha	GLA	BMI	Sex-combined
15591_28	Glutathione_peroxidase	GPX1	BMI	Sex-combined
15594_47	HTRA1	HTRA1	BMI	Sex-combined
15631_18	PSG1	PSG1	BMI	Sex-combined
15637_38	SORC3	SORCS3	BMI	Sex-combined
15666_21	BMP_2	BMP2	BMI	Sex-combined
15668_19	BMP_8	BMP8B	BMI	Sex-combined
15670_15	C1QL2	C1QL2	BMI	Sex-combined
15686_49	INHBC	INHBC	BMI	Sex-combined
15688_30	Mannose_binding_lectin	LMAN1	BMI	Sex-combined
15692_300	NODAL	NODAL	BMI	Sex-combined
15693_9	PgR	PGR	BMI	Sex-combined
16015_19	ALT	GPT	BMI	Sex-combined
16049_43	OLR1	OLR1	BMI	Sex-combined
16057_6	IGF_II_receptor	IGF2R	BMI	Sex-combined
16081_38	Aldose_reductase_like	AKR1B10	BMI	Sex-combined
16299_13	TIGIT	TIGIT	BMI	Sex-combined
16307_22	UNC5H4	UNC5D	BMI	Sex-combined
16312_45	Cadherin_6	CDH6	BMI	Sex-combined
16318_12	ALK_1	ACVRL1	BMI	Sex-combined
16322_10	PACAP	PACAP	BMI	Sex-combined
16323_8	NRX3A	NRXN3	BMI	Sex-combined
16324_38	TLR1	TLR1	BMI	Sex-combined
16536_3	HMGA1	HMGA1	BMI	Sex-combined
16551_14	STA5B	STAT5B	BMI	Sex-combined
16585_16	B3GN4	B3GNT4	BMI	Sex-combined
16593_3	FADD	FADD	BMI	Sex-combined
16594_44	FAIM1	FAIM	BMI	Sex-combined
16612_28	SDC3	SDC3	BMI	Sex-combined
16616_137	ENOB	ENO3	BMI	Sex-combined
16746_12	Activin_B	INHBB	BMI	Sex-combined
16748_1	BMP_3	BMP3	BMI	Sex-combined
16749_79	BMP_3b	GDF10	BMI	Sex-combined
16753_46	CO6A2	COL6A2	BMI	Sex-combined
16755_195	GDF_3	GDF3	BMI	Sex-combined
16756_30	GDF7	GDF7	BMI	Sex-combined
16758_96	HDGF	HDGF	BMI	Sex-combined
16763_11	LECT2	LECT2	BMI	Sex-combined
16781_2	ENASE	ENGASE	BMI	Sex-combined
16802_31	OCAD1	OCIAD1	BMI	Sex-combined
16803_4	CALB2	CALB2	BMI	Sex-combined
16807_35	TNNT3	TNNT3	BMI	Sex-combined
16814_13	SLIM_1	FHL1	BMI	Sex-combined
16818_200	CDCP1	CDCP1	BMI	Sex-combined
16836_1	FHR3	CFHR3	BMI	Sex-combined
16845_15	MPZL1	MPZL1	BMI	Sex-combined
16850_5	RGS5	RGS5	BMI	Sex-combined
16852_10	NHRF3	PDZK1	BMI	Sex-combined
16877_19	MSRB2	MSRB2	BMI	Sex-combined
16890_37	ATL1	ADAMTSL1	BMI	Sex-combined
16907_3	Nectin_like_protein_3	CADM2	BMI	Sex-combined
16908_5	OMGP	OMG	BMI	Sex-combined
16923_20	Profilin_II	PFN2	BMI	Sex-combined
16932_5	SULT_1E	SULT1E1	BMI	Sex-combined
17138_8	GST_A1_1	GSTA1	BMI	Sex-combined
17152_10	KI2S4	KIR2DS4	BMI	Sex-combined
17154_2	TEBP	PTGES3	BMI	Sex-combined
17156_72	DCAK1	DCLK1	BMI	Sex-combined
17163_117	Annexin_III	ANXA3	BMI	Sex-combined
17166_4	FGF_8F	FGF8	BMI	Sex-combined
17176_13	PSIP1	PSIP1	BMI	Sex-combined
17199_43	HIF1N	HIF1AN	BMI	Sex-combined
17200_50	KI2L1	KIR2DL1	BMI	Sex-combined
17202_37	PDCD4	PDCD4	BMI	Sex-combined
17209_27	ST2B1	SULT2B1	BMI	Sex-combined
17210_2	TCL1A	TCL1A	BMI	Sex-combined
17231_1	L_plastin	LCP1	BMI	Sex-combined
17326_44	DUS23	DUSP23	BMI	Sex-combined
17329_2	BDH2	BDH2	BMI	Sex-combined
17342_13	AGR3	AGR3	BMI	Sex-combined
17344_23	STML1	STOML1	BMI	Sex-combined
17356_34	IL1FA	IL1F10	BMI	Sex-combined
17365_7	KAT1	CCBL1	BMI	Sex-combined
17366_6	DCNL1	DCUN1D1	BMI	Sex-combined
17367_5	Stathmin	STMN1	BMI	Sex-combined
17372_5	4EBP1	EIF4EBP1	BMI	Sex-combined
17396_23	ADH1A	ADH1A	BMI	Sex-combined
17397_8	DHB11	HSD17B11	BMI	Sex-combined
17404_5	ARL5B	ARL5B	BMI	Sex-combined
17427_26	NLGN3	NLGN3	BMI	Sex-combined
17432_25	KAD4	AK4	BMI	Sex-combined
17435_43	ETFA	ETFA	BMI	Sex-combined
17441_4	Alkaline_phosphatase__intestine	ALPI	BMI	Sex-combined
17449_23	CD9	CD9	BMI	Sex-combined
17451_13	BIM	BCL2L11	BMI	Sex-combined
17455_42	FOLR1	FOLR1	BMI	Sex-combined
17456_53	GOLM1	GOLM1	BMI	Sex-combined
17460_51	Mx1	MX1	BMI	Sex-combined
17462_19	IRF1	IRF1	BMI	Sex-combined
17468_1	SUFU	SUFU	BMI	Sex-combined
17474_106	YETS4	YEATS4	BMI	Sex-combined
17475_18	TOPK	PBK	BMI	Sex-combined
17495_141	SIR3	SIRT3	BMI	Sex-combined
17505_125	NALDL	NAALADL1	BMI	Sex-combined
17510_7	SRP14	SRP14	BMI	Sex-combined
17511_10	RPP30	RPP30	BMI	Sex-combined
17515_6	STCH	HSPA13	BMI	Sex-combined
17673_34	Carbonic_Anhydrase_VB	CA5B	BMI	Sex-combined
17682_1	CD46	CD46	BMI	Sex-combined
17691_1	TPP1	TPP1	BMI	Sex-combined
17692_2	BT3A3	BTN3A3	BMI	Sex-combined
17693_2	Septin_6	SEPT6	BMI	Sex-combined
17702_53	UGT_1A1	UGT1A1	BMI	Sex-combined
17703_40	GEMI	GMNN	BMI	Sex-combined
17704_74	HS105	HSPH1	BMI	Sex-combined
17706_4	PPR1A	PPP1R1A	BMI	Sex-combined
17710_40	TPD53	TPD52L1	BMI	Sex-combined
17722_5	FKBP52_protein	FKBP4	BMI	Sex-combined
17725_37	USH1C	USH1C	BMI	Sex-combined
17735_130	GBRAP	GABARAP	BMI	Sex-combined
17736_105	APTX	APTX	BMI	Sex-combined
17743_14	UBE2A	UBE2A	BMI	Sex-combined
17747_45	TRAF1	TRAF1	BMI	Sex-combined
17750_8	RIR2	RRM2	BMI	Sex-combined
17755_5	UGDH	UGDH	BMI	Sex-combined
17758_79	DCXR	DCXR	BMI	Sex-combined
17760_128	WDR5	WDR5	BMI	Sex-combined
17766_5	NCF_1	NCF1	BMI	Sex-combined
17768_50	HAOX1	HAO1	BMI	Sex-combined
17772_7	UBD	UBD	BMI	Sex-combined
17774_38	SMD3	SNRPD3	BMI	Sex-combined
17776_15	PECR	PECR	BMI	Sex-combined
17785_11	RCL	RCL	BMI	Sex-combined
17789_1	NADC	QPRT	BMI	Sex-combined
17797_1	CUL1	CUL1	BMI	Sex-combined
17800_33	SCAND1	SCAND1	BMI	Sex-combined
17804_102	PNPO	PNPO	BMI	Sex-combined
17805_35	SPF30	SMNDC1	BMI	Sex-combined
17806_6	Syntenin_1	SDCBP	BMI	Sex-combined
17811_78	ST1C2	SULT1C2	BMI	Sex-combined
17813_21	BPHL	BPHL	BMI	Sex-combined
17817_22	DDIT4	DDIT4	BMI	Sex-combined
17820_170	MLF1	MLF1	BMI	Sex-combined
17822_57	RERG	RERG	BMI	Sex-combined
17829_2	TREX2	TREX2	BMI	Sex-combined
17832_12	IDI2	IDI2	BMI	Sex-combined
17835_28	ANX13	ANXA13	BMI	Sex-combined
17836_17	S100A16	S100A16	BMI	Sex-combined
17837_5	CLIC2	CLIC2	BMI	Sex-combined
17850_42	KLF4	KLF4	BMI	Sex-combined
17855_28	RGS4	RGS4	BMI	Sex-combined
17857_6	ACADL	ACADL	BMI	Sex-combined
18156_7	ATG3	ATG3	BMI	Sex-combined
18166_4	RHOB	RHOB	BMI	Sex-combined
18170_46	P5CR1	PYCR1	BMI	Sex-combined
18172_71	ASF1A	ASF1A	BMI	Sex-combined
18173_11	ARK73	AKR7A3	BMI	Sex-combined
18177_49	ULA1	NAE1	BMI	Sex-combined
18178_13	SYSC	SARS	BMI	Sex-combined
18185_118	ALDOB	ALDOB	BMI	Sex-combined
18187_16	ACY2	ASPA	BMI	Sex-combined
18193_165	MO4L1	MORF4L1	BMI	Sex-combined
18202_22	CD37	CD37	BMI	Sex-combined
18205_123	MAGE_6	MAGEA6	BMI	Sex-combined
18210_12	SPIN1	SPIN1	BMI	Sex-combined
18220_141	SRA1	SRA1	BMI	Sex-combined
18228_30	NOP16	NOP16	BMI	Sex-combined
18231_147	PRND	PRND	BMI	Sex-combined
18237_29	NRIP3	NRIP3	BMI	Sex-combined
18240_6	OMP	OMP	BMI	Sex-combined
18242_8	Sperm_protein_17	SPA17	BMI	Sex-combined
18255_6	NB5R1	CYB5R1	BMI	Sex-combined
18259_15	MEOX2	MEOX2	BMI	Sex-combined
18264_12	CCD25	CCDC25	BMI	Sex-combined
18267_74	CAR17	CARD17	BMI	Sex-combined
18268_5	GAG2A	GAGE2A	BMI	Sex-combined
18273_14	GGE2D	GAGE2D	BMI	Sex-combined
18274_2	SERF2	SERF2	BMI	Sex-combined
18276_34	TCL1B	TCL1B	BMI	Sex-combined
18277_28	TRIA1	TRIAP1	BMI	Sex-combined
18282_1	GBG11	GNG11	BMI	Sex-combined
18286_3	ZWINT	ZWINT	BMI	Sex-combined
18290_6	Annexin_A8	ANXA8	BMI	Sex-combined
18294_26	SOX2	SOX2	BMI	Sex-combined
18297_8	RASM	MRAS	BMI	Sex-combined
18302_204	ZWILC	ZWILCH	BMI	Sex-combined
18304_19	BCCIP	BCCIP	BMI	Sex-combined
18306_1	PALM	PALM	BMI	Sex-combined
18313_4	Asparaginase_like_protein_1	ASRGL1	BMI	Sex-combined
18316_75	SEPT3	SEPT3	BMI	Sex-combined
18317_111	ZFAN5	ZFAND5	BMI	Sex-combined
18323_39	DRP_1	CRMP1	BMI	Sex-combined
18324_61	SUOX	SUOX	BMI	Sex-combined
18326_50	MAGA8	MAGEA8	BMI	Sex-combined
18328_36	P5CR2	PYCR2	BMI	Sex-combined
18339_207	PSB3	PSMB3	BMI	Sex-combined
18342_2	SERC	PSAT1	BMI	Sex-combined
18376_19	Myosin_light_chain_1	MYL3	BMI	Sex-combined
18380_78	Albumin	ALB	BMI	Sex-combined
18381_16	ALDH_E2	ALDH2	BMI	Sex-combined
18382_109	Catechol_O_methyltransferase	COMT	BMI	Sex-combined
18386_36	GLRX1	GLRX	BMI	Sex-combined
18387_7	suppression_of_tumorigenicity_13	ST13	BMI	Sex-combined
18389_11	IFNA1	IFNA1	BMI	Sex-combined
18395_5	ADPRH	ADPRH	BMI	Sex-combined
18396_10	AES	AES	BMI	Sex-combined
18397_5	AK1C4	AKR1C4	BMI	Sex-combined
18398_1	AK1D1	AKR1D1	BMI	Sex-combined
18399_1	AKA7A	AKAP7	BMI	Sex-combined
18404_22	ANR54	ANKRD54	BMI	Sex-combined
18411_83	ARL15	ARL15	BMI	Sex-combined
18415_16	ARL6	ARL6	BMI	Sex-combined
18417_3	AS3MT	AS3MT	BMI	Sex-combined
18422_41	ERG19	MVD	BMI	Sex-combined
18458_4	PGES2	PTGES2	BMI	Sex-combined
18819_21	PPIC	PPIC	BMI	Sex-combined
18823_52	H2B3B	HIST3H2BB	BMI	Sex-combined
18829_4	IF4A1	EIF4A1	BMI	Sex-combined
18831_6	LRIG1	LRIG1	BMI	Sex-combined
18832_65	SAA2	SAA2	BMI	Sex-combined
18837_9	SGTB	SGTB	BMI	Sex-combined
18840_205	SH21B	SH2D1B	BMI	Sex-combined
18859_7	4EBP3	EIF4EBP3	BMI	Sex-combined
18863_176	CHST2	CHST2	BMI	Sex-combined
18874_66	CEBPA	CEBPA	BMI	Sex-combined
18876_77	CHST4	CHST4	BMI	Sex-combined
18878_15	GREM1	GREM1	BMI	Sex-combined
18888_37	FBP12	FABP12	BMI	Sex-combined
18890_227	Fibrinogen_B	FGB	BMI	Sex-combined
18892_48	GPC4	GPC4	BMI	Sex-combined
18893_26	GPR56	GPR56	BMI	Sex-combined
18896_23	H6ST3	HS6ST3	BMI	Sex-combined
18900_37	H_ras__WT_	HRAS	BMI	Sex-combined
18901_26	HS71B	HSPA1B	BMI	Sex-combined
18910_45	LIN7A	LIN7A	BMI	Sex-combined
18917_53	Pancreatic_alpha_amylase	AMY2A	BMI	Sex-combined
18934_50	Tissue_transglutaminase	TGM2	BMI	Sex-combined
18935_14	TLR5	TLR5	BMI	Sex-combined
18938_3	VLDLR	VLDLR	BMI	Sex-combined
18943_4	PTGR2	PTGR2	BMI	Sex-combined
18945_11	RGS1	RGS1	BMI	Sex-combined
18947_3	LRC3B	LRRC3B	BMI	Sex-combined
19108_50	MECP2	MECP2	BMI	Sex-combined
19109_32	TCAL8	TCEAL8	BMI	Sex-combined
19111_10	UBC12	UBE2M	BMI	Sex-combined
19116_1	MUTED	MUTED	BMI	Sex-combined
19118_47	OSTF1	OSTF1	BMI	Sex-combined
19119_10	DDIT3	DDIT3	BMI	Sex-combined
19120_33	OXDA	DAO	BMI	Sex-combined
19123_6	IKBD	NFKBID	BMI	Sex-combined
19126_4	C20orf77	RPRD1B	BMI	Sex-combined
19127_1	HSPB6	HSPB6	BMI	Sex-combined
19130_81	SPB8	SERPINB8	BMI	Sex-combined
19142_39	DNM3L	DNMT3L	BMI	Sex-combined
19145_4	MREG	MREG	BMI	Sex-combined
19153_53	MPPD2	MPPED2	BMI	Sex-combined
19166_15	RS19	RPS19	BMI	Sex-combined
19168_71	PPIP1	PSTPIP1	BMI	Sex-combined
19176_27	FA49B	FAM49B	BMI	Sex-combined
19180_38	GULP1	GULP1	BMI	Sex-combined
19183_164	RL12	RPL12	BMI	Sex-combined
19190_4	UB2L6	UBE2L6	BMI	Sex-combined
19195_85	RS5	RPS5	BMI	Sex-combined
19196_73	HOP	HOPX	BMI	Sex-combined
19199_3	RPB11	POLR2J	BMI	Sex-combined
19200_16	NDUA5	NDUFA5	BMI	Sex-combined
19213_1	ISK4	SPINK4	BMI	Sex-combined
19225_11	BLNK	BLNK	BMI	Sex-combined
19227_18	BATF	BATF	BMI	Sex-combined
19233_75	ATOX1	ATOX1	BMI	Sex-combined
19236_24	TCP4	SUB1	BMI	Sex-combined
19237_17	D_dopachrome_decarboxylase	DDT	BMI	Sex-combined
19238_12	GLNA	GLUL	BMI	Sex-combined
19241_31	RBP_III	RBP5	BMI	Sex-combined
19242_21	PFD1	PFDN1	BMI	Sex-combined
19243_2	PFD2	PFDN2	BMI	Sex-combined
19247_1	UB2D1	UBE2D1	BMI	Sex-combined
19253_82	RAB2B	RAB2B	BMI	Sex-combined
19255_124	NXT2	NXT2	BMI	Sex-combined
19257_11	CLCA	CLTA	BMI	Sex-combined
19260_4	GIPC1	GIPC1	BMI	Sex-combined
19261_12	SDCB2	SDCBP2	BMI	Sex-combined
19279_42	CRBP	RBP1	BMI	Sex-combined
19280_29	UB2D3	UBE2D3	BMI	Sex-combined
19281_86	MAFG	MAFG	BMI	Sex-combined
19289_29	DCUP	UROD	BMI	Sex-combined
19294_26	CRIPT	CRIPT	BMI	Sex-combined
19296_51	MLRA	MYL7	BMI	Sex-combined
19302_7	GIMA6	GIMAP6	BMI	Sex-combined
19303_64	PT117	PET117	BMI	Sex-combined
19311_15	CRBS	CRYGS	BMI	Sex-combined
19317_114	Prostatic_acid_phosphatase	ACPP	BMI	Sex-combined
19327_31	Hat1	HAT1	BMI	Sex-combined
19328_51	Chk2	CHEK2	BMI	Sex-combined
19331_18	BAIP2	BAIAP2	BMI	Sex-combined
19333_4	hnRNP_K	HNRNPK	BMI	Sex-combined
19335_2	HN1	HN1	BMI	Sex-combined
19353_25	OSTM1	OSTM1	BMI	Sex-combined
19361_78	MATN3	MATN3	BMI	Sex-combined
19364_163	PCNA	PCNA	BMI	Sex-combined
19374_72	MTCP1	MTCP1	BMI	Sex-combined
19376_74	NNMT	NNMT	BMI	Sex-combined
19377_14	NOE2	OLFM2	BMI	Sex-combined
19467_3	RBSK	RBKS	BMI	Sex-combined
19483_16	KDSR	KDSR	BMI	Sex-combined
19506_6	GLYAT	GLYAT	BMI	Sex-combined
19511_8	DCNL2	DCUN1D2	BMI	Sex-combined
19518_12	HXK3	HK3	BMI	Sex-combined
19545_145	Oxidized_PARK7	PARK7	BMI	Sex-combined
19553_14	STX1a	STX1A	BMI	Sex-combined
19555_1	SUMO2	SUMO2	BMI	Sex-combined
19556_12	Complement_receptor_type_1	CR1	BMI	Sex-combined
19557_3	KLOTB	KLB	BMI	Sex-combined
19563_3	SEZ6L	SEZ6L	BMI	Sex-combined
19572_10	CEBPG	CEBPG	BMI	Sex-combined
19575_4	EPO_R	EPOR	BMI	Sex-combined
19579_5	HNP_1	DEFA1	BMI	Sex-combined
19581_15	IGFBP_5	IGFBP5	BMI	Sex-combined
19596_18	BRF_1	BRF1	BMI	Sex-combined
19602_36	jun_D	JUND	BMI	Sex-combined
19612_3	CD81	CD81	BMI	Sex-combined
19614_8	Holo_TC_I	TCN1	BMI	Sex-combined
19617_5	LTB4DH	PTGR1	BMI	Sex-combined
19622_7	Activin_A	INHBA	BMI	Sex-combined
19623_26	40S_ribosomal_protein_SA	RPSA	BMI	Sex-combined
19635_69	FGL2	FGL2	BMI	Sex-combined
19636_23	G_HLA_G	HLA	BMI	Sex-combined
19640_2	Parathyroid_Hormone1_34	PTH	BMI	Sex-combined
2190_55	Coagulation_Factor_XI	F11	BMI	Sex-combined
2212_69	tPA	PLAT	BMI	Sex-combined
2247_20	EG_VEGF	PROK1	BMI	Sex-combined
2333_72	TGF_b1	TGFB1	BMI	Sex-combined
2381_52	C5	C5	BMI	Sex-combined
2431_17	Cathepsin_G	CTSG	BMI	Sex-combined
2436_49	CXCL16__soluble	CXCL16	BMI	Sex-combined
2443_10	FGF_8B	FGF8	BMI	Sex-combined
2447_7	GIIE	PLA2G2E	BMI	Sex-combined
2449_1	GV	PLA2G5	BMI	Sex-combined
2474_54	SAP	APCS	BMI	Sex-combined
2505_49	GFRa_3	GFRA3	BMI	Sex-combined
2514_65	Ephrin_B3	EFNB3	BMI	Sex-combined
2524_56	HMG_1	HMGB1	BMI	Sex-combined
2567_5	Factor_I	CFI	BMI	Sex-combined
2579_17	MMP_9	MMP9	BMI	Sex-combined
2580_83	Myeloperoxidase	MPO	BMI	Sex-combined
2590_69	ROR1	ROR1	BMI	Sex-combined
2597_8	VEGF	VEGFA	BMI	Sex-combined
2602_2	Angiopoietin_2	ANGPT2	BMI	Sex-combined
2605_49	CD30	TNFRSF8	BMI	Sex-combined
2609_59	Cystatin_C	CST3	BMI	Sex-combined
2612_5	eIF_5	EIF5	BMI	Sex-combined
2614_28	Ephrin_A4	EFNA4	BMI	Sex-combined
2618_10	ERBB4	ERBB4	BMI	Sex-combined
2631_50	IL_10_Rb	IL10RB	BMI	Sex-combined
2632_5	IL_12_Rb1	IL12RB1	BMI	Sex-combined
2633_52	IL_13_Ra1	IL13RA1	BMI	Sex-combined
2635_61	Layilin	LAYN	BMI	Sex-combined
2636_10	Lymphotoxin_b_R	LTBR	BMI	Sex-combined
2637_77	Macrophage_mannose_receptor	MRC1	BMI	Sex-combined
2640_3	MSP_R	MST1R	BMI	Sex-combined
2643_57	P_Cadherin	CDH3	BMI	Sex-combined
