sequence_id	protein	gene	adiposity	group
13609_11	GTF2I	GTF2I	BMI	Female
13610_9	MAGE_10	MAGEA10	BMI	Female
13612_7	CYTIP	CYTIP	BMI	Female
13613_23	Adenylate_kinase_isoenzyme_5	AK5	BMI	Female
13614_6	CREB_binding_protein	CREBBP	BMI	Female
13618_15	MD1L1	MAD1L1	BMI	Female
13623_4	MLL2	MLL2	BMI	Female
13624_17	NADK	NADK	BMI	Female
13625_19	LA	SSB	BMI	Female
13628_58	GRB14	GRB14	BMI	Female
13631_1	RB_binding_protein_5	RBBP5	BMI	Female
13645_14	PRP16	DHX38	BMI	Female
13653_335	MACD1	MACROD1	BMI	Female
13655_34	Nucleolin	NCL	BMI	Female
13659_36	AT131	ATP13A1	BMI	Female
13665_35	PP2A__subunit_B	PPP2R3A	BMI	Female
13671_40	Elastase	ELANE	BMI	Female
13672_3	HSP76	HSPA6	BMI	Female
13676_46	Inhibin_bB_chain	INHBB	BMI	Female
13680_3	NAB2	NAB2	BMI	Female
13681_173	CSK22	CSNK2A2	BMI	Female
13689_2	Ornithine_decarboxylase	ODC1	BMI	Female
13694_24	TSLP_R	CRLF2	BMI	Female
13697_51	GPDA	GPD1	BMI	Female
13698_28	K319L	KIAA0319L	BMI	Female
13700_10	annexin_II	ANXA2	BMI	Female
13704_5	HMCS2	HMGCS2	BMI	Female
13711_10	CLH1	CLTC	BMI	Female
13717_15	FCN2	FCN2	BMI	Female
13727_44	SPOP	SPOP	BMI	Female
13729_26	SFXN5	SFXN5	BMI	Female
13735_1	RPGP1	RAP1GAP	BMI	Female
13738_8	Inhibin_bA_chain	INHBA	BMI	Female
13743_56	CUL4B	CUL4B	BMI	Female
13745_10	PKD2	PKD2	BMI	Female
13926_1	RMI1	RMI1	BMI	Female
13932_45	COOL_1	ARHGEF7	BMI	Female
13933_276	NAB1	NAB1	BMI	Female
13937_75	CAND1	CAND1	BMI	Female
13939_14	UGPA1	UGP2	BMI	Female
13940_19	IP16	IFI16	BMI	Female
13941_82	SYFM	FARS2	BMI	Female
13942_140	SPSB1	SPSB1	BMI	Female
13943_38	DPY30	DPY30	BMI	Female
13946_8	DDX23	DDX23	BMI	Female
13947_371	NUD12	NUDT12	BMI	Female
13960_15	AGAP3	AGAP3	BMI	Female
13961_18	KIF3A	KIF3A	BMI	Female
13972_4	DHB14	HSD17B14	BMI	Female
13977_28	BARD1	BARD1	BMI	Female
13979_3	S26A7	SLC26A7	BMI	Female
13983_27	QOR	CRYZ	BMI	Female
13984_23	DDX25	DDX25	BMI	Female
13992_12	NSF	NSF	BMI	Female
13994_1	FBRL	FBL	BMI	Female
13996_16	COAC	PPCDC	BMI	Female
13998_26	PURA1	ADSSL1	BMI	Female
14002_18	DOCK9	DOCK9	BMI	Female
14005_2	CHD7	CHD7	BMI	Female
14006_36	GNMT	GNMT	BMI	Female
14011_17	S100A11	S100A11	BMI	Female
14012_17	LGP2	DHX58	BMI	Female
14021_81	MED4	MED4	BMI	Female
14024_196	EDA	EDA	BMI	Female
14025_18	4_1BB	TNFRSF9	BMI	Female
14026_24	IL_17F	IL17F	BMI	Female
14028_22	P3C2A	PIK3C2A	BMI	Female
14029_42	CSN2	COPS2	BMI	Female
14034_22	GA733_1_protein	TACSTD2	BMI	Female
14036_116	MPDZ	MPDZ	BMI	Female
14037_18	RANB3	RANBP3	BMI	Female
14045_12	NCOA2	NCOA2	BMI	Female
14048_7	IL_1_R_AcP	IL1RAP	BMI	Female
14051_54	FOXC2	FOXC2	BMI	Female
14052_26	UN13A	UNC13A	BMI	Female
14056_4	Glycoprotein_hormones_a_chain	CGA	BMI	Female
14060_67	NCF4	NCF4	BMI	Female
14061_48	sRANKL	TNFSF11	BMI	Female
14063_17	OSM	OSM	BMI	Female
14070_56	ITSN1	ITSN1	BMI	Female
14074_2	SHC2	SHC2	BMI	Female
14079_14	IL_18_Ra	IL18R1	BMI	Female
14095_1	NKG2D	KLRK1	BMI	Female
14112_40	RELT	RELT	BMI	Female
14114_18	PIANP	PIANP	BMI	Female
14115_34	Adrenomedullin	ADM	BMI	Female
14120_2	RNF43	RNF43	BMI	Female
14121_24	TRAIL_R4	TNFRSF10D	BMI	Female
14122_132	ZNRF3	ZNRF3	BMI	Female
14124_6	Ephrin_A2	EFNA2	BMI	Female
14127_240	IFN_b	IFNB1	BMI	Female
14129_1	IFNA7	IFNA7	BMI	Female
14132_21	HHLA2	HHLA2	BMI	Female
14135_3	RXFP1	RXFP1	BMI	Female
14139_16	NRG4	NRG4	BMI	Female
14144_3	H2A3	HIST3H2A	BMI	Female
14149_9	IL_1F8	IL36B	BMI	Female
14150_7	IL_1F6	IL36A	BMI	Female
14175_78	SCP2D	SCP2D1	BMI	Female
14192_31	PDCL2	PDCL2	BMI	Female
14197_2	PRDM1	PRDM1	BMI	Female
14204_55	FOXJ2	FOXJ2	BMI	Female
14206_28	APBB1	APBB1	BMI	Female
14208_3	RET7	RBP7	BMI	Female
14216_35	DDX46	DDX46	BMI	Female
14226_120	BHMT2	BHMT2	BMI	Female
14227_21	MYL6B	MYL6B	BMI	Female
14229_5	MOCS3	MOCS3	BMI	Female
14249_68	TRIM1	MID2	BMI	Female
14250_115	BLMH	BLMH	BMI	Female
14254_27	PTN4	PTPN4	BMI	Female
14260_112	ARHG8	NET1	BMI	Female
14268_4	SRXN1	SRXN1	BMI	Female
14273_19	PPCE	PREP	BMI	Female
14286_2	NF_ATc1	NFATC1	BMI	Female
14294_61	MBD1	MBD1	BMI	Female
14324_52	CSPG6	SMC3	BMI	Female
14326_4	UB2E1	UBE2E1	BMI	Female
14329_4	DIDO1	DIDO1	BMI	Female
14334_3	RECO	RCVRN	BMI	Female
14337_1	TPPC3	TRAPPC3	BMI	Female
14583_49	Myostatin	MSTN	BMI	Female
14593_152	F210A	FAM210A	BMI	Female
14597_5	SEM6C	SEMA6C	BMI	Female
14599_18	STAB1	STAB1	BMI	Female
14603_51	KIAA0040	KIAA0040	BMI	Female
14615_46	4_KRA24	KRTAP2	BMI	Female
14616_16	ZN382	ZNF382	BMI	Female
14618_26	ECOP	VOPP1	BMI	Female
14624_51	CTCF	CTCF	BMI	Female
14631_22	DUS16	DUSP16	BMI	Female
14633_26	T185A	TMEM185A	BMI	Female
14636_25	Ribonuclease_UK114	HRSP12	BMI	Female
14645_253	GSTA4	GSTA4	BMI	Female
14662_6	MZF1	MZF1	BMI	Female
14663_44	RNF8	RNF8	BMI	Female
14670_1	SKIL	SKIL	BMI	Female
14685_17	PKB_beta	AKT2	BMI	Female
14687_6	M6PBP	PLIN3	BMI	Female
14689_3	SEC13	SEC13	BMI	Female
14708_59	CO8G	C8G	BMI	Female
14711_27	Cystatin_M	CST6	BMI	Female
15297_3	S100A3	S100A3	BMI	Female
15306_20	IgJ	IGJ	BMI	Female
15308_108	VWC2	VWC2	BMI	Female
15310_61	PRC1	PRC1	BMI	Female
15313_28	MD2L1	MAD2L1	BMI	Female
15315_64	CUTC	CUTC	BMI	Female
15318_75	Calpactin_I_light_chain	S100A10	BMI	Female
15319_226	CCNA1	CCNA1	BMI	Female
15321_8	CPLX2	CPLX2	BMI	Female
15323_112	AGO3	AGO3	BMI	Female
15326_64	GBP1	GBP1	BMI	Female
15331_47	RBBP4	RBBP4	BMI	Female
15346_31	IFN_g	IFNG	BMI	Female
15361_37	ANKR1	ANKRD1	BMI	Female
15363_32	Apo_A_V	APOA5	BMI	Female
15365_41	BAI3	BAI3	BMI	Female
15372_43	BRD2	BRD2	BMI	Female
15374_15	CA11_protein	GKN1	BMI	Female
15381_45	Discoidin_domain_receptor_2	DDR2	BMI	Female
15383_200	Endothelin_3	EDN3	BMI	Female
15386_7	FABPA	FABP4	BMI	Female
15389_1	FRDA	FXN	BMI	Female
15390_3	Galanin	GAL	BMI	Female
15403_53	ID2	ID2	BMI	Female
15405_23	IFNA4	IFNA4	BMI	Female
15412_40	KIAP	BIRC7	BMI	Female
15413_3	LCAT	LCAT	BMI	Female
15419_15	MMP20	MMP20	BMI	Female
15426_5	NEUR1	NEU1	BMI	Female
15430_165	OPT	OPTC	BMI	Female
15434_5	PNOC	PNOC	BMI	Female
15436_40	RAMP1	RAMP1	BMI	Female
15437_11	RAMP3	RAMP3	BMI	Female
15439_21	RND3	RND3	BMI	Female
15440_57	NEC2	PCSK2	BMI	Female
15441_6	SAP3	GM2A	BMI	Female
15446_25	SMDF	NRG1	BMI	Female
15447_45	Sorbitol_dehydrogenase	SORD	BMI	Female
15449_33	TIM_4	TIMD4	BMI	Female
15453_3	a1_Microglobulin	AMBP	BMI	Female
15457_14	Aminopeptidase_N	ANPEP	BMI	Female
15460_9	CD26	DPP4	BMI	Female
15466_30	CO9A1	COL9A1	BMI	Female
15468_14	FHR1	CFHR1	BMI	Female
15472_16	LRP11	LRP11	BMI	Female
15480_2	VNN2	VNN2	BMI	Female
15483_377	Agrin	AGRN	BMI	Female
15486_126	ABP1	AOC1	BMI	Female
15487_164	carboxylesterase__liver	CES1	BMI	Female
15492_1	CRIM1	CRIM1	BMI	Female
15497_9	HS3S1	HS3ST1	BMI	Female
15499_11	Attractin	ATRN	BMI	Female
15503_15	Lefty_A	LEFTY2	BMI	Female
15504_39	Livin_B	BIRC7	BMI	Female
15509_2	NAG	NAGLU	BMI	Female
15511_37	NPTXR	NPTXR	BMI	Female
15513_108	Prostasin	PRSS8	BMI	Female
15514_26	Pseudocholinesterase	BCHE	BMI	Female
15515_2	SAA	SAA1	BMI	Female
15516_12	SAA_4	SAA4	BMI	Female
15525_294	ADH1G	ADH1C	BMI	Female
15526_33	GSHB	GSS	BMI	Female
15533_97	Macrophage_scavenger_receptor	MSR1	BMI	Female
15539_15	SLIK1	SLITRK1	BMI	Female
15540_6	Vimentin	VIM	BMI	Female
15553_22	ACES	ACHE	BMI	Female
15556_49	Alpha_amylase_2B	AMY2B	BMI	Female
15559_5	ANTR2	ANTXR2	BMI	Female
15562_24	BGLR	GUSB	BMI	Female
15567_2	CD3_zeta	CD247	BMI	Female
15573_110	CSPG3	NCAN	BMI	Female
15574_37	Cyclin_A	CCNA2	BMI	Female
15576_158	ECP	RNASE3	BMI	Female
15579_26	ENPP6	ENPP6	BMI	Female
15580_2	EPHA7	EPHA7	BMI	Female
15585_304	fibulin_5	FBLN5	BMI	Female
15587_20	FOLR2	FOLR2	BMI	Female
15588_17	galactosidase__alpha	GLA	BMI	Female
15591_28	Glutathione_peroxidase	GPX1	BMI	Female
15594_47	HTRA1	HTRA1	BMI	Female
15606_19	Keratin_19	KRT19	BMI	Female
15617_8	lymphotactin_beta	XCL2	BMI	Female
15631_18	PSG1	PSG1	BMI	Female
15637_38	SORC3	SORCS3	BMI	Female
15666_21	BMP_2	BMP2	BMI	Female
15668_19	BMP_8	BMP8B	BMI	Female
15670_15	C1QL2	C1QL2	BMI	Female
15686_49	INHBC	INHBC	BMI	Female
15688_30	Mannose_binding_lectin	LMAN1	BMI	Female
15692_300	NODAL	NODAL	BMI	Female
15693_9	PgR	PGR	BMI	Female
16015_19	ALT	GPT	BMI	Female
16049_43	OLR1	OLR1	BMI	Female
16057_6	IGF_II_receptor	IGF2R	BMI	Female
16081_38	Aldose_reductase_like	AKR1B10	BMI	Female
16293_1	Growth_hormone_releasing_factor	GHRH	BMI	Female
16296_43	LGR5	LGR5	BMI	Female
16299_13	TIGIT	TIGIT	BMI	Female
16305_10	Cadherin_11	CDH11	BMI	Female
16307_22	UNC5H4	UNC5D	BMI	Female
16312_45	Cadherin_6	CDH6	BMI	Female
16315_105	VEGF_sR1	FLT1	BMI	Female
16318_12	ALK_1	ACVRL1	BMI	Female
16322_10	PACAP	PACAP	BMI	Female
16323_8	NRX3A	NRXN3	BMI	Female
16324_38	TLR1	TLR1	BMI	Female
16536_3	HMGA1	HMGA1	BMI	Female
16551_14	STA5B	STAT5B	BMI	Female
16585_16	B3GN4	B3GNT4	BMI	Female
16591_71	CHIA	CHIA	BMI	Female
16593_3	FADD	FADD	BMI	Female
16594_44	FAIM1	FAIM	BMI	Female
16612_28	SDC3	SDC3	BMI	Female
16616_137	ENOB	ENO3	BMI	Female
16746_12	Activin_B	INHBB	BMI	Female
16748_1	BMP_3	BMP3	BMI	Female
16749_79	BMP_3b	GDF10	BMI	Female
16753_46	CO6A2	COL6A2	BMI	Female
16754_40	CSKP	CASK	BMI	Female
16755_195	GDF_3	GDF3	BMI	Female
16756_30	GDF7	GDF7	BMI	Female
16758_96	HDGF	HDGF	BMI	Female
16763_11	LECT2	LECT2	BMI	Female
16781_2	ENASE	ENGASE	BMI	Female
16803_4	CALB2	CALB2	BMI	Female
16807_35	TNNT3	TNNT3	BMI	Female
16814_13	SLIM_1	FHL1	BMI	Female
16818_200	CDCP1	CDCP1	BMI	Female
16836_1	FHR3	CFHR3	BMI	Female
16850_5	RGS5	RGS5	BMI	Female
16852_10	NHRF3	PDZK1	BMI	Female
16854_17	LSM4	LSM4	BMI	Female
16857_2	RAB2A	RAB2A	BMI	Female
16859_100	SHLB1	SH3GLB1	BMI	Female
16872_248	MAAI	GSTZ1	BMI	Female
16877_19	MSRB2	MSRB2	BMI	Female
16887_29	PTH2	PTRH2	BMI	Female
16890_37	ATL1	ADAMTSL1	BMI	Female
16907_3	Nectin_like_protein_3	CADM2	BMI	Female
16908_5	OMGP	OMG	BMI	Female
16919_1	ACBP	DBI	BMI	Female
16923_20	Profilin_II	PFN2	BMI	Female
16932_5	SULT_1E	SULT1E1	BMI	Female
17138_8	GST_A1_1	GSTA1	BMI	Female
17152_10	KI2S4	KIR2DS4	BMI	Female
17156_72	DCAK1	DCLK1	BMI	Female
17158_17	UB2G1	UBE2G1	BMI	Female
17163_117	Annexin_III	ANXA3	BMI	Female
17166_4	FGF_8F	FGF8	BMI	Female
17176_13	PSIP1	PSIP1	BMI	Female
17196_5	ClpP_endopeptidase	CLPP	BMI	Female
17199_43	HIF1N	HIF1AN	BMI	Female
17200_50	KI2L1	KIR2DL1	BMI	Female
17202_37	PDCD4	PDCD4	BMI	Female
17204_17	PNMT	PNMT	BMI	Female
17209_27	ST2B1	SULT2B1	BMI	Female
17210_2	TCL1A	TCL1A	BMI	Female
17231_1	L_plastin	LCP1	BMI	Female
17326_44	DUS23	DUSP23	BMI	Female
17329_2	BDH2	BDH2	BMI	Female
17337_1	TYY1	YY1	BMI	Female
17341_89	THIC	ACAT2	BMI	Female
17342_13	AGR3	AGR3	BMI	Female
17344_23	STML1	STOML1	BMI	Female
17355_56	SYT4	SYT4	BMI	Female
17356_34	IL1FA	IL1F10	BMI	Female
17357_33	SPCS	SEPSECS	BMI	Female
17364_8	RU2B	SNRPB2	BMI	Female
17365_7	KAT1	CCBL1	BMI	Female
17366_6	DCNL1	DCUN1D1	BMI	Female
17367_5	Stathmin	STMN1	BMI	Female
17383_4	STAR5	STARD5	BMI	Female
17384_110	K6PF	PFKM	BMI	Female
17387_27	IKB_beta	NFKBIB	BMI	Female
17396_23	ADH1A	ADH1A	BMI	Female
17404_5	ARL5B	ARL5B	BMI	Female
17410_5	CETN3	CETN3	BMI	Female
17427_26	NLGN3	NLGN3	BMI	Female
17432_25	KAD4	AK4	BMI	Female
17435_43	ETFA	ETFA	BMI	Female
17441_4	Alkaline_phosphatase__intestine	ALPI	BMI	Female
17449_23	CD9	CD9	BMI	Female
17451_13	BIM	BCL2L11	BMI	Female
17454_15	EGFL6	EGFL6	BMI	Female
17455_42	FOLR1	FOLR1	BMI	Female
17456_53	GOLM1	GOLM1	BMI	Female
17460_51	Mx1	MX1	BMI	Female
17462_19	IRF1	IRF1	BMI	Female
17468_1	SUFU	SUFU	BMI	Female
17474_106	YETS4	YEATS4	BMI	Female
17475_18	TOPK	PBK	BMI	Female
17495_141	SIR3	SIRT3	BMI	Female
17505_125	NALDL	NAALADL1	BMI	Female
17509_6	HPPD	HPD	BMI	Female
17510_7	SRP14	SRP14	BMI	Female
17511_10	RPP30	RPP30	BMI	Female
17515_6	STCH	HSPA13	BMI	Female
17673_34	Carbonic_Anhydrase_VB	CA5B	BMI	Female
17682_1	CD46	CD46	BMI	Female
17691_1	TPP1	TPP1	BMI	Female
17692_2	BT3A3	BTN3A3	BMI	Female
17693_2	Septin_6	SEPT6	BMI	Female
17694_32	PSME2	PSME2	BMI	Female
17702_53	UGT_1A1	UGT1A1	BMI	Female
17703_40	GEMI	GMNN	BMI	Female
17704_74	HS105	HSPH1	BMI	Female
17706_4	PPR1A	PPP1R1A	BMI	Female
17725_37	USH1C	USH1C	BMI	Female
17727_1	Securin	PTTG1	BMI	Female
17735_130	GBRAP	GABARAP	BMI	Female
17736_105	APTX	APTX	BMI	Female
17743_14	UBE2A	UBE2A	BMI	Female
17747_45	TRAF1	TRAF1	BMI	Female
17750_8	RIR2	RRM2	BMI	Female
17755_5	UGDH	UGDH	BMI	Female
17758_79	DCXR	DCXR	BMI	Female
17760_128	WDR5	WDR5	BMI	Female
17766_5	NCF_1	NCF1	BMI	Female
17768_50	HAOX1	HAO1	BMI	Female
17771_35	RPC9	CRCP	BMI	Female
17772_7	UBD	UBD	BMI	Female
17774_38	SMD3	SNRPD3	BMI	Female
17776_15	PECR	PECR	BMI	Female
17785_11	RCL	RCL	BMI	Female
17789_1	NADC	QPRT	BMI	Female
17792_158	SSDH	ALDH5A1	BMI	Female
17797_1	CUL1	CUL1	BMI	Female
17800_33	SCAND1	SCAND1	BMI	Female
17804_102	PNPO	PNPO	BMI	Female
17805_35	SPF30	SMNDC1	BMI	Female
17806_6	Syntenin_1	SDCBP	BMI	Female
17811_78	ST1C2	SULT1C2	BMI	Female
17812_2	TP4A1	PTP4A1	BMI	Female
17813_21	BPHL	BPHL	BMI	Female
17817_22	DDIT4	DDIT4	BMI	Female
17820_170	MLF1	MLF1	BMI	Female
17822_57	RERG	RERG	BMI	Female
17829_2	TREX2	TREX2	BMI	Female
17832_12	IDI2	IDI2	BMI	Female
17835_28	ANX13	ANXA13	BMI	Female
17836_17	S100A16	S100A16	BMI	Female
17837_5	CLIC2	CLIC2	BMI	Female
17850_42	KLF4	KLF4	BMI	Female
17855_28	RGS4	RGS4	BMI	Female
17857_6	ACADL	ACADL	BMI	Female
18156_7	ATG3	ATG3	BMI	Female
18166_4	RHOB	RHOB	BMI	Female
18170_46	P5CR1	PYCR1	BMI	Female
18172_71	ASF1A	ASF1A	BMI	Female
18173_11	ARK73	AKR7A3	BMI	Female
18177_49	ULA1	NAE1	BMI	Female
18178_13	SYSC	SARS	BMI	Female
18185_118	ALDOB	ALDOB	BMI	Female
18187_16	ACY2	ASPA	BMI	Female
18188_12	GATM	GATM	BMI	Female
18193_165	MO4L1	MORF4L1	BMI	Female
18197_97	KCRS	CKMT2	BMI	Female
18202_22	CD37	CD37	BMI	Female
18205_123	MAGE_6	MAGEA6	BMI	Female
18210_12	SPIN1	SPIN1	BMI	Female
18220_141	SRA1	SRA1	BMI	Female
18228_30	NOP16	NOP16	BMI	Female
18231_147	PRND	PRND	BMI	Female
18237_29	NRIP3	NRIP3	BMI	Female
18240_6	OMP	OMP	BMI	Female
18242_8	Sperm_protein_17	SPA17	BMI	Female
18255_6	NB5R1	CYB5R1	BMI	Female
18259_15	MEOX2	MEOX2	BMI	Female
18261_34	NATD1	NATD1	BMI	Female
18264_12	CCD25	CCDC25	BMI	Female
18265_18	ZNF34	ZNF34	BMI	Female
18267_74	CAR17	CARD17	BMI	Female
18268_5	GAG2A	GAGE2A	BMI	Female
18273_14	GGE2D	GAGE2D	BMI	Female
18274_2	SERF2	SERF2	BMI	Female
18276_34	TCL1B	TCL1B	BMI	Female
18277_28	TRIA1	TRIAP1	BMI	Female
18282_1	GBG11	GNG11	BMI	Female
18286_3	ZWINT	ZWINT	BMI	Female
18290_6	Annexin_A8	ANXA8	BMI	Female
18294_26	SOX2	SOX2	BMI	Female
18297_8	RASM	MRAS	BMI	Female
18302_204	ZWILC	ZWILCH	BMI	Female
18304_19	BCCIP	BCCIP	BMI	Female
18306_1	PALM	PALM	BMI	Female
18307_71	PPase_2	PPA2	BMI	Female
18308_30	STXB6	STXBP6	BMI	Female
18313_4	Asparaginase_like_protein_1	ASRGL1	BMI	Female
18316_75	SEPT3	SEPT3	BMI	Female
18317_111	ZFAN5	ZFAND5	BMI	Female
18322_15	JMJD6	JMJD6	BMI	Female
18323_39	DRP_1	CRMP1	BMI	Female
18324_61	SUOX	SUOX	BMI	Female
18326_50	MAGA8	MAGEA8	BMI	Female
18328_36	P5CR2	PYCR2	BMI	Female
18337_4	GMDS	GMDS	BMI	Female
18339_207	PSB3	PSMB3	BMI	Female
18342_2	SERC	PSAT1	BMI	Female
18348_89	HNRPD	HNRNPD	BMI	Female
18376_19	Myosin_light_chain_1	MYL3	BMI	Female
18380_78	Albumin	ALB	BMI	Female
18381_16	ALDH_E2	ALDH2	BMI	Female
18382_109	Catechol_O_methyltransferase	COMT	BMI	Female
18386_36	GLRX1	GLRX	BMI	Female
18387_7	suppression_of_tumorigenicity_13	ST13	BMI	Female
18389_11	IFNA1	IFNA1	BMI	Female
18395_5	ADPRH	ADPRH	BMI	Female
18396_10	AES	AES	BMI	Female
18397_5	AK1C4	AKR1C4	BMI	Female
18398_1	AK1D1	AKR1D1	BMI	Female
18399_1	AKA7A	AKAP7	BMI	Female
18404_22	ANR54	ANKRD54	BMI	Female
18411_83	ARL15	ARL15	BMI	Female
18413_24	ARL4D	ARL4D	BMI	Female
18415_16	ARL6	ARL6	BMI	Female
18416_3	ARL9	ARL9	BMI	Female
18417_3	AS3MT	AS3MT	BMI	Female
18422_41	ERG19	MVD	BMI	Female
18458_4	PGES2	PTGES2	BMI	Female
18819_21	PPIC	PPIC	BMI	Female
18829_4	IF4A1	EIF4A1	BMI	Female
18831_6	LRIG1	LRIG1	BMI	Female
18832_65	SAA2	SAA2	BMI	Female
18833_76	PEA15	PEA15	BMI	Female
18837_9	SGTB	SGTB	BMI	Female
18840_205	SH21B	SH2D1B	BMI	Female
18842_24	UB2D2	UBE2D2	BMI	Female
18859_7	4EBP3	EIF4EBP3	BMI	Female
18863_176	CHST2	CHST2	BMI	Female
18871_24	AIF1L	AIF1L	BMI	Female
18874_66	CEBPA	CEBPA	BMI	Female
18876_77	CHST4	CHST4	BMI	Female
18878_15	GREM1	GREM1	BMI	Female
18880_81	Collagen_Type_III	COL3A1	BMI	Female
18884_22	DNJB4	DNAJB4	BMI	Female
18890_227	Fibrinogen_B	FGB	BMI	Female
18891_98	GBP2	GBP2	BMI	Female
18892_48	GPC4	GPC4	BMI	Female
18893_26	GPR56	GPR56	BMI	Female
18894_1	GPX2	GPX2	BMI	Female
18896_23	H6ST3	HS6ST3	BMI	Female
18900_37	H_ras__WT_	HRAS	BMI	Female
18901_26	HS71B	HSPA1B	BMI	Female
18904_23	KCC4	CAMK4	BMI	Female
18907_97	KI3L1	KIR3DL1	BMI	Female
18910_45	LIN7A	LIN7A	BMI	Female
18913_3	p34_protein_kinase	CDC2	BMI	Female
18917_53	Pancreatic_alpha_amylase	AMY2A	BMI	Female
18918_86	PDE4A	PDE4A	BMI	Female
18925_24	Proteasome_subunit_alpha_type_5	PSMA5	BMI	Female
18926_7	PSA3	PSMA3	BMI	Female
18928_10	S100Z	S100Z	BMI	Female
18934_50	Tissue_transglutaminase	TGM2	BMI	Female
18935_14	TLR5	TLR5	BMI	Female
18938_3	VLDLR	VLDLR	BMI	Female
18943_4	PTGR2	PTGR2	BMI	Female
18945_11	RGS1	RGS1	BMI	Female
18947_3	LRC3B	LRRC3B	BMI	Female
19108_50	MECP2	MECP2	BMI	Female
19109_32	TCAL8	TCEAL8	BMI	Female
19115_13	CMBL	CMBL	BMI	Female
19116_1	MUTED	MUTED	BMI	Female
19118_47	OSTF1	OSTF1	BMI	Female
19119_10	DDIT3	DDIT3	BMI	Female
19120_33	OXDA	DAO	BMI	Female
19123_6	IKBD	NFKBID	BMI	Female
19125_26	KAP2	PRKAR2A	BMI	Female
19126_4	C20orf77	RPRD1B	BMI	Female
19127_1	HSPB6	HSPB6	BMI	Female
19130_81	SPB8	SERPINB8	BMI	Female
19142_39	DNM3L	DNMT3L	BMI	Female
19145_4	MREG	MREG	BMI	Female
19152_4	IPP2	PPP1R2	BMI	Female
19153_53	MPPD2	MPPED2	BMI	Female
19166_15	RS19	RPS19	BMI	Female
19168_71	PPIP1	PSTPIP1	BMI	Female
19170_25	DPOE3	POLE3	BMI	Female
19176_27	FA49B	FAM49B	BMI	Female
19180_38	GULP1	GULP1	BMI	Female
19183_164	RL12	RPL12	BMI	Female
19190_4	UB2L6	UBE2L6	BMI	Female
19195_85	RS5	RPS5	BMI	Female
19196_73	HOP	HOPX	BMI	Female
19197_95	THIL	ACAT1	BMI	Female
19199_3	RPB11	POLR2J	BMI	Female
19200_16	NDUA5	NDUFA5	BMI	Female
19206_20	8ODP	NUDT1	BMI	Female
19208_8	Activin_RIIA	ACVR2A	BMI	Female
19209_6	IKB_alpha	NFKBIA	BMI	Female
19212_4	DMBT1	DMBT1	BMI	Female
19213_1	ISK4	SPINK4	BMI	Female
19215_7	NDRG1	NDRG1	BMI	Female
19225_11	BLNK	BLNK	BMI	Female
19227_18	BATF	BATF	BMI	Female
19233_75	ATOX1	ATOX1	BMI	Female
19236_24	TCP4	SUB1	BMI	Female
19237_17	D_dopachrome_decarboxylase	DDT	BMI	Female
19238_12	GLNA	GLUL	BMI	Female
19241_31	RBP_III	RBP5	BMI	Female
19242_21	PFD1	PFDN1	BMI	Female
19243_2	PFD2	PFDN2	BMI	Female
19247_1	UB2D1	UBE2D1	BMI	Female
19253_82	RAB2B	RAB2B	BMI	Female
19255_124	NXT2	NXT2	BMI	Female
19257_11	CLCA	CLTA	BMI	Female
19260_4	GIPC1	GIPC1	BMI	Female
19261_12	SDCB2	SDCBP2	BMI	Female
19264_6	RFA2	RPA2	BMI	Female
19266_35	G3BP1	G3BP1	BMI	Female
19279_42	CRBP	RBP1	BMI	Female
19280_29	UB2D3	UBE2D3	BMI	Female
19281_86	MAFG	MAFG	BMI	Female
19289_29	DCUP	UROD	BMI	Female
19291_2	CASQ2	CASQ2	BMI	Female
19294_26	CRIPT	CRIPT	BMI	Female
19296_51	MLRA	MYL7	BMI	Female
19302_7	GIMA6	GIMAP6	BMI	Female
19303_64	PT117	PET117	BMI	Female
19311_15	CRBS	CRYGS	BMI	Female
19317_114	Prostatic_acid_phosphatase	ACPP	BMI	Female
19327_31	Hat1	HAT1	BMI	Female
19328_51	Chk2	CHEK2	BMI	Female
19329_31	HIPK3	HIPK3	BMI	Female
19331_18	BAIP2	BAIAP2	BMI	Female
19333_4	hnRNP_K	HNRNPK	BMI	Female
19335_2	HN1	HN1	BMI	Female
19347_37	Carbonic_Anhydrase_XII	CA12	BMI	Female
19353_25	OSTM1	OSTM1	BMI	Female
19360_22	LRRT1	LRRTM1	BMI	Female
19364_163	PCNA	PCNA	BMI	Female
19366_8	PEX26	PEX26	BMI	Female
19370_30	HS3S4	HS3ST4	BMI	Female
19374_72	MTCP1	MTCP1	BMI	Female
19376_74	NNMT	NNMT	BMI	Female
19377_14	NOE2	OLFM2	BMI	Female
19388_2	Cadherin_12	CDH12	BMI	Female
19448_104	UPP1	UPP1	BMI	Female
19467_3	RBSK	RBKS	BMI	Female
19483_16	KDSR	KDSR	BMI	Female
19491_11	DHB8	HSD17B8	BMI	Female
19506_6	GLYAT	GLYAT	BMI	Female
19511_8	DCNL2	DCUN1D2	BMI	Female
19516_10	HMGA2	HMGA2	BMI	Female
19518_12	HXK3	HK3	BMI	Female
19545_145	Oxidized_PARK7	PARK7	BMI	Female
19553_14	STX1a	STX1A	BMI	Female
19555_1	SUMO2	SUMO2	BMI	Female
19556_12	Complement_receptor_type_1	CR1	BMI	Female
