sequence_id	protein	gene	adiposity	group
5443_62	ANP	NPPA	BMI	Male
5484_63	RS3A	RPS3A	BMI	Male
5508_62	Cathepsin_D	CTSD	BMI	Male
5526_53	GITR	TNFRSF18	BMI	Male
5599_88	PCYXL	PCYOX1L	BMI	Male
5606_24	MFAP1	MFAP1	BMI	Male
5614_44	CRH	CRH	BMI	Male
5617_41	NPFF	NPFF	BMI	Male
5623_11	CLM1	CD300LF	BMI	Male
5639_49	NETO1	NETO1	BMI	Male
5644_60	RNAS4	RNASE4	BMI	Male
5646_20	RNAS6	RNASE6	BMI	Male
5657_28	SIA4A	ST3GAL1	BMI	Male
5658_64	coagulation_factor_XIII_B	F13B	BMI	Male
5661_15	IL_18	IL18	BMI	Male
5669_26	SIRB2	SIRPB2	BMI	Male
5679_16	HBD_3	DEFB103A	BMI	Male
5680_54	OBP2B	OBP2B	BMI	Male
5691_2	CRLD2	CRISPLD2	BMI	Male
5708_1	LEAP2	LEAP2	BMI	Male
5722_78	Prolylcarboxypeptidase	PRCP	BMI	Male
5756_66	PAPP2	PAPPA2	BMI	Male
5803_24	C3d	C3	BMI	Male
5807_77	CD70	CD70	BMI	Male
5813_58	Epo	EPO	BMI	Male
5822_22	GDNF	GDNF	BMI	Male
5843_60	NG36	EHMT2	BMI	Male
5852_6	S100A12	S100A12	BMI	Male
5879_51	Dynactin_subunit_2	DCTN2	BMI	Male
5903_91	HSP70_protein_8	HSPA8	BMI	Male
5936_53	TNF_a	TNF	BMI	Male
5954_62	PTH	PTH	BMI	Male
6027_31	REL3	RLN3	BMI	Male
6054_6	NXPH3	NXPH3	BMI	Male
6069_71	SUMF2	SUMF2	BMI	Male
6079_59	ACPL2	ACPL2	BMI	Male
6119_14	MAMC2	MAMDC2	BMI	Male
6123_69	p53	TP53	BMI	Male
6219_14	PDZ11	PDZD11	BMI	Male
6221_1	ADPGK	ADPGK	BMI	Male
6252_62	Secretoglobin_family_3A_member_1	SCGB3A1	BMI	Male
6264_9	CYR61	CYR61	BMI	Male
6276_16	Furin	FURIN	BMI	Male
6281_51	SIA4B	ST3GAL2	BMI	Male
6283_60	MCEM1	MCEMP1	BMI	Male
6289_78	RHG36	ARHGAP36	BMI	Male
6291_55	Alcadein_beta	CLSTN3	BMI	Male
6294_11	BAGE2	BAGE2	BMI	Male
6296_36	OIT3	OIT3	BMI	Male
6315_58	PLBL1	PLBD1	BMI	Male
6324_11	DNSL2	DNASE1L2	BMI	Male
6372_7	YBOX2	YBX2	BMI	Male
6379_62	ATL2	ADAMTSL2	BMI	Male
6388_21	CC126	CCDC126	BMI	Male
6392_7	WISP_2	WISP2	BMI	Male
6395_58	GPHA2	GPHA2	BMI	Male
6408_2	INHBC	INHBC	BMI	Male
6411_58	DB135	DEFB135	BMI	Male
6420_4	SDHF2	SDHAF2	BMI	Male
6425_87	MMP19	MMP19	BMI	Male
6433_57	FA20A	FAM20A	BMI	Male
6439_59	CN093	C14orf93	BMI	Male
6447_73	PTX3	PTX3	BMI	Male
6448_36	Sema_E	SEMA3C	BMI	Male
6454_38	Rho_GDIa	ARHGDIA	BMI	Male
6456_17	PSG6	PSG6	BMI	Male
6469_62	LY66D	LY6G6D	BMI	Male
6473_55	PLUNC	BPIFA1	BMI	Male
6478_2	IGLO5	IGLON5	BMI	Male
6480_1	CANT1	CANT1	BMI	Male
6494_60	sperm_acrosome_associated_5	SPACA5	BMI	Male
6495_14	Endothelin_1	EDN1	BMI	Male
6504_65	Lysyl_oxidase_like_protein_2	LOXL2	BMI	Male
6507_16	NCAM2	NCAM2	BMI	Male
6543_182	PRRP	PRLH	BMI	Male
6553_68	CCD19	CFAP45	BMI	Male
6556_5	ENPP5	ENPP5	BMI	Male
6577_64	LAMA4	LAMA4	BMI	Male
6578_29	TNMD	TNMD	BMI	Male
6611_8	KDEL1	KDELC1	BMI	Male
6620_82	LIGO1	LINGO1	BMI	Male
6626_81	CHSTC	CHST12	BMI	Male
6895_1	TR	TFRC	BMI	Male
6896_3	CA162	C1orf162	BMI	Male
6897_38	B3GA3	B3GAT3	BMI	Male
6904_14	LRRT2	LRRTM2	BMI	Male
6913_189	HMG_2	HMGB2	BMI	Male
6919_3	HBAZ	HBZ	BMI	Male
6921_24	B4GT3	B4GALT3	BMI	Male
6923_1	PLOD2	PLOD2	BMI	Male
6932_42	ITA5	ITGA5	BMI	Male
6951_26	ASIC4	ASIC4	BMI	Male
6955_68	SNX1	SNX1	BMI	Male
6966_144	STX1B	STX1B	BMI	Male
6990_44	SDF2L	SDF2L1	BMI	Male
7007_24	TRAPPC4	TRAPPC4	BMI	Male
7009_8	CD72	CD72	BMI	Male
7049_2	ADAM_23	ADAM23	BMI	Male
7054_87	CLC2D	CLEC2D	BMI	Male
7060_2	ERO1A	ERO1L	BMI	Male
7064_2	VAMP8	VAMP8	BMI	Male
7069_9	TSNA1	TSNARE1	BMI	Male
7071_23	MA1B1	MAN1B1	BMI	Male
7090_17	GALT1	GALNT1	BMI	Male
7121_2	SYT7	SYT7	BMI	Male
7124_18	IL_21	IL21	BMI	Male
7132_55	C1QL4	C1QL4	BMI	Male
7146_16	PDIA4	PDIA4	BMI	Male
7147_35	WFDC8	WFDC8	BMI	Male
7157_22	PCDA4	PCDHA4	BMI	Male
7173_141	T132C	TMEM132C	BMI	Male
7179_69	NFASC	NFASC	BMI	Male
7189_55	CHST3	CHST3	BMI	Male
7192_37	CRF2_12	IFNLR1	BMI	Male
7194_36	NPTN	NPTN	BMI	Male
7206_20	F16P1	FBP1	BMI	Male
7207_4	RED	IK	BMI	Male
7210_25	Amyloid_like_protein_1	APLP1	BMI	Male
7211_2	RNase_1	RNASE1	BMI	Male
7218_87	AT1B2	ATP1B2	BMI	Male
7231_37	TM11A	TMPRSS11A	BMI	Male
7244_16	TM149	IGFLR1	BMI	Male
7245_2	CELF2	CELF2	BMI	Male
7249_307	B2L10	BCL2L10	BMI	Male
7257_18	TIP39	PTH2	BMI	Male
7267_2	LCB2	SPTLC2	BMI	Male
7628_40	CREL1	CRELD1	BMI	Male
7638_30	Lectin__mannose_binding_2	LMAN2	BMI	Male
7648_9	MYPC1	MYBPC1	BMI	Male
7741_111	RTF1	RTF1	BMI	Male
7751_121	SARP_1	SFRP2	BMI	Male
7765_15	ITM2A	ITM2A	BMI	Male
7767_1	CF126	CLPSL2	BMI	Male
7784_1	Kininogen__HMW	KNG1	BMI	Male
7786_83	CLC2B	CLEC2B	BMI	Male
7787_25	LIRA5	LILRA5	BMI	Male
7815_49	IBPL1	IGFBPL1	BMI	Male
7838_27	SMR3A	SMR3A	BMI	Male
7881_244	PAR16	PARP16	BMI	Male
7886_26	SPTC1	SPTLC1	BMI	Male
7918_114	Amylase__alpha_1A	AMY1A	BMI	Male
7922_5	Adrenomedullin	ADM	BMI	Male
7924_7	CD3G	CD3G	BMI	Male
7928_183	TPST1	TPST1	BMI	Male
7930_3	EXOS1	EXOSC1	BMI	Male
7948_129	GLTD2	GLTPD2	BMI	Male
7953_20	SLAF1	SLAMF1	BMI	Male
7957_2	SCG3	SCG3	BMI	Male
7970_315	NAR3	ART3	BMI	Male
7983_1	PCDGM	PCDHGC5	BMI	Male
7991_54	IQCF1	IQCF1	BMI	Male
7994_41	ERO1B	ERO1LB	BMI	Male
8006_12	DJB12	DNAJB12	BMI	Male
8080_24	PSMP	MSMP	BMI	Male
8088_56	CA210	C1orf210	BMI	Male
8098_37	THAS	TBXAS1	BMI	Male
8100_15	ADM2	ADM2	BMI	Male
8106_15	SSRA	SSR1	BMI	Male
8235_48	SCG1	CHGB	BMI	Male
8263_64	CR056	TYMSOS	BMI	Male
8265_225	LAP2B	TMPO	BMI	Male
8273_84	IL31R	IL31RA	BMI	Male
8305_18	SULF2	SULF2	BMI	Male
8325_37	ADH4	ADH4	BMI	Male
8337_65	PTPRU	PTPRU	BMI	Male
8340_9	DB110	DEFB110	BMI	Male
8356_88	NEU1	OXT	BMI	Male
8363_18	K132L	KIAA1324L	BMI	Male
8364_74	UST	UST	BMI	Male
8368_102	TNF_sR_II	TNFRSF1B	BMI	Male
8380_244	DLK1	DLK1	BMI	Male
8399_6	DRAK2	STK17B	BMI	Male
8402_22	CYTL1	CYTL1	BMI	Male
8429_16	AXIN2	AXIN2	BMI	Male
8469_41	IGFBP_2	IGFBP2	BMI	Male
8480_29	FBLN3	EFEMP1	BMI	Male
8484_24	Leptin	LEP	BMI	Male
8587_21	ISK52	SPINK14	BMI	Male
8660_5	OLFL3	OLFML3	BMI	Male
8681_93	PGRC2	PGRMC2	BMI	Male
8700_325	GLT11	GALNT11	BMI	Male
8775_61	FA24B	FAM24B	BMI	Male
8776_10	ERLN1	ERLIN1	BMI	Male
8800_14	TTC17	TTC17	BMI	Male
8815_1	OLFL1	OLFML1	BMI	Male
8817_29	CENPV	CENPV	BMI	Male
8825_4	PILRA	PILRA	BMI	Male
8833_20	TRAIL	TNFSF10	BMI	Male
8840_61	C1s	C1S	BMI	Male
8841_65	CILP2	CILP2	BMI	Male
8850_5	PA2GC	PLA2G2C	BMI	Male
8866_53	QPCTL	QPCTL	BMI	Male
8885_6	CA2D3	CACNA2D3	BMI	Male
8889_5	CCPG1	CCPG1	BMI	Male
8890_9	T132B	TMEM132B	BMI	Male
8893_29	PARP	PARP1	BMI	Male
8929_7	BDP1	BDP1	BMI	Male
8932_1	ENTP6	ENTPD6	BMI	Male
8951_162	CSPG4	CSPG4	BMI	Male
8955_60	GL8D1	GLT8D1	BMI	Male
8958_51	CHL1	CHL1	BMI	Male
8962_48	KS6B1	RPS6KB1	BMI	Male
8985_13	SRAC1	SERAC1	BMI	Male
8993_151	RIPK2	RIPK2	BMI	Male
9004_24	CR001	LDLRAD4	BMI	Male
9012_1	PRP6	PRPF6	BMI	Male
9016_12	NR1H2	NR1H2	BMI	Male
9018_38	PCD10	PCDH10	BMI	Male
9021_1	TIM_1	HAVCR1	BMI	Male
9027_10	NLGN2	NLGN2	BMI	Male
9049_2	MOT4	SLC16A3	BMI	Male
9060_27	TUTLB	IGSF9B	BMI	Male
9061_3	ARHGA	ARHGEF10	BMI	Male
9089_77	JPH3	JPH3	BMI	Male
9097_5	K1324	KIAA1324	BMI	Male
9099_19	SYT5	SYT5	BMI	Male
9125_23	MASP3	MASP1	BMI	Male
9187_2	HMGN1	HMGN1	BMI	Male
9197_4	LEG9	LGALS9	BMI	Male
9199_6	UB2G2	UBE2G2	BMI	Male
9211_19	PEDF	SERPINF1	BMI	Male
9229_9	CTRL	CTRL	BMI	Male
9235_3	PXDC1	PLXDC1	BMI	Male
9255_5	IL_17C	IL17C	BMI	Male
9264_11	CATO	CTSO	BMI	Male
9266_1	sTREM_1	TREM1	BMI	Male
9294_45	MFAP2	MFAP2	BMI	Male
9296_15	PTPRD	PTPRD	BMI	Male
9302_90	G45IP	GADD45GIP1	BMI	Male
9306_7	DB118	DEFB118	BMI	Male
9313_27	CBLN1	CBLN1	BMI	Male
9321_400	NMB	NMB	BMI	Male
9359_9	EGFL9	DLK2	BMI	Male
9360_33	EDIL3	EDIL3	BMI	Male
9366_54	IL_21_sR	IL21R	BMI	Male
9370_69	GGH	GGH	BMI	Male
9383_24	CH3L2	CHI3L2	BMI	Male
9402_18	DCBD1	DCBLD1	BMI	Male
9409_11	TRYB1	TPSAB1	BMI	Male
9416_77	CBPM	CPM	BMI	Male
9457_3	CAV2	CAV2	BMI	Male
9459_7	Fas__soluble	FAS	BMI	Male
9513_9	FGF22	FGF22	BMI	Male
9524_46	S31D4	SPATA31D4	BMI	Male
9526_3	COLL1	CLPSL1	BMI	Male
9544_24	CG069	C7orf69	BMI	Male
9545_156	Granzyme_K	GZMK	BMI	Male
9547_29	EMID1	EMID1	BMI	Male
9574_11	BIN1	BIN1	BMI	Male
9576_58	MNX1	MNX1	BMI	Male
9599_6	PIANP	PIANP	BMI	Male
9609_25	ZN275	ZNF275	BMI	Male
9742_59	BAT1	DDX39B	BMI	Male
9751_72	NSEP1	YBX1	BMI	Male
9758_17	RS4X	RPS4X	BMI	Male
9769_48	DNER	DNER	BMI	Male
9793_145	IGDC4	IGDCC4	BMI	Male
9823_2	DYR	DHFR	BMI	Male
9829_91	SULT_2A1	SULT2A1	BMI	Male
9830_109	VAV3	VAV3	BMI	Male
9844_138	ACTN2	ACTN2	BMI	Male
9847_21	TGIF2	TGIF2	BMI	Male
9848_22	Cyclin_H	CCNH	BMI	Male
9875_107	THOC1	THOC1	BMI	Male
9898_161	ARI1A	ARID1A	BMI	Male
9901_28	EGLN1	EGLN1	BMI	Male
9925_56	SREC_II	SCARF2	BMI	Male
9942_2	NXT1	NXT1	BMI	Male
9962_1	MUCDL	CDHR5	BMI	Male
9983_97	PRS35	PRSS35	BMI	Male
9993_11	ZN264	ZNF264	BMI	Male
