exposure	UNIPROT	group	outcome	nsnp	method	b	se	pval	OR	lower_ci	upper_ci
CHRDL2	Q6WN34	Female	proximal	3	IVW-MRE	-0.699412427734266	0.0782711155842792	4.0436440923654e-19	0.496877169281125	0.426209694045512	0.579261628259587
ELOA	Q14241	Female	proximal	2	IVW-MRE	0.1602757888889	0.0351802294470885	5.2174579688129e-06	1.17383455688347	1.09562232939458	1.25763005185848
EREG	O14944	Female	proximal	8	IVW-MRE	-0.236479618521082	0.0428842634317329	3.50035106222298e-08	0.789401971317646	0.725762266171415	0.858622032814536
F9	P00740	Female	proximal	2	IVW-MRE	-0.186030827489145	0.0447101708550094	3.17111473043384e-05	0.830248000126211	0.760588531092634	0.906287320324607
FSTL3	O95633	Female	proximal	2	IVW-MRE	0.297283363418499	0.049420670806038	1.79482050601808e-09	1.34619670830812	1.22191444819554	1.483119853551
IL1RN	P18510	Female	proximal	2	IVW-MRE	-0.169981987356011	0.0077163851080628	1.5287475822126e-107	0.843680013367238	0.831016106563913	0.856536906244186
IRAG2	Q12912	Female	proximal	2	IVW-MRE	0.687049383495357	0.0114575675824671	0	1.98784151353655	1.94369840206902	2.03298715414541
LAMP2	P13473	Female	proximal	2	IVW-MRE	0.19359953690973	0.026829518729089	5.35723637653927e-13	1.21361017954661	1.15144039981278	1.27913669534144
LRPAP1	P30533	Female	proximal	7	IVW-MRE	0.0810536428965688	0.0146854314127892	3.40307706905333e-08	1.08442906692281	1.053660400279	1.11609623069793
MARCO	Q9UEW3	Female	proximal	9	IVW-MRE	-0.14771536252081	0.0246603666775394	2.09853274620469e-09	0.862676630100328	0.821971397131168	0.905397646096558
MGLL	Q99685	Female	proximal	3	IVW-MRE	-0.483684840674206	0.0710372019697397	9.83513090202432e-12	0.616507469376476	0.536377134313078	0.708608617859419
MSRA	Q9UJ68	Female	proximal	2	IVW-MRE	0.344718645666222	0.015355460085296	1.30133074364531e-111	1.41159270606601	1.36974137397538	1.4547227715227
MUC16	Q8WXI7	Female	proximal	2	IVW-MRE	-0.130244572172661	0.0284369170424977	4.64702996419409e-06	0.877880699472956	0.830289428802439	0.928199849079979
NOMO1	Q15155	Female	proximal	3	IVW-MRE	-0.399532779472005	0.0529755902810754	4.63429449541494e-14	0.670633306496634	0.604493152567678	0.744010134560218
NPPC	P23582	Female	proximal	2	IVW-MRE	-0.582047906597561	0.0816854010979904	1.0371661213479e-12	0.558752920290367	0.476088607078572	0.655770420235005
PRDX1	Q06830	Female	proximal	2	IVW-MRE	-0.69805647134323	0.102341985503323	9.05210148891436e-12	0.497551370044489	0.40712021730924	0.608069448059634
PROK1	P58294	Female	proximal	2	IVW-MRE	-0.0561901360016593	0.00666428079963677	3.41151826349334e-17	0.945359371950026	0.933091393473537	0.95778864576902
RARRES2	Q99969	Female	proximal	3	IVW-MRE	-0.248060112428867	0.0332562271365998	8.71435350850951e-14	0.780313035356342	0.731072739299896	0.832869836905864
REN	P00797	Female	proximal	2	IVW-MRE	0.0738953670993808	0.0157857155549355	2.85264399043443e-06	1.07669414197101	1.04389129931723	1.11052776866032
S100A12	P80511	Female	proximal	4	IVW-MRE	0.142847862986627	0.0236861886093301	1.63098994036648e-09	1.15355429001099	1.10122471013269	1.2083705421416
TLR3	O15455	Female	proximal	6	IVW-MRE	-0.0623465982395325	0.0141707213375903	1.0841206828983e-05	0.939557181484864	0.913820412502091	0.966018798882719
ACP6	Q9NPH0	Female	rectal	2	IVW-MRE	0.0223401522806524	0.00273063855917406	2.808157439383e-16	1.02259156217044	1.01713321908467	1.02807919690522
CEACAM21	Q3KPI0	Female	rectal	2	IVW-MRE	-0.94900259407021	0.201595022356277	2.50809725284315e-06	0.38712695367714	0.26076677907556	0.574717679892486
CEACAM3	P40198	Female	rectal	2	IVW-MRE	-0.257877971626264	0.027885394672247	2.29205322672353e-20	0.772689516399221	0.731591233495711	0.816096559687332
CHAC2	Q8WUX2	Female	rectal	2	IVW-MRE	-0.223660101991037	0.00766740805016478	4.62727213476228e-187	0.799586866170004	0.787660419466065	0.811693898475894
COMT	P21964	Female	rectal	2	IVW-MRE	0.0498740937343967	0.00545154535291657	5.76677146392831e-20	1.05113874309037	1.03996708627781	1.06243040938937
FABP6	P51161	Female	rectal	2	IVW-MRE	-0.316852263965541	0.0220140749530369	5.71189941628702e-47	0.72843836377188	0.697676430113072	0.760556651926246
FKBP5	Q13451	Female	rectal	4	IVW-MRE	-0.162842877731739	0.0371183772185249	1.14859965766236e-05	0.84972468859686	0.790100681203498	0.913848150733417
ICA1	Q05084	Female	rectal	2	IVW-MRE	0.0242107178931441	0.00551344260602942	1.12718446648596e-05	1.02450617693026	1.01349461171665	1.035637382216
IFNL1	Q8IU54	Female	rectal	4	IVW-MRE	0.279016118414162	0.0555075146185404	4.99156314230015e-07	1.32182864947946	1.18556729472916	1.47375099359825
IFNLR1	Q8IU57	Female	rectal	2	IVW-MRE	-0.487836877588742	0.00128258707949801	0	0.613953014371051	0.612411554219408	0.615498354428914
IL17D	Q8TAD2	Female	rectal	2	IVW-MRE	-0.0385536373861802	0.00807814474581367	1.81875755694992e-06	0.962180094530406	0.94706570959815	0.977535692537495
LGALS3	P17931	Female	rectal	3	IVW-MRE	0.399648569130074	0.0720672250365699	2.93120620202569e-08	1.49130051650211	1.29485252461236	1.71755253069091
MAP2K6	P52564	Female	rectal	2	IVW-MRE	0.257442963346571	0.00343114987772058	0	1.29361802523312	1.28494756181216	1.30234699449366
MMP8	P22894	Female	rectal	2	IVW-MRE	0.0100375114143425	0.000439276620868973	1.45829752987716e-115	1.01008805620513	1.00921876266845	1.01095809851033
NECTIN2	Q92692	Female	rectal	3	IVW-MRE	-0.178159182823855	0.0157397022812178	1.05556159912065e-29	0.836809207233544	0.811387933691146	0.863026944614857
NUDT2	P50583	Female	rectal	2	IVW-MRE	0.0209487688116521	0.00402911872993754	1.99994559020791e-07	1.0211697345584	1.01313724125116	1.0292659121782
PDCD5	O14737	Female	rectal	2	IVW-MRE	-0.0206638880362768	0.00415267897501357	6.48989399986339e-07	0.97954814709655	0.971607717475505	0.987553469597131
PPCDC	Q96CD2	Female	rectal	2	IVW-MRE	0.0269131651058338	0.00365694869115244	1.84656626707112e-13	1.02727859526228	1.0199417784042	1.03466818854619
PRDX1	Q06830	Female	rectal	2	IVW-MRE	-0.322717591825017	0.0151284517935526	5.75108834634933e-101	0.724178339375623	0.703020408267481	0.745973034429039
PROK1	P58294	Female	rectal	2	IVW-MRE	0.058423920280242	0.00729705670182517	1.18014442842014e-15	1.06016432562155	1.04510952563489	1.07543598996268
SAMD9L	Q8IVG5	Female	rectal	2	IVW-MRE	0.124419255822897	0.0224571571947381	3.01964065309628e-08	1.13249057474891	1.08372396712974	1.18345163602123
SEMA4C	Q9C0C4	Female	rectal	4	IVW-MRE	-0.182779394461106	0.0345726215897296	1.24457710891532e-07	0.832951889270434	0.778378995418894	0.891350940766076
SERPINB1	P30740	Female	rectal	3	IVW-MRE	-0.202769674625262	0.0382074732386126	1.11402370468676e-07	0.816466272670809	0.757557132369363	0.879956304185306
SFRP1	Q8N474	Female	rectal	4	IVW-MRE	-0.389908493580237	0.0763151594371282	3.23546365335073e-07	0.677118832383455	0.583047741816033	0.786367702480527
SUSD1	Q6UWL2	Female	rectal	4	IVW-MRE	-0.323528700423626	0.0534335416895785	1.40603799279416e-09	0.723591190250671	0.651642981031072	0.803483235221736
WASF1	Q92558	Female	rectal	2	IVW-MRE	0.179714672422437	0.0302947784782977	2.98902955922088e-09	1.19687581272097	1.12787677671181	1.27009593659051
ACAA1	P09110	Sex-combined	overall	3	IVW-MRE	-0.0640989894124113	0.00581096998226626	2.71781772330747e-28	0.937912151562546	0.927290403049468	0.948655568046201
BAX	Q07812	Sex-combined	overall	2	IVW-MRE	0.0807900883441807	0.00388941040659607	7.78704319537151e-96	1.08414329836493	1.075910031017	1.09243956976457
BLVRB	P30043	Sex-combined	overall	2	IVW-MRE	-0.0812841853941365	0.0110990942304587	2.41590658019434e-13	0.921931654702206	0.902092323372492	0.942207303975674
CA11	O75493	Sex-combined	overall	2	IVW-MRE	0.0274497433873729	0.000906708619344572	2.51767993914841e-201	1.02782995855715	1.0260049737983	1.02965818946923
CEACAM3	P40198	Sex-combined	overall	2	IVW-MRE	0.182020204858896	0.0181670698413537	1.25465933990625e-23	1.19963843216025	1.15767391701217	1.24312411877616
CHAC2	Q8WUX2	Sex-combined	overall	2	IVW-MRE	-0.138140167493894	0.0330277224462432	2.88255023504415e-05	0.870976600582048	0.816380687925502	0.929223645269137
CLIP2	Q9UDT6	Sex-combined	overall	2	IVW-MRE	-0.0597775268289174	7.55860115531478e-05	0	0.94197407423417	0.941834532446899	0.942113636695891
COMT	P21964	Sex-combined	overall	2	IVW-MRE	0.0442634312534346	0.00632639417860911	2.62194872078157e-12	1.045257672162	1.03237678137969	1.05829927689134
CXCL1	P09341	Sex-combined	overall	4	IVW-MRE	-0.0121710951101259	0.00208554513944322	5.34914031789187e-09	0.987902673084758	0.98387269668844	0.991949156402967
DAPP1	Q9UN19	Sex-combined	overall	2	IVW-MRE	0.142132965313541	0.030886014518543	4.18744368961597e-06	1.15272991144156	1.08501778314901	1.2246677145471
ELOA	Q14241	Sex-combined	overall	2	IVW-MRE	0.0947687105758515	0.014352150331755	4.02642675564665e-11	1.09940454507349	1.06890899336464	1.13077012283675
ERBIN	Q96RT1	Sex-combined	overall	2	IVW-MRE	0.0697619040042646	0.00757672020381119	3.34115389525108e-20	1.07225285174854	1.05644714920247	1.08829502635397
FHIT	P49789	Sex-combined	overall	2	IVW-MRE	0.0647623920083374	0.0111000184988542	5.39715224371306e-09	1.06690548899383	1.04394452988058	1.09037146118806
FUS	P35637	Sex-combined	overall	2	IVW-MRE	0.130912131798852	0.0227874030174909	9.19567173237541e-09	1.13986761879429	1.09007752970858	1.19193190664441
HDGF	P51858	Sex-combined	overall	2	IVW-MRE	-0.0180450303765858	0.00259894663493498	3.83290959155446e-12	0.982116806272912	0.97712668716468	0.987132409577862
HYAL1	Q12794	Sex-combined	overall	4	IVW-MRE	-0.0866076816616726	0.0182167783105918	1.99153958046197e-06	0.917036795421892	0.884871743433581	0.950371045745542
IFNLR1	Q8IU57	Sex-combined	overall	2	IVW-MRE	-0.159993931303668	0.0242102352649621	3.88169478722985e-11	0.85214896038379	0.812657130230473	0.893559932806142
IGFBP4	P22692	Sex-combined	overall	3	IVW-MRE	-0.282817950031039	0.0404014148240649	2.55598911863311e-12	0.753656978601115	0.69627907924789	0.815763187955762
IGFBP6	P24592	Sex-combined	overall	3	IVW-MRE	-0.276863408655711	0.0285284437157277	2.87583707109709e-22	0.75815804786522	0.716928504356364	0.801758644062901
INPP1	P49441	Sex-combined	overall	2	IVW-MRE	0.0753403724803182	0.00206710495128292	7.59430151624423e-291	1.07825109543193	1.07389137113409	1.08262851909535
ISM1	B1AKI9	Sex-combined	overall	2	IVW-MRE	-0.0139241098915218	6.58972496597762e-05	0	0.986172382152158	0.986045017724	0.986299763031591
KIFBP	Q96EK5	Sex-combined	overall	2	IVW-MRE	0.0446058727075221	0.00549834811807479	4.95499121357253e-16	1.04561567301282	1.03440782208023	1.0569449614673
LAMP2	P13473	Sex-combined	overall	2	IVW-MRE	0.163421654718025	0.00125481362188792	0	1.17753309741094	1.17464059007653	1.18043272743355
LGALS3	P17931	Sex-combined	overall	3	IVW-MRE	0.268222256267638	0.0224398591984167	6.26694971910432e-33	1.30763773840324	1.25137147798653	1.36643393666573
LILRB5	O75023	Sex-combined	overall	2	IVW-MRE	0.00205716772405178	0.000411494653123881	5.75515074529233e-07	1.00205928514529	1.00125142057801	1.00286780154201
LRPAP1	P30533	Sex-combined	overall	7	IVW-MRE	0.0560091276807157	0.00817813646608042	7.45543848400933e-12	1.05760733719465	1.04078993758492	1.07469647745004
MMP12	P39900	Sex-combined	overall	2	IVW-MRE	0.0459164717836963	0.00211483948971746	1.59537559690493e-104	1.04698695435165	1.04265608612365	1.05133581165568
MMP8	P22894	Sex-combined	overall	2	IVW-MRE	0.0234171314017082	0.00466331665044675	5.12530846886357e-07	1.02369346518904	1.01437943432983	1.03309301746942
NCF2	P19878	Sex-combined	overall	4	IVW-MRE	0.0919272282796378	0.00873917754879736	7.06345642639869e-26	1.09628504062952	1.07766691475505	1.11522481933227
NECTIN2	Q92692	Sex-combined	overall	3	IVW-MRE	0.0721223876690306	0.00549815077438538	2.61169616079743e-39	1.07478687667521	1.06326675376185	1.0864318160859
NFKBIE	O00221	Sex-combined	overall	2	IVW-MRE	0.0470765486722456	0.0112913824098207	3.0560926099875e-05	1.04820224449872	1.025259179985	1.07165872476092
NPPC	P23582	Sex-combined	overall	2	IVW-MRE	-0.250649944581453	0.00514608471109719	0	0.778294770180397	0.770484092118232	0.786184627932858
OGFR	Q9NZT2	Sex-combined	overall	2	IVW-MRE	-0.0592276321145603	0.0052505462406771	1.64222314891957e-29	0.942492203243799	0.932842686501313	0.952241536573488
PARP1	P09874	Sex-combined	overall	2	IVW-MRE	0.0961194667046492	0.0146477397211578	5.30665407455537e-11	1.10089057590746	1.06973386886543	1.1329547426663
PGF	P49763	Sex-combined	overall	2	IVW-MRE	0.0255521968446793	0.00354271395927246	5.48914243120977e-13	1.0258814526478	1.01878269415952	1.03302967445379
PILRB	Q9UKJ0	Sex-combined	overall	3	IVW-MRE	0.0205748397451718	0.000469990301891534	0	1.02078796089542	1.0198480634036	1.02172872460186
PPCDC	Q96CD2	Sex-combined	overall	2	IVW-MRE	0.0447737147618293	0.00800860757257935	2.26157260479288e-08	1.04579118602422	1.02950370253532	1.06233634912878
S100A11	P31949	Sex-combined	overall	2	IVW-MRE	0.0796410529288154	0.00832961051125638	1.16401705917278e-21	1.08289829473339	1.06536239292376	1.1007228380929
SNX9	Q9Y5X1	Sex-combined	overall	2	IVW-MRE	-0.0547553107345986	0.0104439030193514	1.58156633001925e-07	0.946716771045736	0.927534433008177	0.966295818983751
TDRKH	Q9Y2W6	Sex-combined	overall	4	IVW-MRE	0.0933205935093492	0.0217697845617205	1.81344758795613e-05	1.09781363078186	1.05195655482552	1.14566971649352
TGM2	P21980	Sex-combined	overall	2	IVW-MRE	0.080646292603529	0.0169397540700905	1.9285462783898e-06	1.08398741438437	1.04858787140663	1.1205820194806
TIA1	P31483	Sex-combined	overall	2	IVW-MRE	0.0603039121641121	9.52534588302872e-05	0	1.06215930063012	1.06196101741957	1.06235762086295
TNFRSF12A	Q9NP84	Sex-combined	overall	2	IVW-MRE	0.134777812159825	0.00505139040224699	7.75261579346126e-157	1.14428251044453	1.13300918291786	1.15566800644736
VPS37A	Q8NEZ2	Sex-combined	overall	2	IVW-MRE	0.114622570234998	0.0205842454830179	2.56998987822032e-08	1.12145008904123	1.07710560601171	1.16762023629919
BACH1	O14867	Sex-combined	colon	2	IVW-MRE	-0.160421132728118	0.021186035573442	3.67458509645668e-14	0.851784998882041	0.817139246369409	0.887899690957299
CASP3	P42574	Sex-combined	colon	2	IVW-MRE	-0.105722408871366	0.025434262818155	3.22888153275328e-05	0.89967435503572	0.855924109416024	0.945660878347242
CDH15	P55291	Sex-combined	colon	2	IVW-MRE	0.110533688301679	0.00179860987029787	0	1.11687397400573	1.11294361758551	1.12081821046564
COMT	P21964	Sex-combined	colon	2	IVW-MRE	0.0621006962504997	0.00927399792091908	2.13885040597715e-11	1.06406948714115	1.04490258432048	1.08358797313259
CRTAC1	Q9NQ79	Sex-combined	colon	2	IVW-MRE	-0.0171904911163991	0.000447430447883035	0	0.982956422333311	0.982094783122382	0.983818817501958
CXADR	P78310	Sex-combined	colon	5	IVW-MRE	-0.1554885712048	0.0366328320547952	2.19067619372658e-05	0.855996859885829	0.796690567576872	0.919717960717162
DAPP1	Q9UN19	Sex-combined	colon	2	IVW-MRE	0.117741227286224	0.00546676431461399	6.91337352373315e-103	1.12495296656677	1.11296360208513	1.13707148609033
EDIL3	O43854	Sex-combined	colon	2	IVW-MRE	0.172786997211746	0.0319821983135995	6.56821321643335e-08	1.18861290025641	1.11639181217052	1.26550608061981
FHIT	P49789	Sex-combined	colon	2	IVW-MRE	0.105198428287504	0.00696397155410344	1.47629376617679e-51	1.11093102862792	1.09587052129389	1.12619851194748
FUS	P35637	Sex-combined	colon	2	IVW-MRE	0.19035280975382	0.0337617723487769	1.7192007058254e-08	1.20967630797946	1.1322193532334	1.29243221811028
HYAL1	Q12794	Sex-combined	colon	4	IVW-MRE	-0.120539826902	0.0163529376709157	1.69172434152165e-13	0.886441782412343	0.858480266666482	0.915314031221227
ICAM4	Q14773	Sex-combined	colon	12	IVW-MRE	-0.0737047072891911	0.0179782953072546	4.1377651891441e-05	0.928945964316256	0.896782280422934	0.962263219800111
IFNLR1	Q8IU57	Sex-combined	colon	2	IVW-MRE	-0.120110940212762	0.0198505372044208	1.44159410315249e-09	0.886822047032992	0.852981011029911	0.922005687036576
IGFBP4	P22692	Sex-combined	colon	3	IVW-MRE	-0.326045639314519	0.0757855482042044	1.69099941117126e-05	0.721772245489475	0.622142997097696	0.837356004631058
IGFBP6	P24592	Sex-combined	colon	3	IVW-MRE	-0.32794996924162	0.0563445181846629	5.86924002789515e-09	0.720399060915063	0.645077235184183	0.804515767509803
KLK8	O60259	Sex-combined	colon	4	IVW-MRE	-0.04220768788672	0.00807810210145767	1.74201207364482e-07	0.958670655612755	0.943611477494655	0.973970164471843
LAMP2	P13473	Sex-combined	colon	2	IVW-MRE	0.0661142733382049	0.00364109261751591	1.11376963335755e-73	1.06834879397385	1.0607516194563	1.07600037996681
LGALS3	P17931	Sex-combined	colon	3	IVW-MRE	0.339882527671058	0.0494684649735814	6.38917399622996e-12	1.40478255779167	1.27497215138751	1.54780952080256
MMP12	P39900	Sex-combined	colon	2	IVW-MRE	0.0665688581931012	0.00540327555823501	7.06126796333433e-35	1.06883455955781	1.05757488016586	1.08021411734551
NEFL	P07196	Sex-combined	colon	2	IVW-MRE	0.47150115260206	0.0985767463596808	1.72623377472231e-06	1.60239783232697	1.32087015762569	1.94392976343841
NPPC	P23582	Sex-combined	colon	2	IVW-MRE	-0.332917246174745	0.0310659716100469	8.52020762733397e-27	0.716829512085453	0.674484522293809	0.761832973793334
PARP1	P09874	Sex-combined	colon	2	IVW-MRE	0.175773693585593	0.0317830002449542	3.19444718550292e-08	1.19216823280203	1.12016837979006	1.2687959425963
PLIN3	O60664	Sex-combined	colon	2	IVW-MRE	-0.174555698933087	0.00590111663079714	2.69325679812194e-192	0.839830075287286	0.830172401151932	0.84960010038682
PPCDC	Q96CD2	Sex-combined	colon	2	IVW-MRE	0.0751645989170192	0.0104242452154483	5.57240689016751e-13	1.07806158405079	1.05625863868738	1.1003145786816
PROK1	P58294	Sex-combined	colon	2	IVW-MRE	-0.0534910279348281	0.00199353349600877	1.35841944794065e-158	0.947914445715835	0.944217861867506	0.95162550157608
S100A11	P31949	Sex-combined	colon	2	IVW-MRE	0.0963155109007332	0.000734048603508868	0	1.10110642027221	1.0995233587135	1.10269176107663
SETMAR	Q53H47	Sex-combined	colon	2	IVW-MRE	0.0577266399166183	0.00763186986781327	3.91184377190605e-14	1.05942535152108	1.0436959119727	1.07539184792258
SNX9	Q9Y5X1	Sex-combined	colon	2	IVW-MRE	-0.0766277146524536	0.0122405345660935	3.84580713875556e-10	0.926234613002889	0.904277350131179	0.948725032425239
TAFA5	Q7Z5A7	Sex-combined	colon	2	IVW-MRE	-0.0645523549823676	0.0114812915965257	1.88328177528308e-08	0.93748703086021	0.916626050504747	0.9588227746169
TDGF1	P13385	Sex-combined	colon	2	IVW-MRE	0.00235482011455065	1.68781162937296e-05	0	1.00235759488103	1.00232443632971	1.0023907545293
TIA1	P31483	Sex-combined	colon	2	IVW-MRE	0.0906515204240076	0.00606379325101994	1.56595631761628e-50	1.09488739287584	1.08195164133709	1.10797780351531
TNFRSF12A	Q9NP84	Sex-combined	colon	2	IVW-MRE	0.114568353394814	0.00103893265970259	0	1.12138928920918	1.11910811858511	1.12367510973197
VPS37A	Q8NEZ2	Sex-combined	colon	2	IVW-MRE	0.12896346114149	0.00779230439257546	1.59821882029642e-61	1.13764855502671	1.12040535566846	1.15515712969988
ACP6	Q9NPH0	Sex-combined	distal	2	IVW-MRE	-0.0182442397759083	0.001620511762981	2.10738142365228e-29	0.981921178859926	0.978807345512688	0.985044918097388
ANGPTL7	O43827	Sex-combined	distal	6	IVW-MRE	-0.0594503187974654	0.0106603644930102	2.45036329084785e-08	0.942282346148452	0.922798264656643	0.962177817048021
ANXA11	P50995	Sex-combined	distal	2	IVW-MRE	-0.054293926100426	0.0126219241456406	1.69602135682871e-05	0.947153672398845	0.924009526410172	0.970877521819394
BANK1	Q8NDB2	Sex-combined	distal	2	IVW-MRE	0.198239186722489	0.00565638542578536	4.33595655890428e-269	1.21925398831283	1.20581136377173	1.23284647390184
BIN2	Q9UBW5	Sex-combined	distal	2	IVW-MRE	0.199956035351496	0.039756670983987	4.91769620319971e-07	1.22134906079763	1.12979133934099	1.32032657391528
CA11	O75493	Sex-combined	distal	2	IVW-MRE	0.104075575355247	0.0214016233137437	1.1563401383823e-06	1.10968431653304	1.06409895951795	1.15722252272217
CD34	P28906	Sex-combined	distal	3	IVW-MRE	-0.0362547228498459	0.00452213523389673	1.08210106081603e-15	0.964394608850564	0.955884577637767	0.972980403008948
CDH15	P55291	Sex-combined	distal	2	IVW-MRE	0.117877863704529	0.019218287160868	8.58961359394115e-10	1.12510668661253	1.08351460445944	1.16829533358413
CGREF1	Q99674	Sex-combined	distal	3	IVW-MRE	-0.033088126034048	0.00267570798542208	3.98616165402481e-35	0.967453298009925	0.962392878878618	0.972540325652523
CHRDL1	Q9BU40	Sex-combined	distal	3	IVW-MRE	-0.0523785426832869	0.000661047426352266	0	0.948969573354564	0.947740834303609	0.950199905456701
CRTAC1	Q9NQ79	Sex-combined	distal	2	IVW-MRE	-0.0312032261591658	0.00151752492319747	6.02029881934937e-94	0.969278570297642	0.966399880932718	0.972165834635124
CXCL13	O43927	Sex-combined	distal	6	IVW-MRE	0.267635290527446	0.0583498649438591	4.50234419908608e-06	1.30687042506557	1.16563914073426	1.4652135881738
ELOA	Q14241	Sex-combined	distal	2	IVW-MRE	0.112623856615965	0.00456029662624191	1.16310975490106e-134	1.11921086999944	1.10925173481472	1.12925942075189
FABP1	P07148	Sex-combined	distal	2	IVW-MRE	0.0865229025622412	0.0132593151850696	6.78009379126118e-11	1.09037633984381	1.06240440372031	1.11908474619253
FABP5	Q01469	Sex-combined	distal	2	IVW-MRE	0.215481532653226	0.0231862255993587	1.49275514699612e-20	1.2404590747237	1.18534815186462	1.29813229441818
FAS	P25445	Sex-combined	distal	3	IVW-MRE	-0.0701537993457432	0.00958638507557087	2.51570007442224e-13	0.932250429373439	0.914897616874132	0.949932371707695
GLOD4	Q9HC38	Sex-combined	distal	2	IVW-MRE	0.224414544437312	0.0457109303320992	9.13421919383065e-07	1.25158975147146	1.14433206905048	1.36890064375124
GLRX	P35754	Sex-combined	distal	2	IVW-MRE	0.0419793337951243	0.00583361496123865	6.19547444423221e-13	1.04287292630251	1.03101674711881	1.05486544564287
GOPC	Q9HD26	Sex-combined	distal	2	IVW-MRE	0.186711630912074	0.0133063438357065	9.96255886273013e-45	1.20527966953255	1.17425182134433	1.23712738220443
HBQ1	P09105	Sex-combined	distal	2	IVW-MRE	0.0178561979353811	0.00322622332733115	3.11750652580687e-08	1.01801657297848	1.01159955934728	1.0244742925032
IFNLR1	Q8IU57	Sex-combined	distal	2	IVW-MRE	-0.31367322683396	0.0439067946087491	9.06070315992933e-13	0.730757781182025	0.670500691951862	0.796430102411311
IGFBP7	Q16270	Sex-combined	distal	3	IVW-MRE	-0.0787263451147658	0.0192145684216151	4.1813855021737e-05	0.924292827087006	0.890130765766614	0.959765983898692
IL17RA	Q96F46	Sex-combined	distal	3	IVW-MRE	0.0249597820061917	0.00550402958593963	5.76527032220136e-06	1.02527388523647	1.01427278123719	1.03639431047895
IPCEF1	Q8WWN9	Sex-combined	distal	2	IVW-MRE	0.201655634529745	0.0229676684989802	1.63505979682551e-18	1.22342662967478	1.16957332670874	1.27975962174977
LGALS3	P17931	Sex-combined	distal	3	IVW-MRE	0.21226770393115	0.0490911728519243	1.53261078486119e-05	1.23647885102529	1.1230509060532	1.36136299858913
LILRB5	O75023	Sex-combined	distal	2	IVW-MRE	0.0154398661066999	0.00311951473270602	7.44254652542691e-07	1.01555967666486	1.00936923628506	1.02178808288583
MAP2K6	P52564	Sex-combined	distal	2	IVW-MRE	-0.0754754632535452	0.0156553454371629	1.42792658744544e-06	0.927302483240777	0.899280805321977	0.956197319386393
MMP12	P39900	Sex-combined	distal	2	IVW-MRE	0.0728048565399601	0.0132655271217606	4.05878587165357e-08	1.07552063561676	1.04791704096528	1.10385134740432
NCF2	P19878	Sex-combined	distal	4	IVW-MRE	0.124177202415764	0.029118130046619	2.00259868653153e-05	1.13221648472029	1.06940847395051	1.19871330693393
NPPC	P23582	Sex-combined	distal	2	IVW-MRE	-0.155560160740286	0.00374781866010124	0	0.855935581661718	0.849671151185221	0.862246198347009
NUDT5	Q9UKK9	Sex-combined	distal	2	IVW-MRE	0.258344273799756	0.0346047443202478	8.29373678739389e-14	1.2947845022817	1.20987733075983	1.38565031737226
PKLR	P30613	Sex-combined	distal	4	IVW-MRE	0.243702526973613	0.04335040652777	1.89098871358411e-08	1.27596470894514	1.17202817407519	1.38911843118286
PLA2G4A	P47712	Sex-combined	distal	2	IVW-MRE	0.241449129262584	0.00112026630578699	0	1.27309269010628	1.27030039919941	1.27589111884363
PLPBP	O94903	Sex-combined	distal	2	IVW-MRE	0.193763110169122	0.0342821857715934	1.58586309714595e-08	1.213808709956	1.13492892299071	1.29817079688355
PPCDC	Q96CD2	Sex-combined	distal	2	IVW-MRE	0.117602792692281	0.0251931521543447	3.04077855378454e-06	1.12479724493852	1.07060532677565	1.18173225051252
PRDX5	P30044	Sex-combined	distal	2	IVW-MRE	-0.130149933192227	0.0254124698582346	3.0311671265831e-07	0.877963785138806	0.835304980997217	0.922801163109343
REG4	Q9BYZ8	Sex-combined	distal	2	IVW-MRE	-0.0311068932098803	0.00566843973656446	4.07120989739773e-08	0.969371948258613	0.958661694761737	0.980201857657663
S100A11	P31949	Sex-combined	distal	2	IVW-MRE	0.0783845359250644	0.00196274480187314	0	1.08153846911365	1.07738580518593	1.08570713902326
SCAMP3	O14828	Sex-combined	distal	3	IVW-MRE	0.178821412285707	0.00511437896536626	7.81250180577141e-268	1.19580716862849	1.18388005864885	1.20785443938913
SERPINB9	P50453	Sex-combined	distal	2	IVW-MRE	0.130284612768025	0.00455181733388818	3.52179225990728e-180	1.13915255455255	1.12903473492616	1.14936104479414
SNAP23	O00161	Sex-combined	distal	2	IVW-MRE	0.141046161723616	0.0120898933943978	1.89148150239388e-31	1.15147780095792	1.12451290736998	1.17908929049103
TFF3	Q07654	Sex-combined	distal	3	IVW-MRE	-0.121728257578398	0.0170739690735354	1.00760109880575e-12	0.885388933548145	0.85624970240452	0.915519808588704
TNFRSF14	Q92956	Sex-combined	distal	4	IVW-MRE	0.223370554270573	0.0527358854033395	2.27895334944427e-05	1.25028378590435	1.12750611837881	1.38643109763608
TXLNA	P40222	Sex-combined	distal	2	IVW-MRE	0.14956314452543	0.0125298299846937	7.63089460817136e-33	1.16132679992646	1.13315375367055	1.19020029881976
ANG	P03950	Sex-combined	proximal	3	IVW-MRE	-0.0649288003388652	0.00477508925532409	4.14921153427163e-42	0.937134184638494	0.92840429785444	0.945946159499303
ANGPT1	Q15389	Sex-combined	proximal	17	IVW-MRE	-0.104270769938041	0.0225237781915831	3.66790366904672e-06	0.900981305737558	0.862071232696713	0.94164760694914
