exposure	direction_group	outcome	group
FCGR3B	negative	overall	Sex-combined
FCN2	positive	overall	Sex-combined
FCRL1	negative	overall	Sex-combined
FCRL2	negative	overall	Sex-combined
FCRL5	negative	overall	Sex-combined
FCRLB	positive	overall	Sex-combined
FETUB	negative	overall	Sex-combined
FGF2	negative	overall	Sex-combined
FGF23	positive	overall	Sex-combined
FGF5	NA	overall	Sex-combined
FHIT	NA	overall	Sex-combined
FIS1	positive	overall	Sex-combined
FKBP1B	positive	overall	Sex-combined
FKBP5	negative	overall	Sex-combined
FLI1	positive	overall	Sex-combined
FLT1	negative	overall	Sex-combined
FLT3LG	positive	overall	Sex-combined
FOLR1	positive	overall	Sex-combined
FOLR2	positive	overall	Sex-combined
FOLR3	positive	overall	Sex-combined
FOXO1	negative	overall	Sex-combined
FRZB	NA	overall	Sex-combined
FSTL3	NA	overall	Sex-combined
FUCA1	negative	overall	Sex-combined
FUS	NA	overall	Sex-combined
FUT3_FUT5	negative	overall	Sex-combined
FXN	positive	overall	Sex-combined
FXYD5	NA	overall	Sex-combined
FYB1	NA	overall	Sex-combined
GALNT2	negative	overall	Sex-combined
GALNT3	positive	overall	Sex-combined
GALNT7	positive	overall	Sex-combined
GCG	positive	overall	Sex-combined
GFRA1	positive	overall	Sex-combined
GFRA2	negative	overall	Sex-combined
GGT1	negative	overall	Sex-combined
GGT5	negative	overall	Sex-combined
GHRL	positive	overall	Sex-combined
GKN1	negative	overall	Sex-combined
GLOD4	NA	overall	Sex-combined
GLRX	NA	overall	Sex-combined
GNE	positive	overall	Sex-combined
GOLM2	positive	overall	Sex-combined
GOPC	NA	overall	Sex-combined
GP2	positive	overall	Sex-combined
GPC5	negative	overall	Sex-combined
GPR37	negative	overall	Sex-combined
GRAP2	positive	overall	Sex-combined
GSTA3	positive	overall	Sex-combined
GUCA2A	negative	overall	Sex-combined
GZMA	negative	overall	Sex-combined
GZMH	negative	overall	Sex-combined
HARS1	NA	overall	Sex-combined
HAVCR1	negative	overall	Sex-combined
HAVCR2	positive	overall	Sex-combined
HBEGF	negative	overall	Sex-combined
HBQ1	NA	overall	Sex-combined
HCLS1	positive	overall	Sex-combined
HDGF	NA	overall	Sex-combined
HEXIM1	positive	overall	Sex-combined
HLA-DRA	positive	overall	Sex-combined
HLA-E	positive	overall	Sex-combined
HS6ST1	positive	overall	Sex-combined
HSPA1A	NA	overall	Sex-combined
HSPB6	positive	overall	Sex-combined
HSPG2	positive	overall	Sex-combined
HYAL1	negative	overall	Sex-combined
HYOU1	positive	overall	Sex-combined
ICA1	NA	overall	Sex-combined
ICAM2	negative	overall	Sex-combined
ICAM3	negative	overall	Sex-combined
ICAM4	negative	overall	Sex-combined
ICAM5	negative	overall	Sex-combined
ICOSLG	positive	overall	Sex-combined
IDS	positive	overall	Sex-combined
IFNG	NA	overall	Sex-combined
IFNGR2	negative	overall	Sex-combined
IFNL1	negative	overall	Sex-combined
IFNLR1	NA	overall	Sex-combined
IGF2R	positive	overall	Sex-combined
IGFBP1	NA	overall	Sex-combined
IGFBP3	positive	overall	Sex-combined
IGFBP4	negative	overall	Sex-combined
IGFBP6	negative	overall	Sex-combined
IGFBP7	positive	overall	Sex-combined
IGFBPL1	NA	overall	Sex-combined
IGSF3	positive	overall	Sex-combined
IGSF8	negative	overall	Sex-combined
IL10RB	positive	overall	Sex-combined
IL12RB1	positive	overall	Sex-combined
IL13RA1	NA	overall	Sex-combined
IL15	positive	overall	Sex-combined
IL17C	NA	overall	Sex-combined
IL17D	NA	overall	Sex-combined
IL17RA	negative	overall	Sex-combined
IL17RB	positive	overall	Sex-combined
IL18BP	negative	overall	Sex-combined
IL18R1	negative	overall	Sex-combined
IL1B	NA	overall	Sex-combined
IL1RAP	negative	overall	Sex-combined
IL1RL2	positive	overall	Sex-combined
IL1RN	NA	overall	Sex-combined
IL22RA1	NA	overall	Sex-combined
IL2RA	negative	overall	Sex-combined
IL3RA	positive	overall	Sex-combined
IL4R	negative	overall	Sex-combined
IL5RA	negative	overall	Sex-combined
IL6	negative	overall	Sex-combined
IL7	positive	overall	Sex-combined
IL7R	negative	overall	Sex-combined
INHBC	negative	overall	Sex-combined
INPP1	NA	overall	Sex-combined
IPCEF1	NA	overall	Sex-combined
IRAG2	NA	overall	Sex-combined
ISLR2	negative	overall	Sex-combined
ISM1	NA	overall	Sex-combined
ITGAV	positive	overall	Sex-combined
ITGB6	negative	overall	Sex-combined
ITGB7	negative	overall	Sex-combined
JCHAIN	positive	overall	Sex-combined
KAZALD1	positive	overall	Sex-combined
KDR	positive	overall	Sex-combined
KEL	positive	overall	Sex-combined
KIFBP	NA	overall	Sex-combined
KIR2DL3	negative	overall	Sex-combined
KIR3DL1	NA	overall	Sex-combined
KLB	negative	overall	Sex-combined
KLK1	positive	overall	Sex-combined
KLK10	positive	overall	Sex-combined
KLK14	positive	overall	Sex-combined
KLK4	negative	overall	Sex-combined
KLK6	NA	overall	Sex-combined
KLK8	negative	overall	Sex-combined
KLRD1	negative	overall	Sex-combined
KRT5	negative	overall	Sex-combined
KYAT1	negative	overall	Sex-combined
KYNU	negative	overall	Sex-combined
LACTB2	negative	overall	Sex-combined
LAMA4	positive	overall	Sex-combined
LAMP2	NA	overall	Sex-combined
LAMP3	positive	overall	Sex-combined
LAYN	positive	overall	Sex-combined
LBP	NA	overall	Sex-combined
LBR	positive	overall	Sex-combined
LEFTY2	negative	overall	Sex-combined
LGALS1	NA	overall	Sex-combined
LGALS3	positive	overall	Sex-combined
LGALS4	negative	overall	Sex-combined
LIFR	negative	overall	Sex-combined
LILRA2	negative	overall	Sex-combined
LILRB1	negative	overall	Sex-combined
LILRB2	negative	overall	Sex-combined
LILRB4	NA	overall	Sex-combined
LILRB5	NA	overall	Sex-combined
LPL	negative	overall	Sex-combined
LPO	positive	overall	Sex-combined
LRIG1	positive	overall	Sex-combined
LRP1	positive	overall	Sex-combined
LRP11	positive	overall	Sex-combined
LRPAP1	positive	overall	Sex-combined
LRRC25	positive	overall	Sex-combined
LRRN1	negative	overall	Sex-combined
LSP1	NA	overall	Sex-combined
LTA	negative	overall	Sex-combined
LTBP2	positive	overall	Sex-combined
LTBP3	negative	overall	Sex-combined
LY6D	positive	overall	Sex-combined
LY75	negative	overall	Sex-combined
LY96	negative	overall	Sex-combined
LYPD3	positive	overall	Sex-combined
LYPD8	positive	overall	Sex-combined
MANSC1	positive	overall	Sex-combined
MAP2K6	NA	overall	Sex-combined
MAP4K5	NA	overall	Sex-combined
MARCO	negative	overall	Sex-combined
MATN2	negative	overall	Sex-combined
MATN3	positive	overall	Sex-combined
MAVS	positive	overall	Sex-combined
MB	positive	overall	Sex-combined
MCFD2	positive	overall	Sex-combined
MDGA1	negative	overall	Sex-combined
MEGF9	positive	overall	Sex-combined
MEP1B	positive	overall	Sex-combined
MESD	positive	overall	Sex-combined
MET	negative	overall	Sex-combined
METAP1D	positive	overall	Sex-combined
MFGE8	positive	overall	Sex-combined
MGMT	negative	overall	Sex-combined
MIA	negative	overall	Sex-combined
MICB_MICA	positive	overall	Sex-combined
MIF	positive	overall	Sex-combined
MILR1	positive	overall	Sex-combined
MITD1	NA	overall	Sex-combined
MMP10	NA	overall	Sex-combined
MMP12	NA	overall	Sex-combined
MMP3	negative	overall	Sex-combined
MMP7	positive	overall	Sex-combined
MMP8	NA	overall	Sex-combined
MMP9	positive	overall	Sex-combined
MPHOSPH8	NA	overall	Sex-combined
MPI	negative	overall	Sex-combined
MPO	positive	overall	Sex-combined
MSLN	positive	overall	Sex-combined
MSR1	positive	overall	Sex-combined
MSRA	NA	overall	Sex-combined
MUC13	positive	overall	Sex-combined
MUC16	NA	overall	Sex-combined
MZB1	negative	overall	Sex-combined
MZT1	NA	overall	Sex-combined
NAAA	positive	overall	Sex-combined
NADK	positive	overall	Sex-combined
NCAM1	positive	overall	Sex-combined
NCAM2	positive	overall	Sex-combined
NCF2	positive	overall	Sex-combined
NECTIN2	positive	overall	Sex-combined
NEFL	NA	overall	Sex-combined
NELL2	negative	overall	Sex-combined
NFASC	positive	overall	Sex-combined
NFKBIE	NA	overall	Sex-combined
NID1	positive	overall	Sex-combined
NID2	positive	overall	Sex-combined
NME3	negative	overall	Sex-combined
NMNAT1	positive	overall	Sex-combined
NOS3	NA	overall	Sex-combined
NOTCH3	positive	overall	Sex-combined
NPDC1	negative	overall	Sex-combined
NPPB	NA	overall	Sex-combined
NPPC	NA	overall	Sex-combined
NPTX1	positive	overall	Sex-combined
NPTXR	negative	overall	Sex-combined
NRCAM	positive	overall	Sex-combined
NRP1	negative	overall	Sex-combined
NRP2	positive	overall	Sex-combined
NSFL1C	NA	overall	Sex-combined
NUDC	NA	overall	Sex-combined
NUDT2	NA	overall	Sex-combined
NUDT5	NA	overall	Sex-combined
OBP2B	positive	overall	Sex-combined
ODAM	NA	overall	Sex-combined
OGFR	NA	overall	Sex-combined
OGN	negative	overall	Sex-combined
OLR1	positive	overall	Sex-combined
OMD	positive	overall	Sex-combined
OSCAR	positive	overall	Sex-combined
OSM	positive	overall	Sex-combined
PAEP	positive	overall	Sex-combined
PAG1	negative	overall	Sex-combined
PAM	positive	overall	Sex-combined
PAPPA	positive	overall	Sex-combined
PARK7	negative	overall	Sex-combined
PARP1	NA	overall	Sex-combined
PCDH1	positive	overall	Sex-combined
PCDH17	positive	overall	Sex-combined
PCSK9	negative	overall	Sex-combined
PDCD5	NA	overall	Sex-combined
PDCD6	negative	overall	Sex-combined
PDGFC	positive	overall	Sex-combined
PEBP1	NA	overall	Sex-combined
PECAM1	negative	overall	Sex-combined
PFKFB2	positive	overall	Sex-combined
PGF	NA	overall	Sex-combined
PGLYRP1	negative	overall	Sex-combined
PIGR	negative	overall	Sex-combined
PIK3AP1	positive	overall	Sex-combined
PIK3IP1	positive	overall	Sex-combined
PILRA	positive	overall	Sex-combined
PILRB	positive	overall	Sex-combined
PKLR	positive	overall	Sex-combined
PLA2G10	negative	overall	Sex-combined
PLA2G1B	positive	overall	Sex-combined
PLA2G2A	negative	overall	Sex-combined
PLA2G4A	NA	overall	Sex-combined
PLA2G7	positive	overall	Sex-combined
PLIN3	NA	overall	Sex-combined
PLPBP	NA	overall	Sex-combined
PLTP	positive	overall	Sex-combined
PLXDC1	positive	overall	Sex-combined
PLXNA4	positive	overall	Sex-combined
PLXNB2	positive	overall	Sex-combined
PMVK	positive	overall	Sex-combined
PNPT1	NA	overall	Sex-combined
PODXL	negative	overall	Sex-combined
PODXL2	positive	overall	Sex-combined
PON3	negative	overall	Sex-combined
PPCDC	NA	overall	Sex-combined
PPP1R2	positive	overall	Sex-combined
PPP1R9B	NA	overall	Sex-combined
PRDX1	NA	overall	Sex-combined
PRDX5	NA	overall	Sex-combined
PRKAR1A	positive	overall	Sex-combined
PRL	positive	overall	Sex-combined
PROC	negative	overall	Sex-combined
PROK1	NA	overall	Sex-combined
PRSS27	positive	overall	Sex-combined
PRTFDC1	negative	overall	Sex-combined
PRTG	positive	overall	Sex-combined
PRTN3	positive	overall	Sex-combined
PSG1	positive	overall	Sex-combined
PSIP1	positive	overall	Sex-combined
PSME1	NA	overall	Sex-combined
PSPN	positive	overall	Sex-combined
PSRC1	NA	overall	Sex-combined
PTGDS	NA	overall	Sex-combined
PTPN1	NA	overall	Sex-combined
PTPN6	NA	overall	Sex-combined
PTPRM	negative	overall	Sex-combined
PTPRS	positive	overall	Sex-combined
PTS	negative	overall	Sex-combined
PTX3	negative	overall	Sex-combined
PVR	NA	overall	Sex-combined
PXN	negative	overall	Sex-combined
QPCT	negative	overall	Sex-combined
RAB6A	NA	overall	Sex-combined
RABGAP1L	NA	overall	Sex-combined
RAD23B	NA	overall	Sex-combined
RBP2	positive	overall	Sex-combined
RBP5	negative	overall	Sex-combined
REG1B	positive	overall	Sex-combined
REG4	NA	overall	Sex-combined
REN	NA	overall	Sex-combined
RET	negative	overall	Sex-combined
RGMA	negative	overall	Sex-combined
RGMB	positive	overall	Sex-combined
RNASE3	positive	overall	Sex-combined
RNASET2	negative	overall	Sex-combined
ROBO2	positive	overall	Sex-combined
RP2	NA	overall	Sex-combined
RTBDN	NA	overall	Sex-combined
RTN4R	positive	overall	Sex-combined
RWDD1	NA	overall	Sex-combined
S100A11	NA	overall	Sex-combined
SAMD9L	NA	overall	Sex-combined
SCAMP3	positive	overall	Sex-combined
SCARB2	negative	overall	Sex-combined
SCARF2	negative	overall	Sex-combined
SCG2	positive	overall	Sex-combined
SCGN	negative	overall	Sex-combined
SCLY	negative	overall	Sex-combined
SCRN1	NA	overall	Sex-combined
SDC1	negative	overall	Sex-combined
SELE	negative	overall	Sex-combined
SELP	negative	overall	Sex-combined
SELPLG	positive	overall	Sex-combined
SEMA4C	negative	overall	Sex-combined
SEMA4D	positive	overall	Sex-combined
SEPTIN9	NA	overall	Sex-combined
SERPINA11	positive	overall	Sex-combined
SERPINA12	positive	overall	Sex-combined
SERPINA9	negative	overall	Sex-combined
SERPINB1	positive	overall	Sex-combined
SERPINB8	NA	overall	Sex-combined
SERPINB9	NA	overall	Sex-combined
SETMAR	NA	overall	Sex-combined
SEZ6L	positive	overall	Sex-combined
SF3B4	negative	overall	Sex-combined
SFRP1	positive	overall	Sex-combined
SFTPA2	positive	overall	Sex-combined
SFTPD	negative	overall	Sex-combined
SH2B3	positive	overall	Sex-combined
SH2D1A	NA	overall	Sex-combined
SHMT1	negative	overall	Sex-combined
SIGLEC6	positive	overall	Sex-combined
SIRPA	negative	overall	Sex-combined
SIRPB1	positive	overall	Sex-combined
SIRT2	NA	overall	Sex-combined
SIT1	negative	overall	Sex-combined
SKAP1	negative	overall	Sex-combined
SKAP2	positive	overall	Sex-combined
SLC16A1	negative	overall	Sex-combined
SLC39A14	NA	overall	Sex-combined
SLC39A5	negative	overall	Sex-combined
SLITRK2	negative	overall	Sex-combined
SMAD1	positive	overall	Sex-combined
SMOC2	positive	overall	Sex-combined
SMPD1	positive	overall	Sex-combined
SMPDL3A	positive	overall	Sex-combined
SNAP23	NA	overall	Sex-combined
SNX9	NA	overall	Sex-combined
SORCS2	negative	overall	Sex-combined
SORD	negative	overall	Sex-combined
SPINK4	positive	overall	Sex-combined
SPINK5	positive	overall	Sex-combined
SPINT1	positive	overall	Sex-combined
SPINT2	positive	overall	Sex-combined
SPRY2	positive	overall	Sex-combined
SRP14	NA	overall	Sex-combined
SRPK2	positive	overall	Sex-combined
SSC4D	positive	overall	Sex-combined
SSC5D	negative	overall	Sex-combined
STAMBP	positive	overall	Sex-combined
STAT5B	NA	overall	Sex-combined
STC1	positive	overall	Sex-combined
STIP1	NA	overall	Sex-combined
STK11	positive	overall	Sex-combined
STK24	NA	overall	Sex-combined
STK4	positive	overall	Sex-combined
STX4	NA	overall	Sex-combined
STX8	NA	overall	Sex-combined
SUSD1	negative	overall	Sex-combined
SUSD2	positive	overall	Sex-combined
TAFA5	NA	overall	Sex-combined
TARBP2	NA	overall	Sex-combined
TBC1D5	NA	overall	Sex-combined
TBCB	positive	overall	Sex-combined
TBCC	positive	overall	Sex-combined
TBL1X	negative	overall	Sex-combined
TDGF1	NA	overall	Sex-combined
TDRKH	positive	overall	Sex-combined
TEK	positive	overall	Sex-combined
TFF1	positive	overall	Sex-combined
TFF3	negative	overall	Sex-combined
TGFBI	negative	overall	Sex-combined
TGFBR3	negative	overall	Sex-combined
TGM2	NA	overall	Sex-combined
THBS2	negative	overall	Sex-combined
THBS4	positive	overall	Sex-combined
THPO	positive	overall	Sex-combined
THY1	negative	overall	Sex-combined
TIA1	NA	overall	Sex-combined
TIGAR	NA	overall	Sex-combined
TIMD4	positive	overall	Sex-combined
TIMP3	positive	overall	Sex-combined
TIMP4	negative	overall	Sex-combined
TINAGL1	positive	overall	Sex-combined
TLR3	negative	overall	Sex-combined
TMPRSS15	negative	overall	Sex-combined
TMPRSS5	negative	overall	Sex-combined
TNFRSF10A	negative	overall	Sex-combined
TNFRSF10B	negative	overall	Sex-combined
TNFRSF10C	negative	overall	Sex-combined
TNFRSF11A	positive	overall	Sex-combined
TNFRSF11B	positive	overall	Sex-combined
TNFRSF12A	NA	overall	Sex-combined
TNFRSF13C	positive	overall	Sex-combined
TNFRSF14	positive	overall	Sex-combined
TNFRSF19	positive	overall	Sex-combined
TNFRSF1B	negative	overall	Sex-combined
TNFRSF21	positive	overall	Sex-combined
TNFRSF4	negative	overall	Sex-combined
TNFRSF6B	positive	overall	Sex-combined
TNFRSF8	positive	overall	Sex-combined
TNFSF10	negative	overall	Sex-combined
TNFSF14	negative	overall	Sex-combined
TNXB	negative	overall	Sex-combined
TPMT	NA	overall	Sex-combined
TPSAB1	negative	overall	Sex-combined
TRAF2	positive	overall	Sex-combined
TREM2	positive	overall	Sex-combined
TREML2	negative	overall	Sex-combined
TRIAP1	negative	overall	Sex-combined
TSPAN1	positive	overall	Sex-combined
TXLNA	NA	overall	Sex-combined
TYMP	NA	overall	Sex-combined
TYRO3	positive	overall	Sex-combined
UMOD	negative	overall	Sex-combined
USO1	positive	overall	Sex-combined
USP8	negative	overall	Sex-combined
UXS1	negative	overall	Sex-combined
