sequence_id	direction_group	outcome	group
12403_30	negative	rectal	Male
12408_333	positive	rectal	Male
12411_60	negative	rectal	Male
12415_122	negative	rectal	Male
12417_46	negative	rectal	Male
12420_10	negative	rectal	Male
12423_38	NA	rectal	Male
12425_104	negative	rectal	Male
12427_8	negative	rectal	Male
12428_2	NA	rectal	Male
12430_78	NA	rectal	Male
12436_84	negative	rectal	Male
12438_127	NA	rectal	Male
12439_67	NA	rectal	Male
12442_4	positive	rectal	Male
12444_39	NA	rectal	Male
12445_50	negative	rectal	Male
12449_16	NA	rectal	Male
12451_62	negative	rectal	Male
12452_32	negative	rectal	Male
12455_48	negative	rectal	Male
12456_5	negative	rectal	Male
12457_10	negative	rectal	Male
12462_20	NA	rectal	Male
12463_7	negative	rectal	Male
12473_48	negative	rectal	Male
12475_48	positive	rectal	Male
12478_15	NA	rectal	Male
12480_9	negative	rectal	Male
12482_5	negative	rectal	Male
12484_67	negative	rectal	Male
12488_9	positive	rectal	Male
12490_92	negative	rectal	Male
12493_42	negative	rectal	Male
12497_29	NA	rectal	Male
12498_12	negative	rectal	Male
12499_108	negative	rectal	Male
12500_88	positive	rectal	Male
12503_5	positive	rectal	Male
12504_26	negative	rectal	Male
12508_9	negative	rectal	Male
12511_83	negative	rectal	Male
12513_8	NA	rectal	Male
12515_45	negative	rectal	Male
12516_13	negative	rectal	Male
12517_52	positive	rectal	Male
12521_3	negative	rectal	Male
12522_6	negative	rectal	Male
12527_50	negative	rectal	Male
12528_40	negative	rectal	Male
12529_32	positive	rectal	Male
12530_14	positive	rectal	Male
12531_5	negative	rectal	Male
12533_135	negative	rectal	Male
12538_19	NA	rectal	Male
12540_25	positive	rectal	Male
12549_33	negative	rectal	Male
12553_5	NA	rectal	Male
12554_10	positive	rectal	Male
12556_7	NA	rectal	Male
12563_2	NA	rectal	Male
12569_25	NA	rectal	Male
12571_14	negative	rectal	Male
12572_236	positive	rectal	Male
12575_30	positive	rectal	Male
12577_100	NA	rectal	Male
12583_77	NA	rectal	Male
12585_39	negative	rectal	Male
12587_65	negative	rectal	Male
12591_27	NA	rectal	Male
12594_5	negative	rectal	Male
12603_87	negative	rectal	Male
12604_16	negative	rectal	Male
12612_37	negative	rectal	Male
12618_50	negative	rectal	Male
12621_55	negative	rectal	Male
12623_84	negative	rectal	Male
12630_8	positive	rectal	Male
12632_14	negative	rectal	Male
12634_79	negative	rectal	Male
12635_9	positive	rectal	Male
12636_113	NA	rectal	Male
12637_7	NA	rectal	Male
12641_3	negative	rectal	Male
12647_52	NA	rectal	Male
12650_43	negative	rectal	Male
12652_37	NA	rectal	Male
12653_13	positive	rectal	Male
12655_30	negative	rectal	Male
12656_1	positive	rectal	Male
12658_72	negative	rectal	Male
12659_13	NA	rectal	Male
12661_44	NA	rectal	Male
12662_82	NA	rectal	Male
12664_19	NA	rectal	Male
12667_2	negative	rectal	Male
12668_7	negative	rectal	Male
12669_30	NA	rectal	Male
12675_14	positive	rectal	Male
12681_63	positive	rectal	Male
12683_156	NA	rectal	Male
12684_5	NA	rectal	Male
12685_57	positive	rectal	Male
12686_15	NA	rectal	Male
12687_2	negative	rectal	Male
12689_56	NA	rectal	Male
12692_56	NA	rectal	Male
12693_2	negative	rectal	Male
12696_166	NA	rectal	Male
12698_72	NA	rectal	Male
12700_9	NA	rectal	Male
12701_1	negative	rectal	Male
12704_26	negative	rectal	Male
12705_9	NA	rectal	Male
12706_2	negative	rectal	Male
12708_91	negative	rectal	Male
12711_19	NA	rectal	Male
12712_9	NA	rectal	Male
12713_365	negative	rectal	Male
12714_38	positive	rectal	Male
12716_3	negative	rectal	Male
12717_65	positive	rectal	Male
12718_43	NA	rectal	Male
12721_4	NA	rectal	Male
12724_81	negative	rectal	Male
12729_12	NA	rectal	Male
12734_112	NA	rectal	Male
12735_39	NA	rectal	Male
12738_43	negative	rectal	Male
12743_18	NA	rectal	Male
12747_89	negative	rectal	Male
12748_6	negative	rectal	Male
12750_9	negative	rectal	Male
12754_14	negative	rectal	Male
12756_3	negative	rectal	Male
12758_47	negative	rectal	Male
12760_34	negative	rectal	Male
12761_12	NA	rectal	Male
12763_69	negative	rectal	Male
12768_3	positive	rectal	Male
12775_6	negative	rectal	Male
12779_30	NA	rectal	Male
12781_2	NA	rectal	Male
12784_10	NA	rectal	Male
12786_61	positive	rectal	Male
12790_10	negative	rectal	Male
12793_4	NA	rectal	Male
12795_2	NA	rectal	Male
12798_46	NA	rectal	Male
12799_65	NA	rectal	Male
12800_5	negative	rectal	Male
12801_33	NA	rectal	Male
12807_89	NA	rectal	Male
12808_103	NA	rectal	Male
12811_55	NA	rectal	Male
12812_25	negative	rectal	Male
12813_18	positive	rectal	Male
12817_1	positive	rectal	Male
12818_159	negative	rectal	Male
12820_1	negative	rectal	Male
12821_6	NA	rectal	Male
12826_5	positive	rectal	Male
12827_37	negative	rectal	Male
12842_43	NA	rectal	Male
12844_10	NA	rectal	Male
12845_18	negative	rectal	Male
12848_9	NA	rectal	Male
12851_5	positive	rectal	Male
12855_16	positive	rectal	Male
12859_33	negative	rectal	Male
12862_14	negative	rectal	Male
12867_40	NA	rectal	Male
12869_68	negative	rectal	Male
12873_11	NA	rectal	Male
12881_17	negative	rectal	Male
12892_10	negative	rectal	Male
12894_3	negative	rectal	Male
12895_28	negative	rectal	Male
12904_180	NA	rectal	Male
12923_51	negative	rectal	Male
12925_105	negative	rectal	Male
12931_16	NA	rectal	Male
12933_17	negative	rectal	Male
12934_1	positive	rectal	Male
12936_38	positive	rectal	Male
12939_1	negative	rectal	Male
12945_33	negative	rectal	Male
12956_40	negative	rectal	Male
12957_62	NA	rectal	Male
12968_2	negative	rectal	Male
12970_35	negative	rectal	Male
12986_12	negative	rectal	Male
12990_39	NA	rectal	Male
12991_49	negative	rectal	Male
12993_21	positive	rectal	Male
13007_66	negative	rectal	Male
13011_20	negative	rectal	Male
13013_41	negative	rectal	Male
13022_20	negative	rectal	Male
13025_4	negative	rectal	Male
13027_20	NA	rectal	Male
13032_1	negative	rectal	Male
13039_1	negative	rectal	Male
13041_47	NA	rectal	Male
13044_5	positive	rectal	Male
13059_33	negative	rectal	Male
13062_4	NA	rectal	Male
13067_5	positive	rectal	Male
13068_139	negative	rectal	Male
13083_18	positive	rectal	Male
13085_18	NA	rectal	Male
13088_397	positive	rectal	Male
13090_17	negative	rectal	Male
13094_75	positive	rectal	Male
13097_11	negative	rectal	Male
13101_60	NA	rectal	Male
13102_1	negative	rectal	Male
13105_7	negative	rectal	Male
13107_9	negative	rectal	Male
13109_82	positive	rectal	Male
13111_79	negative	rectal	Male
13112_179	positive	rectal	Male
13113_7	positive	rectal	Male
13114_50	positive	rectal	Male
13116_25	positive	rectal	Male
13118_5	positive	rectal	Male
13119_26	negative	rectal	Male
13122_19	positive	rectal	Male
13123_3	negative	rectal	Male
13126_52	positive	rectal	Male
13130_150	NA	rectal	Male
13131_5	negative	rectal	Male
13133_73	positive	rectal	Male
13229_20	negative	rectal	Male
13231_90	positive	rectal	Male
13242_134	negative	rectal	Male
13374_4	negative	rectal	Male
13377_3	negative	rectal	Male
13384_110	NA	rectal	Male
13386_248	negative	rectal	Male
13387_55	negative	rectal	Male
13388_57	negative	rectal	Male
13397_88	positive	rectal	Male
13399_33	positive	rectal	Male
13405_61	negative	rectal	Male
13412_5	NA	rectal	Male
13429_3	negative	rectal	Male
13430_50	NA	rectal	Male
13431_74	NA	rectal	Male
13434_172	NA	rectal	Male
13435_31	negative	rectal	Male
13436_54	NA	rectal	Male
13438_115	negative	rectal	Male
13439_6	negative	rectal	Male
13441_30	negative	rectal	Male
13447_42	positive	rectal	Male
13449_25	NA	rectal	Male
13451_2	NA	rectal	Male
13453_2	positive	rectal	Male
13463_1	positive	rectal	Male
13465_5	positive	rectal	Male
13468_5	NA	rectal	Male
13470_43	negative	rectal	Male
13473_55	negative	rectal	Male
13474_40	NA	rectal	Male
13476_16	NA	rectal	Male
13477_65	positive	rectal	Male
13481_24	NA	rectal	Male
13482_14	positive	rectal	Male
13485_20	positive	rectal	Male
13490_1	negative	rectal	Male
13492_44	NA	rectal	Male
13498_1	negative	rectal	Male
13501_10	positive	rectal	Male
13502_2	negative	rectal	Male
13503_19	NA	rectal	Male
13506_10	negative	rectal	Male
13507_51	negative	rectal	Male
13509_5	NA	rectal	Male
13512_28	NA	rectal	Male
13513_174	NA	rectal	Male
13515_8	negative	rectal	Male
13518_5	positive	rectal	Male
13519_112	negative	rectal	Male
13524_25	positive	rectal	Male
13525_17	negative	rectal	Male
13530_5	NA	rectal	Male
13532_25	NA	rectal	Male
13536_56	positive	rectal	Male
13539_131	negative	rectal	Male
13540_1	negative	rectal	Male
13541_1	negative	rectal	Male
13544_9	NA	rectal	Male
13545_97	positive	rectal	Male
13547_5	NA	rectal	Male
13548_53	negative	rectal	Male
13549_15	negative	rectal	Male
13552_7	negative	rectal	Male
13554_78	negative	rectal	Male
13557_3	negative	rectal	Male
13561_5	NA	rectal	Male
13563_259	NA	rectal	Male
13565_2	positive	rectal	Male
13566_2	negative	rectal	Male
13570_43	negative	rectal	Male
13573_5	NA	rectal	Male
13574_50	negative	rectal	Male
13575_40	negative	rectal	Male
13587_10	positive	rectal	Male
13588_11	NA	rectal	Male
13589_10	negative	rectal	Male
13590_1	negative	rectal	Male
13594_158	NA	rectal	Male
13595_20	negative	rectal	Male
13596_3	negative	rectal	Male
13599_15	negative	rectal	Male
13603_7	positive	rectal	Male
13604_27	negative	rectal	Male
13605_16	negative	rectal	Male
13610_9	negative	rectal	Male
13612_7	NA	rectal	Male
13613_23	negative	rectal	Male
13614_6	positive	rectal	Male
13618_15	negative	rectal	Male
13620_10	negative	rectal	Male
13622_16	NA	rectal	Male
13625_19	NA	rectal	Male
13631_1	negative	rectal	Male
13632_10	negative	rectal	Male
13634_209	negative	rectal	Male
13642_90	positive	rectal	Male
13645_14	negative	rectal	Male
13653_335	negative	rectal	Male
13654_1	NA	rectal	Male
13657_2	negative	rectal	Male
13659_36	positive	rectal	Male
13666_222	positive	rectal	Male
13669_6	positive	rectal	Male
13671_40	negative	rectal	Male
13672_3	negative	rectal	Male
13673_21	negative	rectal	Male
13681_173	negative	rectal	Male
13682_47	positive	rectal	Male
13686_2	negative	rectal	Male
13692_154	positive	rectal	Male
13698_28	negative	rectal	Male
13704_5	negative	rectal	Male
13711_10	negative	rectal	Male
13713_164	NA	rectal	Male
13717_15	positive	rectal	Male
13724_27	positive	rectal	Male
13726_4	NA	rectal	Male
13727_44	NA	rectal	Male
13728_19	NA	rectal	Male
13729_26	negative	rectal	Male
13733_5	negative	rectal	Male
13738_8	negative	rectal	Male
13744_37	negative	rectal	Male
13748_4	negative	rectal	Male
13929_27	positive	rectal	Male
13930_3	positive	rectal	Male
13931_22	NA	rectal	Male
13932_45	negative	rectal	Male
13934_3	negative	rectal	Male
13936_24	NA	rectal	Male
13941_82	negative	rectal	Male
13944_3	negative	rectal	Male
13946_8	negative	rectal	Male
13947_371	negative	rectal	Male
13948_50	NA	rectal	Male
13954_9	NA	rectal	Male
13955_33	negative	rectal	Male
13960_15	negative	rectal	Male
13961_18	negative	rectal	Male
13963_7	NA	rectal	Male
13966_30	negative	rectal	Male
13969_24	NA	rectal	Male
13975_56	NA	rectal	Male
13976_9	negative	rectal	Male
13977_28	negative	rectal	Male
13982_33	negative	rectal	Male
13983_27	negative	rectal	Male
13984_23	negative	rectal	Male
13985_12	negative	rectal	Male
13988_67	positive	rectal	Male
13991_47	NA	rectal	Male
13992_12	NA	rectal	Male
13993_20	positive	rectal	Male
13994_1	negative	rectal	Male
14002_18	negative	rectal	Male
14006_36	negative	rectal	Male
14008_22	positive	rectal	Male
14009_65	positive	rectal	Male
14011_17	positive	rectal	Male
14013_11	NA	rectal	Male
14021_81	positive	rectal	Male
14025_18	negative	rectal	Male
14026_24	negative	rectal	Male
14028_22	negative	rectal	Male
14034_22	negative	rectal	Male
14039_33	NA	rectal	Male
14043_12	negative	rectal	Male
14045_12	negative	rectal	Male
14048_7	positive	rectal	Male
14061_48	negative	rectal	Male
14063_17	NA	rectal	Male
14067_6	positive	rectal	Male
14069_61	negative	rectal	Male
14070_56	negative	rectal	Male
14076_74	negative	rectal	Male
14079_14	negative	rectal	Male
14082_56	positive	rectal	Male
14090_23	NA	rectal	Male
14091_42	negative	rectal	Male
14101_2	negative	rectal	Male
14107_1	positive	rectal	Male
14111_15	NA	rectal	Male
14112_40	negative	rectal	Male
14115_34	NA	rectal	Male
14116_129	negative	rectal	Male
14120_2	negative	rectal	Male
14121_24	negative	rectal	Male
14128_121	negative	rectal	Male
14131_37	negative	rectal	Male
14132_21	NA	rectal	Male
14133_93	negative	rectal	Male
14135_3	negative	rectal	Male
14143_8	negative	rectal	Male
14144_3	negative	rectal	Male
14146_92	NA	rectal	Male
14149_9	negative	rectal	Male
14150_7	negative	rectal	Male
14151_4	positive	rectal	Male
14157_21	NA	rectal	Male
14158_17	positive	rectal	Male
14192_31	NA	rectal	Male
14197_2	negative	rectal	Male
14204_55	positive	rectal	Male
14205_6	NA	rectal	Male
14206_28	negative	rectal	Male
14208_3	negative	rectal	Male
14216_35	negative	rectal	Male
14226_120	negative	rectal	Male
14229_5	negative	rectal	Male
14245_195	negative	rectal	Male
14249_68	NA	rectal	Male
14254_27	negative	rectal	Male
14260_112	positive	rectal	Male
14268_4	positive	rectal	Male
14273_19	negative	rectal	Male
14283_12	NA	rectal	Male
14284_23	NA	rectal	Male
14291_53	NA	rectal	Male
14294_61	negative	rectal	Male
14314_6	negative	rectal	Male
14318_1	negative	rectal	Male
14326_4	negative	rectal	Male
14329_4	NA	rectal	Male
14331_262	negative	rectal	Male
14332_3	NA	rectal	Male
14334_3	negative	rectal	Male
14337_1	positive	rectal	Male
14583_49	negative	rectal	Male
14599_18	positive	rectal	Male
14603_51	positive	rectal	Male
14615_46	NA	rectal	Male
14616_16	NA	rectal	Male
14619_8	negative	rectal	Male
14623_26	negative	rectal	Male
14624_51	NA	rectal	Male
14631_22	negative	rectal	Male
14633_26	negative	rectal	Male
14634_13	negative	rectal	Male
14636_25	negative	rectal	Male
14645_253	negative	rectal	Male
14663_44	positive	rectal	Male
14675_20	negative	rectal	Male
14684_17	positive	rectal	Male
14687_6	negative	rectal	Male
14688_6	NA	rectal	Male
14689_3	positive	rectal	Male
14692_3	negative	rectal	Male
14705_1	NA	rectal	Male
14708_59	negative	rectal	Male
14713_46	negative	rectal	Male
14747_9	negative	rectal	Male
14748_31	positive	rectal	Male
15298_199	NA	rectal	Male
15299_102	NA	rectal	Male
15300_66	NA	rectal	Male
15303_63	NA	rectal	Male
15304_1	negative	rectal	Male
15306_20	negative	rectal	Male
15308_108	negative	rectal	Male
15310_61	negative	rectal	Male
15312_14	NA	rectal	Male
15316_262	negative	rectal	Male
15319_226	NA	rectal	Male
15321_8	NA	rectal	Male
15324_58	negative	rectal	Male
15326_64	negative	rectal	Male
15329_167	NA	rectal	Male
15333_11	positive	rectal	Male
15336_7	negative	rectal	Male
15343_337	positive	rectal	Male
15346_31	negative	rectal	Male
15358_28	negative	rectal	Male
15361_37	negative	rectal	Male
15363_32	negative	rectal	Male
15364_101	positive	rectal	Male
15365_41	negative	rectal	Male
15367_38	negative	rectal	Male
15368_3	positive	rectal	Male
15370_5	negative	rectal	Male
15372_43	NA	rectal	Male
15374_15	negative	rectal	Male
15376_134	negative	rectal	Male
15381_45	NA	rectal	Male
15385_116	negative	rectal	Male
15386_7	negative	rectal	Male
15388_24	negative	rectal	Male
15389_1	NA	rectal	Male
15390_3	negative	rectal	Male
15395_15	positive	rectal	Male
15402_2	NA	rectal	Male
15405_23	NA	rectal	Male
15414_316	negative	rectal	Male
15419_15	negative	rectal	Male
15422_12	NA	rectal	Male
15427_35	negative	rectal	Male
15430_165	negative	rectal	Male
15431_31	negative	rectal	Male
15435_4	positive	rectal	Male
15437_11	negative	rectal	Male
15440_57	negative	rectal	Male
15441_6	negative	rectal	Male
15446_25	negative	rectal	Male
15448_47	NA	rectal	Male
15449_33	positive	rectal	Male
15452_5	positive	rectal	Male
15453_3	positive	rectal	Male
15457_14	NA	rectal	Male
15460_9	NA	rectal	Male
15462_28	positive	rectal	Male
15466_30	positive	rectal	Male
15467_10	positive	rectal	Male
15470_11	negative	rectal	Male
15471_29	negative	rectal	Male
15472_16	positive	rectal	Male
15475_4	positive	rectal	Male
15480_2	negative	rectal	Male
15482_12	NA	rectal	Male
15491_20	positive	rectal	Male
15495_9	positive	rectal	Male
15497_9	negative	rectal	Male
15499_11	positive	rectal	Male
15503_15	positive	rectal	Male
15504_39	negative	rectal	Male
15509_2	positive	rectal	Male
15515_2	positive	rectal	Male
15516_12	negative	rectal	Male
15521_4	negative	rectal	Male
15522_2	negative	rectal	Male
15530_33	negative	rectal	Male
15533_97	positive	rectal	Male
15542_19	negative	rectal	Male
15548_35	negative	rectal	Male
15553_22	negative	rectal	Male
15558_63	positive	rectal	Male
15565_102	negative	rectal	Male
15567_2	NA	rectal	Male
15569_15	positive	rectal	Male
15573_110	negative	rectal	Male
15574_37	NA	rectal	Male
15582_25	positive	rectal	Male
15583_18	negative	rectal	Male
