sequence_id	direction_group	outcome	group
13485_20	positive	distal	Male
13490_1	positive	distal	Male
13491_40	positive	distal	Male
13492_44	NA	distal	Male
13493_5	positive	distal	Male
13495_48	negative	distal	Male
13497_34	positive	distal	Male
13498_1	negative	distal	Male
13502_2	positive	distal	Male
13503_19	NA	distal	Male
13506_10	positive	distal	Male
13509_5	NA	distal	Male
13510_7	positive	distal	Male
13512_28	NA	distal	Male
13513_174	NA	distal	Male
13515_8	positive	distal	Male
13517_3	positive	distal	Male
13519_112	negative	distal	Male
13525_17	positive	distal	Male
13530_5	NA	distal	Male
13532_25	NA	distal	Male
13534_20	negative	distal	Male
13536_56	positive	distal	Male
13540_1	positive	distal	Male
13541_1	positive	distal	Male
13544_9	NA	distal	Male
13547_5	NA	distal	Male
13549_15	positive	distal	Male
13552_7	positive	distal	Male
13554_78	positive	distal	Male
13557_3	positive	distal	Male
13561_5	NA	distal	Male
13563_259	NA	distal	Male
13565_2	positive	distal	Male
13568_30	positive	distal	Male
13572_43	negative	distal	Male
13573_5	NA	distal	Male
13575_40	positive	distal	Male
13587_10	positive	distal	Male
13588_11	NA	distal	Male
13590_1	negative	distal	Male
13594_158	NA	distal	Male
13595_20	negative	distal	Male
13596_3	positive	distal	Male
13599_15	positive	distal	Male
13603_7	positive	distal	Male
13604_27	positive	distal	Male
13605_16	positive	distal	Male
13612_7	NA	distal	Male
13613_23	positive	distal	Male
13614_6	positive	distal	Male
13618_15	positive	distal	Male
13620_10	negative	distal	Male
13622_16	NA	distal	Male
13625_19	NA	distal	Male
13631_1	positive	distal	Male
13632_10	negative	distal	Male
13634_209	positive	distal	Male
13645_14	positive	distal	Male
13650_11	positive	distal	Male
13653_335	positive	distal	Male
13654_1	NA	distal	Male
13657_2	negative	distal	Male
13658_31	positive	distal	Male
13659_36	positive	distal	Male
13665_35	positive	distal	Male
13671_40	negative	distal	Male
13672_3	positive	distal	Male
13673_21	negative	distal	Male
13676_46	negative	distal	Male
13681_173	positive	distal	Male
13686_2	negative	distal	Male
13689_2	positive	distal	Male
13691_10	negative	distal	Male
13692_154	positive	distal	Male
13698_28	positive	distal	Male
13700_10	positive	distal	Male
13711_10	positive	distal	Male
13713_164	NA	distal	Male
13717_15	positive	distal	Male
13719_19	negative	distal	Male
13724_27	positive	distal	Male
13726_4	NA	distal	Male
13727_44	NA	distal	Male
13728_19	NA	distal	Male
13729_26	positive	distal	Male
13738_8	negative	distal	Male
13744_37	negative	distal	Male
13929_27	positive	distal	Male
13930_3	positive	distal	Male
13931_22	NA	distal	Male
13932_45	positive	distal	Male
13933_276	negative	distal	Male
13936_24	NA	distal	Male
13941_82	positive	distal	Male
13942_140	positive	distal	Male
13944_3	positive	distal	Male
13947_371	positive	distal	Male
13948_50	NA	distal	Male
13954_9	NA	distal	Male
13955_33	negative	distal	Male
13959_7	positive	distal	Male
13960_15	positive	distal	Male
13961_18	negative	distal	Male
13963_7	NA	distal	Male
13966_30	positive	distal	Male
13969_24	NA	distal	Male
13972_4	negative	distal	Male
13975_56	NA	distal	Male
13976_9	negative	distal	Male
13977_28	positive	distal	Male
13982_33	negative	distal	Male
13984_23	positive	distal	Male
13986_6	negative	distal	Male
13991_47	NA	distal	Male
13992_12	NA	distal	Male
13993_20	negative	distal	Male
13994_1	positive	distal	Male
13998_26	negative	distal	Male
14002_18	positive	distal	Male
14006_36	negative	distal	Male
14007_22	negative	distal	Male
14009_65	negative	distal	Male
14012_17	negative	distal	Male
14013_11	NA	distal	Male
14025_18	positive	distal	Male
14026_24	positive	distal	Male
14028_22	positive	distal	Male
14039_33	NA	distal	Male
14043_12	positive	distal	Male
14045_12	positive	distal	Male
14054_17	positive	distal	Male
14060_67	positive	distal	Male
14061_48	positive	distal	Male
14063_17	NA	distal	Male
14070_56	negative	distal	Male
14079_14	positive	distal	Male
14082_56	negative	distal	Male
14090_23	NA	distal	Male
14091_42	negative	distal	Male
14094_29	negative	distal	Male
14101_2	positive	distal	Male
14107_1	negative	distal	Male
14111_15	NA	distal	Male
14112_40	positive	distal	Male
14115_34	NA	distal	Male
14116_129	negative	distal	Male
14120_2	positive	distal	Male
14121_24	positive	distal	Male
14122_132	positive	distal	Male
14123_34	positive	distal	Male
14128_121	positive	distal	Male
14131_37	negative	distal	Male
14132_21	NA	distal	Male
14133_93	positive	distal	Male
14134_49	negative	distal	Male
14135_3	positive	distal	Male
14143_8	negative	distal	Male
14144_3	negative	distal	Male
14146_92	NA	distal	Male
14149_9	positive	distal	Male
14151_4	negative	distal	Male
14153_8	positive	distal	Male
14157_21	NA	distal	Male
14158_17	positive	distal	Male
14175_78	negative	distal	Male
14192_31	NA	distal	Male
14197_2	positive	distal	Male
14203_3	negative	distal	Male
14204_55	positive	distal	Male
14205_6	NA	distal	Male
14206_28	positive	distal	Male
14208_3	positive	distal	Male
14216_35	positive	distal	Male
14226_120	positive	distal	Male
14227_21	positive	distal	Male
14229_5	positive	distal	Male
14245_195	positive	distal	Male
14249_68	NA	distal	Male
14254_27	positive	distal	Male
14268_4	positive	distal	Male
14271_23	positive	distal	Male
14273_19	negative	distal	Male
14283_12	NA	distal	Male
14284_23	NA	distal	Male
14286_2	positive	distal	Male
14291_53	NA	distal	Male
14294_61	negative	distal	Male
14309_8	positive	distal	Male
14314_6	positive	distal	Male
14318_1	negative	distal	Male
14329_4	NA	distal	Male
14331_262	positive	distal	Male
14332_3	NA	distal	Male
14334_3	positive	distal	Male
14337_1	positive	distal	Male
14341_8	positive	distal	Male
14614_41	negative	distal	Male
14615_46	NA	distal	Male
14616_16	NA	distal	Male
14624_51	NA	distal	Male
14631_22	positive	distal	Male
14633_26	positive	distal	Male
14636_25	negative	distal	Male
14645_253	positive	distal	Male
14662_6	positive	distal	Male
14663_44	positive	distal	Male
14670_1	positive	distal	Male
14684_17	positive	distal	Male
14685_17	positive	distal	Male
14687_6	positive	distal	Male
14688_6	NA	distal	Male
14689_3	negative	distal	Male
14692_3	positive	distal	Male
14705_1	NA	distal	Male
15297_3	positive	distal	Male
15298_199	NA	distal	Male
15299_102	NA	distal	Male
15300_66	NA	distal	Male
15303_63	NA	distal	Male
15304_1	negative	distal	Male
15305_7	positive	distal	Male
15306_20	positive	distal	Male
15310_61	positive	distal	Male
15312_14	NA	distal	Male
15313_28	positive	distal	Male
15315_64	positive	distal	Male
15316_262	negative	distal	Male
15319_226	NA	distal	Male
15321_8	NA	distal	Male
15322_35	negative	distal	Male
15326_64	negative	distal	Male
15329_167	NA	distal	Male
15331_47	positive	distal	Male
15333_11	positive	distal	Male
15343_337	positive	distal	Male
15346_31	positive	distal	Male
15358_28	positive	distal	Male
15361_37	positive	distal	Male
15363_32	negative	distal	Male
15367_38	negative	distal	Male
15368_3	positive	distal	Male
15372_43	NA	distal	Male
15374_15	positive	distal	Male
15375_49	positive	distal	Male
15376_134	negative	distal	Male
15381_45	NA	distal	Male
15384_15	negative	distal	Male
15387_44	positive	distal	Male
15388_24	negative	distal	Male
15389_1	NA	distal	Male
15390_3	positive	distal	Male
15395_15	positive	distal	Male
15402_2	NA	distal	Male
15405_23	NA	distal	Male
15414_316	negative	distal	Male
15419_15	positive	distal	Male
15422_12	NA	distal	Male
15426_5	negative	distal	Male
15427_35	negative	distal	Male
15430_165	positive	distal	Male
15431_31	positive	distal	Male
15441_6	negative	distal	Male
15446_25	positive	distal	Male
15448_47	NA	distal	Male
15453_3	positive	distal	Male
15455_40	negative	distal	Male
15457_14	NA	distal	Male
15460_9	NA	distal	Male
15466_30	positive	distal	Male
15470_11	negative	distal	Male
15472_16	positive	distal	Male
15475_4	positive	distal	Male
15476_6	negative	distal	Male
15480_2	negative	distal	Male
15481_45	positive	distal	Male
15482_12	NA	distal	Male
15486_126	positive	distal	Male
15495_9	negative	distal	Male
15497_9	positive	distal	Male
15499_11	negative	distal	Male
15503_15	positive	distal	Male
15511_37	negative	distal	Male
15513_108	negative	distal	Male
15514_26	positive	distal	Male
15515_2	positive	distal	Male
15516_12	negative	distal	Male
15521_4	negative	distal	Male
15522_2	positive	distal	Male
15523_9	negative	distal	Male
15525_294	negative	distal	Male
15530_33	negative	distal	Male
15533_97	negative	distal	Male
15535_3	negative	distal	Male
15540_6	positive	distal	Male
15542_19	negative	distal	Male
15553_22	positive	distal	Male
15556_49	negative	distal	Male
15558_63	positive	distal	Male
15559_5	positive	distal	Male
15565_102	negative	distal	Male
15567_2	NA	distal	Male
15570_99	negative	distal	Male
15574_37	NA	distal	Male
15579_26	positive	distal	Male
15580_2	positive	distal	Male
15583_18	negative	distal	Male
15585_304	positive	distal	Male
15591_28	NA	distal	Male
15594_47	positive	distal	Male
15596_7	NA	distal	Male
15603_20	NA	distal	Male
15604_18	positive	distal	Male
15606_19	positive	distal	Male
15607_56	positive	distal	Male
15610_72	positive	distal	Male
15613_16	negative	distal	Male
15614_168	positive	distal	Male
15620_4	positive	distal	Male
15622_13	negative	distal	Male
15627_83	NA	distal	Male
15633_6	positive	distal	Male
15635_4	positive	distal	Male
15637_38	NA	distal	Male
15640_54	NA	distal	Male
15641_20	negative	distal	Male
15666_21	NA	distal	Male
15667_39	positive	distal	Male
15668_19	positive	distal	Male
15674_3	positive	distal	Male
15675_3	positive	distal	Male
15678_71	positive	distal	Male
15686_49	negative	distal	Male
15688_30	positive	distal	Male
15692_300	positive	distal	Male
15698_6	positive	distal	Male
16015_19	positive	distal	Male
16021_30	positive	distal	Male
16057_6	positive	distal	Male
16060_99	positive	distal	Male
16070_7	positive	distal	Male
16074_12	negative	distal	Male
16079_2	negative	distal	Male
16081_38	positive	distal	Male
16288_17	negative	distal	Male
16293_1	negative	distal	Male
16296_43	positive	distal	Male
16297_14	NA	distal	Male
16298_84	NA	distal	Male
16299_13	positive	distal	Male
16304_6	positive	distal	Male
16305_10	negative	distal	Male
16308_14	NA	distal	Male
16309_30	positive	distal	Male
16315_105	negative	distal	Male
16317_20	negative	distal	Male
16324_38	positive	distal	Male
16536_3	NA	distal	Male
16551_14	positive	distal	Male
16561_9	positive	distal	Male
16583_8	negative	distal	Male
16585_16	positive	distal	Male
16587_1	positive	distal	Male
16588_10	negative	distal	Male
16591_71	positive	distal	Male
16593_3	positive	distal	Male
16594_44	positive	distal	Male
16596_25	positive	distal	Male
