sequence_id	direction_group	outcome	group
10000_28	negative	distal	Female
10008_43	positive	distal	Female
10011_65	negative	distal	Female
10012_5	negative	distal	Female
10014_31	negative	distal	Female
10015_119	NA	distal	Female
10023_32	negative	distal	Female
10024_44	negative	distal	Female
10036_201	positive	distal	Female
10037_98	negative	distal	Female
10042_8	NA	distal	Female
10044_12	negative	distal	Female
10046_55	negative	distal	Female
10047_12	positive	distal	Female
10053_5	NA	distal	Female
10056_5	negative	distal	Female
10063_10	NA	distal	Female
10073_22	negative	distal	Female
10074_128	NA	distal	Female
10075_75	positive	distal	Female
10078_5	NA	distal	Female
10080_9	NA	distal	Female
10081_17	negative	distal	Female
10082_251	positive	distal	Female
10085_25	negative	distal	Female
10089_7	positive	distal	Female
10342_55	NA	distal	Female
10344_334	negative	distal	Female
10346_5	negative	distal	Female
10356_21	negative	distal	Female
10361_25	NA	distal	Female
10362_35	NA	distal	Female
10364_6	NA	distal	Female
10366_11	positive	distal	Female
10372_18	positive	distal	Female
10390_21	positive	distal	Female
10418_36	positive	distal	Female
10419_1	negative	distal	Female
10425_3	NA	distal	Female
10426_21	negative	distal	Female
10430_31	negative	distal	Female
10435_2	positive	distal	Female
10440_26	positive	distal	Female
10442_1	negative	distal	Female
10445_20	negative	distal	Female
10447_18	NA	distal	Female
10449_31	negative	distal	Female
10451_11	negative	distal	Female
10453_7	negative	distal	Female
10454_99	NA	distal	Female
10455_196	negative	distal	Female
10462_14	NA	distal	Female
10490_3	NA	distal	Female
10499_1	negative	distal	Female
10506_53	NA	distal	Female
10507_166	negative	distal	Female
10510_62	NA	distal	Female
10521_10	positive	distal	Female
10527_22	negative	distal	Female
10530_8	negative	distal	Female
10531_18	NA	distal	Female
10534_40	NA	distal	Female
10539_30	negative	distal	Female
10546_2	negative	distal	Female
10550_37	negative	distal	Female
10551_7	positive	distal	Female
10553_8	NA	distal	Female
10561_5	negative	distal	Female
10562_42	NA	distal	Female
10563_13	NA	distal	Female
10565_19	positive	distal	Female
10572_65	positive	distal	Female
10574_10	negative	distal	Female
10580_14	NA	distal	Female
10582_36	negative	distal	Female
10600_24	positive	distal	Female
10603_1	positive	distal	Female
10605_22	negative	distal	Female
10606_34	negative	distal	Female
10608_9	positive	distal	Female
10612_18	negative	distal	Female
10613_33	negative	distal	Female
10618_190	NA	distal	Female
10620_21	negative	distal	Female
10621_26	negative	distal	Female
10623_19	NA	distal	Female
10627_87	positive	distal	Female
10630_5	positive	distal	Female
10637_50	NA	distal	Female
10638_1	NA	distal	Female
10643_16	negative	distal	Female
10666_7	positive	distal	Female
10667_78	negative	distal	Female
10668_5	NA	distal	Female
10672_75	positive	distal	Female
10675_223	negative	distal	Female
10677_9	negative	distal	Female
10693_43	positive	distal	Female
10695_12	NA	distal	Female
10700_10	NA	distal	Female
10702_1	negative	distal	Female
10703_203	negative	distal	Female
10704_91	NA	distal	Female
10708_3	negative	distal	Female
10710_23	NA	distal	Female
10713_151	NA	distal	Female
10716_35	negative	distal	Female
10722_13	NA	distal	Female
10731_10	negative	distal	Female
10734_339	negative	distal	Female
10737_96	NA	distal	Female
10748_216	negative	distal	Female
10752_8	negative	distal	Female
10753_31	negative	distal	Female
10758_2	positive	distal	Female
10760_107	positive	distal	Female
10761_5	NA	distal	Female
10762_2	positive	distal	Female
10767_52	negative	distal	Female
10772_21	negative	distal	Female
10781_19	negative	distal	Female
10785_8	NA	distal	Female
10798_4	NA	distal	Female
10814_7	negative	distal	Female
10815_2	positive	distal	Female
10816_150	negative	distal	Female
10817_26	negative	distal	Female
10818_36	positive	distal	Female
10832_24	positive	distal	Female
10833_64	positive	distal	Female
10842_7	positive	distal	Female
10847_1	negative	distal	Female
10852_114	positive	distal	Female
10866_60	positive	distal	Female
10882_12	negative	distal	Female
10889_2	positive	distal	Female
10890_135	negative	distal	Female
10892_8	negative	distal	Female
10895_28	negative	distal	Female
10900_272	positive	distal	Female
10902_53	positive	distal	Female
10903_50	positive	distal	Female
10908_2	positive	distal	Female
