sequence_id	direction_group	outcome	group
10003_15	positive	colon	Sex-combined
10008_43	positive	colon	Sex-combined
10015_119	NA	colon	Sex-combined
10023_32	positive	colon	Sex-combined
10036_201	positive	colon	Sex-combined
10037_98	negative	colon	Sex-combined
10041_3	positive	colon	Sex-combined
10042_8	NA	colon	Sex-combined
10044_12	positive	colon	Sex-combined
10046_55	negative	colon	Sex-combined
10047_12	negative	colon	Sex-combined
10053_5	NA	colon	Sex-combined
10056_5	positive	colon	Sex-combined
10063_10	NA	colon	Sex-combined
10073_22	negative	colon	Sex-combined
10074_128	NA	colon	Sex-combined
10075_75	positive	colon	Sex-combined
10078_5	NA	colon	Sex-combined
10080_9	NA	colon	Sex-combined
10082_251	positive	colon	Sex-combined
10339_48	negative	colon	Sex-combined
10342_55	NA	colon	Sex-combined
10344_334	positive	colon	Sex-combined
10346_5	negative	colon	Sex-combined
10361_25	NA	colon	Sex-combined
10362_35	NA	colon	Sex-combined
10363_13	negative	colon	Sex-combined
10364_6	NA	colon	Sex-combined
10366_11	negative	colon	Sex-combined
10372_18	positive	colon	Sex-combined
10391_1	negative	colon	Sex-combined
10418_36	positive	colon	Sex-combined
10424_31	positive	colon	Sex-combined
10425_3	NA	colon	Sex-combined
10426_21	positive	colon	Sex-combined
10430_31	positive	colon	Sex-combined
10435_2	positive	colon	Sex-combined
10447_18	NA	colon	Sex-combined
10449_31	positive	colon	Sex-combined
10454_99	NA	colon	Sex-combined
10455_196	positive	colon	Sex-combined
10462_14	NA	colon	Sex-combined
10464_6	positive	colon	Sex-combined
10490_3	NA	colon	Sex-combined
10499_1	negative	colon	Sex-combined
10506_53	NA	colon	Sex-combined
10510_62	NA	colon	Sex-combined
10511_10	negative	colon	Sex-combined
10512_13	negative	colon	Sex-combined
10514_5	negative	colon	Sex-combined
10527_22	positive	colon	Sex-combined
10531_18	NA	colon	Sex-combined
10534_40	NA	colon	Sex-combined
10546_2	negative	colon	Sex-combined
10551_7	positive	colon	Sex-combined
10552_88	negative	colon	Sex-combined
10553_8	NA	colon	Sex-combined
10557_6	positive	colon	Sex-combined
10558_26	positive	colon	Sex-combined
10561_5	positive	colon	Sex-combined
10562_42	NA	colon	Sex-combined
10563_13	NA	colon	Sex-combined
10565_19	negative	colon	Sex-combined
10569_28	positive	colon	Sex-combined
10572_65	positive	colon	Sex-combined
10580_14	NA	colon	Sex-combined
10582_36	positive	colon	Sex-combined
10600_24	negative	colon	Sex-combined
10605_22	positive	colon	Sex-combined
10606_34	negative	colon	Sex-combined
10608_9	positive	colon	Sex-combined
10612_18	negative	colon	Sex-combined
10618_190	NA	colon	Sex-combined
10620_21	negative	colon	Sex-combined
10621_26	negative	colon	Sex-combined
10623_19	NA	colon	Sex-combined
10627_87	positive	colon	Sex-combined
10637_50	NA	colon	Sex-combined
10638_1	NA	colon	Sex-combined
10643_16	positive	colon	Sex-combined
10667_78	negative	colon	Sex-combined
10668_5	NA	colon	Sex-combined
10672_75	positive	colon	Sex-combined
10675_223	positive	colon	Sex-combined
10677_9	positive	colon	Sex-combined
10695_12	NA	colon	Sex-combined
10700_10	NA	colon	Sex-combined
10704_91	NA	colon	Sex-combined
10708_3	negative	colon	Sex-combined
10710_23	NA	colon	Sex-combined
10713_151	NA	colon	Sex-combined
10714_7	negative	colon	Sex-combined
10722_13	NA	colon	Sex-combined
10737_96	NA	colon	Sex-combined
10752_8	positive	colon	Sex-combined
10753_31	positive	colon	Sex-combined
10754_113	negative	colon	Sex-combined
10760_107	positive	colon	Sex-combined
10761_5	NA	colon	Sex-combined
10762_2	positive	colon	Sex-combined
10767_52	negative	colon	Sex-combined
10772_21	negative	colon	Sex-combined
10781_19	negative	colon	Sex-combined
10785_8	NA	colon	Sex-combined
10798_4	NA	colon	Sex-combined
10800_15	positive	colon	Sex-combined
10814_7	positive	colon	Sex-combined
10815_2	positive	colon	Sex-combined
10816_150	negative	colon	Sex-combined
10817_26	positive	colon	Sex-combined
10818_36	positive	colon	Sex-combined
10825_12	negative	colon	Sex-combined
10832_24	positive	colon	Sex-combined
10833_64	positive	colon	Sex-combined
10835_25	positive	colon	Sex-combined
10842_7	positive	colon	Sex-combined
10852_114	positive	colon	Sex-combined
10882_12	negative	colon	Sex-combined
10885_36	positive	colon	Sex-combined
10890_135	negative	colon	Sex-combined
10892_8	negative	colon	Sex-combined
10902_53	positive	colon	Sex-combined
10907_116	negative	colon	Sex-combined
10916_44	positive	colon	Sex-combined
10924_258	negative	colon	Sex-combined
10938_13	negative	colon	Sex-combined
10940_25	positive	colon	Sex-combined
10948_14	negative	colon	Sex-combined
10953_14	negative	colon	Sex-combined
10956_82	NA	colon	Sex-combined
10961_15	negative	colon	Sex-combined
10974_20	negative	colon	Sex-combined
10977_55	positive	colon	Sex-combined
10981_56	NA	colon	Sex-combined
11067_13	NA	colon	Sex-combined
11071_1	NA	colon	Sex-combined
11096_57	negative	colon	Sex-combined
11107_25	NA	colon	Sex-combined
11110_4	negative	colon	Sex-combined
11112_18	NA	colon	Sex-combined
11118_107	positive	colon	Sex-combined
11120_49	negative	colon	Sex-combined
11122_97	NA	colon	Sex-combined
11126_102	NA	colon	Sex-combined
11128_29	positive	colon	Sex-combined
11130_158	negative	colon	Sex-combined
11134_30	positive	colon	Sex-combined
11135_5	NA	colon	Sex-combined
11143_32	positive	colon	Sex-combined
11144_10	NA	colon	Sex-combined
11145_72	negative	colon	Sex-combined
11146_4	NA	colon	Sex-combined
11147_17	NA	colon	Sex-combined
11149_3	NA	colon	Sex-combined
11152_46	positive	colon	Sex-combined
11154_3	NA	colon	Sex-combined
11155_16	NA	colon	Sex-combined
11161_5	negative	colon	Sex-combined
11163_7	NA	colon	Sex-combined
11167_6	positive	colon	Sex-combined
11168_3	NA	colon	Sex-combined
11174_8	NA	colon	Sex-combined
11177_16	negative	colon	Sex-combined
11179_7	NA	colon	Sex-combined
11201_19	NA	colon	Sex-combined
11205_10	NA	colon	Sex-combined
11208_15	negative	colon	Sex-combined
11211_7	positive	colon	Sex-combined
11212_7	negative	colon	Sex-combined
11214_40	negative	colon	Sex-combined
11218_84	negative	colon	Sex-combined
11219_95	negative	colon	Sex-combined
11226_16	positive	colon	Sex-combined
11228_37	negative	colon	Sex-combined
11237_49	positive	colon	Sex-combined
11239_49	positive	colon	Sex-combined
11241_8	negative	colon	Sex-combined
11242_33	NA	colon	Sex-combined
11248_43	positive	colon	Sex-combined
11257_1	positive	colon	Sex-combined
11258_41	negative	colon	Sex-combined
11260_47	negative	colon	Sex-combined
