sequence_id	direction_group	outcome	group
12504_26	negative	distal	Sex-combined
12508_9	positive	distal	Sex-combined
12513_8	NA	distal	Sex-combined
12515_45	negative	distal	Sex-combined
12516_13	negative	distal	Sex-combined
12522_6	negative	distal	Sex-combined
12524_18	positive	distal	Sex-combined
12527_50	negative	distal	Sex-combined
12528_40	negative	distal	Sex-combined
12530_14	positive	distal	Sex-combined
12533_135	negative	distal	Sex-combined
12537_88	negative	distal	Sex-combined
12538_19	NA	distal	Sex-combined
12540_25	negative	distal	Sex-combined
12549_33	negative	distal	Sex-combined
12553_5	NA	distal	Sex-combined
12554_10	negative	distal	Sex-combined
12556_7	NA	distal	Sex-combined
12560_9	negative	distal	Sex-combined
12563_2	NA	distal	Sex-combined
12569_25	NA	distal	Sex-combined
12571_14	negative	distal	Sex-combined
12572_236	positive	distal	Sex-combined
12573_80	positive	distal	Sex-combined
12575_30	positive	distal	Sex-combined
12577_100	NA	distal	Sex-combined
12580_7	positive	distal	Sex-combined
12583_77	NA	distal	Sex-combined
12591_27	NA	distal	Sex-combined
12593_33	positive	distal	Sex-combined
12594_5	negative	distal	Sex-combined
12603_87	positive	distal	Sex-combined
12604_16	negative	distal	Sex-combined
12605_1	positive	distal	Sex-combined
12620_3	positive	distal	Sex-combined
12621_55	negative	distal	Sex-combined
12623_84	negative	distal	Sex-combined
12632_14	negative	distal	Sex-combined
12635_9	positive	distal	Sex-combined
12636_113	NA	distal	Sex-combined
12637_7	NA	distal	Sex-combined
12641_3	negative	distal	Sex-combined
12647_52	NA	distal	Sex-combined
12650_43	negative	distal	Sex-combined
12652_37	NA	distal	Sex-combined
12653_13	positive	distal	Sex-combined
12658_72	negative	distal	Sex-combined
12659_13	NA	distal	Sex-combined
12661_44	NA	distal	Sex-combined
12662_82	NA	distal	Sex-combined
12663_1	negative	distal	Sex-combined
12664_19	NA	distal	Sex-combined
12667_2	negative	distal	Sex-combined
12668_7	negative	distal	Sex-combined
12669_30	NA	distal	Sex-combined
12675_14	positive	distal	Sex-combined
12682_5	positive	distal	Sex-combined
12683_156	NA	distal	Sex-combined
12684_5	NA	distal	Sex-combined
12685_57	positive	distal	Sex-combined
12686_15	NA	distal	Sex-combined
12688_115	negative	distal	Sex-combined
12689_56	NA	distal	Sex-combined
12690_33	positive	distal	Sex-combined
12692_56	NA	distal	Sex-combined
12693_2	negative	distal	Sex-combined
12696_166	NA	distal	Sex-combined
12698_72	NA	distal	Sex-combined
12700_9	NA	distal	Sex-combined
12701_1	positive	distal	Sex-combined
12704_26	positive	distal	Sex-combined
12705_9	NA	distal	Sex-combined
12706_2	negative	distal	Sex-combined
12708_91	negative	distal	Sex-combined
12711_19	NA	distal	Sex-combined
12712_9	NA	distal	Sex-combined
12715_30	negative	distal	Sex-combined
12716_3	negative	distal	Sex-combined
12718_43	NA	distal	Sex-combined
12721_4	NA	distal	Sex-combined
12724_81	positive	distal	Sex-combined
12729_12	NA	distal	Sex-combined
12731_12	positive	distal	Sex-combined
12734_112	NA	distal	Sex-combined
12735_39	NA	distal	Sex-combined
12738_43	negative	distal	Sex-combined
12740_55	positive	distal	Sex-combined
12743_18	NA	distal	Sex-combined
12746_4	negative	distal	Sex-combined
12750_9	negative	distal	Sex-combined
12760_34	negative	distal	Sex-combined
12761_12	NA	distal	Sex-combined
12764_3	negative	distal	Sex-combined
12768_3	negative	distal	Sex-combined
12779_30	NA	distal	Sex-combined
12781_2	NA	distal	Sex-combined
12784_10	NA	distal	Sex-combined
12793_4	NA	distal	Sex-combined
12795_2	NA	distal	Sex-combined
12798_46	NA	distal	Sex-combined
12799_65	NA	distal	Sex-combined
12800_5	negative	distal	Sex-combined
12801_33	NA	distal	Sex-combined
12807_89	NA	distal	Sex-combined
12808_103	NA	distal	Sex-combined
12811_55	NA	distal	Sex-combined
12812_25	positive	distal	Sex-combined
12813_18	positive	distal	Sex-combined
12817_1	positive	distal	Sex-combined
12818_159	negative	distal	Sex-combined
12820_1	negative	distal	Sex-combined
12821_6	NA	distal	Sex-combined
12826_5	positive	distal	Sex-combined
12831_21	negative	distal	Sex-combined
12842_43	NA	distal	Sex-combined
12844_10	NA	distal	Sex-combined
12848_9	NA	distal	Sex-combined
12851_5	negative	distal	Sex-combined
12855_16	positive	distal	Sex-combined
12859_33	positive	distal	Sex-combined
12862_14	negative	distal	Sex-combined
12867_40	NA	distal	Sex-combined
12873_11	NA	distal	Sex-combined
12892_10	positive	distal	Sex-combined
12904_180	NA	distal	Sex-combined
12923_51	negative	distal	Sex-combined
12931_16	NA	distal	Sex-combined
12934_1	positive	distal	Sex-combined
12945_33	negative	distal	Sex-combined
12956_40	positive	distal	Sex-combined
12957_62	NA	distal	Sex-combined
12960_9	negative	distal	Sex-combined
12970_35	negative	distal	Sex-combined
12990_39	NA	distal	Sex-combined
12991_49	negative	distal	Sex-combined
12993_21	negative	distal	Sex-combined
13011_20	negative	distal	Sex-combined
13013_41	negative	distal	Sex-combined
13025_4	negative	distal	Sex-combined
13027_20	NA	distal	Sex-combined
13039_1	negative	distal	Sex-combined
13041_47	NA	distal	Sex-combined
13042_7	negative	distal	Sex-combined
13062_4	NA	distal	Sex-combined
13076_4	negative	distal	Sex-combined
13085_18	NA	distal	Sex-combined
13088_397	negative	distal	Sex-combined
13090_17	negative	distal	Sex-combined
13093_6	negative	distal	Sex-combined
13094_75	positive	distal	Sex-combined
13098_93	positive	distal	Sex-combined
13101_60	NA	distal	Sex-combined
13102_1	positive	distal	Sex-combined
13105_7	negative	distal	Sex-combined
13107_9	negative	distal	Sex-combined
13111_79	negative	distal	Sex-combined
13113_7	positive	distal	Sex-combined
13118_5	positive	distal	Sex-combined
13122_19	positive	distal	Sex-combined
13123_3	negative	distal	Sex-combined
13124_20	negative	distal	Sex-combined
13125_45	positive	distal	Sex-combined
13130_150	NA	distal	Sex-combined
13132_14	negative	distal	Sex-combined
13229_20	positive	distal	Sex-combined
13268_45	positive	distal	Sex-combined
13377_3	negative	distal	Sex-combined
13381_49	positive	distal	Sex-combined
13384_110	NA	distal	Sex-combined
13386_248	negative	distal	Sex-combined
13387_55	negative	distal	Sex-combined
13388_57	negative	distal	Sex-combined
13392_13	negative	distal	Sex-combined
13397_88	positive	distal	Sex-combined
13405_61	positive	distal	Sex-combined
13412_5	NA	distal	Sex-combined
13422_66	positive	distal	Sex-combined
13429_3	negative	distal	Sex-combined
13430_50	NA	distal	Sex-combined
13431_74	NA	distal	Sex-combined
13434_172	NA	distal	Sex-combined
13436_54	NA	distal	Sex-combined
13438_115	positive	distal	Sex-combined
13441_30	negative	distal	Sex-combined
13447_42	negative	distal	Sex-combined
13449_25	NA	distal	Sex-combined
13450_49	negative	distal	Sex-combined
13451_2	NA	distal	Sex-combined
13453_2	negative	distal	Sex-combined
13465_5	positive	distal	Sex-combined
13468_5	NA	distal	Sex-combined
13472_35	negative	distal	Sex-combined
13473_55	negative	distal	Sex-combined
13474_40	NA	distal	Sex-combined
13476_16	NA	distal	Sex-combined
13481_24	NA	distal	Sex-combined
13485_20	negative	distal	Sex-combined
13488_3	negative	distal	Sex-combined
13490_1	negative	distal	Sex-combined
13492_44	NA	distal	Sex-combined
13497_34	positive	distal	Sex-combined
13498_1	negative	distal	Sex-combined
13502_2	negative	distal	Sex-combined
13503_19	NA	distal	Sex-combined
13509_5	NA	distal	Sex-combined
13512_28	NA	distal	Sex-combined
13513_174	NA	distal	Sex-combined
13515_8	positive	distal	Sex-combined
13516_46	positive	distal	Sex-combined
13519_112	negative	distal	Sex-combined
13525_17	negative	distal	Sex-combined
13529_39	negative	distal	Sex-combined
13530_5	NA	distal	Sex-combined
13532_25	NA	distal	Sex-combined
13534_20	negative	distal	Sex-combined
13535_2	positive	distal	Sex-combined
13539_131	negative	distal	Sex-combined
13544_9	NA	distal	Sex-combined
13545_97	negative	distal	Sex-combined
13547_5	NA	distal	Sex-combined
13548_53	negative	distal	Sex-combined
13549_15	negative	distal	Sex-combined
13552_7	positive	distal	Sex-combined
13554_78	negative	distal	Sex-combined
13557_3	negative	distal	Sex-combined
13561_5	NA	distal	Sex-combined
13563_259	NA	distal	Sex-combined
13565_2	positive	distal	Sex-combined
13566_2	positive	distal	Sex-combined
13573_5	NA	distal	Sex-combined
13575_40	positive	distal	Sex-combined
13587_10	positive	distal	Sex-combined
13588_11	NA	distal	Sex-combined
13589_10	negative	distal	Sex-combined
13590_1	negative	distal	Sex-combined
13594_158	NA	distal	Sex-combined
13595_20	negative	distal	Sex-combined
13596_3	negative	distal	Sex-combined
13610_9	negative	distal	Sex-combined
13612_7	NA	distal	Sex-combined
13613_23	negative	distal	Sex-combined
13614_6	positive	distal	Sex-combined
13618_15	negative	distal	Sex-combined
13620_10	negative	distal	Sex-combined
13622_16	NA	distal	Sex-combined
13625_19	NA	distal	Sex-combined
13628_58	negative	distal	Sex-combined
13631_1	negative	distal	Sex-combined
13632_10	negative	distal	Sex-combined
13634_209	positive	distal	Sex-combined
13639_101	positive	distal	Sex-combined
13650_11	positive	distal	Sex-combined
13652_2	positive	distal	Sex-combined
13654_1	NA	distal	Sex-combined
13659_36	positive	distal	Sex-combined
13671_40	negative	distal	Sex-combined
13673_21	negative	distal	Sex-combined
13676_46	negative	distal	Sex-combined
13686_2	negative	distal	Sex-combined
13692_154	positive	distal	Sex-combined
13698_28	negative	distal	Sex-combined
13711_10	negative	distal	Sex-combined
13713_164	NA	distal	Sex-combined
13719_19	negative	distal	Sex-combined
13726_4	NA	distal	Sex-combined
13727_44	NA	distal	Sex-combined
13728_19	NA	distal	Sex-combined
13733_5	positive	distal	Sex-combined
13738_8	negative	distal	Sex-combined
13744_37	negative	distal	Sex-combined
13926_1	positive	distal	Sex-combined
13929_27	positive	distal	Sex-combined
13930_3	positive	distal	Sex-combined
13931_22	NA	distal	Sex-combined
13934_3	negative	distal	Sex-combined
13936_24	NA	distal	Sex-combined
13943_38	positive	distal	Sex-combined
13947_371	positive	distal	Sex-combined
13948_50	NA	distal	Sex-combined
13950_9	positive	distal	Sex-combined
13954_9	NA	distal	Sex-combined
13955_33	negative	distal	Sex-combined
13959_7	positive	distal	Sex-combined
13960_15	negative	distal	Sex-combined
13961_18	negative	distal	Sex-combined
13963_7	NA	distal	Sex-combined
13969_24	NA	distal	Sex-combined
13975_56	NA	distal	Sex-combined
13976_9	negative	distal	Sex-combined
13982_33	negative	distal	Sex-combined
13983_27	positive	distal	Sex-combined
13984_23	negative	distal	Sex-combined
13986_6	negative	distal	Sex-combined
13991_47	NA	distal	Sex-combined
13992_12	NA	distal	Sex-combined
13993_20	negative	distal	Sex-combined
14006_36	negative	distal	Sex-combined
14007_22	negative	distal	Sex-combined
14008_22	positive	distal	Sex-combined
14011_17	positive	distal	Sex-combined
14013_11	NA	distal	Sex-combined
14028_22	negative	distal	Sex-combined
14039_33	NA	distal	Sex-combined
14045_12	negative	distal	Sex-combined
14063_17	NA	distal	Sex-combined
14067_6	positive	distal	Sex-combined
14082_56	negative	distal	Sex-combined
14088_38	negative	distal	Sex-combined
14090_23	NA	distal	Sex-combined
14100_63	negative	distal	Sex-combined
14101_2	positive	distal	Sex-combined
14107_1	negative	distal	Sex-combined
14111_15	NA	distal	Sex-combined
14112_40	negative	distal	Sex-combined
14115_34	NA	distal	Sex-combined
14116_129	negative	distal	Sex-combined
14123_34	negative	distal	Sex-combined
14132_21	NA	distal	Sex-combined
14133_93	positive	distal	Sex-combined
14134_49	negative	distal	Sex-combined
14136_234	positive	distal	Sex-combined
14143_8	negative	distal	Sex-combined
14144_3	negative	distal	Sex-combined
14146_92	NA	distal	Sex-combined
14151_4	negative	distal	Sex-combined
14156_33	negative	distal	Sex-combined
14157_21	NA	distal	Sex-combined
14158_17	positive	distal	Sex-combined
14192_31	NA	distal	Sex-combined
14197_2	negative	distal	Sex-combined
14203_3	negative	distal	Sex-combined
14204_55	positive	distal	Sex-combined
14205_6	NA	distal	Sex-combined
14206_28	negative	distal	Sex-combined
14208_3	negative	distal	Sex-combined
14216_35	negative	distal	Sex-combined
14226_120	negative	distal	Sex-combined
14227_21	positive	distal	Sex-combined
14249_68	NA	distal	Sex-combined
14254_27	positive	distal	Sex-combined
14260_112	negative	distal	Sex-combined
14268_4	positive	distal	Sex-combined
14273_19	negative	distal	Sex-combined
14283_12	NA	distal	Sex-combined
14284_23	NA	distal	Sex-combined
14291_53	NA	distal	Sex-combined
14294_61	negative	distal	Sex-combined
14309_8	positive	distal	Sex-combined
14318_1	negative	distal	Sex-combined
14326_4	positive	distal	Sex-combined
14329_4	NA	distal	Sex-combined
14332_3	NA	distal	Sex-combined
14334_3	negative	distal	Sex-combined
14337_1	positive	distal	Sex-combined
14341_8	positive	distal	Sex-combined
14599_18	negative	distal	Sex-combined
14614_41	negative	distal	Sex-combined
14615_46	NA	distal	Sex-combined
14616_16	NA	distal	Sex-combined
14619_8	negative	distal	Sex-combined
14623_26	positive	distal	Sex-combined
14624_51	NA	distal	Sex-combined
14631_22	negative	distal	Sex-combined
14634_13	positive	distal	Sex-combined
14636_25	negative	distal	Sex-combined
14663_44	positive	distal	Sex-combined
14685_17	positive	distal	Sex-combined
14687_6	negative	distal	Sex-combined
14688_6	NA	distal	Sex-combined
14689_3	negative	distal	Sex-combined
14705_1	NA	distal	Sex-combined
14711_27	negative	distal	Sex-combined
14713_46	negative	distal	Sex-combined
15298_199	NA	distal	Sex-combined
15299_102	NA	distal	Sex-combined
15300_66	NA	distal	Sex-combined
15303_63	NA	distal	Sex-combined
15304_1	negative	distal	Sex-combined
15308_108	negative	distal	Sex-combined
15310_61	negative	distal	Sex-combined
15312_14	NA	distal	Sex-combined
15316_262	negative	distal	Sex-combined
15319_226	NA	distal	Sex-combined
15321_8	NA	distal	Sex-combined
15322_35	negative	distal	Sex-combined
15326_64	negative	distal	Sex-combined
15329_167	NA	distal	Sex-combined
15331_47	positive	distal	Sex-combined
15333_11	positive	distal	Sex-combined
15336_7	negative	distal	Sex-combined
15346_31	negative	distal	Sex-combined
15364_101	negative	distal	Sex-combined
15367_38	negative	distal	Sex-combined
15368_3	positive	distal	Sex-combined
15372_43	NA	distal	Sex-combined
15374_15	negative	distal	Sex-combined
15375_49	positive	distal	Sex-combined
15376_134	negative	distal	Sex-combined
15381_45	NA	distal	Sex-combined
15383_200	positive	distal	Sex-combined
15384_15	negative	distal	Sex-combined
15386_7	positive	distal	Sex-combined
15389_1	NA	distal	Sex-combined
15390_3	negative	distal	Sex-combined
15391_114	negative	distal	Sex-combined
15395_15	positive	distal	Sex-combined
15402_2	NA	distal	Sex-combined
15405_23	NA	distal	Sex-combined
15419_15	negative	distal	Sex-combined
15422_12	NA	distal	Sex-combined
15427_35	negative	distal	Sex-combined
15430_165	negative	distal	Sex-combined
15431_31	positive	distal	Sex-combined
15432_1	positive	distal	Sex-combined
15435_4	negative	distal	Sex-combined
15437_11	negative	distal	Sex-combined
15440_57	negative	distal	Sex-combined
15441_6	negative	distal	Sex-combined
15444_45	negative	distal	Sex-combined
15446_25	positive	distal	Sex-combined
15448_47	NA	distal	Sex-combined
15453_3	positive	distal	Sex-combined
15455_40	negative	distal	Sex-combined
15457_14	NA	distal	Sex-combined
15460_9	NA	distal	Sex-combined
15466_30	positive	distal	Sex-combined
