sequence_id	direction_group	outcome	group
10695_12	NA	proximal	Male
10700_10	NA	proximal	Male
10702_1	positive	proximal	Male
10703_203	negative	proximal	Male
10704_91	NA	proximal	Male
10710_23	NA	proximal	Male
10713_151	NA	proximal	Male
10714_7	negative	proximal	Male
10722_13	NA	proximal	Male
10731_10	positive	proximal	Male
10734_339	negative	proximal	Male
10737_96	NA	proximal	Male
10748_216	negative	proximal	Male
10752_8	positive	proximal	Male
10753_31	positive	proximal	Male
10754_113	negative	proximal	Male
10760_107	positive	proximal	Male
10761_5	NA	proximal	Male
10772_21	negative	proximal	Male
10781_19	negative	proximal	Male
10785_8	NA	proximal	Male
10798_4	NA	proximal	Male
10800_15	positive	proximal	Male
10809_14	positive	proximal	Male
10814_7	negative	proximal	Male
10815_2	positive	proximal	Male
10816_150	negative	proximal	Male
10817_26	negative	proximal	Male
10825_12	negative	proximal	Male
10832_24	negative	proximal	Male
10833_64	positive	proximal	Male
10835_25	positive	proximal	Male
10842_7	positive	proximal	Male
10847_1	negative	proximal	Male
10848_137	negative	proximal	Male
10866_60	negative	proximal	Male
10880_38	positive	proximal	Male
10882_12	negative	proximal	Male
10889_2	negative	proximal	Male
10890_135	negative	proximal	Male
10892_8	negative	proximal	Male
10895_28	negative	proximal	Male
10902_53	positive	proximal	Male
10903_50	negative	proximal	Male
10907_116	negative	proximal	Male
10908_2	negative	proximal	Male
10910_6	negative	proximal	Male
10916_44	positive	proximal	Male
10924_258	negative	proximal	Male
10933_107	negative	proximal	Male
10938_13	negative	proximal	Male
10940_25	positive	proximal	Male
10945_11	negative	proximal	Male
10953_14	negative	proximal	Male
10955_4	negative	proximal	Male
10956_82	NA	proximal	Male
10959_125	negative	proximal	Male
10975_59	negative	proximal	Male
10977_55	positive	proximal	Male
10981_56	NA	proximal	Male
10990_21	positive	proximal	Male
11067_13	NA	proximal	Male
11071_1	NA	proximal	Male
11094_104	negative	proximal	Male
11107_25	NA	proximal	Male
11110_4	negative	proximal	Male
11112_18	NA	proximal	Male
11117_2	positive	proximal	Male
11118_107	negative	proximal	Male
11120_49	negative	proximal	Male
11122_97	NA	proximal	Male
11126_102	NA	proximal	Male
11129_66	negative	proximal	Male
11130_158	negative	proximal	Male
11134_30	positive	proximal	Male
11135_5	NA	proximal	Male
11137_43	negative	proximal	Male
11140_56	positive	proximal	Male
11143_32	negative	proximal	Male
11144_10	NA	proximal	Male
11145_72	negative	proximal	Male
11146_4	NA	proximal	Male
11147_17	NA	proximal	Male
11149_3	NA	proximal	Male
11154_3	NA	proximal	Male
11155_16	NA	proximal	Male
11158_40	negative	proximal	Male
11160_56	positive	proximal	Male
11161_5	negative	proximal	Male
11163_7	NA	proximal	Male
11164_7	negative	proximal	Male
11168_3	NA	proximal	Male
11174_8	NA	proximal	Male
11178_21	positive	proximal	Male
11179_7	NA	proximal	Male
11180_17	negative	proximal	Male
11185_145	negative	proximal	Male
11187_11	positive	proximal	Male
11198_37	negative	proximal	Male
11201_19	NA	proximal	Male
11205_10	NA	proximal	Male
11207_3	negative	proximal	Male
11212_7	positive	proximal	Male
11214_40	positive	proximal	Male
11218_84	negative	proximal	Male
11219_95	negative	proximal	Male
11226_16	negative	proximal	Male
11228_37	negative	proximal	Male
11239_49	positive	proximal	Male
11241_8	negative	proximal	Male
11242_33	NA	proximal	Male
11243_90	positive	proximal	Male
11247_20	negative	proximal	Male
11248_43	negative	proximal	Male
11254_13	negative	proximal	Male
11258_41	negative	proximal	Male
11260_47	negative	proximal	Male
11262_39	positive	proximal	Male
11265_8	NA	proximal	Male
11266_8	positive	proximal	Male
11270_17	NA	proximal	Male
11273_176	positive	proximal	Male
11275_94	negative	proximal	Male
11277_23	positive	proximal	Male
11278_4	positive	proximal	Male
11280_6	NA	proximal	Male
11281_6	negative	proximal	Male
11283_13	negative	proximal	Male
11284_24	NA	proximal	Male
11286_78	positive	proximal	Male
11287_14	positive	proximal	Male
11289_31	NA	proximal	Male
11292_13	negative	proximal	Male
11293_14	negative	proximal	Male
11300_32	positive	proximal	Male
11302_237	negative	proximal	Male
11307_33	negative	proximal	Male
11308_8	positive	proximal	Male
11312_40	negative	proximal	Male
11319_106	NA	proximal	Male
11320_29	positive	proximal	Male
11327_56	negative	proximal	Male
11336_9	NA	proximal	Male
11350_30	NA	proximal	Male
11351_233	negative	proximal	Male
11352_42	NA	proximal	Male
11354_21	NA	proximal	Male
11355_10	negative	proximal	Male
11358_15	negative	proximal	Male
11361_73	NA	proximal	Male
11369_23	positive	proximal	Male
11370_20	negative	proximal	Male
11372_2	negative	proximal	Male
11377_19	negative	proximal	Male
11378_37	NA	proximal	Male
11380_84	negative	proximal	Male
11383_41	negative	proximal	Male
11390_24	positive	proximal	Male
11391_69	positive	proximal	Male
11396_39	negative	proximal	Male
11401_181	negative	proximal	Male
11402_17	NA	proximal	Male
11405_150	negative	proximal	Male
11407_57	NA	proximal	Male
11421_10	positive	proximal	Male
11422_2	NA	proximal	Male
11424_4	positive	proximal	Male
11432_11	negative	proximal	Male
11433_11	negative	proximal	Male
11439_88	negative	proximal	Male
11440_58	negative	proximal	Male
11444_49	NA	proximal	Male
11454_87	negative	proximal	Male
11456_2	negative	proximal	Male
11457_53	positive	proximal	Male
11464_9	negative	proximal	Male
11468_15	positive	proximal	Male
11476_43	NA	proximal	Male
11486_26	NA	proximal	Male
11490_42	NA	proximal	Male
11510_31	positive	proximal	Male
11513_92	negative	proximal	Male
11514_196	negative	proximal	Male
11516_7	positive	proximal	Male
11531_24	negative	proximal	Male
11534_6	positive	proximal	Male
11536_9	negative	proximal	Male
11537_12	negative	proximal	Male
11539_4	negative	proximal	Male
11540_37	positive	proximal	Male
11542_11	positive	proximal	Male
11546_7	NA	proximal	Male
11547_84	positive	proximal	Male
11549_6	negative	proximal	Male
11551_16	negative	proximal	Male
11556_19	positive	proximal	Male
11557_3	negative	proximal	Male
11560_76	negative	proximal	Male
11563_51	negative	proximal	Male
11565_58	NA	proximal	Male
11567_23	NA	proximal	Male
11568_2	negative	proximal	Male
11570_94	negative	proximal	Male
11571_75	negative	proximal	Male
11572_4	NA	proximal	Male
11573_3	NA	proximal	Male
11587_5	negative	proximal	Male
11591_43	NA	proximal	Male
11592_1	negative	proximal	Male
11593_21	NA	proximal	Male
11601_26	negative	proximal	Male
11608_5	negative	proximal	Male
11615_16	negative	proximal	Male
11617_1	NA	proximal	Male
11636_33	NA	proximal	Male
11638_42	positive	proximal	Male
11643_73	positive	proximal	Male
11646_4	negative	proximal	Male
11647_6	negative	proximal	Male
11649_3	negative	proximal	Male
11654_77	NA	proximal	Male
11656_110	negative	proximal	Male
11657_86	NA	proximal	Male
11664_32	NA	proximal	Male
11666_72	negative	proximal	Male
11667_29	NA	proximal	Male
11671_19	NA	proximal	Male
11672_17	negative	proximal	Male
11678_105	negative	proximal	Male
11681_8	negative	proximal	Male
11682_7	negative	proximal	Male
11683_19	NA	proximal	Male
11696_7	positive	proximal	Male
11708_2	negative	proximal	Male
11716_28	NA	proximal	Male
11837_7	NA	proximal	Male
11872_9	positive	proximal	Male
11910_27	negative	proximal	Male
11952_1	negative	proximal	Male
11967_23	negative	proximal	Male
11988_24	negative	proximal	Male
11989_35	negative	proximal	Male
12001_7	negative	proximal	Male
12020_39	NA	proximal	Male
12022_12	negative	proximal	Male
12030_82	negative	proximal	Male
12033_3	negative	proximal	Male
12034_28	NA	proximal	Male
12041_33	positive	proximal	Male
12046_51	negative	proximal	Male
12329_21	negative	proximal	Male
12332_7	negative	proximal	Male
12333_87	negative	proximal	Male
12340_17	NA	proximal	Male
12343_14	NA	proximal	Male
12345_4	negative	proximal	Male
12347_29	positive	proximal	Male
12357_41	NA	proximal	Male
12370_30	positive	proximal	Male
12381_26	negative	proximal	Male
12382_2	negative	proximal	Male
12384_92	positive	proximal	Male
12385_4	positive	proximal	Male
12386_11	negative	proximal	Male
12389_4	negative	proximal	Male
12391_27	negative	proximal	Male
12396_19	positive	proximal	Male
12400_25	NA	proximal	Male
12401_3	negative	proximal	Male
12403_30	negative	proximal	Male
12408_333	negative	proximal	Male
12411_60	positive	proximal	Male
12415_122	negative	proximal	Male
12420_10	negative	proximal	Male
12423_38	NA	proximal	Male
12428_2	NA	proximal	Male
12430_78	NA	proximal	Male
12433_8	positive	proximal	Male
12436_84	positive	proximal	Male
12438_127	NA	proximal	Male
12439_67	NA	proximal	Male
12442_4	negative	proximal	Male
12444_39	NA	proximal	Male
12449_16	NA	proximal	Male
12456_5	negative	proximal	Male
12457_10	negative	proximal	Male
12459_13	positive	proximal	Male
12460_18	positive	proximal	Male
12461_8	positive	proximal	Male
12462_20	NA	proximal	Male
12473_48	negative	proximal	Male
12475_48	positive	proximal	Male
12478_15	NA	proximal	Male
12479_50	negative	proximal	Male
12480_9	negative	proximal	Male
12482_5	negative	proximal	Male
12484_67	negative	proximal	Male
12486_8	positive	proximal	Male
12494_99	negative	proximal	Male
12497_29	NA	proximal	Male
12498_12	negative	proximal	Male
12500_88	positive	proximal	Male
12501_10	positive	proximal	Male
12503_5	negative	proximal	Male
12504_26	negative	proximal	Male
12508_9	negative	proximal	Male
12509_115	positive	proximal	Male
12513_8	NA	proximal	Male
12514_16	positive	proximal	Male
12516_13	negative	proximal	Male
12517_52	positive	proximal	Male
12521_3	negative	proximal	Male
12524_18	negative	proximal	Male
12527_50	negative	proximal	Male
12528_40	negative	proximal	Male
12530_14	positive	proximal	Male
12533_135	negative	proximal	Male
12537_88	negative	proximal	Male
12538_19	NA	proximal	Male
12540_25	negative	proximal	Male
12551_3	positive	proximal	Male
12553_5	NA	proximal	Male
12554_10	negative	proximal	Male
12556_7	NA	proximal	Male
12558_3	positive	proximal	Male
12560_9	positive	proximal	Male
12562_1	positive	proximal	Male
12563_2	NA	proximal	Male
12569_25	NA	proximal	Male
12571_14	negative	proximal	Male
12572_236	positive	proximal	Male
12573_80	positive	proximal	Male
12577_100	NA	proximal	Male
12583_77	NA	proximal	Male
12585_39	negative	proximal	Male
12591_27	NA	proximal	Male
12593_33	negative	proximal	Male
12594_5	negative	proximal	Male
12603_87	negative	proximal	Male
12604_16	negative	proximal	Male
12605_1	positive	proximal	Male
12612_37	negative	proximal	Male
12616_45	positive	proximal	Male
12621_55	positive	proximal	Male
12623_84	negative	proximal	Male
12630_8	positive	proximal	Male
12632_14	negative	proximal	Male
12633_3	positive	proximal	Male
12635_9	positive	proximal	Male
12636_113	NA	proximal	Male
12637_7	NA	proximal	Male
12641_3	negative	proximal	Male
12647_52	NA	proximal	Male
12650_43	positive	proximal	Male
12652_37	NA	proximal	Male
12655_30	negative	proximal	Male
12656_1	positive	proximal	Male
12657_2	positive	proximal	Male
12659_13	NA	proximal	Male
12661_44	NA	proximal	Male
12662_82	NA	proximal	Male
12664_19	NA	proximal	Male
12667_2	negative	proximal	Male
12668_7	negative	proximal	Male
12669_30	NA	proximal	Male
12677_164	negative	proximal	Male
12683_156	NA	proximal	Male
12684_5	NA	proximal	Male
12685_57	negative	proximal	Male
12686_15	NA	proximal	Male
12687_2	negative	proximal	Male
12688_115	positive	proximal	Male
12689_56	NA	proximal	Male
12690_33	negative	proximal	Male
12692_56	NA	proximal	Male
12693_2	negative	proximal	Male
12696_166	NA	proximal	Male
12698_72	NA	proximal	Male
12700_9	NA	proximal	Male
12701_1	negative	proximal	Male
12702_13	negative	proximal	Male
12704_26	negative	proximal	Male
12705_9	NA	proximal	Male
12708_91	negative	proximal	Male
12709_63	negative	proximal	Male
12711_19	NA	proximal	Male
12712_9	NA	proximal	Male
12713_365	negative	proximal	Male
12714_38	negative	proximal	Male
12715_30	negative	proximal	Male
12716_3	negative	proximal	Male
12718_43	NA	proximal	Male
12720_71	negative	proximal	Male
12721_4	NA	proximal	Male
12724_81	negative	proximal	Male
12729_12	NA	proximal	Male
12731_12	positive	proximal	Male
12734_112	NA	proximal	Male
12735_39	NA	proximal	Male
12738_43	negative	proximal	Male
12743_18	NA	proximal	Male
12746_4	negative	proximal	Male
12747_89	negative	proximal	Male
12748_6	negative	proximal	Male
12750_9	negative	proximal	Male
12754_14	negative	proximal	Male
12760_34	negative	proximal	Male
12761_12	NA	proximal	Male
12764_3	negative	proximal	Male
12779_30	NA	proximal	Male
12781_2	NA	proximal	Male
12783_29	positive	proximal	Male
12784_10	NA	proximal	Male
12790_10	negative	proximal	Male
12793_4	NA	proximal	Male
12795_2	NA	proximal	Male
12798_46	NA	proximal	Male
12799_65	NA	proximal	Male
12801_33	NA	proximal	Male
12807_89	NA	proximal	Male
12808_103	NA	proximal	Male
12811_55	NA	proximal	Male
12813_18	positive	proximal	Male
12814_17	negative	proximal	Male
12820_1	negative	proximal	Male
12821_6	NA	proximal	Male
12826_5	positive	proximal	Male
12827_37	negative	proximal	Male
12842_43	NA	proximal	Male
12844_10	NA	proximal	Male
12845_18	negative	proximal	Male
12848_9	NA	proximal	Male
12855_16	negative	proximal	Male
12862_14	negative	proximal	Male
12864_9	negative	proximal	Male
12867_40	NA	proximal	Male
12869_68	negative	proximal	Male
12873_11	NA	proximal	Male
12892_10	positive	proximal	Male
12894_3	negative	proximal	Male
12895_28	positive	proximal	Male
12904_180	NA	proximal	Male
12923_51	negative	proximal	Male
12925_105	negative	proximal	Male
12931_16	NA	proximal	Male
12933_17	negative	proximal	Male
12934_1	positive	proximal	Male
12936_38	positive	proximal	Male
12939_1	negative	proximal	Male
12940_35	positive	proximal	Male
12945_33	negative	proximal	Male
12956_40	negative	proximal	Male
12957_62	NA	proximal	Male
12968_2	negative	proximal	Male
12970_35	negative	proximal	Male
12975_11	negative	proximal	Male
12976_49	negative	proximal	Male
12986_12	negative	proximal	Male
12990_39	NA	proximal	Male
12991_49	negative	proximal	Male
13007_66	negative	proximal	Male
13011_20	negative	proximal	Male
13013_41	negative	proximal	Male
13022_20	negative	proximal	Male
13025_4	negative	proximal	Male
13027_20	NA	proximal	Male
13032_1	negative	proximal	Male
13041_47	NA	proximal	Male
13044_5	negative	proximal	Male
13053_6	negative	proximal	Male
13055_53	negative	proximal	Male
13059_33	negative	proximal	Male
13062_4	NA	proximal	Male
13067_5	positive	proximal	Male
13068_139	negative	proximal	Male
13076_4	negative	proximal	Male
13082_9	negative	proximal	Male
13085_18	NA	proximal	Male
13088_397	negative	proximal	Male
13093_6	negative	proximal	Male
13094_75	positive	proximal	Male
13095_51	negative	proximal	Male
13097_11	negative	proximal	Male
13098_93	negative	proximal	Male
13101_60	NA	proximal	Male
13105_7	negative	proximal	Male
13111_79	negative	proximal	Male
13112_179	positive	proximal	Male
13113_7	negative	proximal	Male
13114_50	positive	proximal	Male
13116_25	positive	proximal	Male
13118_5	positive	proximal	Male
13119_26	negative	proximal	Male
13122_19	positive	proximal	Male
13123_3	positive	proximal	Male
13125_45	negative	proximal	Male
13126_52	positive	proximal	Male
13130_150	NA	proximal	Male
13131_5	negative	proximal	Male
13132_14	positive	proximal	Male
13133_73	positive	proximal	Male
13229_20	positive	proximal	Male
13231_90	positive	proximal	Male
13242_134	positive	proximal	Male
13374_4	negative	proximal	Male
13377_3	negative	proximal	Male
13384_110	NA	proximal	Male
13386_248	negative	proximal	Male
13387_55	negative	proximal	Male
13392_13	positive	proximal	Male
13397_88	negative	proximal	Male
13405_61	negative	proximal	Male
13412_5	NA	proximal	Male
13422_66	positive	proximal	Male
13423_94	positive	proximal	Male
13427_66	positive	proximal	Male
13429_3	negative	proximal	Male
13430_50	NA	proximal	Male
13431_74	NA	proximal	Male
13434_172	NA	proximal	Male
13436_54	NA	proximal	Male
13439_6	negative	proximal	Male
13447_42	negative	proximal	Male
13449_25	NA	proximal	Male
13451_2	NA	proximal	Male
13453_2	negative	proximal	Male
13463_1	negative	proximal	Male
13465_5	positive	proximal	Male
13468_5	NA	proximal	Male
13470_43	negative	proximal	Male
13473_55	negative	proximal	Male
13474_40	NA	proximal	Male
13476_16	NA	proximal	Male
13477_65	positive	proximal	Male
13481_24	NA	proximal	Male
13485_20	positive	proximal	Male
13488_3	negative	proximal	Male
13490_1	negative	proximal	Male
13491_40	negative	proximal	Male
13492_44	NA	proximal	Male
13495_48	positive	proximal	Male
13498_1	positive	proximal	Male
13499_30	negative	proximal	Male
13501_10	positive	proximal	Male
13502_2	negative	proximal	Male
13503_19	NA	proximal	Male
13506_10	negative	proximal	Male
13507_51	negative	proximal	Male
13509_5	NA	proximal	Male
13510_7	positive	proximal	Male
13512_28	NA	proximal	Male
13513_174	NA	proximal	Male
13514_121	positive	proximal	Male
13515_8	positive	proximal	Male
13516_46	negative	proximal	Male
13517_3	negative	proximal	Male
13518_5	positive	proximal	Male
13519_112	negative	proximal	Male
13525_17	negative	proximal	Male
13529_39	positive	proximal	Male
13530_5	NA	proximal	Male
13532_25	NA	proximal	Male
13535_2	negative	proximal	Male
13536_56	negative	proximal	Male
13539_131	negative	proximal	Male
13540_1	negative	proximal	Male
13541_1	negative	proximal	Male
13544_9	NA	proximal	Male
13545_97	negative	proximal	Male
13547_5	NA	proximal	Male
13548_53	negative	proximal	Male
13549_15	negative	proximal	Male
13554_78	negative	proximal	Male
13557_3	negative	proximal	Male
13561_5	NA	proximal	Male
13563_259	NA	proximal	Male
13565_2	positive	proximal	Male
13566_2	negative	proximal	Male
13570_43	negative	proximal	Male
13572_43	negative	proximal	Male
13573_5	NA	proximal	Male
13574_50	negative	proximal	Male
13587_10	positive	proximal	Male
13588_11	NA	proximal	Male
13589_10	positive	proximal	Male
13594_158	NA	proximal	Male
13595_20	positive	proximal	Male
13596_3	negative	proximal	Male
13597_20	negative	proximal	Male
13604_27	negative	proximal	Male
13605_16	negative	proximal	Male
13612_7	NA	proximal	Male
13613_23	negative	proximal	Male
13614_6	negative	proximal	Male
13618_15	negative	proximal	Male
13621_31	negative	proximal	Male
13622_16	NA	proximal	Male
13625_19	NA	proximal	Male
13628_58	positive	proximal	Male
13631_1	negative	proximal	Male
13634_209	positive	proximal	Male
13645_14	negative	proximal	Male
13650_11	positive	proximal	Male
13652_2	negative	proximal	Male
13654_1	NA	proximal	Male
13658_31	negative	proximal	Male
13659_36	positive	proximal	Male
13665_35	negative	proximal	Male
13671_40	negative	proximal	Male
13673_21	positive	proximal	Male
13681_173	negative	proximal	Male
13686_2	positive	proximal	Male
13691_10	positive	proximal	Male
13692_154	positive	proximal	Male
13698_28	negative	proximal	Male
13700_10	positive	proximal	Male
13711_10	negative	proximal	Male
13713_164	NA	proximal	Male
13724_27	negative	proximal	Male
13726_4	NA	proximal	Male
13727_44	NA	proximal	Male
13728_19	NA	proximal	Male
13729_26	positive	proximal	Male
13733_5	negative	proximal	Male
13744_37	negative	proximal	Male
13748_4	negative	proximal	Male
13926_1	positive	proximal	Male
13929_27	positive	proximal	Male
13931_22	NA	proximal	Male
13932_45	negative	proximal	Male
13934_3	negative	proximal	Male
13936_24	NA	proximal	Male
13946_8	positive	proximal	Male
13947_371	positive	proximal	Male
13948_50	NA	proximal	Male
13950_9	negative	proximal	Male
13954_9	NA	proximal	Male
13955_33	negative	proximal	Male
13959_7	negative	proximal	Male
13960_15	negative	proximal	Male
13963_7	NA	proximal	Male
13966_30	negative	proximal	Male
13969_24	NA	proximal	Male
13972_4	negative	proximal	Male
13973_62	negative	proximal	Male
13975_56	NA	proximal	Male
13982_33	negative	proximal	Male
13984_23	negative	proximal	Male
13986_6	positive	proximal	Male
13991_47	NA	proximal	Male
13992_12	NA	proximal	Male
13994_1	negative	proximal	Male
13998_26	positive	proximal	Male
14002_18	positive	proximal	Male
14009_65	positive	proximal	Male
14011_17	positive	proximal	Male
14013_11	NA	proximal	Male
14021_81	negative	proximal	Male
14024_196	negative	proximal	Male
14026_24	negative	proximal	Male
14028_22	negative	proximal	Male
14039_33	NA	proximal	Male
14043_12	negative	proximal	Male
14045_12	negative	proximal	Male
14047_78	negative	proximal	Male
14054_17	positive	proximal	Male
14061_48	negative	proximal	Male
14063_17	NA	proximal	Male
14066_49	positive	proximal	Male
14069_61	negative	proximal	Male
14076_74	positive	proximal	Male
14088_38	negative	proximal	Male
14090_23	NA	proximal	Male
14093_10	negative	proximal	Male
14100_63	positive	proximal	Male
14101_2	negative	proximal	Male
14111_15	NA	proximal	Male
14112_40	negative	proximal	Male
14115_34	NA	proximal	Male
14116_129	negative	proximal	Male
14121_24	negative	proximal	Male
14122_132	positive	proximal	Male
14123_34	negative	proximal	Male
14131_37	negative	proximal	Male
14132_21	NA	proximal	Male
14133_93	negative	proximal	Male
14134_49	positive	proximal	Male
14135_3	negative	proximal	Male
14143_8	negative	proximal	Male
14144_3	negative	proximal	Male
14146_92	NA	proximal	Male
14149_9	negative	proximal	Male
14150_7	negative	proximal	Male
14156_33	positive	proximal	Male
14157_21	NA	proximal	Male
14158_17	positive	proximal	Male
14175_78	negative	proximal	Male
14192_31	NA	proximal	Male
14197_2	negative	proximal	Male
14205_6	NA	proximal	Male
14206_28	negative	proximal	Male
14208_3	negative	proximal	Male
14226_120	negative	proximal	Male
14227_21	positive	proximal	Male
14229_5	negative	proximal	Male
14245_195	negative	proximal	Male
14249_68	NA	proximal	Male
14250_115	negative	proximal	Male
14268_4	positive	proximal	Male
14283_12	NA	proximal	Male
14284_23	NA	proximal	Male
14287_6	negative	proximal	Male
14291_53	NA	proximal	Male
14294_61	positive	proximal	Male
14314_6	negative	proximal	Male
14318_1	positive	proximal	Male
14326_4	negative	proximal	Male
14329_4	NA	proximal	Male
14331_262	negative	proximal	Male
14332_3	NA	proximal	Male
14334_3	negative	proximal	Male
14337_1	positive	proximal	Male
14341_8	negative	proximal	Male
14583_49	negative	proximal	Male
14593_152	positive	proximal	Male
14599_18	negative	proximal	Male
14614_41	positive	proximal	Male
14615_46	NA	proximal	Male
14616_16	NA	proximal	Male
14618_26	positive	proximal	Male
14623_26	negative	proximal	Male
14624_51	NA	proximal	Male
14631_22	negative	proximal	Male
14645_253	negative	proximal	Male
14655_1	negative	proximal	Male
14663_44	positive	proximal	Male
14670_1	negative	proximal	Male
14675_20	negative	proximal	Male
14684_17	negative	proximal	Male
14687_6	negative	proximal	Male
14688_6	NA	proximal	Male
14689_3	positive	proximal	Male
14692_3	negative	proximal	Male
14705_1	NA	proximal	Male
14708_59	negative	proximal	Male
14711_27	negative	proximal	Male
14713_46	negative	proximal	Male
14747_9	negative	proximal	Male
14748_31	negative	proximal	Male
15295_81	negative	proximal	Male
15297_3	negative	proximal	Male
15298_199	NA	proximal	Male
15299_102	NA	proximal	Male
15300_66	NA	proximal	Male
15303_63	NA	proximal	Male
15304_1	negative	proximal	Male
15305_7	negative	proximal	Male
15308_108	negative	proximal	Male
15310_61	negative	proximal	Male
15312_14	NA	proximal	Male
15313_28	negative	proximal	Male
15315_64	negative	proximal	Male
15316_262	negative	proximal	Male
15318_75	positive	proximal	Male
15319_226	NA	proximal	Male
15321_8	NA	proximal	Male
15324_58	positive	proximal	Male
15329_167	NA	proximal	Male
15333_11	positive	proximal	Male
15336_7	negative	proximal	Male
15343_337	positive	proximal	Male
15346_31	negative	proximal	Male
15358_28	negative	proximal	Male
15361_37	negative	proximal	Male
15363_32	negative	proximal	Male
15364_101	positive	proximal	Male
15370_5	negative	proximal	Male
15372_43	NA	proximal	Male
15374_15	negative	proximal	Male
15375_49	positive	proximal	Male
15376_134	negative	proximal	Male
15381_45	NA	proximal	Male
15384_15	negative	proximal	Male
15385_116	positive	proximal	Male
15386_7	positive	proximal	Male
15387_44	positive	proximal	Male
15389_1	NA	proximal	Male
15390_3	negative	proximal	Male
15395_15	negative	proximal	Male
15402_2	NA	proximal	Male
15405_23	NA	proximal	Male
15413_3	negative	proximal	Male
15422_12	NA	proximal	Male
15427_35	negative	proximal	Male
15430_165	negative	proximal	Male
15432_1	positive	proximal	Male
15435_4	negative	proximal	Male
15437_11	negative	proximal	Male
15446_25	positive	proximal	Male
15447_45	negative	proximal	Male
15448_47	NA	proximal	Male
15449_33	positive	proximal	Male
15452_5	positive	proximal	Male
15453_3	positive	proximal	Male
15455_40	negative	proximal	Male
15457_14	NA	proximal	Male
15460_9	NA	proximal	Male
15466_30	negative	proximal	Male
15470_11	negative	proximal	Male
15471_29	positive	proximal	Male
15472_16	positive	proximal	Male
15475_4	positive	proximal	Male
15476_6	negative	proximal	Male
15480_2	negative	proximal	Male
15481_45	positive	proximal	Male
15482_12	NA	proximal	Male
15487_164	positive	proximal	Male
15491_20	positive	proximal	Male
15497_9	negative	proximal	Male
15499_11	negative	proximal	Male
15503_15	positive	proximal	Male
15504_39	negative	proximal	Male
15506_34	negative	proximal	Male
15509_2	positive	proximal	Male
15511_37	positive	proximal	Male
15516_12	positive	proximal	Male
15523_9	positive	proximal	Male
15525_294	negative	proximal	Male
15526_33	positive	proximal	Male
15530_33	negative	proximal	Male
15533_97	negative	proximal	Male
15539_15	positive	proximal	Male
15548_35	positive	proximal	Male
15556_49	negative	proximal	Male
15558_63	positive	proximal	Male
15559_5	positive	proximal	Male
15560_52	positive	proximal	Male
15565_102	negative	proximal	Male
