sequence_id	direction_group	outcome	group
11560_76	positive	colon	Male
11563_51	positive	colon	Male
11565_58	NA	colon	Male
11567_23	NA	colon	Male
11568_2	negative	colon	Male
11571_75	negative	colon	Male
11572_4	NA	colon	Male
11573_3	NA	colon	Male
11591_43	NA	colon	Male
11593_21	NA	colon	Male
11601_26	negative	colon	Male
11617_1	NA	colon	Male
11636_33	NA	colon	Male
11638_42	positive	colon	Male
11646_4	negative	colon	Male
11647_6	positive	colon	Male
11654_77	NA	colon	Male
11657_86	NA	colon	Male
11664_32	NA	colon	Male
11666_72	positive	colon	Male
11667_29	NA	colon	Male
11671_19	NA	colon	Male
11678_105	negative	colon	Male
11681_8	negative	colon	Male
11682_7	positive	colon	Male
11683_19	NA	colon	Male
11692_21	negative	colon	Male
11696_7	positive	colon	Male
11709_29	negative	colon	Male
11716_28	NA	colon	Male
11837_7	NA	colon	Male
11838_130	positive	colon	Male
11910_27	negative	colon	Male
11955_1	negative	colon	Male
11969_5	positive	colon	Male
12020_39	NA	colon	Male
12022_12	negative	colon	Male
12030_82	positive	colon	Male
12033_3	negative	colon	Male
12034_28	NA	colon	Male
12332_7	negative	colon	Male
12333_87	negative	colon	Male
12340_17	NA	colon	Male
12341_8	negative	colon	Male
12343_14	NA	colon	Male
12350_86	negative	colon	Male
12357_41	NA	colon	Male
12363_70	positive	colon	Male
12366_16	positive	colon	Male
12370_30	positive	colon	Male
12381_26	negative	colon	Male
12385_4	positive	colon	Male
12386_11	negative	colon	Male
12396_19	positive	colon	Male
12400_25	NA	colon	Male
12401_3	positive	colon	Male
12408_333	negative	colon	Male
12411_60	positive	colon	Male
12415_122	positive	colon	Male
12417_46	negative	colon	Male
12423_38	NA	colon	Male
12425_104	negative	colon	Male
12428_2	NA	colon	Male
12430_78	NA	colon	Male
12431_13	negative	colon	Male
12433_8	positive	colon	Male
12438_127	NA	colon	Male
12439_67	NA	colon	Male
12442_4	negative	colon	Male
12444_39	NA	colon	Male
12445_50	positive	colon	Male
12449_16	NA	colon	Male
12450_42	positive	colon	Male
12451_62	positive	colon	Male
12452_32	positive	colon	Male
12455_48	negative	colon	Male
12457_10	negative	colon	Male
12459_13	negative	colon	Male
12460_18	positive	colon	Male
12462_20	NA	colon	Male
12463_7	positive	colon	Male
12469_19	positive	colon	Male
12475_48	positive	colon	Male
12478_15	NA	colon	Male
12484_67	positive	colon	Male
12488_9	positive	colon	Male
12497_29	NA	colon	Male
12503_5	negative	colon	Male
12513_8	NA	colon	Male
12517_52	positive	colon	Male
12521_3	positive	colon	Male
12522_6	negative	colon	Male
12524_18	positive	colon	Male
12530_14	positive	colon	Male
12537_88	negative	colon	Male
12538_19	NA	colon	Male
12551_3	positive	colon	Male
12553_5	NA	colon	Male
12554_10	negative	colon	Male
12556_7	NA	colon	Male
12560_9	negative	colon	Male
12563_2	NA	colon	Male
12569_25	NA	colon	Male
12571_14	negative	colon	Male
12573_80	positive	colon	Male
12575_30	positive	colon	Male
12577_100	NA	colon	Male
12583_77	NA	colon	Male
12591_27	NA	colon	Male
12593_33	negative	colon	Male
12594_5	negative	colon	Male
12605_1	positive	colon	Male
12612_37	negative	colon	Male
12620_3	negative	colon	Male
12621_55	negative	colon	Male
12632_14	positive	colon	Male
12633_3	positive	colon	Male
12634_79	positive	colon	Male
12635_9	positive	colon	Male
12636_113	NA	colon	Male
12637_7	NA	colon	Male
12641_3	negative	colon	Male
12647_52	NA	colon	Male
12650_43	negative	colon	Male
12651_21	positive	colon	Male
12652_37	NA	colon	Male
12653_13	negative	colon	Male
12656_1	positive	colon	Male
12657_2	positive	colon	Male
12658_72	negative	colon	Male
12659_13	NA	colon	Male
12661_44	NA	colon	Male
12662_82	NA	colon	Male
12663_1	negative	colon	Male
12664_19	NA	colon	Male
12667_2	negative	colon	Male
12669_30	NA	colon	Male
12671_35	negative	colon	Male
12675_14	positive	colon	Male
12676_1	positive	colon	Male
12677_164	negative	colon	Male
12681_63	positive	colon	Male
12683_156	NA	colon	Male
12684_5	NA	colon	Male
12685_57	negative	colon	Male
12686_15	NA	colon	Male
12687_2	negative	colon	Male
12689_56	NA	colon	Male
12692_56	NA	colon	Male
12696_166	NA	colon	Male
12698_72	NA	colon	Male
12700_9	NA	colon	Male
12701_1	negative	colon	Male
12702_13	negative	colon	Male
12704_26	positive	colon	Male
12705_9	NA	colon	Male
12706_2	negative	colon	Male
12708_91	negative	colon	Male
12709_63	negative	colon	Male
12711_19	NA	colon	Male
12712_9	NA	colon	Male
12713_365	positive	colon	Male
12715_30	negative	colon	Male
12717_65	positive	colon	Male
12718_43	NA	colon	Male
12720_71	negative	colon	Male
12721_4	NA	colon	Male
12724_81	negative	colon	Male
12729_12	NA	colon	Male
12731_12	positive	colon	Male
12734_112	NA	colon	Male
12735_39	NA	colon	Male
12743_18	NA	colon	Male
12746_4	negative	colon	Male
12747_89	negative	colon	Male
12748_6	positive	colon	Male
12754_14	positive	colon	Male
12758_47	negative	colon	Male
12761_12	NA	colon	Male
12763_69	positive	colon	Male
12764_3	negative	colon	Male
12779_30	NA	colon	Male
12781_2	NA	colon	Male
12783_29	positive	colon	Male
12784_10	NA	colon	Male
12786_61	positive	colon	Male
12793_4	NA	colon	Male
12795_2	NA	colon	Male
12798_46	NA	colon	Male
12799_65	NA	colon	Male
12801_33	NA	colon	Male
12807_89	NA	colon	Male
12808_103	NA	colon	Male
12811_55	NA	colon	Male
12813_18	positive	colon	Male
12818_159	negative	colon	Male
12820_1	negative	colon	Male
12821_6	NA	colon	Male
12826_5	positive	colon	Male
12842_43	NA	colon	Male
12844_10	NA	colon	Male
12845_18	positive	colon	Male
12848_9	NA	colon	Male
12859_33	positive	colon	Male
12867_40	NA	colon	Male
12873_11	NA	colon	Male
12891_1	positive	colon	Male
12892_10	positive	colon	Male
12894_3	positive	colon	Male
12904_180	NA	colon	Male
12925_105	positive	colon	Male
12931_16	NA	colon	Male
12934_1	positive	colon	Male
12936_38	positive	colon	Male
12940_35	positive	colon	Male
12957_62	NA	colon	Male
12960_9	negative	colon	Male
12968_2	positive	colon	Male
12970_35	negative	colon	Male
12975_11	positive	colon	Male
12986_12	positive	colon	Male
12990_39	NA	colon	Male
12993_21	negative	colon	Male
13007_66	positive	colon	Male
13011_20	positive	colon	Male
13013_41	positive	colon	Male
13022_20	negative	colon	Male
13027_20	NA	colon	Male
13039_1	negative	colon	Male
13041_47	NA	colon	Male
13044_5	negative	colon	Male
13056_18	positive	colon	Male
13062_4	NA	colon	Male
13067_5	positive	colon	Male
13068_139	positive	colon	Male
13073_14	positive	colon	Male
13083_18	positive	colon	Male
13085_18	NA	colon	Male
13088_397	negative	colon	Male
13090_17	negative	colon	Male
13093_6	negative	colon	Male
13094_75	positive	colon	Male
13095_51	negative	colon	Male
13098_93	negative	colon	Male
13101_60	NA	colon	Male
13105_7	negative	colon	Male
13109_82	positive	colon	Male
13111_79	negative	colon	Male
13112_179	positive	colon	Male
13114_50	positive	colon	Male
13119_26	negative	colon	Male
13122_19	positive	colon	Male
13123_3	negative	colon	Male
13124_20	negative	colon	Male
13126_52	positive	colon	Male
13130_150	NA	colon	Male
13131_5	positive	colon	Male
13132_14	negative	colon	Male
13133_73	positive	colon	Male
13242_134	positive	colon	Male
13268_45	negative	colon	Male
13374_4	negative	colon	Male
13377_3	negative	colon	Male
13378_80	positive	colon	Male
13384_110	NA	colon	Male
13387_55	positive	colon	Male
13397_88	negative	colon	Male
13399_33	positive	colon	Male
13405_61	negative	colon	Male
13412_5	NA	colon	Male
13427_66	negative	colon	Male
13430_50	NA	colon	Male
13431_74	NA	colon	Male
13434_172	NA	colon	Male
13435_31	positive	colon	Male
13436_54	NA	colon	Male
13438_115	positive	colon	Male
13439_6	positive	colon	Male
13447_42	negative	colon	Male
13449_25	NA	colon	Male
13450_49	negative	colon	Male
13451_2	NA	colon	Male
13453_2	negative	colon	Male
13463_1	negative	colon	Male
13465_5	positive	colon	Male
13468_5	NA	colon	Male
13470_43	positive	colon	Male
13472_35	negative	colon	Male
13474_40	NA	colon	Male
13476_16	NA	colon	Male
13479_8	positive	colon	Male
13481_24	NA	colon	Male
13482_14	negative	colon	Male
13485_20	positive	colon	Male
13491_40	positive	colon	Male
13492_44	NA	colon	Male
13495_48	negative	colon	Male
13498_1	negative	colon	Male
13499_30	negative	colon	Male
13503_19	NA	colon	Male
13506_10	positive	colon	Male
13509_5	NA	colon	Male
13510_7	positive	colon	Male
13512_28	NA	colon	Male
13513_174	NA	colon	Male
13515_8	positive	colon	Male
13518_5	positive	colon	Male
13519_112	negative	colon	Male
13530_5	NA	colon	Male
13532_25	NA	colon	Male
13541_1	positive	colon	Male
13544_9	NA	colon	Male
13545_97	negative	colon	Male
13547_5	NA	colon	Male
13549_15	positive	colon	Male
13552_7	positive	colon	Male
13561_5	NA	colon	Male
13563_259	NA	colon	Male
13565_2	positive	colon	Male
13568_30	positive	colon	Male
13570_43	negative	colon	Male
13572_43	negative	colon	Male
13573_5	NA	colon	Male
13574_50	negative	colon	Male
13575_40	positive	colon	Male
13587_10	positive	colon	Male
13588_11	NA	colon	Male
13589_10	positive	colon	Male
13594_158	NA	colon	Male
13595_20	negative	colon	Male
13597_20	negative	colon	Male
13599_15	positive	colon	Male
13603_7	positive	colon	Male
13604_27	positive	colon	Male
13605_16	positive	colon	Male
13612_7	NA	colon	Male
13613_23	positive	colon	Male
13614_6	positive	colon	Male
13620_10	negative	colon	Male
13622_16	NA	colon	Male
13623_4	negative	colon	Male
13625_19	NA	colon	Male
13628_58	positive	colon	Male
13631_1	positive	colon	Male
13634_209	positive	colon	Male
13645_14	positive	colon	Male
13650_11	positive	colon	Male
13653_335	positive	colon	Male
13654_1	NA	colon	Male
13657_2	positive	colon	Male
13659_36	positive	colon	Male
13669_6	positive	colon	Male
13671_40	negative	colon	Male
13673_21	negative	colon	Male
13681_173	positive	colon	Male
13689_2	positive	colon	Male
13692_154	positive	colon	Male
13700_10	positive	colon	Male
13713_164	NA	colon	Male
13717_15	positive	colon	Male
13724_27	negative	colon	Male
13726_4	NA	colon	Male
13727_44	NA	colon	Male
13728_19	NA	colon	Male
13729_26	positive	colon	Male
13733_5	negative	colon	Male
13744_37	negative	colon	Male
13748_4	negative	colon	Male
13926_1	positive	colon	Male
13929_27	positive	colon	Male
13930_3	positive	colon	Male
13931_22	NA	colon	Male
13932_45	positive	colon	Male
13933_276	negative	colon	Male
13934_3	negative	colon	Male
13936_24	NA	colon	Male
13943_38	positive	colon	Male
13944_3	positive	colon	Male
13946_8	positive	colon	Male
13947_371	positive	colon	Male
13948_50	NA	colon	Male
13954_9	NA	colon	Male
13955_33	negative	colon	Male
13960_15	positive	colon	Male
13961_18	negative	colon	Male
13963_7	NA	colon	Male
13966_30	positive	colon	Male
13969_24	NA	colon	Male
13972_4	negative	colon	Male
13973_62	negative	colon	Male
13975_56	NA	colon	Male
13982_33	negative	colon	Male
13985_12	negative	colon	Male
13991_47	NA	colon	Male
13992_12	NA	colon	Male
14002_18	positive	colon	Male
14006_36	positive	colon	Male
14007_22	negative	colon	Male
14009_65	negative	colon	Male
14011_17	positive	colon	Male
14013_11	NA	colon	Male
14025_18	positive	colon	Male
14026_24	positive	colon	Male
14039_33	NA	colon	Male
14048_7	positive	colon	Male
14054_17	positive	colon	Male
14063_17	NA	colon	Male
14069_61	negative	colon	Male
14082_56	negative	colon	Male
14088_38	negative	colon	Male
14090_23	NA	colon	Male
14094_29	negative	colon	Male
14101_2	positive	colon	Male
14107_1	negative	colon	Male
14111_15	NA	colon	Male
14115_34	NA	colon	Male
14116_129	negative	colon	Male
14120_2	positive	colon	Male
14121_24	positive	colon	Male
14122_132	positive	colon	Male
14123_34	negative	colon	Male
14128_121	positive	colon	Male
14131_37	negative	colon	Male
14132_21	NA	colon	Male
14133_93	positive	colon	Male
14135_3	positive	colon	Male
14136_234	positive	colon	Male
14143_8	negative	colon	Male
14144_3	negative	colon	Male
14146_92	NA	colon	Male
14149_9	positive	colon	Male
14150_7	negative	colon	Male
14151_4	negative	colon	Male
14156_33	positive	colon	Male
14157_21	NA	colon	Male
14158_17	positive	colon	Male
14175_78	negative	colon	Male
14192_31	NA	colon	Male
14204_55	positive	colon	Male
14205_6	NA	colon	Male
14216_35	positive	colon	Male
14226_120	negative	colon	Male
14227_21	positive	colon	Male
14229_5	positive	colon	Male
14245_195	positive	colon	Male
14249_68	NA	colon	Male
14254_27	positive	colon	Male
14260_112	positive	colon	Male
14268_4	positive	colon	Male
14271_23	positive	colon	Male
14283_12	NA	colon	Male
14284_23	NA	colon	Male
14287_6	negative	colon	Male
14291_53	NA	colon	Male
14314_6	positive	colon	Male
14326_4	negative	colon	Male
14329_4	NA	colon	Male
14332_3	NA	colon	Male
14337_1	positive	colon	Male
14341_8	positive	colon	Male
14593_152	positive	colon	Male
14615_46	NA	colon	Male
14616_16	NA	colon	Male
14619_8	negative	colon	Male
14624_51	NA	colon	Male
14633_26	positive	colon	Male
14634_13	negative	colon	Male
14636_25	negative	colon	Male
14655_1	negative	colon	Male
14662_6	positive	colon	Male
14663_44	positive	colon	Male
14670_1	positive	colon	Male
14675_20	negative	colon	Male
14684_17	negative	colon	Male
14685_17	positive	colon	Male
14687_6	positive	colon	Male
14688_6	NA	colon	Male
14689_3	negative	colon	Male
14692_3	positive	colon	Male
14705_1	NA	colon	Male
14708_59	negative	colon	Male
14711_27	negative	colon	Male
14747_9	negative	colon	Male
14748_31	negative	colon	Male
15295_81	negative	colon	Male
15298_199	NA	colon	Male
15299_102	NA	colon	Male
15300_66	NA	colon	Male
15303_63	NA	colon	Male
15304_1	negative	colon	Male
15312_14	NA	colon	Male
15316_262	negative	colon	Male
15319_226	NA	colon	Male
15321_8	NA	colon	Male
15322_35	negative	colon	Male
15324_58	positive	colon	Male
15326_64	negative	colon	Male
15329_167	NA	colon	Male
15333_11	positive	colon	Male
15343_337	positive	colon	Male
15358_28	positive	colon	Male
15361_37	positive	colon	Male
15363_32	negative	colon	Male
15364_101	negative	colon	Male
15367_38	negative	colon	Male
15370_5	negative	colon	Male
15372_43	NA	colon	Male
15375_49	positive	colon	Male
15376_134	negative	colon	Male
15381_45	NA	colon	Male
15384_15	negative	colon	Male
15386_7	positive	colon	Male
15387_44	positive	colon	Male
15389_1	NA	colon	Male
15395_15	positive	colon	Male
15402_2	NA	colon	Male
15405_23	NA	colon	Male
15413_3	negative	colon	Male
15414_316	negative	colon	Male
15416_54	negative	colon	Male
15419_15	positive	colon	Male
15422_12	NA	colon	Male
15432_1	positive	colon	Male
15435_4	negative	colon	Male
15437_11	negative	colon	Male
15446_25	positive	colon	Male
15448_47	NA	colon	Male
15452_5	positive	colon	Male
15453_3	positive	colon	Male
15455_40	negative	colon	Male
15457_14	NA	colon	Male
15460_9	NA	colon	Male
15466_30	positive	colon	Male
15468_14	positive	colon	Male
15470_11	negative	colon	Male
15472_16	positive	colon	Male
15475_4	positive	colon	Male
15476_6	negative	colon	Male
15480_2	negative	colon	Male
15481_45	positive	colon	Male
15482_12	NA	colon	Male
15486_126	positive	colon	Male
15491_20	positive	colon	Male
15495_9	negative	colon	Male
15499_11	negative	colon	Male
15503_15	positive	colon	Male
15504_39	negative	colon	Male
15509_2	positive	colon	Male
15511_37	negative	colon	Male
15513_108	negative	colon	Male
15515_2	positive	colon	Male
15516_12	negative	colon	Male
15521_4	negative	colon	Male
15525_294	negative	colon	Male
15526_33	positive	colon	Male
15530_33	negative	colon	Male
15533_97	negative	colon	Male
15535_3	negative	colon	Male
15540_6	positive	colon	Male
15556_49	negative	colon	Male
15558_63	positive	colon	Male
15559_5	positive	colon	Male
15565_102	negative	colon	Male
15566_10	positive	colon	Male
15567_2	NA	colon	Male
15569_15	positive	colon	Male
15574_37	NA	colon	Male
15576_158	positive	colon	Male
15580_2	positive	colon	Male
15587_20	positive	colon	Male
15589_1	positive	colon	Male
15591_28	NA	colon	Male
15596_7	NA	colon	Male
15602_43	positive	colon	Male
15603_20	NA	colon	Male
15606_19	positive	colon	Male
15607_56	positive	colon	Male
15613_16	negative	colon	Male
15615_8	negative	colon	Male
15620_4	positive	colon	Male
15622_13	negative	colon	Male
15626_223	negative	colon	Male
15627_83	NA	colon	Male
15635_4	positive	colon	Male
15636_49	negative	colon	Male
15637_38	NA	colon	Male
15640_54	NA	colon	Male
15641_20	negative	colon	Male
15644_1	negative	colon	Male
15653_9	positive	colon	Male
15666_21	NA	colon	Male
15667_39	positive	colon	Male
15668_19	positive	colon	Male
15674_3	negative	colon	Male
15675_3	positive	colon	Male
15686_49	negative	colon	Male
15692_300	positive	colon	Male
16021_30	positive	colon	Male
16035_8	negative	colon	Male
16055_3	positive	colon	Male
16057_6	positive	colon	Male
16060_99	positive	colon	Male
16079_2	negative	colon	Male
16081_38	positive	colon	Male
16288_17	negative	colon	Male
16293_1	negative	colon	Male
16297_14	NA	colon	Male
16298_84	NA	colon	Male
16302_11	positive	colon	Male
16305_10	negative	colon	Male
16308_14	NA	colon	Male
16312_45	positive	colon	Male
16315_105	negative	colon	Male
16317_20	negative	colon	Male
16323_8	positive	colon	Male
16536_3	NA	colon	Male
16561_9	positive	colon	Male
16583_8	positive	colon	Male
16587_1	positive	colon	Male
16588_10	negative	colon	Male
16593_3	positive	colon	Male
16594_44	positive	colon	Male
16597_11	NA	colon	Male
16605_2	NA	colon	Male
16607_78	positive	colon	Male
16609_106	negative	colon	Male
16612_28	positive	colon	Male
16614_27	negative	colon	Male
16616_137	positive	colon	Male
16620_26	positive	colon	Male
16749_79	positive	colon	Male
16755_195	positive	colon	Male
16760_2	positive	colon	Male
16763_11	negative	colon	Male
16770_3	negative	colon	Male
16773_29	positive	colon	Male
16781_2	negative	colon	Male
16785_45	negative	colon	Male
16792_4	positive	colon	Male
16802_31	positive	colon	Male
16805_5	positive	colon	Male
16807_35	positive	colon	Male
16809_1	NA	colon	Male
16825_20	positive	colon	Male
16828_8	negative	colon	Male
16836_1	NA	colon	Male
16845_15	negative	colon	Male
16852_10	positive	colon	Male
16853_5	positive	colon	Male
16854_17	positive	colon	Male
16856_79	positive	colon	Male
16857_2	NA	colon	Male
16858_384	positive	colon	Male
16859_100	negative	colon	Male
16872_248	negative	colon	Male
16877_19	positive	colon	Male
16882_27	negative	colon	Male
16883_57	NA	colon	Male
16899_59	NA	colon	Male
16914_104	negative	colon	Male
16915_153	positive	colon	Male
16918_198	positive	colon	Male
16919_1	NA	colon	Male
16922_53	positive	colon	Male
16926_44	positive	colon	Male
16932_5	NA	colon	Male
17140_57	positive	colon	Male
17148_7	negative	colon	Male
17151_84	NA	colon	Male
17152_10	negative	colon	Male
17153_46	negative	colon	Male
17154_2	positive	colon	Male
17155_1	positive	colon	Male
17156_72	positive	colon	Male
17161_1	NA	colon	Male
17163_117	NA	colon	Male
17164_15	positive	colon	Male
17165_1	negative	colon	Male
17170_15	negative	colon	Male
17175_5	positive	colon	Male
17195_43	NA	colon	Male
17196_5	positive	colon	Male
17204_17	NA	colon	Male
17205_21	negative	colon	Male
17209_27	positive	colon	Male
17210_2	negative	colon	Male
17224_12	positive	colon	Male
17325_10	positive	colon	Male
17327_3	positive	colon	Male
17329_2	positive	colon	Male
17331_138	positive	colon	Male
17332_3	negative	colon	Male
17341_89	negative	colon	Male
17342_13	negative	colon	Male
17345_12	NA	colon	Male
17356_34	NA	colon	Male
17366_6	negative	colon	Male
17367_5	negative	colon	Male
17377_1	positive	colon	Male
17384_110	positive	colon	Male
17387_27	NA	colon	Male
17396_23	negative	colon	Male
17404_5	positive	colon	Male
17408_2	positive	colon	Male
17410_5	positive	colon	Male
17419_17	negative	colon	Male
17432_25	positive	colon	Male
17436_193	negative	colon	Male
17441_4	negative	colon	Male
17447_52	positive	colon	Male
17451_13	NA	colon	Male
17454_15	negative	colon	Male
17455_42	positive	colon	Male
17460_51	positive	colon	Male
17462_19	NA	colon	Male
17474_106	NA	colon	Male
17495_141	negative	colon	Male
17505_125	positive	colon	Male
17509_6	NA	colon	Male
17513_11	negative	colon	Male
17514_48	NA	colon	Male
17516_7	positive	colon	Male
17671_58	negative	colon	Male
17677_47	positive	colon	Male
17680_12	positive	colon	Male
17682_1	negative	colon	Male
17683_2	NA	colon	Male
17685_9	positive	colon	Male
17686_27	negative	colon	Male
17692_2	negative	colon	Male
17694_32	positive	colon	Male
17696_1	positive	colon	Male
17697_2	positive	colon	Male
17702_53	negative	colon	Male
17706_4	NA	colon	Male
17712_7	negative	colon	Male
17721_82	positive	colon	Male
17722_5	negative	colon	Male
17724_3	NA	colon	Male
17725_37	positive	colon	Male
17726_3	positive	colon	Male
17736_105	negative	colon	Male
17738_7	positive	colon	Male
17742_2	negative	colon	Male
17744_31	negative	colon	Male
